Instituição financeira;Código;TCB;TD;TC;SR;Segmento;Cidade;UF;Data;Total_Carteira_PF;PF_Consignado_Vencido_15d;PF_Consignado_Vencer_90d;PF_Consignado_Vencer_91-360d;PF_Consignado_Vencer_361-1080d;PF_Consignado_Vencer_1081-1800d;PF_Consignado_Vencer_1801-5400d;PF_Consignado_Vencer_acima_5400d;PF_Consignado_TOTAL;PF_Não_Consignado_Vencido_15d;PF_Não_Consignado_Vencer_90d;PF_Não_Consignado_Vencer_91-360d;PF_Não_Consignado_Vencer_361-1080d;PF_Não_Consignado_Vencer_1081-1800d;PF_Não_Consignado_Vencer_1801-5400d;PF_Não_Consignado_Vencer_acima_5400d;PF_Não_Consignado_TOTAL;PF_Veículos_Vencido_15d;PF_Veículos_Vencer_90d;PF_Veículos_Vencer_91-360d;PF_Veículos_Vencer_361-1080d;PF_Veículos_Vencer_1081-1800d;PF_Veículos_Vencer_1801-5400d;PF_Veículos_Vencer_acima_5400d;PF_Veículos_TOTAL;PF_Hab_Vencido_15d;PF_Hab_Vencer_90d;PF_Hab_Vencer_91-360d;PF_Hab_Vencer_361-1080d;PF_Hab_Vencer_1081-1800d;PF_Hab_Vencer_1801-5400d;PF_Hab_Vencer_acima_5400d;PF_Hab_TOTAL;PF_Cartão_Vencido_15d;PF_Cartão_Vencer_90d;PF_Cartão_Vencer_91-360d;PF_Cartão_Vencer_361-1080d;PF_Cartão_Vencer_1081-1800d;PF_Cartão_Vencer_1801-5400d;PF_Cartão_Vencer_acima_5400d;PF_Cartão_TOTAL;PF_Rural_Vencido_15d;PF_Rural_Vencer_90d;PF_Rural_Vencer_91-360d;PF_Rural_Vencer_361-1080d;PF_Rural_Vencer_1081-1800d;PF_Rural_Vencer_1801-5400d;PF_Rural_Vencer_acima_5400d;PF_Rural_TOTAL;PF_Outros_Vencido_15d;PF_Outros_Vencer_90d;PF_Outros_Vencer_91-360d;PF_Outros_Vencer_361-1080d;PF_Outros_Vencer_1081-1800d;PF_Outros_Vencer_1801-5400d;PF_Outros_Vencer_acima_5400d;Outros_TOTAL;Total_Exterior_PF
PANAMERICANO;31323;b1;C;2;;199;SAO PAULO;SP;01/06/2012;8257340;31779;151889;434667;702298;222984;12702;0;1556320;12420;21301;50008;35511;138;66;0;119445;272591;394870;1017080;2531461;934277;2244;0;5152523;2834;11032;27862;62244;47432;109637;22325;283365;250247;436808;71902;877;0;0;0;759834;0;0;0;0;0;0;0;0;13664;30168;82842;99781;56320;93565;9515;385853;0
SAFRA;10083;b1;C;2;;199;SAO PAULO;SP;01/06/2012;7774040;3181;45712;126120;180496;50392;1453;0;407355;1138;12563;34263;65037;8374;190;0;121566;57563;654415;1629134;2232256;335248;17;0;4908634;64;257;1101;2549;1640;2895;9;8514;4405;59863;12067;10;0;0;0;76344;1079;17996;30940;12508;6374;3006;0;71903;19379;1278340;735676;77933;37957;20177;5;2169467;10258
BANCO VOLKSWAGEN S.A.;59109165;b2;I;3;;8;SAO PAULO;SP;01/06/2012;7739859;161;7545;16997;17031;1288;0;0;43022;192;242;554;440;20;0;0;1449;60286;985171;2486596;3471640;689478;1935;0;7695106;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;65;121;87;9;0;0;0;283;0
BANCO GMAC S.A.;59274605;b2;I;3;;8;SAO PAULO;SP;01/06/2012;6011488;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;49527;746411;1825569;2749056;640926;0;0;6011488;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
BRB;31976;b1;C;1;;199;BRASILIA;DF;01/06/2012;4544917;4961;197592;486492;1069681;632392;111615;0;2502733;17958;187877;352960;400327;163666;45830;0;1168617;1209;8144;21256;44545;17747;59;0;92959;196;12373;22367;63894;46893;44384;0;190107;14;1826;123;0;0;0;0;1962;2723;51843;44614;59881;20055;7535;0;186651;16997;57501;141689;55178;38705;27165;64651;401887;0
MERCANTIL DO BRASIL;20152;b1;C;2;;199;BELO HORIZONTE;MG;01/06/2012;4263810;27191;300611;813238;1533159;450483;3723;0;3128405;15788;110769;224907;240121;65718;570;11;657883;2216;20799;50724;63855;6884;0;0;144478;9;438;1218;2605;1761;2213;0;8244;9470;74637;0;0;0;0;0;84107;0;4505;7238;3515;144;21597;0;36999;19582;90194;61436;24440;7961;81;0;203695;0
BNP PARIBAS;51516;b1;C;3;;199;SAO PAULO;SP;01/06/2012;3970577;22187;240344;683892;1295143;541752;9382;0;2792701;7052;24995;29986;4777;124;1;0;66935;2511;12092;30851;37900;1427;0;0;84781;0;0;0;0;0;0;0;0;84097;674850;247714;15128;0;0;0;1021789;0;0;0;0;0;0;0;0;383;543;1875;1569;0;0;0;4370;0
FIBRA;49951;b1;C;2;;199;SAO PAULO;SP;01/06/2012;3650692;10720;59353;157915;249955;62932;2673;0;543549;51683;288598;263483;16089;439;75;0;620367;66262;257433;635248;989249;195003;130;0;2143324;0;0;0;0;0;0;0;0;23090;46863;9236;3;0;0;0;79192;0;0;1314;0;0;0;0;1314;3500;80938;134686;39517;2537;1634;133;262945;0
BANCO DE LAGE LANDEN BRASIL S.A.;5040481;b2;I;3;;8;PORTO ALEGRE;RS;01/06/2012;3476511;0;0;0;0;0;0;0;0;117;258;670;886;7;0;0;1938;409;2436;6498;9392;360;0;0;19095;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;122033;318734;727538;1379759;738380;168161;0;3454603;799;0;0;0;0;0;75;874;0
BANCO RABOBANK INTERNATIONAL BRASIL S.A.;1023570;b1;I;3;;8;SAO PAULO;SP;01/06/2012;3221018;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;19473;473460;976848;611117;175623;91233;21;2347776;1283;54585;296075;296864;155758;68678;0;873243;0
SOCIETE GENERALE;31859;b1;C;3;;199;SAO PAULO;SP;01/06/2012;3168441;6129;163459;471707;656907;168682;15222;0;1482106;36339;171190;209565;45152;721;0;0;462967;37836;161904;381892;533265;108385;87;0;1223369;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
ALFA;51293;b1;C;2;;199;SAO PAULO;SP;01/06/2012;2892965;2502;129547;330226;540378;225813;76355;0;1304821;197;36646;26443;7577;1763;1;0;72626;3817;221497;538248;650468;95550;95;0;1509676;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;121;291;961;512;0;0;1885;65;3890;3;0;0;0;0;3958;0
BANCO DAYCOVAL S.A.;62232889;b1;I;2;;8;SAO PAULO;SP;01/06/2012;2750032;14964;181422;516209;1010147;399549;21206;0;2143498;4095;25566;61309;16044;458;429;0;107901;17199;58565;134687;198426;43843;69;0;452789;0;0;0;0;0;0;0;0;31;51;0;0;0;0;0;83;0;226;622;514;0;0;0;1363;4301;15559;23392;1135;4;8;0;44399;0
BANCO DO NORDESTE DO BRASIL S.A.;7237373;b1;I;1;;8;FORTALEZA;CE;01/06/2012;2623600;436;6019;15447;25115;12565;407;0;59989;1889;6416;18536;19508;3792;145;0;50287;0;0;0;0;0;0;0;0;0;243;0;0;0;0;0;243;0;0;0;0;0;0;0;0;192978;62400;81117;28673;8136;587332;0;960636;20603;938168;524743;45352;14235;9346;0;1552445;0
BANCO COOPERATIVO SICREDI S.A.;1181521;b1;I;2;;11;PORTO ALEGRE;RS;01/06/2012;2475003;0;0;0;0;0;0;0;0;0;3919;11432;29370;23347;16587;0;84656;0;0;0;0;0;0;0;0;0;13;36;91;95;330;243;808;0;0;0;0;0;0;0;0;0;71044;300946;661601;528429;673229;0;2235249;498;31323;51596;54028;16202;644;0;154290;0
BONSUCESSO;50706;b1;C;2;;199;BELO HORIZONTE;MG;01/06/2012;2425663;19791;227513;592104;928333;265330;7254;4;2040328;502;1249;2964;3600;1338;293;0;9946;1;1;4;1;0;0;0;7;0;0;0;0;0;0;0;0;19857;355224;0;0;0;0;0;375081;0;0;0;0;0;0;0;0;0;128;89;82;0;0;0;300;0
BANCO CSF S.A.;8357240;b2;I;3;;8;SAO PAULO;SP;01/06/2012;2345218;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;472039;1297704;544025;31450;0;0;0;2345218;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
JOHN DEERE;50071;b1;C;3;;199;INDAIATUBA;SP;01/06/2012;2043670;0;0;0;0;0;0;0;0;0;0;750;1468;0;0;0;2218;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;16230;36869;465848;704563;583211;226287;0;2033006;0;0;2358;4689;1398;0;0;8445;0
J.MALUCELLI;30881;b1;C;2;;199;CURITIBA;PR;01/06/2012;1932269;16539;165595;437969;830752;365975;43320;0;1860150;8083;25554;24380;4261;101;0;0;62379;94;272;390;114;1;0;0;871;0;0;0;0;0;0;0;0;5154;3199;0;0;0;0;0;8352;0;0;0;0;0;0;0;0;0;10;507;0;0;0;0;517;0
BANCO DO ESTADO DO PARÁ S.A.;4913711;b1;I;1;;8;BELEM;PA;01/06/2012;1928722;1728;91807;357046;639761;322882;58436;0;1471660;8569;111208;204355;118833;1665;291;1;444922;0;0;0;0;0;0;0;0;13;89;1377;968;8;0;0;2454;0;0;0;0;0;0;0;0;0;2016;210;329;350;4492;0;7397;848;1232;209;0;0;0;0;2289;0
HONDA;51396;b2;C;3;;198;SAO PAULO;SP;01/06/2012;1918253;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;28889;339434;772758;736757;40403;12;0;1918253;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
BANESTES;30159;b1;C;1;;199;VITORIA;ES;01/06/2012;1742463;3212;65971;181973;340084;157500;12924;0;761665;12637;41061;87287;70764;9376;528;0;221654;1902;13544;34898;52194;10006;34;0;112578;883;2936;6577;4931;3015;9431;4320;32093;2563;5603;36031;63765;0;0;0;107963;2632;25678;221581;84211;27787;4344;0;366233;8428;31724;51716;44284;2965;1156;7;140278;0
BANCO REGIONAL DE DESENVOLVIMENTO DO EXTREMO SUL;92816560;b4;I;1;;5;PORTO ALEGRE;RS;01/06/2012;1728200;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;12796;65793;215003;467848;355557;578351;35;1695383;191;1147;4344;10658;8927;7550;0;32817;0
PORTO SEGURO;51444;n1;C;2;;197;SAO PAULO;SP;01/06/2012;1658390;737;5740;16076;15423;2039;5;0;40019;131;538;1222;217;0;0;0;2108;4414;34658;83306;114298;24116;16;0;260809;0;0;0;0;0;0;0;0;95856;1209864;46344;3390;0;0;0;1355454;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
TOYOTA;51334;b2;C;3;;198;SAO PAULO;SP;01/06/2012;1579201;0;0;0;0;0;0;0;0;0;31;64;30;1;0;0;126;10630;267717;631045;609804;50934;50;0;1570179;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;62;1621;3739;3327;148;0;0;8897;0
COOPERATIVA DE CRÉDITO CREDICITRUS;54037916;b3S;I;2;;9;BEBEDOURO;SP;01/06/2012;1492188;0;267;535;812;33;0;0;1647;333;5053;8869;14539;2314;316;0;31424;313;14860;38690;67504;17158;110;1;138636;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;12870;100255;643477;114064;7413;1858;0;879937;10874;220726;63686;26818;16265;6227;95947;440543;0
PERNAMBUCANAS;40699;n1;C;2;;197;SAO PAULO;SP;01/06/2012;1457421;306;2297;4829;900;0;0;0;8332;141407;347635;204859;16849;0;0;0;710749;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;495403;0;0;0;0;0;495403;0;0;0;0;0;0;0;0;128270;65307;44416;4944;0;0;0;242937;0
BANCO CNH CAPITAL S.A.;2992446;b2;I;3;;8;CURITIBA;PR;01/06/2012;1351279;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;444;1034;3253;4286;382;0;0;9399;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;15791;95308;256761;445482;263210;90107;0;1166659;33754;29283;37518;51503;22262;900;0;175220;0
PSA FINANCE;51365;b2;C;3;;198;SAO PAULO;SP;01/06/2012;1122422;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;13023;139710;365115;507425;97143;6;0;1122422;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
BANCOOB;51750;b1;C;2;;199;BRASILIA;DF;01/06/2012;1076794;1571;20990;52510;112369;43808;805;0;232052;38;149;509;444;1;0;0;1142;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7937;32885;0;0;0;0;0;40823;0;15439;65262;129236;98097;103870;0;411904;465;27718;92801;179739;75278;14349;522;390873;0
MIDWAY S.A. - CRÉDITO, FINANCIAMENTO E INVESTIMENTO;9464032;n1;I;2;;14;SAO PAULO;SP;01/06/2012;1054185;1602;837;2091;889;37;0;0;5455;24690;46913;28550;40;0;0;0;100193;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;200210;541645;206475;207;0;0;0;948536;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
BANCO DO ESTADO DE SERGIPE S.A.;13009717;b1;I;1;;8;ARACAJU;SE;01/06/2012;1024599;4095;52245;117274;218733;147120;44790;0;584257;1333;7391;15869;1323;266;149;0;26330;0;0;0;0;0;0;0;0;364;4554;11356;29590;28476;38406;35;112782;0;212474;0;0;0;0;0;212474;1577;11860;12873;17526;5566;5969;0;55371;2218;9736;19720;1711;0;0;0;33385;0
ASSOCIACAO DE POUPANCA E EMPRESTIMO - POUPEX;655522;n1;I;2;;25;BRASILIA;DF;01/06/2012;1000041;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;46296;45854;122877;255882;129888;334272;62784;997853;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;19;66;188;443;260;442;770;2188;0
BIC;32119;b1;C;2;;199;SAO PAULO;SP;01/06/2012;932727;7572;51673;141653;239011;85598;1358;0;526866;16094;44146;48626;91806;1629;105;15;202420;2723;9957;24624;41449;10055;9;0;88816;88;127;192;450;398;1168;376;2799;0;0;0;0;0;0;0;0;0;34;0;0;0;0;0;34;972;32797;29870;31206;13415;3533;0;111793;0
COOPERFORTE - COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS FUNCIONÁRIOS DE INSTITUIÇÕES FINANCEIRAS PÚBLICAS FEDERAIS LTDA.;1658426;b3S;I;2;;9;BRASILIA;DF;01/06/2012;841828;156;31530;102741;148631;110202;0;0;393260;2365;31965;107798;181283;124921;236;0;448569;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
MERCEDES-BENZ;51262;b2;C;3;;198;SAO PAULO;SP;01/06/2012;763329;0;0;0;0;0;0;0;0;2;289;792;1015;203;1;0;2302;6676;83221;214574;350152;104524;150;0;759297;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;83;327;519;619;182;1;0;1730;0
OMNI;50940;n1;C;2;;197;SAO PAULO;SP;01/06/2012;758566;0;0;0;0;0;0;0;0;6400;19353;36809;30646;2014;33;0;95255;25988;99138;201775;188597;16564;2;0;532064;0;0;0;0;0;0;0;0;44446;86797;0;0;0;0;0;131243;0;0;0;0;0;0;0;0;4;0;0;0;0;0;0;4;0
ORIGINAL;51781;b1;C;2;;199;PORTO ALEGRE;RS;01/06/2012;753209;17753;50757;111423;172604;34398;1746;0;388683;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;124;477;964;1983;1719;5599;1142;12009;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;22876;58899;191737;73230;5513;262;0;352517;0
COOPERATIVA DE CREDITO VALE DO ITAJAI - VIACREDI;82639451;b3S;I;2;;9;BLUMENAU;SC;01/06/2012;740960;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5471;132936;300975;290973;10371;235;0;740960;0
CREFISA S.A.-CREDITO, FINANCIAMENTO E INVESTIMENTOS;60779196;n1;I;2;;14;SAO PAULO;SP;01/06/2012;725255;115;585;1260;40;0;0;0;2001;202570;405960;114556;170;0;0;0;723255;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
BANIF;20255;b1;C;3;;199;SAO PAULO;SP;01/06/2012;701407;16332;22664;47777;64967;14245;251;0;166235;4764;39972;21418;17266;7497;30;0;90947;55502;43704;106160;166476;30418;7;0;402267;0;0;0;0;0;0;0;0;1575;2542;389;0;0;0;0;4506;0;0;0;0;0;0;0;0;2254;25641;2701;6856;0;0;0;37452;0
COOPERATIVA DE CRÉDITO DOS PRODUTORES RURAIS E EMPRESÁRIOS DO INTERIOR PAULISTA;71328769;b3S;I;2;;9;SERTAOZINHO;SP;01/06/2012;653148;0;1;3;1;0;0;0;5;852;8261;17472;18926;3993;844;0;50349;26;1125;2916;4720;504;0;0;9291;0;0;0;0;0;0;0;0;0;2;5;5;0;0;0;11;2290;52233;126989;297859;689;20559;0;500619;555;11419;10604;21400;17096;10713;21085;92871;0
BANCO INTERMEDIUM S/A;416968;b1;I;2;;8;BELO HORIZONTE;MG;01/06/2012;626142;8995;37625;101083;211929;103522;6948;0;470102;1051;16813;12936;320;10;1;0;31130;0;0;0;0;0;0;0;0;2628;10207;25767;45996;23343;15378;2;123319;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;137;94;0;0;0;1360;0;1591;0
RODOBENS;51736;b1;C;2;;199;SAO PAULO;SP;01/06/2012;598528;0;8391;462;22;3;0;0;8878;132;1993;3667;6277;3410;33;0;15512;6802;58032;147305;230071;62449;96;0;504755;951;10345;10609;25335;14906;6336;36;68518;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;33;359;265;206;2;0;0;865;0
BANCO DE DESENVOLVIMENTO DO ESPIRITO SANTO S.A.;28145829;b4;I;1;;5;VITORIA;ES;01/06/2012;588647;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3310;8667;38427;144079;149939;234247;0;578669;137;1077;2816;4816;1121;9;0;9977;0
DACASA FINANCEIRA S.A.-SOC. DE CRED. FINANC. E INVESTIMENTO;27406222;n1;I;2;;14;VITORIA;ES;01/06/2012;587636;0;0;0;0;0;0;0;0;59904;114407;103371;8498;12;0;0;286192;245;2093;5172;6902;18;0;0;14431;0;0;0;0;0;0;0;0;43624;228625;9927;4793;45;0;0;287013;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
BADESUL DESENVOLVIMENTO S.A - AGÊNCIA DE FOMENTO/RS;2885855;n1;I;1;;30;PORTO ALEGRE;RS;01/06/2012;552527;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10391;15876;66421;156681;127060;173522;0;549950;24;107;541;1165;726;13;0;2577;0
BANCO CARGILL S.A.;3609817;b1;I;3;;8;SAO PAULO;SP;01/06/2012;538886;0;0;0;0;0;0;0;0;0;17376;39035;4730;0;0;0;61141;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2838;25413;405727;41478;2288;0;0;477745;0
RURAL;31244;b1;C;2;;199;BELO HORIZONTE;MG;01/06/2012;526248;11611;40765;113315;178555;61942;6330;0;412519;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1246;27806;30208;21993;28717;1062;0;111031;2697
BANCO DA AMAZONIA S.A.;4902979;b1;I;1;;2;BELEM;PA;01/06/2012;444628;965;3374;5921;5420;460;2;0;16141;2908;16206;36922;42037;13806;5068;0;116947;17;70;154;112;2;0;0;355;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;27404;36186;83587;82852;17378;21391;3;268801;3476;32605;4613;1245;365;80;0;42383;0
BANCO FICSA S.A.;61348538;b1;I;2;;8;SAO PAULO;SP;01/06/2012;422345;2087;21510;56857;91639;15454;31;0;187578;109;1539;616;1053;16;0;0;3333;16447;38144;81930;87692;6925;0;0;231139;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;295;0;0;0;0;0;0;295;0
