Instituição financeira;Código;TCB;SR;TD;TC;Cidade;UF;Data;Captações;;;;;;;;;;;;;;;Instrumentos Derivativos (f);Outras Obrigações (g);Passivo Circulante e Exigível a Longo Prazo (h) = (e) + (f) + (g);Resultados de Exercícios Futuros (i);Patrimônio Líquido (j);Passivo Total (k) = (h) + (i) + (j)
BNP PARIBAS - PRUDENCIAL;1000080673;b1;S3;C;3;SAO PAULO;SP;43435;543866;0;54239;4729768;183122;5510995;1205641;0;384936;3819321;0;2020418;6224675;8317812;21259123;1792762;17335915;40387799;16116;3494270;43898186
CREDIT SUISSE - PRUDENCIAL;1000080219;b1;S3;C;3;SAO PAULO;SP;43435;374020;0;0;1101429;0;1475449;7075415;0;0;448413;0;842543;1290956;7183724;17025543;2449874;17433167;36908585;12574;3669426;40590585
ABC-BRASIL - PRUDENCIAL;1000080312;b1;S3;C;3;SAO PAULO;SP;43435;249772;0;723532;5218478;0;6191782;717527;1177337;2406223;5394940;0;51684;9030184;7119519;23059011;971809;5001892;29032712;30915;3665509;32729136
SOCIETE GENERALE - PRUDENCIAL;1000080264;b1;S3;C;3;SAO PAULO;SP;43435;6185;0;0;426482;0;432667;563374;0;0;0;0;0;0;10615812;11611853;765182;17528706;29905741;11165;1352050;31268956
CREDIT AGRICOLE - PRUDENCIAL;1000080491;b1;S3;C;3;SAO PAULO;SP;43435;1399;0;0;243018;0;244416;56319;0;28612;263428;0;0;292039;3669390;4262165;363840;24992743;29618748;563;1627927;31247237
BCO DAYCOVAL S.A - PRUDENCIAL;1000081744;b1;S3;C;2;SAO PAULO;SP;43435;864780;0;395480;4198953;7321;5466534;2992328;773904;663833;8005543;1927420;0;11370699;2413618;22243179;29662;4018614;26291455;103619;3237038;29632113
BCO RABOBANK INTL BRASIL S.A. - PRUDENCIAL;1000081555;b1;S3;I;3;SAO PAULO;SP;43435;17219;0;0;172783;0;190002;289689;2211948;258990;0;0;0;2470938;18089288;21039917;330765;4353931;25724614;539;3185404;28910556
BANESTES - PRUDENCIAL;1000080147;b1;S3;C;1;VITORIA;ES;43435;791795;2884899;172031;6890933;8532;10748189;13800391;430933;198183;0;0;0;629115;262126;25439822;0;814255;26254078;4207;1492013;27750298
PAN - PRUDENCIAL;1000080257;b1;S3;C;2;SAO PAULO;SP;43435;17330;0;7463439;9247468;0;16728236;260187;515832;6323;727806;0;0;1249961;0;18238384;175122;4822575;23236081;17;4095919;27332016
BCO MUFG BRASIL S.A. - PRUDENCIAL;1000081713;b1;S3;I;3;SAO PAULO;SP;43435;73648;0;0;2250377;0;2324025;93870;0;51024;0;0;0;51024;5090886;7559805;587208;16479953;24626965;1673;1500020;26128658
CCB - PRUDENCIAL;1000080295;b1;S3;C;3;SAO PAULO;SP;43435;84318;3241;133615;2922908;0;3144082;7028902;44782;604023;541933;55066;0;1245803;6944276;18363063;21963;3574495;21959520;16310;1597646;23573476
MORGAN STANLEY - PRUDENCIAL;1000080628;b1;S3;C;3;SAO PAULO;SP;43435;0;0;0;1474484;0;1474484;2845772;0;0;0;0;3155341;3155341;1030023;8505620;5545010;5517694;19568324;0;3145575;22713899
ING - PRUDENCIAL;1000080501;b1;S3;C;3;SAO PAULO;SP;43435;731;0;77979;1704993;0;1783703;0;0;0;0;0;0;0;5976087;7759789;211268;12123676;20094733;8698;909397;21012827
BCO DA AMAZONIA S.A. - PRUDENCIAL;1000081249;b1;S3;I;1;BELEM;PA;43435;892977;574052;36984;1435507;1211589;4151109;100024;0;243308;0;0;0;243308;830487;5324927;0;11676424;17001351;0;1938608;18939959
BOFA MERRILL LYNCH - PRUDENCIAL;1000080556;b1;S3;C;3;SAO PAULO;SP;43435;900180;0;577183;6478712;0;7956075;1040908;0;0;0;0;0;0;0;8996983;3651000;2210013;14857995;1462;2596636;17456093
BD REGIONAL DO EXTREMO SUL - PRUDENCIAL;1000081311;b4;S3;C;1;PORTO ALEGRE;RS;43435;0;0;0;0;0;0;0;0;0;0;0;0;0;13308580;13308580;0;1263362;14571942;7181;2676328;17255450
BMG - PRUDENCIAL;1000080178;b1;S3;C;2;SAO PAULO;SP;43435;37404;0;49634;9359464;0;9446503;0;37383;58369;380783;49366;0;525901;536858;10509263;84008;3706811;14300082;0;2681386;16981468
VOLKSWAGEN - PRUDENCIAL;1000080202;b2;S3;C;3;SAO PAULO;SP;43435;0;0;243022;5207664;0;5450687;0;0;0;1377910;0;0;1377910;3044631;9873227;0;4174983;14048210;158778;2536833;16743821
BRB - PRUDENCIAL;1000080288;b1;S3;C;1;BRASILIA;DF;43435;961484;1867769;193064;7556335;4253;10582905;308310;194181;0;10060;0;0;204240;175057;11270512;0;2505891;13776403;71;1521080;15297554
ALFA - PRUDENCIAL;1000080570;b1;S3;C;2;SAO PAULO;SP;43435;38430;0;22709;78695;0;139834;1505056;0;672981;5811458;0;1653500;8137938;1386934;11169762;288124;459946;11917833;26479;2442617;14386928
XP INVESTIMENTOS CCTVM S/A - PRUDENCIAL;1000082475;n2;S4;I;3;RIO DE JANEIRO;RJ;43435;0;0;0;0;0;0;6792317;0;0;0;0;0;0;139273;6931590;238884;5603651;12774124;33;1232662;14006818
GM - PRUDENCIAL;1000080848;b2;S3;C;3;SAO PAULO;SP;43435;0;0;2405452;3233000;0;5638452;0;0;0;2019286;0;0;2019286;0;7657739;0;3390182;11047920;187199;2242822;13477941
STONE PAGAMENTOS - PRUDENCIAL;1000084686;n4;;I;2;SAO PAULO;SP;43435;0;0;0;0;153;153;0;0;0;0;0;0;0;0;153;0;10910889;10911042;0;2406099;13317141
GOLDMAN SACHS - PRUDENCIAL;1000080714;b2;S3;C;3;SAO PAULO;SP;43435;0;0;3467;578997;0;582464;988053;0;0;0;0;95;95;3071023;4641635;5715884;1087057;11444576;0;1739834;13184410
PAGSEGURO;1000084813;n4;;I;2;SAO PAULO;SP;43435;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5844288;5844288;464;6270477;12115229
COOPERATIVA CENTRAL DE CRÉDITO, POUPANÇA E INVESTIMENTO DO SUL E SUDESTE - CENTRAL SICREDI SUL/SUDESTE;87437687;b3C;S3;I;2;PORTO ALEGRE;RS;43435;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10922361;10922361;0;393914;11316275
ORIGINAL - PRUDENCIAL;1000080903;b1;S3;C;2;SAO PAULO;SP;43435;203906;0;149738;4835015;0;5188659;399600;1470195;1176848;74282;0;489;2721815;25209;8335282;28377;518139;8881797;14531;2220351;11116679
NU PAGAMENTOS - PRUDENCIAL;1000084693;n4;;I;2;SAO PAULO;SP;43709;0;0;0;0;2436020;2436020;0;0;0;0;0;1213;1213;195237;2632470;0;6970515;9602985;41959;1075187;10720131
MERCEDES-BENZ - PRUDENCIAL;1000080563;b2;S3;C;3;SAO PAULO;SP;43435;0;0;2251393;781485;0;3032878;0;0;0;622299;0;0;622299;4190142;7845319;0;559604;8404923;11348;1686621;10102893
DEUTSCHE - PRUDENCIAL;1000080532;b1;S3;C;3;SAO PAULO;SP;43435;349478;0;8002;1385916;0;1743396;0;0;0;239793;0;0;239793;1422150;3405339;223052;4611373;8239764;6014;1593802;9839580
MERCANTIL DO BRASIL - PRUDENCIAL;1000080123;b1;S3;C;2;BELO HORIZONTE;MG;43435;274369;194471;46139;6226386;0;6741365;75227;23893;197816;16506;0;0;238215;0;7054807;260;1694288;8749356;445;843285;9593086
PINE - PRUDENCIAL;1000080374;b1;S3;C;2;SAO PAULO;SP;43435;87856;0;91130;5195970;0;5374956;358692;213225;258609;25445;0;0;497279;313982;6544910;1671893;186194;8402996;35675;868739;9307410
BANCO CNH INDUSTRIAL CAPITAL S.A - PRUDENCIAL;1000081407;b2;S3;I;3;CURITIBA;PR;43435;0;0;400107;643969;0;1044076;0;724851;16445;136833;0;0;878129;5739094;7661299;13657;108136;7783092;202111;1318229;9303431
BCO CSF S.A. - PRUDENCIAL;1000081610;b2;S3;I;3;SAO PAULO;SP;43435;6276;0;0;20;0;6296;242659;0;0;702343;0;0;702343;0;951297;0;5543442;6494740;780;2238550;8734070
APE POUPEX - PRUDENCIAL;1000081184;n1;S3;I;2;BRASILIA;DF;43435;0;0;242111;0;1117791;1359902;0;388176;0;0;0;0;388176;0;1748078;0;106177;1854255;0;6729513;8583768
BCO CLASSICO S.A. - PRUDENCIAL;1000081665;b1;S3;C;2;RIO DE JANEIRO;RJ;43435;61;0;0;0;0;61;0;0;0;0;0;0;0;0;61;0;2264134;2264195;0;6245695;8509889
JOHN DEERE - PRUDENCIAL;1000080343;b1;S4;C;3;INDAIATUBA;SP;43435;229801;0;0;50071;0;279872;0;0;0;0;0;0;0;6258784;6538656;0;157020;6695676;4920;1132748;7833345
COOPERATIVA CENTRAL DE CRÉDITO, POUPANÇA E INVESTIMENTO DOS ESTADOS DO PARANÁ, SÃO PAULO E RIO DE JANEIRO - CENTRAL SICREDI PR/SP/RJ;80230774;b3C;S3;I;2;CURITIBA;PR;43435;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7380741;7380741;0;228806;7609547
BCO TOYOTA DO BRASIL S.A. - PRUDENCIAL;1000081562;b2;S4;I;3;SAO PAULO;SP;43435;0;0;912968;232270;0;1145238;0;0;0;2046688;0;0;2046688;2718018;5909944;143595;574148;6627687;55128;744451;7427266
COOPERATIVA CENTRAL DE CRÉDITO DE SANTA CATARINA E RIO GRANDE DO SUL - SICOOB CENTRAL SC/RS;80160260;b3C;S4;I;2;FLORIANOPOLIS;SC;43435;85;0;0;1963974;697;1964756;0;0;0;0;0;0;0;36892;2001649;0;4994455;6996104;0;339790;7335894
PORTO SEGURO - PRUDENCIAL;1000080642;n1;S4;C;2;SAO PAULO;SP;43435;0;0;415478;0;0;415478;0;0;0;1064890;0;0;1064890;159804;1640173;0;4762885;6403058;0;852019;7255077
BCO DO EST. DO PA S.A. - PRUDENCIAL;1000081586;b1;S4;I;1;BELEM;PA;43435;510362;981999;318485;3205686;0;5016531;414668;0;0;190709;0;0;190709;377;5622285;0;281712;5903997;0;1217292;7121290
BCO SUMITOMO MITSUI BRASIL S.A. - PRUDENCIAL;1000081720;b1;S3;C;3;SAO PAULO;SP;43435;97032;0;19088;2060275;923;2177317;0;0;0;0;0;0;0;2152516;4329834;127001;1361455;5818289;3714;982959;6804962
COOPERATIVA CENTRAL DE CRÉDITO DE MINAS GERAIS LTDA. - SICOOB CENTRAL CREDIMINAS;25683434;b3C;S4;I;2;BELO HORIZONTE;MG;43435;0;0;0;0;0;0;0;0;0;0;0;0;0;225957;225957;0;6003470;6229427;0;521718;6751146
BCO DES. DE MG S.A. - PRUDENCIAL;1000081328;b4;S3;I;1;BELO HORIZONTE;MG;43435;415;0;71704;81572;0;153690;0;0;329742;83325;0;0;413067;3690680;4257437;1108;641233;4899778;11845;1729340;6640964
BCO FIBRA S.A. - PRUDENCIAL;1000081483;b1;S3;C;2;SAO PAULO;SP;43435;50076;0;5262;3752169;0;3807507;10769;175523;360491;1195;0;0;537209;310845;4666329;180397;662984;5509710;8946;1000005;6518661
BOCOM - PRUDENCIAL;1000084624;b1;S4;C;3;SALVADOR;BA;43435;115372;0;2360;1125068;0;1242800;596084;95953;1347986;1494120;0;0;2938059;636389;5413331;53268;219595;5686193;10122;601247;6297562
HONDA - PRUDENCIAL;1000080611;b2;S4;C;3;SAO PAULO;SP;43435;0;0;2744489;32290;0;2776779;0;0;0;207972;0;0;207972;655973;3640724;31146;868385;4540255;29075;1615919;6185249
SOFISA - PRUDENCIAL;1000080271;b1;S4;C;2;SAO PAULO;SP;43435;276649;0;32694;3124883;0;3434226;322527;239345;130885;722554;20239;0;1113023;47217;4916994;0;392254;5309247;852;681870;5991970
SCOTIABANK BRASIL - PRUDENCIAL;1000081452;b1;S4;I;3;SAO PAULO;SP;43435;369;0;0;313557;0;313926;62073;0;0;927;0;0;927;3009944;3386870;719318;794659;4900846;40;1067290;5968175
BANCO FIDIS - PRUDENCIAL;1000081751;b2;S4;I;3;BETIM;MG;43435;0;0;1534628;1682044;0;3216672;0;1299977;0;455946;0;0;1755922;679;4973273;1187;224133;5198593;1524;656242;5856359
BS2 - PRUDENCIAL;1000080422;b1;S4;C;2;BELO HORIZONTE;MG;43435;75781;0;173904;1796182;149;2046015;0;83858;0;1344;0;0;85203;0;2131218;22;3381448;5512688;4013;311874;5828574
COOPERATIVA DE CREDITO CREDICITRUS;54037916;b3S;S4;I;2;BEBEDOURO;SP;43435;607513;0;0;1716330;22600;2346443;0;0;981143;0;0;0;981143;1346;3328932;0;899844;4228776;0;1496992;5725768
BCO DE LAGE LANDEN BRASIL S.A. - PRUDENCIAL;1000081421;b2;S4;I;3;PORTO ALEGRE;RS;43435;0;0;0;127840;0;127840;0;0;0;0;0;0;0;4360136;4487976;0;226182;4714159;111972;885676;5711807
CREFISA S.A. CFI - PRUDENCIAL;1000083632;b1;S4;C;2;SAO PAULO;SP;43435;6807;0;0;2385;5003;14195;0;0;0;0;0;0;0;1378;15573;0;517202;532775;1003;5141341;5675119
INTER - PRUDENCIAL;1000080996;b1;S4;C;2;BELO HORIZONTE;MG;43435;619655;73778;0;1642832;58170;2394434;30704;1719428;20115;12390;0;12003;1763936;31988;4221063;996;462018;4684077;10333;949034;5643444
PARANÁ BANCO - PRUDENCIAL;1000080233;b1;S4;C;2;CURITIBA;PR;43435;3904;0;71641;1975481;0;2051026;24047;25812;0;1905817;0;0;1931629;6579;4013281;0;195535;4208816;0;1384589;5593405
BCO DO EST. DE SE S.A. - PRUDENCIAL;1000081634;b1;S4;C;1;ARACAJU;SE;43435;712865;1384753;162486;1940292;1216;4201612;48406;48338;0;50483;0;0;98821;65129;4413969;0;619870;5033839;11632;433340;5478811
COOPERATIVA DE CREDITO VALE DO ITAJAI - VIACREDI;82639451;b3S;S5;I;2;BLUMENAU;SC;43435;654697;0;83483;2916187;31423;3685790;0;0;0;0;0;0;0;2801;3688592;0;393772;4082364;0;1276418;5358781
MIZUHO - PRUDENCIAL;1000080697;b1;S4;C;3;SAO PAULO;SP;43435;47264;0;51196;1972706;0;2071166;146745;0;0;0;0;0;0;1520443;3738353;61315;835119;4634787;517;684383;5319687
CENTRAL DAS COOPERATIVAS DE ECONOMIA E CREDITO DO ESTADO DE MINAS GERAIS LTDA. - SICOOB CENTRAL CECREMGE;309024;b3C;S4;I;2;BELO HORIZONTE;MG;43435;0;0;0;3131;0;3131;0;0;0;0;0;0;0;0;3131;0;5041990;5045121;0;212244;5257366
MIDWAY S.A. - SCFI - PRUDENCIAL;1000083553;n1;S4;I;2;SAO PAULO;SP;43435;0;0;200737;0;0;200737;0;0;0;179972;0;1008263;1188234;0;1388971;0;2466301;3855272;0;757224;4612496
COOPERATIVA CENTRAL DE CRÉDITO DO ESTADO DE SÃO PAULO - SICOOB SÃO PAULO;63917579;b3C;S4;I;2;RIBEIRAO PRETO;SP;43435;0;0;0;3979450;0;3979450;0;0;0;0;0;0;0;0;3979450;0;187007;4166458;0;256617;4423074
BCO CARGILL S.A. - PRUDENCIAL;1000081414;b1;S4;I;3;SAO PAULO;SP;43435;1634;0;0;87950;0;89584;0;412402;191132;0;0;0;603534;1279631;1972749;138761;1480025;3591535;0;508263;4099798
HAITONG - PRUDENCIAL;1000080666;b2;S3;C;3;SAO PAULO;SP;43435;0;0;10005;540855;0;550861;1597458;0;0;722234;0;401;722636;201631;3072586;161059;254693;3488338;1023;501034;3990394
COOPERATIVA CENTRAL DE CRÉDITO - AILOS;5463212;b3C;S4;I;2;BLUMENAU;SC;43435;0;0;0;0;0;0;0;0;0;0;0;0;0;173465;173465;0;3499702;3673166;0;308201;3981367
STANDARD CHARTERED BI S.A. - PRUDENCIAL;1000081373;b2;S4;I;3;SAO PAULO;SP;43435;0;0;0;1671874;0;1671874;0;0;0;0;0;0;0;200186;1872060;120438;1609450;3601948;0;309419;3911367
BCO MODAL S.A. - PRUDENCIAL;1000081658;b1;S4;C;2;RIO DE JANEIRO;RJ;43435;91269;0;0;1312831;0;1404100;1020290;67055;0;0;0;0;67055;5768;2497213;21009;697679;3215901;0;342811;3558713
VOLVO - PRUDENCIAL;1000080769;b2;S4;C;3;CURITIBA;PR;43435;0;0;0;4158;0;4158;0;0;0;0;0;0;0;2401690;2405848;0;122947;2528795;12427;974188;3515410
PERNAMBUCANAS - PRUDENCIAL;1000080305;n1;S4;I;2;SAO PAULO;SP;43435;0;0;0;0;0;0;0;0;0;0;0;834375;834375;0;834375;0;1968080;2802455;0;591247;3393702
COOPERATIVA CENTRAL DE CRÉDITO, POUPANÇA E INVESTIMENTO DO CENTRO NORTE DO BRASIL - CENTRAL SICREDI CENTRO NORTE;33667205;b3C;S4;I;2;CUIABA;MT;43435;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3188765;3188765;0;122540;3311305
SICOOB COCRED COOPERATIVA DE CRÉDITO;71328769;b3S;S4;I;2;SERTAOZINHO;SP;43435;226197;0;0;1153130;6641;1385968;0;0;482997;0;0;0;482997;2641;1871606;0;921482;2793088;0;489575;3282663
COOPERATIVA CENTRAL DE CREDITO DO ESPIRITO SANTO - SICOOB CENTRAL ES;32428294;b3C;S4;I;2;VITORIA;ES;43435;0;0;0;12852;0;12852;0;0;0;0;0;0;0;244717;257569;0;2874273;3131842;0;136218;3268060
INDUSTRIAL DO BRASIL - PRUDENCIAL;1000080477;b1;S4;C;2;SAO PAULO;SP;43435;72368;0;87692;1457731;0;1617792;0;218947;0;272116;0;0;491063;468092;2576947;97;135358;2712402;1172;510132;3223706
COOPERATIVA CENTRAL DE CRÉDITO RURAL COM INTERAÇÃO SOLIDÁRIA - CENTRAL CRESOL BASER;1401771;b3C;S4;I;2;FRANCISCO BELTRAO;PR;43435;0;0;156501;0;0;156501;0;0;0;0;0;0;0;2099868;2256369;0;842232;3098601;0;119640;3218242
SOCOPA - PRUDENCIAL;1000080381;b1;S4;C;2;SAO PAULO;SP;43435;121063;0;6452;707108;37510;872133;1176100;20691;75846;1007;0;0;97544;43668;2189445;0;698453;2887897;0;234488;3122385
BADESUL DESENVOLVIMENTO AF/RS - PRUDENCIAL;1000081029;n1;S4;I;1;PORTO ALEGRE;RS;43435;0;0;0;0;0;0;0;0;0;0;0;0;0;2139641;2139641;0;145187;2284828;48;708845;2993721
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO UNIÃO PARANÁ/SÃO PAULO - SICREDI UNIÃO PR/SP;79342069;b3S;S4;I;2;MARINGA;PR;43435;417155;0;106;1229516;10868;1657645;0;0;0;0;0;0;0;21421;1679066;0;914027;2593093;0;377525;2970617
SCANIA - PRUDENCIAL;1000080776;b2;S4;C;3;SAO BERNARDO DO CAMPO;SP;43435;0;0;0;429200;0;429200;0;0;0;0;0;0;0;1868861;2298061;0;244378;2542439;1887;346584;2890909
COOPERATIVA CENTRAL DE ECONOMIA E CRÉDITO MÚTUO DAS UNICRED'S DE SANTA CATARINA E DO PARANÁ LTDA - UNICRED CENTRAL SC/PR;543968;b3C;S4;I;2;FLORIANOPOLIS;SC;43435;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2763144;2763144;0;106987;2870132
CENTRAL SICOOB UNI DE COOPERATIVAS DE CRÉDITO;4243780;b3C;S4;I;2;GOIANIA;GO;43435;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2765348;2765348;0;100474;2865822
OMNI - PRUDENCIAL;1000080460;b1;S4;C;2;SAO PAULO;SP;43435;33966;0;0;1472811;0;1506777;247;0;0;0;0;532058;532058;0;2039081;0;513294;2552376;1847;286272;2840494
COOPERATIVA CENTRAL DE CRÉDITO DO NORTE/NORDESTE - CENTRAL SICREDI NORTE/NORDESTE;70119680;b3C;S4;I;2;CABEDELO;PB;43435;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2616064;2616064;0;165387;2781451
BCO TRIANGULO S.A. - PRUDENCIAL;1000081438;b1;S4;C;2;UBERLANDIA;MG;43435;307669;0;91940;767651;19602;1186862;0;88438;0;327217;0;0;415655;136235;1738751;0;548762;2287513;1399;470607;2759520
MÁXIMA - PRUDENCIAL;1000080367;b1;S4;C;2;RIO DE JANEIRO;RJ;43435;37620;0;0;1841749;0;1879369;66200;296701;86794;0;0;0;383495;0;2329064;4658;231922;2565644;0;152087;2717731
RENDIMENTO - PRUDENCIAL;1000080659;b1;S4;C;2;SAO PAULO;SP;43435;84791;0;2012;1083651;119885;1290340;0;57425;15470;0;0;0;72895;113876;1477110;0;828766;2305876;275;309414;2615565
BCO ABN AMRO S.A. - PRUDENCIAL;1000081579;b1;S4;I;3;SAO PAULO;SP;43435;793;0;0;64565;0;65358;0;0;277911;347404;0;0;625315;935429;1626101;149;347441;1973692;12227;597547;2583466
RODOBENS - PRUDENCIAL;1000080855;b1;S4;C;2;SAO PAULO;SP;43435;11764;0;32323;246773;0;290859;0;257444;0;147052;0;0;404496;223340;918696;20585;507669;1446949;2776;1122047;2571772
SICOOB CREDICOM - COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS MÉDICOS E PROFISSIONAIS DA ÁREA DE SAÚDE DE MINAS GERAIS LTDA.;42898825;b3S;S5;I;2;BELO HORIZONTE;MG;43435;331069;0;0;1747204;33395;2111668;0;0;30016;0;0;0;30016;0;2141685;0;57517;2199202;0;368126;2567328
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO CENTRO BRASILEIRA LTDA.;37395399;b3S;S5;I;2;GOIANIA;GO;43435;352779;0;0;1507920;3415;1864114;0;0;25264;0;0;0;25264;0;1889377;0;158145;2047523;0;485982;2533504
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO VANGUARDA DA REGIÃO DAS CATARATAS DO IGUAÇU E VALE DO PARAÍBA - SICREDI VANGUARDA PR/SP/RJ;78414067;b3S;S4;I;2;MEDIANEIRA;PR;43435;319109;0;0;1242690;4989;1566788;0;0;0;0;0;0;0;21815;1588603;0;549581;2138184;0;381250;2519434
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO SICREDI PIONEIRA RS - SICREDI PIONEIRA RS;91586982;b3S;S4;I;2;NOVA PETROPOLIS;RS;43435;268947;0;16897;1564862;14280;1864986;0;0;0;0;0;0;0;0;1864986;0;254506;2119492;0;396015;2515507
INDUSVAL - PRUDENCIAL;1000080415;b1;S4;C;2;SAO PAULO;SP;43435;23030;0;0;1708074;0;1731104;180623;52483;222064;0;0;0;274547;8412;2194686;30;98284;2293000;1908;180238;2475147
BCO CATERPILLAR S.A. - PRUDENCIAL;1000081397;b2;S4;C;3;SAO PAULO;SP;43435;0;0;220286;0;0;220286;0;0;0;0;0;0;0;1100581;1320867;748;125008;1446623;5130;989697;2441449
