Instituição financeira;Código;TCB;SR;TD;TC;Cidade;UF;Data;Resultado de Intermediação Financeira;;;;;;;;;;;;;;Outras Receitas/Despesas Operacionais;;;;;;;;;Resultado Operacional (e) = (c) + (d);Resultado Não Operacional (f);Resultado antes da Tributação, Lucro e Participação (g) = (e) + (f);Imposto de Renda e Contribuição Social (h);Participação nos Lucros (i);Lucro Líquido (j) = (g) + (h) + (i);Juros Sobre Capital Próprio (k)
BMW - PRUDENCIAL;1000080635;n1;S4;C;3;SAO PAULO;SP;43435;112005;2011;3382;-62619;0;0;54779;-477;-260850;-1879;0;-10454;-273660;-218881;0;3510;-9368;-14658;-2321;0;289879;-32584;234458;15576;0;15576;-9132;0;6444;0
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO DE CAMPO GRANDE E REGIÃO - SICREDI CAMPO GRANDE MS;3042597;b3S;S4;I;2;CAMPO GRANDE;MS;43435;48361;0;6116;0;0;1;54479;-6657;-6016;0;0;-8058;-20732;33747;9544;4712;-14199;-11423;-278;0;1520;-9526;-19651;14096;-59;14037;0;0;14037;-3366
COOPERATIVA DE CRÉDITO DO LESTE DE SANTA CATARINA E DO PARANÁ LTDA - UNICRED UNIÃO;74114042;b3S;S5;I;2;ITAJAI;SC;43435;40103;0;14191;0;0;0;54294;-22004;0;0;0;-20310;-42313;11981;9407;1741;-9143;-14791;-188;54;1264;-1054;-12711;-730;-620;-1350;-658;0;-2008;-531
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO NOROESTE RS – SICREDI NOROESTE RS;89049738;b3S;S4;I;2;TRES DE MAIO;RS;43435;45053;0;8832;0;0;2;53888;-10229;-3548;0;0;-2815;-16591;37297;10400;1548;-15974;-11188;-313;0;4070;-8053;-19511;17786;40;17826;-298;0;17528;-2627
BANCO MONEO S.A. - PRUDENCIAL;1000081500;b2;S4;I;2;CAXIAS DO SUL;RS;43435;51239;0;1191;0;0;0;52429;-222;-17138;0;0;-3167;-20527;31902;55;332;-6325;-3380;-1127;0;5581;-15159;-20022;11880;-803;11077;-5973;0;5104;0
BANCO RIBEIRÃO PRETO - PRUDENCIAL;1000084349;b1;S4;I;2;RIBEIRAO PRETO;SP;43435;46926;0;5012;75;0;0;52012;-13065;-4143;0;0;-15999;-33208;18805;285;202;-4854;-5632;-1539;-322;0;-28;-11887;6917;-67;6850;-749;-1466;4634;-3551
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO DE LAJEADO - SICREDI INTEGRAÇÃO RS/MG;91159764;b3S;S4;I;2;LAJEADO;RS;43435;37514;0;14075;0;0;0;51589;-14414;-674;0;0;-3448;-18536;33053;9977;3709;-15228;-9740;-285;0;2387;-7823;-17004;16050;-34;16015;-359;0;15656;-1836
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO - SICOOB CREDICOONAI;53923116;b3S;S4;I;2;RIBEIRAO PRETO;SP;43435;40404;0;8023;0;0;2464;50891;-15650;-7785;0;0;-55555;-78990;-28099;4225;2440;-11572;-12892;-221;0;3243;-2647;-17426;-45525;271;-45254;-821;0;-46075;0
COOPERATIVA DE CRÉDITO DOS MÉDICOS, PROFISSIONAIS DA SAÚDE E EMPRESÁRIOS DE MATO GROSSO;36900256;b3S;S5;I;2;CUIABA;MT;43435;41491;0;8778;0;0;0;50270;-11187;0;0;0;-3742;-14929;35341;2919;800;-12839;-10557;-70;0;41;-253;-19958;15383;-143;15240;-32;0;15208;-4738
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DA REGIÃO DE GUARIBA;44469161;b3S;S4;I;2;GUARIBA;SP;43435;29604;0;20608;0;0;0;50213;-19189;-8061;0;0;-4276;-31526;18687;1969;209;-6039;-3859;-113;0;2141;-540;-6232;12455;45;12501;-247;-916;11338;-1995
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO DE IBIRAIARAS – SICREDI IBIRAIARAS RS/MG;89990501;b3S;S4;I;2;IBIRAIARAS;RS;43435;34943;0;14552;0;0;12;49507;-13577;-3776;0;0;-4614;-21966;27540;12094;2694;-12953;-8371;-352;0;3151;-6998;-10735;16805;10;16815;-414;0;16400;-3279
BRASIL PLURAL - PRUDENCIAL;1000080941;b1;S4;C;2;RIO DE JANEIRO;RJ;43435;5025;0;25786;-588;18777;0;49000;-14894;-20;0;0;1210;-13704;35296;73844;910;-41373;-40242;-8311;3088;6242;-34963;-40805;-5509;305;-5204;-1014;-2275;-8493;0
CENTRAL DAS COOPERATIVAS DE CRÉDITO DO ESTADO DE SÃO PAULO - SICOOB CENTRAL CECRESP;62931522;b3C;S4;I;2;SAO PAULO;SP;43435;539;0;48164;0;0;0;48703;-47920;0;0;0;-62;-47982;721;254;0;-12910;-3946;-77;5249;16613;-66;5118;5839;1;5838;0;-480;5358;-6622
SANTINVEST - PRUDENCIAL;1000080446;n1;S5;I;2;FLORIANOPOLIS;SC;43435;47861;0;574;0;0;0;48436;-4858;0;0;0;-26886;-31744;16692;0;18;-3093;-2781;-1282;0;3543;-2308;-5903;10789;48;10837;-5695;-248;4895;0
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO ALIANÇA RS/SC - SICREDI ALIANÇA RS/SC;87795639;b3S;S4;I;2;MARAU;RS;43435;36200;0;11665;0;0;1;47866;-10966;-3099;0;0;-2994;-17059;30807;12534;3124;-14517;-10268;-371;0;2024;-8177;-15651;15156;-194;14962;-504;0;14458;-2484
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO DA REGIÃO DA PRODUÇÃO -  SICREDI REGIÃO DA PRODUÇÃO RS/SC/MG;89468565;b3S;S4;I;2;SARANDI;RS;43435;39983;0;7815;0;0;2;47800;-9896;-3345;0;0;-4637;-17878;29922;9533;3459;-13544;-9546;-252;0;1701;-7046;-15695;14227;478;14704;0;0;14704;-3611
COOPERATIVA DE ECONOMIA E CREDITO MUTUO DOS MEDICOS E DEMAIS PROFISSIONAIS DA AREA DE SAUDE DO ESTADO DE SAO PAULO LTDA    UNICRED DO ESTADO DE SAO PAULO;71884498;b3S;S5;I;2;CAMPINAS;SP;43435;34502;0;13286;0;0;0;47787;-19217;0;0;0;-5452;-24670;23118;2401;325;-7998;-6195;-46;0;69;-2351;-13796;9322;-378;8943;-68;0;8875;0
SICREDI ALAGOAS - COOPERATIVA DE CRÉDITO;41180092;b3S;S5;I;2;MACEIO;AL;43435;36171;0;10753;0;0;0;46924;-13114;0;0;0;-6253;-19366;27558;1417;1192;-9486;-5299;-50;29;2157;-4808;-14848;12709;18;12728;0;-434;12294;-8616
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO INTEGRAÇÃO DE ESTADOS DO RIO GRANDE DO SUL E SANTA CATARINA - SICREDI INTEGRAÇÃO DE ESTADOS RS/SC;87781530;b3S;S4;I;2;PASSO FUNDO;RS;43435;38778;0;7464;0;0;1;46244;-8328;-3652;0;0;-10498;-22478;23766;8444;2911;-11764;-9974;-241;0;2700;-7177;-15100;8666;374;9040;0;0;9040;-3028
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO BOTUCARAÍ – SICREDI BOTUCARAÍ RS;87900601;b3S;S4;I;2;SOLEDADE;RS;43435;36686;0;9493;0;0;1;46179;-9309;-4522;0;0;-5464;-19295;26884;9964;2567;-12537;-9130;-273;0;3531;-7718;-13596;13288;-142;13146;0;0;13146;-5171
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO DE ASSOCIADOS DO NOROESTE DE MATO GROSSO E ACRE – SICREDI NOROESTE MT E ACRE;33022690;b3S;S4;I;2;ARAPUTANGA;MT;43435;42725;0;3256;0;0;0;45980;-3115;-4328;0;0;-4672;-12114;33866;11257;3622;-13749;-10035;-346;0;2593;-9647;-16305;17561;417;17978;-35;0;17944;-3017
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO SUL RIOGRANDENSE - SICREDI UNIÃO METROPOLITANA RS;92796564;b3S;S4;I;2;PORTO ALEGRE;RS;43435;34945;0;10957;0;0;0;45902;-12153;-797;0;0;-6121;-19071;26831;14623;4874;-14617;-11806;-572;0;3401;-12777;-16874;9956;-137;9819;-52;0;9767;-2514
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO DO NORTE E NORDESTE DE SANTA CATARINA - SICREDI NORTE SC;2843443;b3S;S4;I;2;JOINVILLE;SC;43435;40900;0;4881;0;0;0;45781;-9724;-84;0;0;-7716;-17524;28257;8104;3457;-12320;-9851;-195;0;1686;-6410;-15528;12729;182;12911;0;0;12911;-2528
JBCRED S.A. SCFI - PRUDENCIAL;1000083137;n1;S4;I;2;SAO PAULO;SP;43435;43849;0;1639;0;0;0;45488;0;0;0;0;-15792;-15792;29696;0;0;-6931;-11471;-2007;0;0;-614;-21022;8674;2082;10756;-1032;0;9723;-3017
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO DO VALE DO ITAJAÍ E LITORAL CATARINENSE – SICREDI VALE LITORAL SC;10348181;b3S;S4;I;2;ITAPEMA;SC;43435;38921;0;6443;0;0;0;45364;-8775;-104;0;0;-9322;-18201;27162;9212;3256;-12664;-10935;-233;0;1959;-7643;-17047;10115;1421;11536;0;0;11536;-2814
COOPERATIVA DE CRÉDITO DOS PROPRIETÁRIOS DA INDÚSTRIA DE ROCHAS ORNAMENTAIS, CAL E CALCÁRIOS DO ESTADO DO ESPÍRITO SANTO - SICOOB CREDIROCHAS;3358914;b3S;S5;I;2;CACHOEIRO DE ITAPEMIRIM;ES;43435;36339;0;8375;0;0;0;44714;-11470;-480;0;0;-15627;-27577;17137;3239;3549;-7417;-5380;-232;0;3379;-2602;-5464;11673;-1825;9848;0;-730;9118;-1759
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO DO SUL DE MATO GROSSO – SICREDI SUL MT;26549311;b3S;S4;I;2;RONDONOPOLIS;MT;43435;34641;0;8730;0;0;1;43372;-7555;-3661;0;0;-2590;-13806;29566;10443;3537;-11431;-9778;-333;0;1945;-11290;-16907;12659;-67;12592;0;0;12592;-3921
COOPERATIVA DE CRÉDITO SUL - SICOOB SUL;5888589;b3S;S5;I;2;CURITIBA;PR;43435;38636;0;4712;0;0;0;43348;-11325;-602;0;0;-3137;-15063;28285;4733;4165;-11458;-14028;-211;0;3102;-4268;-17964;10321;-826;9495;0;0;9495;-2815
JSL ARRENDAMENTO MERCANTIL - PRUDENCIAL;1000084480;n1;S4;I;3;SAO PAULO;SP;43435;156;41430;1260;0;0;0;42846;-3731;0;-29968;0;-925;-34624;8222;5555;719;-3073;-6372;-1392;0;411;-172;-4325;3896;28;3924;-1665;-195;2065;0
BCO KEB DO BRASIL SA - PRUDENCIAL;1000081232;b1;S4;I;3;SAO PAULO;SP;43435;27560;0;12701;0;2441;0;42702;-7770;-25517;0;0;-177;-33464;9238;264;3;-3464;-4050;-554;0;24966;-23397;-6231;3008;318;3326;-1570;0;1756;0
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO NOSSA TERRA - SICREDI NOSSA TERRA PR/SP;81192106;b3S;S4;I;2;CAFELANDIA;PR;43435;34854;0;7760;0;0;33;42646;-8091;-3185;0;0;-4641;-15918;26728;8029;2128;-12379;-11105;-254;0;2219;-7906;-19269;7460;-141;7319;0;0;7319;-3474
COOPERATIVA DE CRÉDITO UNICRED SUL CATARINENSE LTDA - UNICRED SUL CATARINENSE;75847;b3S;S5;I;2;CRICIUMA;SC;43435;30949;0;11448;0;0;0;42398;-17313;0;0;0;-4705;-22018;20379;6209;1002;-7558;-10663;-152;154;110;-300;-11198;9182;-168;9013;-398;0;8615;-1670
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO DO PLANALTO CENTRAL - SICREDI PLANALTO CENTRAL;10736214;b3S;S4;I;2;CRISTALINA;GO;43435;36471;0;5827;0;0;0;42298;-7827;-3463;0;0;-10338;-21627;20671;7783;2923;-11832;-9439;-231;0;1848;-6489;-15437;5234;-162;5072;0;0;5072;-3062
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO DO NORTE DO PARANÁ E SUL DE SÃO PAULO - SICREDI NORTE SUL PR/SP;79063574;b3S;S4;I;2;SANTO ANTONIO DA PLATINA;PR;43435;36536;0;5601;0;0;0;42137;-6466;-2699;0;0;-3893;-13058;29079;8811;3447;-15879;-11035;-599;0;1120;-8470;-22605;6473;-193;6281;0;0;6281;-2098
COOPERATIVA DE CRÉDITO POUPANÇA E INVESTIMENTO CENTRO LESTE - SICREDI CENTRO LESTE RS;88471024;b3S;S4;I;2;CACHOEIRA DO SUL;RS;43435;36788;0;5289;0;0;2;42078;-7827;-2997;0;0;-5313;-16137;25941;6738;3861;-11271;-8622;-230;0;1871;-10451;-18105;7836;-50;7786;0;0;7786;-2840
FINAMAX S.A. CFI - PRUDENCIAL;1000083436;n1;S4;I;2;JUNDIAI;SP;43435;37496;0;4542;0;0;0;42038;-7608;0;0;0;-8561;-16169;25868;2481;0;-3802;-17227;-1702;0;47;-1533;-21735;4133;105;4238;-805;0;3433;-1618
B & T ASSOCIADOS CC LTDA. - PRUDENCIAL;1000081995;n2;S4;I;2;RIO DE JANEIRO;RJ;43435;0;0;556;0;41156;0;41712;0;0;0;0;5;5;41717;2916;0;-6314;-35344;-2399;1437;613;-396;-39487;2230;0;2230;121;-853;1498;-585
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO CELEIRO – SICREDI CELEIRO RS/SC;88099247;b3S;S4;I;2;CAMPO NOVO;RS;43435;35507;0;6025;0;0;3;41536;-8464;-2334;0;0;-5364;-16161;25375;6482;2682;-10629;-7969;-186;0;1906;-6501;-14215;11160;27;11187;0;0;11187;-2332
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO CENTRO SUL - SICREDI CENTRO SUL PR/SC/RJ;78907607;b3S;S5;I;2;PRUDENTOPOLIS;PR;43435;34282;0;7081;0;0;1;41364;-6497;-3045;0;0;-8858;-18400;22965;10507;3900;-13642;-12340;-332;0;1859;-9279;-19329;3635;-137;3499;-28;0;3470;-2503
AVISTA S.A. CFI - PRUDENCIAL;1000084600;n1;S4;C;2;VITORIA;ES;43435;38077;0;2869;0;0;0;40946;-27716;0;0;0;-2900;-30617;10330;18446;0;-5338;-31265;-2467;0;9032;-146;-11737;-1408;7596;6188;-4248;-30;1910;0
COOPERATIVA DE CRÉDITO SICREDI PERNAMBUCRED;4146333;b3S;S5;I;2;RECIFE;PE;43435;39138;0;1675;0;0;0;40812;-6156;-3136;0;0;1509;-7783;33029;475;415;-5699;-4225;-19;17;875;-13165;-21326;11703;0;11704;-6;-250;11447;-3092
DREBES FINANCEIRA S.A. - CFI - PRUDENCIAL;1000083656;n1;S4;I;2;ELDORADO;RS;43435;40623;0;16;0;0;0;40638;-3941;0;0;0;-10042;-13983;26655;0;463;-158;-18917;-1640;0;0;0;-20252;6403;0;6403;-3595;0;2808;0
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO PROGRESSO - SICREDI PROGRESSO PR/SP;76059997;b3S;S4;I;2;TOLEDO;PR;43435;34810;0;5783;0;0;4;40596;-7646;-2854;0;0;-2429;-12929;27667;9135;2107;-14326;-10420;-262;0;2865;-8542;-19443;8224;447;8672;0;0;8672;-3659
COOPERATIVA DE CREDITO UNICRED DESBRAVADORA LTDA   UNICRED DESBRAVADORA SUL;1039011;b3S;S5;I;2;CHAPECO;SC;43435;27896;0;12678;0;0;0;40574;-18066;0;0;0;-5537;-23604;16970;6790;937;-8959;-11588;-205;154;287;-247;-12832;4138;-548;3590;-537;0;3053;-594
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO DO VALE DO RIO PARDO - SICREDI VALE DO RIO PARDO RS;95424891;b3S;S4;I;2;SANTA CRUZ DO SUL;RS;43435;29686;0;10828;0;0;1;40516;-10787;-1775;0;0;-488;-13050;27466;9246;3348;-13474;-7891;-278;0;2866;-8817;-14999;12467;72;12539;0;0;12539;-2813
FATOR - PRUDENCIAL;1000080350;b1;S4;C;2;SAO PAULO;SP;43435;3425;0;22728;13850;0;0;40003;-19692;0;0;0;931;-18761;21242;32604;0;-19723;-18380;-5198;133;8018;-1470;-4015;17227;12;17238;-2992;-430;13817;0
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO CENTRO SERRA - SICREDI CENTRO SERRA RS;87067757;b3S;S4;I;2;AGUDO;RS;43435;24208;0;15134;0;0;2;39344;-11690;-2178;0;0;-5424;-19293;20051;9283;2548;-11702;-6962;-295;0;4171;-7893;-10850;9201;346;9547;0;0;9547;-4670
SICREDI CEARÁ CENTRO NORTE - COOPERATIVA DE CRÉDITO DA REGIÃO CENTRO NORTE DO CEARÁ;72257793;b3S;S5;I;2;FORTALEZA;CE;43435;25030;0;14022;0;0;0;39052;-12335;0;0;0;-6240;-18575;20477;1306;1487;-8617;-5474;-43;2;1242;-3587;-13684;6793;13;6806;-57;-40;6709;-6048
COOPERATIVA DE CRÉDITO DE CASCAVEL E REGIÃO - SICOOB CREDICAPITAL;4529074;b3S;S5;I;2;CASCAVEL;PR;43435;33451;0;5352;0;0;0;38803;-10288;-1749;0;0;-6196;-18234;20569;3564;4125;-11059;-10904;-132;0;1969;-2806;-15242;5327;-64;5264;0;0;5264;-2795
MSB BANK S.A. BCO CÂMBIO - PRUDENCIAL;1000081294;b2;S4;I;2;CURITIBA;PR;43435;0;0;1698;-1414;38174;0;38458;-17;-358;0;0;0;-375;38082;1525;0;-1715;-18436;-2201;0;544;-2;-20286;17796;0;17796;-7271;-213;10312;-1164
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE GOIÂNIA E REGIÃO LTDA;4388688;b3S;S5;I;2;GOIANIA;GO;43435;30438;0;7582;0;0;60;38080;-11011;-228;0;0;-557;-11795;26285;1680;2447;-7122;-6197;-94;0;1587;-2514;-10213;16072;-1001;15070;-169;0;14901;-8640
COOPERATIVA DE CREDITO DE LIVRE ADMISSÃO DE ASSOCIADOS ITAIPU SICOOB CREDITAIPU;81014060;b3S;S5;I;2;PINHALZINHO;SC;43435;27606;0;10256;0;0;0;37861;-11139;-1111;0;0;-11945;-24195;13667;1563;592;-6366;-6202;-79;0;1424;-1841;-10908;2758;58;2816;181;0;2997;-2041
COOPERATIVA DE CRÉDITO LITORÂNEA;85291086;b3S;S5;I;2;JACINTO MACHADO;SC;43435;27770;0;10009;0;0;0;37779;-10268;-1162;0;0;-3504;-14934;22845;2551;1267;-7882;-7808;-160;0;1415;-747;-11364;11481;-221;11260;-194;0;11066;0
COOPERATIVA DE CRÉDITO SICREDI RECIFE - SICREDI RECIFE;70241658;b3S;S5;I;2;RECIFE;PE;43435;33820;0;3896;0;0;0;37717;-7884;0;0;0;1392;-6492;31224;764;859;-6723;-4650;-26;0;1975;-15398;-23199;8026;-4;8021;-41;-150;7830;0
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO UNICRED INTEGRAÇÃO LTDA.;73750424;b3S;S5;I;2;CAXIAS DO SUL;RS;43435;25048;0;12666;0;0;0;37714;-15860;-2;0;0;-4309;-20170;17543;2443;845;-7411;-7473;-56;0;87;-460;-12025;5518;-370;5148;0;0;5148;-1737
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DO CENTRO NORTE GOIANO;2282709;b3S;S5;I;2;ANAPOLIS;GO;43435;34613;0;2929;0;0;0;37543;-7036;-1901;0;0;-5524;-14461;23082;1572;2156;-7814;-6774;-154;0;1038;-1723;-11699;11383;-405;10977;-26;0;10951;-3830
BCO KDB BRASIL S.A. - PRUDENCIAL;1000081603;b1;S4;C;3;SAO PAULO;SP;43435;985;0;44607;-12668;3990;0;36914;-7384;-13165;0;0;0;-20548;16366;960;0;-6061;-4368;-976;0;3610;-717;-7552;8814;45;8860;-4258;-476;4125;0
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO INTEGRAÇÃO ROTA DAS TERRAS – SICREDI INTEGRAÇÃO ROTA DAS TERRAS RS/MG;87510475;b3S;S4;I;2;TAPERA;RS;43435;29200;0;7703;0;0;5;36907;-6830;-4127;0;0;-1302;-12259;24648;6476;1716;-9501;-4732;-197;0;2923;-4877;-8193;16456;-137;16318;0;0;16318;-3543
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DO ALTO PARANAÍBA, NOROESTE E OESTE DE MINAS LTDA - UNICRED INTEGRAÇÃO DE MINAS;1727929;b3S;S5;I;2;PATOS DE MINAS;MG;43435;33018;0;3764;0;0;0;36782;-11598;-184;0;0;-3708;-15490;21292;2873;619;-7147;-9165;-42;0;348;-532;-13046;8245;10;8256;-19;0;8237;-280
COOPERATIVA DE CRÉDITO UNICRED CENTRAL MULTIRREGIONAL LTDA. - UCM;184068;b3C;S4;I;2;BELO HORIZONTE;MG;43435;266;0;36243;0;0;0;36509;-34141;0;0;0;8;-34134;2375;595;0;-3161;237;-18;2;1;-3;-2347;29;50;79;-23;0;56;0
EASYNVEST - TÍTULO CV SA - PRUDENCIAL;1000082877;n2;S4;I;2;SAO PAULO;SP;43435;96;0;36185;0;0;0;36281;-257;0;0;0;1;-258;36023;8361;5540;-17897;-29873;-3090;0;2624;-152;-34489;1534;0;1534;115;-47;1602;-1518
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DO ALTO VALE DO ITAJAÍ - VIACREDI ALTO VALE;16779741;b3S;S5;I;2;IBIRAMA;SC;43435;28978;0;6777;0;0;0;35754;-8307;-704;0;0;-5483;-14494;21261;3309;2037;-8330;-8164;-39;0;182;-2037;-13042;8218;-57;8161;0;-1080;7081;-3377
COOPERATIVA DE CREDITO, POUPANÇA E INVESTIMENTO RIO PARANA - SICREDI RIO PARANA PR/SP;81206039;b3S;S5;I;2;NOVA LONDRINA;PR;43435;30500;0;5200;0;0;0;35700;-6112;-2107;0;0;-5807;-14025;21675;7537;3347;-11670;-10817;-506;0;1824;-6999;-17283;4391;-225;4167;0;0;4167;-2549
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS DO VALE DO VINHO - SICOOB VALE DO VINHO;81016131;b3S;S5;I;2;VIDEIRA;SC;43435;27474;0;7551;0;0;0;35024;-9554;-1352;0;0;-13304;-24210;10814;3325;1977;-7236;-7486;-112;0;1736;-1125;-8922;1893;390;2283;-349;-343;1592;0
MERCADOPAGO.COM - PRUDENCIAL;1000084820;n4;;I;2;OSASCO;SP;43435;0;0;34953;0;0;0;34953;0;0;0;-300;0;-300;34654;1163720;0;-35212;-310592;-169883;0;44036;-525080;166989;201642;0;201642;-66155;0;135487;0
COOPERATIVA DE CRÉDITO POUPANÇA E INVESTIMENTO PANTANAL DO MATO GROSSO DO SUL - SICREDI PANTANAL MS;26408187;b3S;S4;I;2;MARACAJU;MS;43435;30363;0;4513;0;0;4;34880;-3454;-5497;0;0;-3713;-12665;22215;5066;1787;-6720;-4625;-164;0;1131;-4651;-8177;14038;16;14054;0;0;14054;-2221
COOPERATIVA SICOOB UNIMAIS METROPOLITANA – COOPERATIVA DE CRÉDITO.;259231;b3S;S5;I;2;SANTOS;SP;43435;23794;0;10846;0;0;0;34639;-12697;0;0;0;-3390;-16087;18553;2131;196;-7889;-7978;-317;0;1583;-611;-12885;5668;-358;5309;-178;0;5131;-3434
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS SUL CATARINENSE - SICOOB CREDISULCA SC;81367880;b3S;S5;I;2;TURVO;SC;43435;19591;0;15042;0;0;0;34633;-11484;-951;0;0;-1792;-14227;20406;3860;6888;-8876;-8562;-206;0;1043;-1172;-7025;13380;-10;13370;-361;0;13009;0
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO VALE DO JAGUARI – SICREDI VALE DO JAGUARI-RS;87780284;b3S;S4;I;2;SANTIAGO;RS;43435;28312;0;6170;0;0;1;34484;-4108;-4238;0;0;-1611;-9957;24527;7426;1801;-8762;-6386;-300;0;2380;-5456;-9297;15230;-45;15185;0;0;15185;-4555
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS DO VALE DO CANOINHAS - SICOOB CREDICANOINHAS/SC;78834975;b3S;S5;I;2;CANOINHAS;SC;43435;27018;0;7230;0;0;5;34253;-7851;-2221;0;0;-10305;-20376;13877;1782;3163;-9390;-6337;-113;0;7753;-905;-4047;9830;-309;9521;-346;0;9175;0
COOPERATIVA DE CRÉDITO UNICRED VALE EUROPEU SANTA CATARINA LTDA - UNICRED VALE EUROPEU;73443863;b3S;S5;I;2;BLUMENAU;SC;43435;23769;0;10272;0;0;0;34041;-15844;0;0;0;-558;-16402;17639;4347;933;-7458;-9404;-94;166;830;-179;-10859;6780;-271;6509;-112;0;6398;-1004
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS POLICIAIS MILITARES E SERVIDORES DA SECRETARIA DOS NEGÓCIOS DA SEGURANÇA PÚBLICA DO ESTADO DE SÃO PAULO;62673470;b3S;S5;I;2;SAO PAULO;SP;43435;30620;0;3386;0;0;0;34007;-4250;0;0;0;-6699;-10948;23058;628;1685;-12450;-8516;-126;0;5087;-3604;-17297;5761;184;5945;0;-604;5341;-5611
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DA REGIÃO DE VARGINHA LTDA - SICOOB CREDIVAR;25798596;b3S;S5;I;2;VARGINHA;MG;43435;27211;0;6792;0;0;0;34003;-6269;-2676;0;0;-3987;-12933;21070;3814;1994;-8888;-7552;-255;0;2713;-1860;-10033;11037;84;11121;-680;-797;9644;0
COOPERATIVA DE CRÉDITO COCRE;54401286;b3S;S4;I;2;PIRACICABA;SP;43435;22922;0;10982;0;0;0;33903;-10198;-2696;0;0;-541;-13436;20468;2352;1046;-8804;-5163;-191;0;2286;-1330;-9804;10664;-51;10613;-307;0;10306;-3613
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO ENCOSTA SUPERIOR DO NORDESTE RS – SICREDI NORDESTE RS;95213211;b3S;S4;I;2;ROLANTE;RS;43435;30105;0;3500;0;0;0;33604;-6964;-1181;0;0;-3624;-11769;21835;6935;3106;-9872;-8381;-161;0;1764;-6726;-13334;8501;156;8656;0;0;8656;-1782
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO GRANDES LAGOS DO PARANÁ E LITORAL PAULISTA – SICREDI GRANDES LAGOS PR/SP;81115149;b3S;S5;I;2;LARANJEIRAS DO SUL;PR;43435;29412;0;4187;0;0;4;33603;-4354;-2472;0;0;-7078;-13903;19700;6122;2659;-10711;-9078;-177;0;1362;-6924;-16747;2953;542;3495;0;0;3495;-1976
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO PARANAPANEMA PR/SP - SICREDI PARANAPANEMA PR/SP;79086997;b3S;S4;I;2;CAMBARA;PR;43435;30441;0;2874;0;0;7;33322;-4005;-1742;0;0;-3424;-9171;24151;7239;2839;-12584;-11282;-549;0;1528;-6847;-19655;4496;-264;4231;-577;0;3654;0
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO DO SUL DO ESTADO DE SANTA CATARINA – SICREDI SUL SC;3793242;b3S;S4;I;2;CRICIUMA;SC;43435;28582;0;4505;0;0;0;33087;-7884;-926;0;0;-2444;-11254;21833;5888;2867;-9000;-7522;-130;0;1339;-5202;-11760;10073;424;10497;0;0;10497;-1403
