Instituição financeira;Código;TCB;SR;TD;TC;Cidade;UF;Data;Resultado de Intermediação Financeira;;;;;;;;;;;;;;Outras Receitas/Despesas Operacionais;;;;;;;;;Resultado Operacional (e) = (c) + (d);Resultado Não Operacional (f);Resultado antes da Tributação, Lucro e Participação (g) = (e) + (f);Imposto de Renda e Contribuição Social (h);Participação nos Lucros (i);Lucro Líquido (j) = (g) + (h) + (i);Juros Sobre Capital Próprio (k)
BANRISUL - PRUDENCIAL;1000080154;b1;S2;C;1;PORTO ALEGRE;RS;43435;3475501;12976;873988;96217;36537;383810;4879029;-1592974;-199758;-11156;0;-46914;-1850802;3028227;267901;691478;-1094193;-917535;-239869;35013;222199;-1072728;-2107735;920492;-4495;915997;-308053;-65236;542708;-233300
BTG PACTUAL - PRUDENCIAL;1000080336;b1;S1;C;2;RIO DE JANEIRO;RJ;43435;875802;0;2888783;711500;164941;76473;4717500;-3123967;-1967851;0;0;-69270;-5161088;-443588;943134;8830;-322513;-610850;-195912;307522;2381456;-428313;2083353;1639765;3634;1643399;-180228;-325197;1137973;-1196972
PAN - PRUDENCIAL;1000080257;b1;S3;C;2;SAO PAULO;SP;43435;2868483;37;89746;-141371;1244;1664;2819802;-1749156;-5;-45;0;-511289;-2260496;559306;75272;123224;-211190;-807132;-82035;-2681;907630;-305821;-302734;256573;-16563;240010;-117259;0;122751;-48080
BCO DO NORDESTE DO BRASIL S.A. - PRUDENCIAL;1000081593;b1;S2;I;1;FORTALEZA;CE;43435;961849;0;1383311;-11822;90915;12856;2437110;-424347;-949072;0;0;-236873;-1610292;826818;1281123;40626;-1058469;-608829;-155889;0;937449;-456201;-20192;806626;1280;807906;-281073;-33148;493685;-132592
CITIBANK - PRUDENCIAL;1000080192;b1;S2;C;3;SAO PAULO;SP;43435;583761;12965;1895989;-722801;487529;58493;2315937;-564210;-698658;-10190;0;25691;-1247367;1068570;585942;33123;-327869;-573895;-100577;0;344717;-286159;-324717;743853;-1644;742209;29650;-60551;711307;-828000
BCO DAYCOVAL S.A - PRUDENCIAL;1000081744;b1;S3;C;2;SAO PAULO;SP;43435;1518118;201206;236819;-42427;83283;0;1996999;-588217;-64021;-129690;0;-283850;-1065779;931220;26377;51209;-146874;-297497;-67313;39356;227147;-141803;-309398;621823;488;622311;-224233;-43976;354102;-98891
CREDIT SUISSE - PRUDENCIAL;1000080219;b1;S3;C;3;SAO PAULO;SP;43435;387462;0;845325;629568;84369;0;1946723;-460222;-1180568;0;0;-6041;-1646831;299892;401774;0;-381844;-179912;-40808;25516;49481;-111098;-236890;63001;-90;62911;-47744;0;15167;0
BMG - PRUDENCIAL;1000080178;b1;S3;C;2;SAO PAULO;SP;43435;1798338;1615;125618;3299;11441;0;1940313;-819188;-16107;-1599;0;-230341;-1067234;873078;14367;4660;-95144;-545815;-51841;-1790;357414;-321034;-639184;233895;-1007;232887;-100052;-38605;94230;-140002
BNP PARIBAS - PRUDENCIAL;1000080673;b1;S3;C;3;SAO PAULO;SP;43435;1239129;0;437972;149019;0;0;1826120;-469797;-243755;0;-66594;-131846;-911992;914127;242982;60443;-245965;-598935;-71502;3862;298439;-320464;-631140;282987;-270;282717;-472;-17863;264382;-140000
SICREDI - PRUDENCIAL;1000080745;b1;S3;C;2;PORTO ALEGRE;RS;43435;730771;0;780249;6457;18090;57341;1592907;-1006497;-165284;0;0;-197;-1171978;420929;147940;196;-56353;-421705;-29894;310;76443;-76396;-359459;61471;-36;61435;-22936;0;38498;-10000
CREFISA S.A. CFI - PRUDENCIAL;1000083632;b1;S4;C;2;SAO PAULO;SP;43435;1359174;0;103846;0;0;0;1463020;-439;-22;0;-248;-408736;-409444;1053575;1641;7796;-15024;-600998;-74265;0;219426;-21918;-483342;570233;-942;569291;98372;-254;667409;-204650
VOLKSWAGEN - PRUDENCIAL;1000080202;b2;S3;C;3;SAO PAULO;SP;43435;1312615;120042;22103;113;0;0;1454873;-292137;-145619;-96218;0;-91112;-625087;829786;104665;40853;-1341;-191601;-53856;0;177821;-407634;-331092;498694;-13962;484732;-228149;0;256582;-173133
BANCOOB - PRUDENCIAL;1000080879;b1;S3;C;2;BRASILIA;DF;43435;454476;0;960628;0;0;22414;1437519;-1146639;-53780;0;0;-18601;-1219020;218499;413063;45;-70113;-97922;-67707;6875;332175;-553680;-37264;181236;-460;180776;-78444;-5886;96446;0
BRB - PRUDENCIAL;1000080288;b1;S3;C;1;BRASILIA;DF;43435;1162345;0;126297;-62;804;12009;1301394;-303873;-2154;0;0;-120892;-426920;874474;43956;86401;-401929;-233347;-58943;20524;70494;-142545;-615389;259085;-20139;238946;-95583;-19296;124067;-33901
JP MORGAN CHASE - PRUDENCIAL;1000080116;b1;S3;C;3;SAO PAULO;SP;43435;43476;0;1143995;-348527;444879;3111;1286934;-436412;-386241;0;0;550;-822103;464831;304038;371;-332602;-151557;-70276;0;187295;-187563;-250294;214536;-3564;210972;-132752;-7112;71108;-270000
MORGAN STANLEY - PRUDENCIAL;1000080628;b1;S3;C;3;SAO PAULO;SP;43435;8879;0;785216;483286;1154;0;1278536;-270216;-25159;0;0;908;-294467;984069;168990;0;-185572;-159269;-43272;0;3574;-441229;-656776;327293;0;327293;-60109;0;267183;-200891
ABC-BRASIL - PRUDENCIAL;1000080312;b1;S3;C;3;SAO PAULO;SP;43435;550393;0;664624;29460;0;0;1244478;-595836;-321077;0;-89452;-62620;-1068985;175492;180541;13797;-106906;-63358;-34952;0;204972;-49966;144128;319621;-1126;318494;-48383;-72226;197885;-112445
BCO RABOBANK INTL BRASIL S.A. - PRUDENCIAL;1000081555;b1;S3;I;3;SAO PAULO;SP;43435;957383;0;162053;64993;41203;0;1225632;-102310;-379221;0;0;-300418;-781949;443683;48201;8483;-117255;-67637;-31495;0;38245;-28779;-150236;293447;-59;293388;-74342;-17975;201071;-171432
BANESTES - PRUDENCIAL;1000080147;b1;S3;C;1;VITORIA;ES;43435;417748;5561;708121;0;4398;16201;1152029;-717661;-8063;-4949;0;-55025;-785698;366331;66041;106892;-173706;-131019;-35519;16220;7911;-55427;-198606;167725;-1597;166128;-32393;-33884;99851;-58135
MERCANTIL DO BRASIL - PRUDENCIAL;1000080123;b1;S3;C;2;BELO HORIZONTE;MG;43435;1045048;0;81511;-2612;4898;4287;1133132;-218550;-1864;0;0;-257396;-477810;655322;16857;111313;-195889;-276205;-51657;4897;32440;-192286;-550531;104791;-34945;69846;-35470;-5688;28689;-16580
BCO CSF S.A. - PRUDENCIAL;1000081610;b2;S3;I;3;SAO PAULO;SP;43435;1063086;0;17264;0;0;0;1080349;-38563;0;0;0;-468279;-506842;573507;259342;255804;-77777;-453508;-101801;0;66589;-182448;-233799;339708;2674;342382;-160121;0;182260;0
MIDWAY S.A. - SCFI - PRUDENCIAL;1000083553;n1;S4;I;2;SAO PAULO;SP;43435;958586;0;23429;0;0;0;982015;-49437;0;0;0;-505190;-554626;427388;147519;42072;-13338;-274311;-60151;0;23791;-88841;-223259;204129;-12;204117;-119871;-1163;83082;0
BOFA MERRILL LYNCH - PRUDENCIAL;1000080556;b1;S3;C;3;SAO PAULO;SP;43435;32465;0;510307;-234167;578940;0;887545;-235040;-29320;0;0;101;-264258;623287;316541;4415;-249862;-93450;-32689;0;4731;-391368;-441682;181605;-17;181588;-39242;0;142346;-124714
GM - PRUDENCIAL;1000080848;b2;S3;C;3;SAO PAULO;SP;43435;852714;9944;14812;0;0;0;877470;-294761;0;-8515;0;-123523;-426798;450672;117055;46900;-65002;-224046;-47077;14609;56463;-45537;-146635;304037;246;304283;-64080;-14597;225606;-132411
BCO DO EST. DO PA S.A. - PRUDENCIAL;1000081586;b1;S4;I;1;BELEM;PA;43435;759688;0;60886;0;788;7009;828372;-143671;1;0;0;-45967;-189639;638732;6606;52103;-238716;-167074;-37108;0;76166;-30763;-338787;299945;-9802;290144;-87848;-24666;177630;-57456
CCB - PRUDENCIAL;1000080295;b1;S3;C;3;SAO PAULO;SP;43435;466928;8924;346038;-70114;54325;8;806109;-394983;-181083;-6025;0;-180423;-762514;43595;21505;1610;-95680;-67405;-9225;-591;246306;-241662;-145141;-101546;-31129;-132676;-88652;0;-221328;0
OMNI - PRUDENCIAL;1000080460;b1;S4;C;2;SAO PAULO;SP;43435;793841;6318;10179;-29482;0;0;780856;-95839;0;-3923;0;-141236;-240998;539858;17666;25770;-15368;-243020;-22369;8127;43642;-303579;-489130;50727;219;50946;10067;0;61013;-18788
BD REGIONAL DO EXTREMO SUL - PRUDENCIAL;1000081311;b4;S3;C;1;PORTO ALEGRE;RS;43435;653456;0;102124;89;0;0;755669;0;-346399;0;0;-82996;-429395;326274;13488;0;-93684;-27676;-18289;0;49126;-27117;-104152;222122;-365;221757;-108976;0;112781;0
AGIBANK - PRUDENCIAL;1000083694;b1;S4;C;2;PORTO ALEGRE;RS;43435;729916;0;16776;8;0;0;746700;-50783;0;0;-58;-249258;-300100;446600;6288;16220;-50061;-314400;-41015;5408;2343;-13304;-388521;58080;171;58250;-11670;0;46580;-15233
ALFA - PRUDENCIAL;1000080570;b1;S3;C;2;SAO PAULO;SP;43435;548019;97666;184967;-160360;34058;0;704351;-310140;-65025;-79474;0;-2107;-456746;247605;31603;17280;-102717;-67567;-19034;6582;72084;-82870;-144640;102966;-292;102674;-28608;-5160;68905;-21382
BCO DA AMAZONIA S.A. - PRUDENCIAL;1000081249;b1;S3;I;1;BELEM;PA;43435;209681;0;455389;0;0;0;665070;-106876;-286364;0;-758;-62792;-456791;208279;298890;60256;-271460;-133816;-47834;0;554388;-446336;14089;222367;563;222930;-78408;-9232;135290;-41773
ORIGINAL - PRUDENCIAL;1000080903;b1;S3;C;2;SAO PAULO;SP;43435;389535;0;172739;37648;26377;0;626298;-282515;-3181;0;0;-60103;-345799;280499;23571;8434;-154512;-195761;-17461;-732;29502;-63026;-369986;-89487;177438;87950;-65410;-21961;578;0
BANCO IBM S.A. - PRUDENCIAL;1000081689;b2;S4;I;3;RIO DE JANEIRO;RJ;43435;60551;544802;15348;0;0;0;620701;-62084;0;-470281;0;-25559;-557924;62777;0;0;0;-26384;-2875;0;9207;0;-20053;42724;-1436;41289;-27011;0;14278;0
PERNAMBUCANAS - PRUDENCIAL;1000080305;n1;S4;I;2;SAO PAULO;SP;43435;592246;0;13428;0;65;0;605739;-23054;0;0;0;-405164;-428218;177521;43841;82320;-11866;-120075;-25701;0;38616;-113234;-106099;71421;331;71752;-30960;0;40792;0
HAITONG - PRUDENCIAL;1000080666;b2;S3;C;3;SAO PAULO;SP;43435;16722;0;500549;54694;175;0;572140;-517402;-8237;0;0;19534;-506105;66036;14467;0;-26018;-13684;-3664;551;3100;-9977;-35225;30811;-3991;26820;-18775;0;8045;-30000
PORTO SEGURO - PRUDENCIAL;1000080642;n1;S4;C;2;SAO PAULO;SP;43435;501903;0;25267;1425;0;0;528596;-57053;-7863;0;0;-190139;-255055;273541;352952;97653;-67645;-226379;-64102;0;34290;-184191;-57423;216118;0;216118;-96559;-6634;112925;0
MERCEDES-BENZ - PRUDENCIAL;1000080563;b2;S3;C;3;SAO PAULO;SP;43435;472154;37954;1526;0;0;0;511634;-81832;-157362;-25524;0;-4208;-268926;242709;5;9848;-40231;-43988;-12251;0;36578;-36191;-86231;156478;-3149;153328;-62182;0;91147;0
BANCO CNH INDUSTRIAL CAPITAL S.A - PRUDENCIAL;1000081407;b2;S3;I;3;CURITIBA;PR;43435;433194;10417;21773;-4102;0;0;461282;-46841;-132164;-9301;0;-168350;-356656;104626;2392;19;-24168;-38331;-11687;3625;180934;-177589;-64806;39820;4721;44541;17270;-2879;58931;-89324
PARANÁ BANCO - PRUDENCIAL;1000080233;b1;S4;C;2;CURITIBA;PR;43435;411823;0;49139;-4074;0;0;456888;-155240;-122;0;0;-20464;-175826;281062;4422;177;-24641;-75955;-13489;16426;8937;-11063;-95185;185876;4;185880;-64853;-9669;111358;-42228
XP INVESTIMENTOS CCTVM S/A - PRUDENCIAL;1000082475;n2;S4;I;3;RIO DE JANEIRO;RJ;43435;0;0;432167;5103;3682;0;440952;-157073;-6055;0;0;-1635;-164762;276189;651342;223605;-119018;-826577;-75796;0;22072;-32736;-157108;119081;-8347;110734;37622;-131318;17039;-82100
HP FINANCIAL SERVICES AM S.A - PRUDENCIAL;1000082987;n1;S4;I;3;BARUERI;SP;43435;1406;435326;0;0;0;0;436732;0;-24867;-352273;0;44546;-332594;104138;0;0;-8;-15149;-9759;0;2497;-1191;-23611;80527;4354;84881;-36928;0;47953;0
SOCIETE GENERALE - PRUDENCIAL;1000080264;b1;S3;C;3;SAO PAULO;SP;43435;38733;205634;275908;-92810;0;0;427464;-45929;-92072;-168095;-153074;-4708;-463879;-36414;5188;29;-61622;-44687;-5254;0;176435;-81023;-10933;-47348;4702;-42646;-3122;0;-45767;0
HONDA - PRUDENCIAL;1000080611;b2;S4;C;3;SAO PAULO;SP;43435;409916;0;44052;-32240;0;0;421728;-123278;-12082;0;0;-79293;-214654;207074;428273;40373;-12321;-458993;-76946;0;69333;-26068;-36347;170726;395;171121;-87383;0;83738;0
BCO FIBRA S.A. - PRUDENCIAL;1000081483;b1;S3;C;2;SAO PAULO;SP;43435;233871;0;62982;106827;8163;0;411842;-209387;-21476;0;0;-31113;-261976;149866;13236;4118;-53076;-40472;-9921;292;15024;-17140;-87939;61927;90;62018;-33394;0;28624;0
JOHN DEERE - PRUDENCIAL;1000080343;b1;S4;C;3;INDAIATUBA;SP;43435;399215;0;5992;-64;0;0;405143;-5494;-134682;0;0;-87194;-227369;177774;26892;194;-21052;-19918;-9593;0;164;-9209;-32523;145252;1434;146686;-71631;-2253;72801;0
COOPERATIVA DE CREDITO VALE DO ITAJAI - VIACREDI;82639451;b3S;S5;I;2;BLUMENAU;SC;43435;316127;0;81362;0;0;0;397489;-90863;-8803;0;0;-85110;-184776;212713;35208;17938;-59877;-81608;-305;0;2800;-22016;-107860;104853;-701;104152;0;-6795;97357;-49809
BCO TOYOTA DO BRASIL S.A. - PRUDENCIAL;1000081562;b2;S4;I;3;SAO PAULO;SP;43435;457849;27166;22996;-127869;0;0;380142;-91827;-33574;-20713;0;-18886;-164999;215143;0;35087;-36425;-106434;-20553;0;18744;-9874;-119456;95687;-6717;88970;-43610;-4055;41304;0
COOPERATIVA CENTRAL DE CRÉDITO, POUPANÇA E INVESTIMENTO DO SUL E SUDESTE - CENTRAL SICREDI SUL/SUDESTE;87437687;b3C;S3;I;2;PORTO ALEGRE;RS;43435;8729;0;370479;0;0;0;379207;-369793;0;0;0;256;-369537;9671;0;0;-12269;162533;0;-692;1473;-160677;-9632;38;-38;0;0;0;0;0
BCO DES. DE MG S.A. - PRUDENCIAL;1000081328;b4;S3;I;1;BELO HORIZONTE;MG;43435;321882;0;44256;-9020;2611;0;359728;-16210;-138876;0;0;-83519;-238605;121123;9321;7707;-53138;-20843;-12318;0;79066;-33566;-23771;97352;-2199;95153;-24551;-4776;65826;-50000
INTER - PRUDENCIAL;1000080996;b1;S4;C;2;BELO HORIZONTE;MG;43435;314260;0;49557;-8029;945;0;356733;-111536;-908;0;0;-27269;-139712;217021;16954;5450;-64864;-107233;-13069;5657;19355;-18852;-156602;60419;-10688;49731;-10004;0;39727;-18338
SOFISA - PRUDENCIAL;1000080271;b1;S4;C;2;SAO PAULO;SP;43435;243555;0;87020;6375;18469;0;355418;-155264;-7868;-16;0;-18739;-181888;173530;1440;19471;-41111;-53611;-12401;1282;38369;-38655;-85215;88315;-1597;86718;-12151;-13520;61047;-24036
BCO DE LAGE LANDEN BRASIL S.A. - PRUDENCIAL;1000081421;b2;S4;I;3;PORTO ALEGRE;RS;43435;238813;83461;12206;0;0;0;334480;-2743;-91060;-64858;0;-17011;-175672;158808;0;258;-28574;-32156;-7298;1644;11692;-7674;-62108;96700;9;96709;-20235;0;76474;-56195
BANCO CBSS - PRUDENCIAL;1000084655;b2;S4;I;3;BARUERI;SP;43435;322635;0;5966;0;0;0;328601;-27748;0;0;-39;-93553;-121340;207260;20173;16549;-14834;-157485;-18902;0;35092;-64362;-183768;23492;0;23492;-22270;-3001;-1779;0
BCO DO EST. DE SE S.A. - PRUDENCIAL;1000081634;b1;S4;C;1;ARACAJU;SE;43435;254117;0;65494;135;0;6883;326629;-104227;-2369;0;0;-22705;-129301;197327;30761;39090;-89715;-82330;-18024;3769;7349;-19675;-128775;68552;2187;70740;-32537;-4780;33423;-11126
APE POUPEX - PRUDENCIAL;1000081184;n1;S3;I;2;BRASILIA;DF;43435;127277;0;153376;0;0;29602;310255;-177488;0;0;0;-44782;-222270;87985;0;2494;-61238;-19386;-6438;0;5774;-7488;-86281;1703;1042;2745;0;0;2745;0
COOPERATIVA DE CREDITO CREDICITRUS;54037916;b3S;S4;I;2;BEBEDOURO;SP;43435;225093;0;79688;0;0;0;304781;-83817;-20279;0;0;-52486;-156582;148199;12862;996;-53722;-41497;-1411;0;12556;-10095;-80311;67888;-343;67545;2617;-4105;66058;-50779
BCO MUFG BRASIL S.A. - PRUDENCIAL;1000081713;b1;S3;I;3;SAO PAULO;SP;43435;44899;0;254803;-41866;41977;0;299813;-93343;-111594;0;0;8819;-196118;103695;14829;522;-67246;-43505;-8407;0;64852;-9659;-48615;55080;3317;58397;-26549;0;31848;0
ING - PRUDENCIAL;1000080501;b1;S3;C;3;SAO PAULO;SP;43435;23159;0;177951;80323;0;0;281433;-81311;-46828;0;-72878;-7249;-208266;73168;46293;0;-25250;-30242;-7618;0;6340;-23811;-34288;38880;0;38880;-14597;-1321;22962;-14000
BOCOM - PRUDENCIAL;1000084624;b1;S4;C;3;SALVADOR;BA;43435;142101;0;69879;31865;26590;0;270435;-135482;-37998;0;0;-7379;-180858;89577;26827;5921;-37990;-44878;-6634;0;51764;-28769;-33757;55820;-952;54868;-10434;-19617;24818;-19767
PINE - PRUDENCIAL;1000080374;b1;S3;C;2;SAO PAULO;SP;43435;135918;0;90916;16204;24870;0;267909;-262122;-27290;0;0;29647;-259765;8143;24926;3574;-49105;-60410;-2794;3140;54990;-37122;-62802;-54659;2384;-52275;-3507;-14386;-70168;0
BCO TRIANGULO S.A. - PRUDENCIAL;1000081438;b1;S4;C;2;UBERLANDIA;MG;43435;233045;0;24140;4611;0;0;261796;-47653;-5559;0;0;-84923;-138135;123661;46752;60175;-86981;-96886;-19237;2735;38690;-16729;-71480;52181;1124;53305;-222;-7020;46063;-15006
REALIZE CFI - PRUDENCIAL;1000084703;n1;S4;I;3;PORTO ALEGRE;RS;43435;262698;0;4938;-8796;0;0;258839;-5331;-9991;0;0;-122315;-137638;121202;27333;45082;-8283;-61770;-19024;0;17844;-15627;-14445;106757;0;106757;-50013;0;56745;0
ICBC DO BRASIL BM S.A. - PRUDENCIAL;1000081830;b1;S4;I;3;SAO PAULO;SP;43435;29051;0;23338;-1174;202323;0;253537;-18212;-207120;0;0;-2200;-227532;26006;5759;38;-10990;-6108;-1026;0;1674;-14332;-24986;1020;0;1020;57;-1930;-853;0
CREDIT AGRICOLE - PRUDENCIAL;1000080491;b1;S3;C;3;SAO PAULO;SP;43435;19997;0;171963;56224;0;0;248183;-20127;-54285;0;-22763;-6772;-103947;144235;25521;75;-43673;-24692;-8391;358;116847;-116561;-50515;93721;-177;93543;-37743;-2761;53039;-30000
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO CENTRO BRASILEIRA LTDA.;37395399;b3S;S5;I;2;GOIANIA;GO;43435;211279;0;29018;0;0;0;240297;-46983;-3287;0;0;-33493;-83763;156534;7261;5775;-29150;-54926;-525;0;7486;-24953;-89031;67503;-18237;49265;-880;0;48385;-8927
VOLVO - PRUDENCIAL;1000080769;b2;S4;C;3;CURITIBA;PR;43435;211202;20962;5828;0;0;0;237993;-131;-90291;-16096;0;3637;-102880;135113;41213;3151;-17443;-46995;-11252;-552;9040;-5245;-28083;107030;560;107590;-21288;-1359;84943;-56100
COOPERATIVA CENTRAL DE CRÉDITO, POUPANÇA E INVESTIMENTO DOS ESTADOS DO PARANÁ, SÃO PAULO E RIO DE JANEIRO - CENTRAL SICREDI PR/SP/RJ;80230774;b3C;S3;I;2;CURITIBA;PR;43435;5505;0;228145;0;0;0;233650;-228146;0;0;0;20;-228127;5523;0;0;-10406;121379;0;941;539;-117976;-5523;0;0;0;0;0;0;0
BANCO FIDIS - PRUDENCIAL;1000081751;b2;S4;I;3;BETIM;MG;43435;216782;0;13831;-603;0;0;230011;-104273;-59;0;0;26963;-77370;152641;16745;0;-10929;-24660;-7231;0;8833;-7037;-24279;128362;-890;127473;-42426;-382;84665;-40617
COOPERATIVA CENTRAL DE CRÉDITO DE SANTA CATARINA E RIO GRANDE DO SUL - SICOOB CENTRAL SC/RS;80160260;b3C;S4;I;2;FLORIANOPOLIS;SC;43435;16062;0;202587;0;0;143;218791;-213305;-9511;0;0;-102;-222918;-4127;74;0;-9603;-11661;-54;0;26100;-346;4510;383;2;385;-2;-383;0;0
DACASA FINANCEIRA - PRUDENCIAL;1000081005;n1;S4;C;2;VITORIA;ES;43435;207982;0;5441;0;0;0;213422;-36623;0;0;0;-126561;-163184;50238;15999;13470;-20601;-85543;-12341;0;58173;-25172;-56016;-5778;-4;-5782;-5361;0;-11142;-2772
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO UNIÃO PARANÁ/SÃO PAULO - SICREDI UNIÃO PR/SP;79342069;b3S;S4;I;2;MARINGA;PR;43435;184731;0;25445;0;0;71;210248;-36082;-21808;0;0;-28954;-86845;123403;47304;14641;-62225;-59478;-2471;0;7525;-35351;-90056;33348;125;33473;-393;0;33079;-11499
RENDIMENTO - PRUDENCIAL;1000080659;b1;S4;C;2;SAO PAULO;SP;43435;74581;0;32679;-11333;111994;0;207922;-35187;-3978;0;0;-2683;-41848;166074;46477;10008;-86767;-64136;-14895;0;51033;-50125;-108406;57668;2120;59789;-25051;-3365;31372;-7930
SOCOPA - PRUDENCIAL;1000080381;b1;S4;C;2;SAO PAULO;SP;43435;35784;0;73941;-1874;98982;0;206832;-68347;-8812;0;0;434;-76725;130107;69594;27616;-65892;-91244;-15163;0;18194;-77449;-134344;-4237;159;-4078;-20691;-783;-25553;-9833
BCO SUMITOMO MITSUI BRASIL S.A. - PRUDENCIAL;1000081720;b1;S3;C;3;SAO PAULO;SP;43435;50690;0;127662;-8159;34765;0;204957;-64261;-67902;0;0;5543;-126620;78337;14483;12;-35107;-17783;-5017;0;10208;-16834;-50038;28299;29;28328;-13210;-1339;13780;0
COOPERATIVA CENTRAL DE CRÉDITO DE MINAS GERAIS LTDA. - SICOOB CENTRAL CREDIMINAS;25683434;b3C;S4;I;2;BELO HORIZONTE;MG;43435;5935;0;198650;0;0;0;204584;-191622;-7562;0;0;-673;-199856;4728;472;0;-15501;-8436;-46;16363;29729;-1631;20950;25678;0;25678;-100;0;25578;-21367
SICOOB COCRED COOPERATIVA DE CRÉDITO;71328769;b3S;S4;I;2;SERTAOZINHO;SP;43435;152742;0;46127;-705;0;0;198163;-51728;-24428;0;0;-5552;-81707;116456;9506;2214;-31510;-24476;-442;0;13912;-30666;-61461;54995;-19;54975;-1842;0;53133;-17675
INDUSTRIAL DO BRASIL - PRUDENCIAL;1000080477;b1;S4;C;2;SAO PAULO;SP;43435;132683;0;62991;-264;0;0;195411;-68927;-26165;0;-11203;-17216;-123510;71900;5438;3428;-32612;-15301;-7467;185;2686;-752;-44396;27504;13009;40513;-11499;0;29014;-18800
