Instituição financeira;Código;TCB;SR;TD;TC;Cidade;UF;Data;Disponibilidades (a);Aplicações Interfinanceiras de Liquidez (b);TVM e Instrumentos Financeiros Derivativos (c);Operações de Crédito;;;Arrendamento Mercantil;;;;;Outros Créditos - Líquido de Provisão (f);Outros Ativos Realizáveis (g);Permanente Ajustado (h);Ativo Total Ajustado (i) = (a) + (b) + (c) + (d) + (e) + (f) + (g) + (h);Credores por Antecipação de Valor Residual (j);Ativo Total (k) = (i) - (j)
CIELO - PRUDENCIAL;1000084710;n4;;C;2;BARUERI;SP;43435;431619;205028;2259017;0;0;0;0;0;0;0;0;4254539;62116744;11523286;80790234;0;80790234
BANRISUL - PRUDENCIAL;1000080154;b1;S2;C;1;PORTO ALEGRE;RS;43435;886013;4593001;20393359;30777601;-2483006;28294595;162;78271;46401;-2826;122007;6979461;14770467;1485010;77523914;46401;77477513
CITIBANK - PRUDENCIAL;1000080192;b1;S2;C;3;SAO PAULO;SP;43435;3406169;15197851;27623195;7254581;-84953;7169628;519;58297;5574;-326;64064;18055481;2830911;285924;74633221;5574;74627647
BCO DO NORDESTE DO BRASIL S.A. - PRUDENCIAL;1000081593;b1;S2;I;1;FORTALEZA;CE;43435;133428;7779984;36373343;9659747;-616930;9042816;0;0;0;0;0;4506748;599640;193002;58628963;0;58628963
BANCOOB - PRUDENCIAL;1000080879;b1;S3;C;2;BRASILIA;DF;43435;8201;17053764;12187044;4155057;-51918;4103139;0;0;0;0;0;3835255;12623541;178909;49989854;0;49989854
JP MORGAN CHASE - PRUDENCIAL;1000080116;b1;S3;C;3;SAO PAULO;SP;43435;44577;21629692;15871541;1441664;-968;1440697;0;0;0;0;0;10287473;5655;105575;49385210;0;49385210
SICREDI - PRUDENCIAL;1000080745;b1;S3;C;2;PORTO ALEGRE;RS;43435;66358;13790102;4188731;10262967;-1184;10261783;0;0;0;0;0;2281719;16293412;129969;47012074;0;47012074
BNP PARIBAS - PRUDENCIAL;1000080673;b1;S3;C;3;SAO PAULO;SP;43435;2293738;3470624;5793851;12183826;-482476;11701350;0;0;0;0;0;20294394;170722;173506;43898186;0;43898186
CREDIT SUISSE - PRUDENCIAL;1000080219;b1;S3;C;3;SAO PAULO;SP;43435;443609;15955267;10328002;3454733;-218886;3235848;0;0;0;0;0;10474544;3122;150193;40590585;0;40590585
ABC-BRASIL - PRUDENCIAL;1000080312;b1;S3;C;3;SAO PAULO;SP;43435;29378;7522655;8831050;11410785;-227619;11183166;0;0;0;0;0;4813657;299297;49933;32729136;0;32729136
SOCIETE GENERALE - PRUDENCIAL;1000080264;b1;S3;C;3;SAO PAULO;SP;43435;66807;9335534;2234502;734826;-2523;732303;1997;637714;33890;-27479;646121;18280441;3613;3523;31302845;33890;31268956
CREDIT AGRICOLE - PRUDENCIAL;1000080491;b1;S3;C;3;SAO PAULO;SP;43435;6452;3821182;1452864;604620;0;604620;0;0;0;0;0;25337428;1740;22952;31247237;0;31247237
BCO DAYCOVAL S.A - PRUDENCIAL;1000081744;b1;S3;C;2;SAO PAULO;SP;43435;153141;5197654;2423927;13612105;-947848;12664257;26081;874075;109701;-12388;997469;7245286;150425;909655;29741814;109701;29632113
BCO RABOBANK INTL BRASIL S.A. - PRUDENCIAL;1000081555;b1;S3;I;3;SAO PAULO;SP;43435;268862;2653817;2732293;18321539;-686346;17635193;0;0;0;0;0;5544927;49510;25955;28910556;0;28910556
BANESTES - PRUDENCIAL;1000080147;b1;S3;C;1;VITORIA;ES;43435;182162;12780099;9310609;3669526;-248201;3421324;14;12527;4783;-54;17270;903082;866142;274392;27755081;4783;27750298
PAN - PRUDENCIAL;1000080257;b1;S3;C;2;SAO PAULO;SP;43435;19706;3897;1982756;19459133;-1201385;18257748;2;346;319;-29;639;6027731;457619;582240;27332335;319;27332016
BCO MUFG BRASIL S.A. - PRUDENCIAL;1000081713;b1;S3;I;3;SAO PAULO;SP;43435;16340;4655270;2828022;1420889;-4443;1416446;0;0;0;0;0;17140060;10972;61548;26128658;0;26128658
CCB - PRUDENCIAL;1000080295;b1;S3;C;3;SAO PAULO;SP;43435;40427;2831269;9653719;7787899;-420082;7367817;0;70461;26964;-12041;85384;3268758;288339;64726;23600440;26964;23573476
MORGAN STANLEY - PRUDENCIAL;1000080628;b1;S3;C;3;SAO PAULO;SP;43435;606085;8219460;9470611;1729659;0;1729659;0;0;0;0;0;2669221;268;18596;22713899;0;22713899
ING - PRUDENCIAL;1000080501;b1;S3;C;3;SAO PAULO;SP;43435;9830;4271251;1027132;1227776;-4897;1222879;0;0;0;0;0;14478728;1460;1547;21012827;0;21012827
BCO DA AMAZONIA S.A. - PRUDENCIAL;1000081249;b1;S3;I;1;BELEM;PA;43435;49231;2337552;11830093;2932414;-239417;2692997;0;0;0;0;0;1437013;246281;346792;18939959;0;18939959
BOFA MERRILL LYNCH - PRUDENCIAL;1000080556;b1;S3;C;3;SAO PAULO;SP;43435;528550;8056883;5958355;696487;-78;696409;0;0;0;0;0;2060281;89921;65694;17456093;0;17456093
BD REGIONAL DO EXTREMO SUL - PRUDENCIAL;1000081311;b4;S3;C;1;PORTO ALEGRE;RS;43435;18661;769231;2675395;13500457;-377189;13123268;0;0;0;0;0;556033;64159;48703;17255450;0;17255450
BMG - PRUDENCIAL;1000080178;b1;S3;C;2;SAO PAULO;SP;43435;47424;826197;2447426;9157977;-554395;8603582;0;0;0;0;0;4072059;258651;726129;16981468;0;16981468
VOLKSWAGEN - PRUDENCIAL;1000080202;b2;S3;C;3;SAO PAULO;SP;43435;6848;588218;126535;14108922;-629104;13479817;1792;228726;28887;-3280;256125;2264086;31139;19940;16772708;28887;16743821
BRB - PRUDENCIAL;1000080288;b1;S3;C;1;BRASILIA;DF;43435;129356;1005651;3102481;8547540;-417524;8130016;0;0;0;0;0;1865206;768203;296640;15297554;0;15297554
ALFA - PRUDENCIAL;1000080570;b1;S3;C;2;SAO PAULO;SP;43435;2309;713051;5173101;6350414;-87774;6262639;2083;362641;103624;-10393;457954;1219447;310230;351820;14490552;103624;14386928
XP INVESTIMENTOS CCTVM S/A - PRUDENCIAL;1000082475;n2;S4;I;3;RIO DE JANEIRO;RJ;43435;3322;6566108;5579894;0;0;0;0;0;0;0;0;1282425;72855;502214;14006818;0;14006818
GM - PRUDENCIAL;1000080848;b2;S3;C;3;SAO PAULO;SP;43435;67212;461735;165190;10516931;-250062;10266869;266;54929;239;-430;55004;2322776;12070;127325;13478180;239;13477941
STONE PAGAMENTOS - PRUDENCIAL;1000084686;n4;;I;2;SAO PAULO;SP;43435;22985;147027;1017626;0;0;0;0;0;0;0;0;436003;9300656;2392845;13317141;0;13317141
GOLDMAN SACHS - PRUDENCIAL;1000080714;b2;S3;C;3;SAO PAULO;SP;43435;4122;3095927;8851124;362446;-3624;358822;0;0;0;0;0;852780;1340;20294;13184410;0;13184410
PAGSEGURO;1000084813;n4;;I;2;SAO PAULO;SP;43435;385888;0;2330959;0;0;0;0;0;0;0;0;392656;8074702;931024;12115229;0;12115229
COOPERATIVA CENTRAL DE CRÉDITO, POUPANÇA E INVESTIMENTO DO SUL E SUDESTE - CENTRAL SICREDI SUL/SUDESTE;87437687;b3C;S3;I;2;PORTO ALEGRE;RS;43435;0;269934;10673190;2047;-10;2037;0;0;0;0;0;253454;15;117645;11316275;0;11316275
ORIGINAL - PRUDENCIAL;1000080903;b1;S3;C;2;SAO PAULO;SP;43435;40106;396886;3291930;3418368;-171213;3247155;0;0;0;0;0;3326973;131769;681861;11116679;0;11116679
NU PAGAMENTOS - PRUDENCIAL;1000084693;n4;;I;2;SAO PAULO;SP;43709;284367;687993;2961086;0;0;0;0;0;0;0;0;6737529;21328;27827;10720131;0;10720131
MERCEDES-BENZ - PRUDENCIAL;1000080563;b2;S3;C;3;SAO PAULO;SP;43435;84064;49313;884;8650383;-379984;8270399;407;193571;9595;-9163;194409;1485710;21277;6431;10112488;9595;10102893
DEUTSCHE - PRUDENCIAL;1000080532;b1;S3;C;3;SAO PAULO;SP;43435;276573;2518913;941364;701628;-4097;697531;0;0;0;0;0;5396174;1310;7716;9839580;0;9839580
MERCANTIL DO BRASIL - PRUDENCIAL;1000080123;b1;S3;C;2;BELO HORIZONTE;MG;43435;536091;1109167;1174206;5501574;-645673;4855901;0;0;0;0;0;1179413;471161;267144;9593086;0;9593086
PINE - PRUDENCIAL;1000080374;b1;S3;C;2;SAO PAULO;SP;43435;228539;1260814;3214580;2547793;-360310;2187483;0;0;0;0;0;1638640;526294;251060;9307410;0;9307410
BANCO CNH INDUSTRIAL CAPITAL S.A - PRUDENCIAL;1000081407;b2;S3;I;3;CURITIBA;PR;43435;179;360977;0;8597846;-300026;8297820;207;14575;6145;-713;20214;583037;25731;21618;9309577;6145;9303431
BCO CSF S.A. - PRUDENCIAL;1000081610;b2;S3;I;3;SAO PAULO;SP;43435;3334;60001;274668;2627642;-793594;1834048;0;0;0;0;0;5648468;36217;877333;8734070;0;8734070
APE POUPEX - PRUDENCIAL;1000081184;n1;S3;I;2;BRASILIA;DF;43435;9;4050568;821231;1643947;-113060;1530887;0;0;0;0;0;58076;2085662;37335;8583768;0;8583768
BCO CLASSICO S.A. - PRUDENCIAL;1000081665;b1;S3;C;2;RIO DE JANEIRO;RJ;43435;400;1158350;6673745;0;0;0;0;0;0;0;0;336199;4;341192;8509889;0;8509889
JOHN DEERE - PRUDENCIAL;1000080343;b1;S4;C;3;INDAIATUBA;SP;43435;1165;374894;0;7553781;-337005;7216775;0;0;0;0;0;214727;14432;11351;7833345;0;7833345
COOPERATIVA CENTRAL DE CRÉDITO, POUPANÇA E INVESTIMENTO DOS ESTADOS DO PARANÁ, SÃO PAULO E RIO DE JANEIRO - CENTRAL SICREDI PR/SP/RJ;80230774;b3C;S3;I;2;CURITIBA;PR;43435;0;345983;6868236;168084;1;168083;0;0;0;0;0;164346;34;62865;7609547;0;7609547
BCO TOYOTA DO BRASIL S.A. - PRUDENCIAL;1000081562;b2;S4;I;3;SAO PAULO;SP;43435;10295;733211;161041;6106306;-81319;6024987;395;87320;25671;-745;112642;371232;29536;9995;7452938;25671;7427266
COOPERATIVA CENTRAL DE CRÉDITO DE SANTA CATARINA E RIO GRANDE DO SUL - SICOOB CENTRAL SC/RS;80160260;b3C;S4;I;2;FLORIANOPOLIS;SC;43435;6;4943484;1398405;57745;-33;57712;0;0;0;0;0;9203;707546;219537;7335894;0;7335894
PORTO SEGURO - PRUDENCIAL;1000080642;n1;S4;C;2;SAO PAULO;SP;43435;21202;0;669745;2183930;-350206;1833724;0;0;0;0;0;4708575;14037;7793;7255077;0;7255077
BCO DO EST. DO PA S.A. - PRUDENCIAL;1000081586;b1;S4;I;1;BELEM;PA;43435;140386;906572;858781;4201279;-136243;4065036;0;0;0;0;0;522842;428267;199406;7121290;0;7121290
BCO SUMITOMO MITSUI BRASIL S.A. - PRUDENCIAL;1000081720;b1;S3;C;3;SAO PAULO;SP;43435;49279;3204715;1802298;969182;-1450;967732;0;0;0;0;0;536992;234620;9326;6804962;0;6804962
COOPERATIVA CENTRAL DE CRÉDITO DE MINAS GERAIS LTDA. - SICOOB CENTRAL CREDIMINAS;25683434;b3C;S4;I;2;BELO HORIZONTE;MG;43435;25;4285282;1889817;61813;-1814;59998;0;0;0;0;0;26761;112101;377161;6751146;0;6751146
BCO DES. DE MG S.A. - PRUDENCIAL;1000081328;b4;S3;I;1;BELO HORIZONTE;MG;43435;7889;297863;927484;5174449;-555120;4619329;0;0;0;0;0;698766;56245;33388;6640964;0;6640964
BCO FIBRA S.A. - PRUDENCIAL;1000081483;b1;S3;C;2;SAO PAULO;SP;43435;62886;331831;1458351;2233145;-189738;2043407;0;0;0;0;0;2388933;214843;18409;6518661;0;6518661
BOCOM - PRUDENCIAL;1000084624;b1;S4;C;3;SALVADOR;BA;43435;67922;1020296;1440219;3260300;-40021;3220279;0;0;0;0;0;490552;41399;16896;6297562;0;6297562
HONDA - PRUDENCIAL;1000080611;b2;S4;C;3;SAO PAULO;SP;43435;6411;180343;1428171;4337610;-251421;4086189;0;483;483;0;966;448682;5391;29577;6185732;483;6185249
SOFISA - PRUDENCIAL;1000080271;b1;S4;C;2;SAO PAULO;SP;43435;26224;202538;1948042;2840904;-58060;2782844;0;0;0;0;0;729983;220806;81534;5991970;0;5991970
SCOTIABANK BRASIL - PRUDENCIAL;1000081452;b1;S4;I;3;SAO PAULO;SP;43435;24224;2417195;961246;1334677;-83;1334594;0;0;0;0;0;1224753;489;5675;5968175;0;5968175
BANCO FIDIS - PRUDENCIAL;1000081751;b2;S4;I;3;BETIM;MG;43435;1153;360235;905;4092514;-46576;4045938;0;0;0;0;0;1438631;2344;7152;5856359;0;5856359
BS2 - PRUDENCIAL;1000080422;b1;S4;C;2;BELO HORIZONTE;MG;43435;61755;1018595;708300;311690;-15705;295985;0;0;0;0;0;620654;3018511;104774;5828574;0;5828574
COOPERATIVA DE CREDITO CREDICITRUS;54037916;b3S;S4;I;2;BEBEDOURO;SP;43435;7956;898503;1748986;2857056;-156974;2700083;0;0;0;0;0;129371;24892;215978;5725768;0;5725768
BCO DE LAGE LANDEN BRASIL S.A. - PRUDENCIAL;1000081421;b2;S4;I;3;PORTO ALEGRE;RS;43435;18906;152863;0;4799089;-137007;4662082;1003;449036;133255;-2523;580771;413820;4031;12588;5845062;133255;5711807
CREFISA S.A. CFI - PRUDENCIAL;1000083632;b1;S4;C;2;SAO PAULO;SP;43435;14860;1891600;1765957;2069013;-567785;1501228;0;0;0;0;0;441649;9750;50074;5675119;0;5675119
INTER - PRUDENCIAL;1000080996;b1;S4;C;2;BELO HORIZONTE;MG;43435;11425;1690703;314397;2995714;-87282;2908432;0;0;0;0;0;469941;203271;45276;5643444;0;5643444
PARANÁ BANCO - PRUDENCIAL;1000080233;b1;S4;C;2;CURITIBA;PR;43435;557;1331892;238327;3388285;-196514;3191771;0;0;0;0;0;193546;2797;634515;5593405;0;5593405
BCO DO EST. DE SE S.A. - PRUDENCIAL;1000081634;b1;S4;C;1;ARACAJU;SE;43435;89864;1004209;1142521;2145901;-79640;2066261;0;0;0;0;0;679072;399824;97060;5478811;0;5478811
COOPERATIVA DE CREDITO VALE DO ITAJAI - VIACREDI;82639451;b3S;S5;I;2;BLUMENAU;SC;43435;23761;0;0;2633310;-181190;2452120;0;0;0;0;0;33781;2579928;269191;5358781;0;5358781
MIZUHO - PRUDENCIAL;1000080697;b1;S4;C;3;SAO PAULO;SP;43435;11367;1295340;2188308;524769;-1709;523060;0;0;0;0;0;1260990;33121;7500;5319687;0;5319687
CENTRAL DAS COOPERATIVAS DE ECONOMIA E CREDITO DO ESTADO DE MINAS GERAIS LTDA. - SICOOB CENTRAL CECREMGE;309024;b3C;S4;I;2;BELO HORIZONTE;MG;43435;3;3453182;1513401;125128;-854;124274;0;0;0;0;0;5591;614;160300;5257366;0;5257366
MIDWAY S.A. - SCFI - PRUDENCIAL;1000083553;n1;S4;I;2;SAO PAULO;SP;43435;303;377951;395086;2305273;-850383;1454890;0;0;0;0;0;2355704;0;28563;4612496;0;4612496
COOPERATIVA CENTRAL DE CRÉDITO DO ESTADO DE SÃO PAULO - SICOOB SÃO PAULO;63917579;b3C;S4;I;2;RIBEIRAO PRETO;SP;43435;24;3857622;346390;0;0;0;0;0;0;0;0;890;12118;206030;4423074;0;4423074
BCO CARGILL S.A. - PRUDENCIAL;1000081414;b1;S4;I;3;SAO PAULO;SP;43435;38455;209050;421087;1333840;-117090;1216751;0;0;0;0;0;2213912;240;303;4099798;0;4099798
HAITONG - PRUDENCIAL;1000080666;b2;S3;C;3;SAO PAULO;SP;43435;35519;671650;2512501;303016;-11000;292017;0;0;0;0;0;450019;7127;21561;3990394;0;3990394
COOPERATIVA CENTRAL DE CRÉDITO - AILOS;5463212;b3C;S4;I;2;BLUMENAU;SC;43435;1392;1223640;2411766;51536;-502;51034;0;0;0;0;0;18589;239362;35584;3981367;0;3981367
STANDARD CHARTERED BI S.A. - PRUDENCIAL;1000081373;b2;S4;I;3;SAO PAULO;SP;43435;10535;1430898;796969;0;0;0;0;0;0;0;0;1669038;147;3781;3911367;0;3911367
BCO MODAL S.A. - PRUDENCIAL;1000081658;b1;S4;C;2;RIO DE JANEIRO;RJ;43435;87580;870997;1609470;324129;-11211;312918;0;0;0;0;0;303563;283113;91072;3558713;0;3558713
VOLVO - PRUDENCIAL;1000080769;b2;S4;C;3;CURITIBA;PR;43435;4562;47798;57904;3291779;-85773;3206006;1624;58645;679;-184;60764;120236;2445;16374;3516089;679;3515410
PERNAMBUCANAS - PRUDENCIAL;1000080305;n1;S4;I;2;SAO PAULO;SP;43435;37107;431585;195908;1259317;-477329;781988;0;0;0;0;0;1870467;6529;70117;3393702;0;3393702
COOPERATIVA CENTRAL DE CRÉDITO, POUPANÇA E INVESTIMENTO DO CENTRO NORTE DO BRASIL - CENTRAL SICREDI CENTRO NORTE;33667205;b3C;S4;I;2;CUIABA;MT;43435;88;166370;2952713;69467;-5;69463;0;0;0;0;0;74068;16;48588;3311305;0;3311305
SICOOB COCRED COOPERATIVA DE CRÉDITO;71328769;b3S;S4;I;2;SERTAOZINHO;SP;43435;14708;141980;601410;2103537;-92095;2011441;0;0;0;0;0;309500;112346;91278;3282663;0;3282663
COOPERATIVA CENTRAL DE CREDITO DO ESPIRITO SANTO - SICOOB CENTRAL ES;32428294;b3C;S4;I;2;VITORIA;ES;43435;49;1997190;926808;43750;-189;43561;0;0;0;0;0;3174;214543;82734;3268060;0;3268060
INDUSTRIAL DO BRASIL - PRUDENCIAL;1000080477;b1;S4;C;2;SAO PAULO;SP;43435;8944;369233;181828;1563658;-34582;1529076;0;0;0;0;0;914676;187622;32328;3223706;0;3223706
COOPERATIVA CENTRAL DE CRÉDITO RURAL COM INTERAÇÃO SOLIDÁRIA - CENTRAL CRESOL BASER;1401771;b3C;S4;I;2;FRANCISCO BELTRAO;PR;43435;22;37650;852185;4162;-1350;2812;0;0;0;0;0;2307;2275936;47330;3218242;0;3218242
SOCOPA - PRUDENCIAL;1000080381;b1;S4;C;2;SAO PAULO;SP;43435;338142;1123251;547342;548224;-12058;536166;0;0;0;0;0;540237;25970;11278;3122385;0;3122385
BADESUL DESENVOLVIMENTO AF/RS - PRUDENCIAL;1000081029;n1;S4;I;1;PORTO ALEGRE;RS;43435;473;0;701267;2253291;-273661;1979630;0;0;0;0;0;283759;331;28262;2993721;0;2993721
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO UNIÃO PARANÁ/SÃO PAULO - SICREDI UNIÃO PR/SP;79342069;b3S;S4;I;2;MARINGA;PR;43435;47264;7882;0;1909013;-87813;1821200;0;0;0;0;0;133816;810528;149927;2970617;0;2970617
SCANIA - PRUDENCIAL;1000080776;b2;S4;C;3;SAO BERNARDO DO CAMPO;SP;43435;1662;92022;55366;2509066;-23880;2485186;44;44409;129;-221;44360;205708;554;6180;2891038;129;2890909
COOPERATIVA CENTRAL DE ECONOMIA E CRÉDITO MÚTUO DAS UNICRED'S DE SANTA CATARINA E DO PARANÁ LTDA - UNICRED CENTRAL SC/PR;543968;b3C;S4;I;2;FLORIANOPOLIS;SC;43435;91;30052;2688768;0;0;0;0;0;0;0;0;514;136614;14094;2870132;0;2870132
CENTRAL SICOOB UNI DE COOPERATIVAS DE CRÉDITO;4243780;b3C;S4;I;2;GOIANIA;GO;43435;238;2575417;204273;29641;-312;29329;0;0;0;0;0;17929;136;38499;2865822;0;2865822
OMNI - PRUDENCIAL;1000080460;b1;S4;C;2;SAO PAULO;SP;43435;3851;213246;91928;2344892;-444522;1900370;119;44871;19867;-1405;63452;543811;18361;25344;2860362;19867;2840494
COOPERATIVA CENTRAL DE CRÉDITO DO NORTE/NORDESTE - CENTRAL SICREDI NORTE/NORDESTE;70119680;b3C;S4;I;2;CABEDELO;PB;43435;52;10666;2654870;83369;-784;82585;0;0;0;0;0;24256;274;8748;2781451;0;2781451
BCO TRIANGULO S.A. - PRUDENCIAL;1000081438;b1;S4;C;2;UBERLANDIA;MG;43435;915;537696;140565;1442478;-149843;1292635;0;0;0;0;0;583194;75773;128743;2759520;0;2759520
MÁXIMA - PRUDENCIAL;1000080367;b1;S4;C;2;RIO DE JANEIRO;RJ;43435;39178;35025;1172717;667318;-37069;630248;0;0;0;0;0;462359;299931;78273;2717731;0;2717731
RENDIMENTO - PRUDENCIAL;1000080659;b1;S4;C;2;SAO PAULO;SP;43435;317804;746178;99215;628330;-15428;612902;0;0;0;0;0;613558;205023;20884;2615565;0;2615565
BCO ABN AMRO S.A. - PRUDENCIAL;1000081579;b1;S4;I;3;SAO PAULO;SP;43435;1382;664971;569110;579509;-1030;578479;0;0;0;0;0;766401;355;2769;2583466;0;2583466
RODOBENS - PRUDENCIAL;1000080855;b1;S4;C;2;SAO PAULO;SP;43435;4869;170553;464956;817374;-46539;770835;2877;224294;2163;-2194;227139;467831;150822;316929;2573935;2163;2571772
SICOOB CREDICOM - COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS MÉDICOS E PROFISSIONAIS DA ÁREA DE SAÚDE DE MINAS GERAIS LTDA.;42898825;b3S;S5;I;2;BELO HORIZONTE;MG;43435;8744;1047;0;988448;-36545;951903;0;0;0;0;0;28241;1532263;45131;2567328;0;2567328
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO CENTRO BRASILEIRA LTDA.;37395399;b3S;S5;I;2;GOIANIA;GO;43435;23191;313;0;1336986;-52841;1284144;0;0;0;0;0;21697;1125114;79045;2533504;0;2533504
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO VANGUARDA DA REGIÃO DAS CATARATAS DO IGUAÇU E VALE DO PARAÍBA - SICREDI VANGUARDA PR/SP/RJ;78414067;b3S;S4;I;2;MEDIANEIRA;PR;43435;30207;1781;0;1584984;-68133;1516851;0;0;0;0;0;101466;728730;140399;2519434;0;2519434
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO SICREDI PIONEIRA RS - SICREDI PIONEIRA RS;91586982;b3S;S4;I;2;NOVA PETROPOLIS;RS;43435;27315;107083;318089;979364;-48916;930448;0;0;0;0;0;76499;974029;82044;2515507;0;2515507
INDUSVAL - PRUDENCIAL;1000080415;b1;S4;C;2;SAO PAULO;SP;43435;6766;770529;552801;282100;-145248;136852;0;0;0;0;0;739116;214641;54442;2475147;0;2475147
BCO CATERPILLAR S.A. - PRUDENCIAL;1000081397;b2;S4;C;3;SAO PAULO;SP;43435;3844;0;418;2261420;-53017;2208403;498;53606;118;-254;53967;121828;43266;9841;2441567;118;2441449
UNIPRIME NORTE DO PARANÁ - COOPERATIVA DE CRÉDITO LTDA;2398976;b3S;S4;I;2;LONDRINA;PR;43435;4237;20999;590377;739679;-33207;706472;0;0;0;0;0;75978;988130;32819;2419013;0;2419013
CREDICOAMO CREDITO RURAL COOPERATIVA;81723108;b3S;S4;I;2;CAMPO MOURAO;PR;43435;3401;586806;689262;1137339;-33453;1103886;0;0;0;0;0;2992;162;1621;2388130;0;2388130
BANCO IBM S.A. - PRUDENCIAL;1000081689;b2;S4;I;3;RIO DE JANEIRO;RJ;43435;35649;303802;0;382097;-44945;337151;9199;1044983;0;-50422;1003759;673365;292;0;2354020;0;2354020
COOPERFORTE - COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS FUNCIONÁRIOS DE INSTITUIÇÕES FINANCEIRAS PÚBLICAS FEDERAIS LTDA.;1658426;b3S;S5;I;2;BRASILIA;DF;43435;5;2611;500931;1603117;-85186;1517931;0;0;0;0;0;5553;273707;36701;2337439;0;2337439
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO OURO VERDE DO MATO GROSSO - SICREDI OURO VERDE MT;26529420;b3S;S4;I;2;LUCAS DO RIO VERDE;MT;43435;11706;22244;0;1643907;-112471;1531436;0;0;0;0;0;92081;560179;103440;2321086;0;2321086
MERCADOPAGO.COM - PRUDENCIAL;1000084820;n4;;I;2;OSASCO;SP;43435;109178;0;1604590;0;0;0;0;0;0;0;0;227131;251773;122604;2315274;0;2315274
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO VALE DO PIQUIRI ABCD - SICREDI VALE DO PIQUIRI ABCD PR/SP;81099491;b3S;S4;I;2;PALOTINA;PR;43435;18014;3506;0;1343475;-58599;1284876;0;0;0;0;0;68601;799140;107221;2281358;0;2281358
BCO DA CHINA BRASIL S.A. - PRUDENCIAL;1000081816;b1;S4;I;3;SAO PAULO;SP;43435;13902;391571;512561;183656;-2115;181540;0;0;0;0;0;1177169;1185;3101;2281030;0;2281030
AGIBANK - PRUDENCIAL;1000083694;b1;S4;C;2;PORTO ALEGRE;RS;43435;8803;548541;196234;1552676;-372745;1179931;0;0;0;0;0;204953;10745;104906;2254113;0;2254113
