Instituição financeira;Código;TCB;SR;TD;TC;Cidade;UF;Data;Ativo Total;Carteira de Crédito Classificada;Passivo Circulante e Exigível a Longo Prazo e Resultados de Exercícios Futuros;Captações;Patrimônio Líquido;Lucro Líquido;Patrimônio de Referência para Comparação com o RWA;Índice de Basileia;Índice de Imobilização;Número de Agências;Número de Postos de Atendimento
ITAU - PRUDENCIAL;1000080099;b1;S1;C;2;SAO PAULO;SP;43435;1453209508;532483566;1309078725;991995238;144130782;11614990;147028135;0,1797;0,2589;3387;934
BB - PRUDENCIAL;1000080329;b1;S1;C;1;BRASILIA;DF;43435;1417434155;640224704;1325417987;1108034350;92016169;6919199;134178484;0,1886;0,1463;4733;1100
CAIXA ECONÔMICA FEDERAL - PRUDENCIAL;1000080738;b1;S1;C;1;BRASILIA;DF;43435;1264660001;694519193;1223660924;1050840109;40999077;2928299;101215559;0,196;0,096;3376;796
BRADESCO - PRUDENCIAL;1000080075;b1;S1;C;2;OSASCO;SP;43435;1063713836;407284760;942519707;771042740;121194129;10095039;117940174;0,1783;0,363;4652;1413
SANTANDER - PRUDENCIAL;1000080185;b1;S1;C;3;SAO PAULO;SP;43435;804403353;305340659;736462448;511542694;67940905;6628352;66327621;0,1504;0,122;2705;1303
BNDES - PRUDENCIAL;1000081847;b4;S2;C;1;RIO DE JANEIRO;RJ;43435;802526912;316001728;722970639;361196407;79556272;1950284;166805098;0,2901;0,0623;5;0
SAFRA - PRUDENCIAL;1000080109;b1;S2;C;2;SAO PAULO;SP;43435;167846190;69260673;156054531;139698767;11791658;1087865;15773969;0,1443;0,3157;115;5
BTG PACTUAL - PRUDENCIAL;1000080336;b1;S1;C;2;RIO DE JANEIRO;RJ;43435;135590117;19968202;116780387;76139552;18809730;1137973;14886360;0,1656;0,4826;15;0
VOTORANTIM - PRUDENCIAL;1000080484;b1;S2;C;2;SAO PAULO;SP;43435;101884908;50217346;92511312;71110217;9373596;531044;9358229;0,1574;0,2082;93;0
CIELO - PRUDENCIAL;1000084710;n4;;C;2;BARUERI;SP;43435;80790234;0;67764060;6307288;13026174;1612060;NA;NA%;NA%;0;0
BANRISUL - PRUDENCIAL;1000080154;b1;S2;C;1;PORTO ALEGRE;RS;43435;77477513;34063719;70198828;60259420;7278685;542708;6145537;0,1522;0,0589;537;148
CITIBANK - PRUDENCIAL;1000080192;b1;S2;C;3;SAO PAULO;SP;43435;74627647;12351255;65838148;40000530;8789500;711307;8193401;0,1585;0,0147;133;22
BCO DO NORDESTE DO BRASIL S.A. - PRUDENCIAL;1000081593;b1;S2;I;1;FORTALEZA;CE;43435;58628963;10543330;54446941;18210258;4182021;493685;6541685;0,1376;0,0265;304;2
BANCOOB - PRUDENCIAL;1000080879;b1;S3;C;2;BRASILIA;DF;43435;49989854;7464041;48205601;41959185;1784252;96446;1776040;0,1751;0,0959;7;0
JP MORGAN CHASE - PRUDENCIAL;1000080116;b1;S3;C;3;SAO PAULO;SP;43435;49385210;2142029;44523525;26356288;4861685;71108;4759570;0,1589;0,021;11;1
SICREDI - PRUDENCIAL;1000080745;b1;S3;C;2;PORTO ALEGRE;RS;43435;47012074;10470072;45796883;42848186;1215191;38498;1376790;0,1684;0,0933;7;0
BNP PARIBAS - PRUDENCIAL;1000080673;b1;S3;C;3;SAO PAULO;SP;43435;43898186;17109748;40403916;21259123;3494270;264382;4145665;0,1451;0,0194;7;0
CREDIT SUISSE - PRUDENCIAL;1000080219;b1;S3;C;3;SAO PAULO;SP;43435;40590585;3827906;36921159;17025543;3669426;15167;4741370;0,2185;0,0148;10;0
ABC-BRASIL - PRUDENCIAL;1000080312;b1;S3;C;3;SAO PAULO;SP;43435;32729136;12978938;29063627;23059011;3665509;197885;4651280;0,1716;0,0053;9;0
SOCIETE GENERALE - PRUDENCIAL;1000080264;b1;S3;C;3;SAO PAULO;SP;43435;31268956;2248068;29916905;11611853;1352050;-45767;1351833;0,2164;0,0024;4;0
CREDIT AGRICOLE - PRUDENCIAL;1000080491;b1;S3;C;3;SAO PAULO;SP;43435;31247237;2174014;29619310;4262165;1627927;53039;1606294;0,2767;0,0141;5;0
BCO DAYCOVAL S.A - PRUDENCIAL;1000081744;b1;S3;C;2;SAO PAULO;SP;43435;29632113;18212937;26395075;22243179;3237038;354102;3382951;0,147;0,2689;45;0
BCO RABOBANK INTL BRASIL S.A. - PRUDENCIAL;1000081555;b1;S3;I;3;SAO PAULO;SP;43435;28910556;21145832;25725152;21039917;3185404;201071;4674638;0,1812;0,0041;18;0
BANESTES - PRUDENCIAL;1000080147;b1;S3;C;1;VITORIA;ES;43435;27750298;4108865;26258285;25439822;1492013;99851;1437061;0,1712;0,1527;125;35
PAN - PRUDENCIAL;1000080257;b1;S3;C;2;SAO PAULO;SP;43435;27332016;20278613;23236097;18238384;4095919;122751;2631896;0,1408;0,1556;5;0
BCO MUFG BRASIL S.A. - PRUDENCIAL;1000081713;b1;S3;I;3;SAO PAULO;SP;43435;26128658;2177180;24628638;7559805;1500020;31848;1465133;0,277;0,0182;3;0
CCB - PRUDENCIAL;1000080295;b1;S3;C;3;SAO PAULO;SP;43435;23573476;9033615;21975831;18363063;1597646;-221328;1990939;0,1812;0,023;14;0
MORGAN STANLEY - PRUDENCIAL;1000080628;b1;S3;C;3;SAO PAULO;SP;43435;22713899;1729659;19568324;8505620;3145575;267183;2947833;0,2013;0,0063;4;0
ING - PRUDENCIAL;1000080501;b1;S3;C;3;SAO PAULO;SP;43435;21012827;3548120;20103430;7759789;909397;22962;884513;0,1827;0,0017;4;0
BCO DA AMAZONIA S.A. - PRUDENCIAL;1000081249;b1;S3;I;1;BELEM;PA;43435;18939959;2981072;17001351;5324927;1938608;135290;2470933;0,1335;0,0616;121;1
BOFA MERRILL LYNCH - PRUDENCIAL;1000080556;b1;S3;C;3;SAO PAULO;SP;43435;17456093;696487;14859457;8996983;2596636;142346;2596636;0,1964;0,0253;4;0
BD REGIONAL DO EXTREMO SUL - PRUDENCIAL;1000081311;b4;S3;C;1;PORTO ALEGRE;RS;43435;17255450;13578611;14579122;13308580;2676328;112781;2669484;0,175;0,0157;4;0
