Instituição financeira;Código;TCB;SR;TD;TC;Cidade;UF;Data;Patrimônio de Referência para Comparação com o RWA;;;;;Ativos Ponderados pelo Risco (RWA);;;;;;;;Exposição Total (j);Índice de Capital Principal (k) = (a) / (i);Índice de Capital Nível I (l) = (c) / (i);Índice de Basileia (m) = (e) / (i);Razão de Alavancagem (n) = (c) / (j);Índice de Imobilização (o)
VOTORANTIM - PRUDENCIAL;1000080484;b1;S2;C;2;SAO PAULO;SP;43435;6894915;1163237;8058152;1300077;9358229;52202224;104928;0;1521375;27397;1653699;5596622;59452546;128107959;0,116;0,1355;0,1574;0,0629;0,2082
CITIBANK - PRUDENCIAL;1000080192;b1;S2;C;3;SAO PAULO;SP;43435;8193401;0;8193401;0;8193401;32343445;249242;184604;13030848;189735;13654428;5709367;51707240;78362128;0,1585;0,1585;0,1585;0,1046;0,0147
BCO DO NORDESTE DO BRASIL S.A. - PRUDENCIAL;1000081593;b1;S2;I;1;FORTALEZA;CE;43435;4279871;0;4279871;2261814;6541685;37903465;75752;4812;106481;0;187045;9462647;47553157;90347459;0,09;0,09;0,1376;0,0474;0,0265
BANRISUL - PRUDENCIAL;1000080154;b1;S2;C;1;PORTO ALEGRE;RS;43435;5434907;0;5434907;710630;6145537;29909619;856300;0;2402;48733;907435;9563873;40380928;80105649;0,1346;0,1346;0,1522;0,0678;0,0589
JP MORGAN CHASE - PRUDENCIAL;1000080116;b1;S3;C;3;SAO PAULO;SP;43435;4759570;0;4759570;0;4759570;12395205;830121;16418;13049377;770622;14666537;2890452;29952194;37988156;0,1589;0,1589;0,1589;0,1253;0,021
BNP PARIBAS - PRUDENCIAL;1000080673;b1;S3;C;3;SAO PAULO;SP;43435;3305242;0;3305242;840423;4145665;20766372;209212;0;3662723;14196;3886131;3910945;28563449;38592228;0,1157;0,1157;0,1451;0,0856;0,0194
ABC-BRASIL - PRUDENCIAL;1000080312;b1;S3;C;3;SAO PAULO;SP;43435;3639934;0;3639934;1011347;4651280;23316278;185387;1050701;928441;209;2164737;1617034;27098050;41216454;0,1343;0,1343;0,1716;0,0883;0,0053
BCO RABOBANK INTL BRASIL S.A. - PRUDENCIAL;1000081555;b1;S3;I;3;SAO PAULO;SP;43435;3030021;0;3030021;1644618;4674638;22277460;221797;330336;1793675;0;2345808;1171871;25795140;33945586;0,1175;0,1175;0,1812;0,0893;0,0041
BCO DAYCOVAL S.A - PRUDENCIAL;1000081744;b1;S3;C;2;SAO PAULO;SP;43435;3235637;0;3235637;147314;3382951;18725498;1564403;0;629771;87783;2281956;2009298;23016752;27748387;0,1406;0,1406;0,147;0,1166;0,2689
CREDIT SUISSE - PRUDENCIAL;1000080219;b1;S3;C;3;SAO PAULO;SP;43435;3578930;0;3578930;1162440;4741370;10113149;2052883;0;5743798;311267;8107949;3477896;21698994;46488327;0,1649;0,1649;0,2185;0,077;0,0148
PAN - PRUDENCIAL;1000080257;b1;S3;C;2;SAO PAULO;SP;43435;2273783;0;2273783;358113;2631896;16104753;32220;0;279407;0;311628;2278425;18694805;25887574;0,1216;0,1216;0,1408;0,0878;0,1556
BCO DA AMAZONIA S.A. - PRUDENCIAL;1000081249;b1;S3;I;1;BELEM;PA;43435;2470933;0;2470933;0;2470933;14838555;346;171483;28800;0;200629;3476396;18515579;28465036;0,1335;0,1335;0,1335;0,0868;0,0616
BCO CLASSICO S.A. - PRUDENCIAL;1000081665;b1;S3;C;2;RIO DE JANEIRO;RJ;43435;6245695;0;6245695;0;6245695;677398;0;0;296718;14992066;15288784;272460;16238641;8509889;0,3846;0,3846;0,3846;0,7339;0,0546
BD REGIONAL DO EXTREMO SUL - PRUDENCIAL;1000081311;b4;S3;C;1;PORTO ALEGRE;RS;43435;2669484;0;2669484;0;2669484;14035102;3952;0;0;1633;5586;1217850;15258537;18232339;0,175;0,175;0,175;0,1464;0,0157
VOLKSWAGEN - PRUDENCIAL;1000080202;b2;S3;C;3;SAO PAULO;SP;43435;2515488;0;2515488;902778;3418266;13669540;0;0;0;0;0;1143236;14812775;16959658;0,1698;0,1698;0,2308;0,1483;0,0011
MORGAN STANLEY - PRUDENCIAL;1000080628;b1;S3;C;3;SAO PAULO;SP;43435;2947833;0;2947833;0;2947833;8008500;377405;80881;1223501;3274806;4956594;1680616;14645709;24360549;0,2013;0,2013;0,2013;0,121;0,0063
BOFA MERRILL LYNCH - PRUDENCIAL;1000080556;b1;S3;C;3;SAO PAULO;SP;43435;2596636;0;2596636;0;2596636;3858377;1020624;71789;6189875;1473;7283761;2080098;13222235;15652793;0,1964;0,1964;0,1964;0,1659;0,0253
ALFA - PRUDENCIAL;1000080570;b1;S3;C;2;SAO PAULO;SP;43435;2402772;0;2402772;0;2402772;9884410;201610;63478;298368;121422;684878;1199209;11768497;15433138;0,2042;0,2042;0,2042;0,1557;0,1453
BMG - PRUDENCIAL;1000080178;b1;S3;C;2;SAO PAULO;SP;43435;1367342;0;1367342;0;1367342;10413672;657;0;39;0;695;659321;11073689;16155128;0,1235;0,1235;0,1235;0,0846;0,2466
CCB - PRUDENCIAL;1000080295;b1;S3;C;3;SAO PAULO;SP;43435;1122939;271236;1394175;596764;1990939;8910701;1154845;0;12819;0;1167665;907158;10985524;17381985;0,1022;0,1269;0,1812;0,0802;0,023
MERCEDES-BENZ - PRUDENCIAL;1000080563;b2;S3;C;3;SAO PAULO;SP;43435;1685278;0;1685278;0;1685278;9614560;0;0;0;0;0;1165980;10780541;10141536;0,1563;0,1563;0,1563;0,1662;0,0038
GM - PRUDENCIAL;1000080848;b2;S3;C;3;SAO PAULO;SP;43435;2059461;0;2059461;0;2059461;10197754;54;0;0;0;54;576420;10774227;13656522;0,1911;0,1911;0,1911;0,1508;0,0618
BANCOOB - PRUDENCIAL;1000080879;b1;S3;C;2;BRASILIA;DF;43435;1776040;0;1776040;0;1776040;8279515;54568;13;107375;0;161956;1703119;10144590;52481036;0,1751;0,1751;0,1751;0,0338;0,0959
BCO CSF S.A. - PRUDENCIAL;1000081610;b2;S3;I;3;SAO PAULO;SP;43435;1401845;0;1401845;0;1401845;8644704;10098;0;0;0;10098;649912;9304715;11454523;0,1507;0,1507;0,1507;0,1224;0,029
BANCO CNH INDUSTRIAL CAPITAL S.A - PRUDENCIAL;1000081407;b2;S3;I;3;CURITIBA;PR;43435;1314885;0;1314885;0;1314885;7952257;0;0;0;0;0;815869;8768126;9166738;0,15;0,15;0,15;0,1434;0,0139
ORIGINAL - PRUDENCIAL;1000080903;b1;S3;C;2;SAO PAULO;SP;43435;1185805;0;1185805;0;1185805;7032755;11072;0;101278;743678;856029;818675;8707459;11613446;0,1362;0,1362;0,1362;0,1021;0,0562
BRB - PRUDENCIAL;1000080288;b1;S3;C;1;BRASILIA;DF;43435;1059004;0;1059004;239670;1298674;7721201;52741;908;7746;120;61515;898082;8680799;16579700;0,122;0,122;0,1496;0,0639;0,1174
CREFISA S.A. CFI - PRUDENCIAL;1000083632;b1;S4;C;2;SAO PAULO;SP;43435;5123289;0;5123289;0;5123289;3949226;448;0;0;0;448;4694723;8644397;5661301;0,5927;0,5927;0,5927;0,905;0,0062
BANESTES - PRUDENCIAL;1000080147;b1;S3;C;1;VITORIA;ES;43435;1437061;0;1437061;0;1437061;6512237;5312;0;169731;0;175044;1705515;8392795;24263543;0,1712;0,1712;0,1712;0,0592;0,1527
SICREDI - PRUDENCIAL;1000080745;b1;S3;C;2;PORTO ALEGRE;RS;43435;1213685;163105;1376790;0;1376790;6552590;22602;0;103504;0;126107;1498586;8177283;47331615;0,1484;0,1684;0,1684;0,0291;0,0933
JOHN DEERE - PRUDENCIAL;1000080343;b1;S4;C;3;INDAIATUBA;SP;43435;1124352;0;1124352;0;1124352;6828354;9375;0;0;0;9375;391602;7229330;7980392;0,1555;0,1555;0,1555;0,1409;0,0019
PORTO SEGURO - PRUDENCIAL;1000080642;n1;S4;C;2;SAO PAULO;SP;43435;845030;0;845030;0;845030;6618905;0;0;91705;0;91705;356955;7067564;NA;0,1196;0,1196;0,1196;NA%;0,001
GOLDMAN SACHS - PRUDENCIAL;1000080714;b2;S3;C;3;SAO PAULO;SP;43435;1725839;0;1725839;0;1725839;2915892;111415;41731;2235856;71040;2460042;1209550;6585485;10382149;0,2621;0,2621;0,2621;0,1662;0,0118
DEUTSCHE - PRUDENCIAL;1000080532;b1;S3;C;3;SAO PAULO;SP;43435;1485171;0;1485171;0;1485171;3568772;998004;0;1200281;0;2198285;753211;6520267;9321956;0,2278;0,2278;0,2278;0,1593;0,0051
BCO DES. DE MG S.A. - PRUDENCIAL;1000081328;b4;S3;I;1;BELO HORIZONTE;MG;43435;1035370;0;1035370;0;1035370;5320808;120892;0;257661;0;378553;669200;6368561;6882750;0,1626;0,1626;0,1626;0,1504;0,0181
SOCIETE GENERALE - PRUDENCIAL;1000080264;b1;S3;C;3;SAO PAULO;SP;43435;1351833;0;1351833;0;1351833;3642351;88264;0;2035212;0;2123476;482285;6248111;14856366;0,2164;0,2164;0,2164;0,091;0,0024
MERCANTIL DO BRASIL - PRUDENCIAL;1000080123;b1;S3;C;2;BELO HORIZONTE;MG;43435;627227;1322;628549;338309;966858;4922713;7024;0;808;0;7833;1146981;6077526;9714850;0,1032;0,1034;0,1591;0,0647;0,2271
CREDIT AGRICOLE - PRUDENCIAL;1000080491;b1;S3;C;3;SAO PAULO;SP;43435;1606294;0;1606294;0;1606294;4196817;28158;0;1231323;0;1259481;348990;5805288;32555753;0,2767;0,2767;0,2767;0,0493;0,0141
PINE - PRUDENCIAL;1000080374;b1;S3;C;2;SAO PAULO;SP;43435;650491;0;650491;47226;697717;4922573;10861;8093;313159;0;332114;194689;5449375;9660357;0,1194;0,1194;0,128;0,0673;0,3593
BCO TOYOTA DO BRASIL S.A. - PRUDENCIAL;1000081562;b2;S4;I;3;SAO PAULO;SP;43435;683386;0;683386;0;683386;5327459;0;0;0;0;0;63813;5391271;7510501;0,1268;0,1268;0,1268;0,091;0,0122
BCO MUFG BRASIL S.A. - PRUDENCIAL;1000081713;b1;S3;I;3;SAO PAULO;SP;43435;1465133;0;1465133;0;1465133;3273941;56980;0;1297726;0;1354706;661369;5290016;12729964;0,277;0,277;0,277;0,1151;0,0182
XP INVESTIMENTOS CCTVM S/A - PRUDENCIAL;1000082475;n2;S4;I;3;RIO DE JANEIRO;RJ;43435;781807;0;781807;0;781807;1333648;325639;23517;985699;126399;1461254;2325714;5120616;NA;0,1527;0,1527;0,1527;NA%;0,1201
HONDA - PRUDENCIAL;1000080611;b2;S4;C;3;SAO PAULO;SP;43435;1176459;0;1176459;0;1176459;4815387;0;0;0;0;0;293734;5109121;7139176;0,2303;0,2303;0,2303;0,1648;0,0036
BANCO FIDIS - PRUDENCIAL;1000081751;b2;S4;I;3;BETIM;MG;43435;646216;0;646216;0;646216;4632580;0;0;0;0;0;363271;4995852;5846441;0,1294;0,1294;0,1294;0,1105;0,0023
ING - PRUDENCIAL;1000080501;b1;S3;C;3;SAO PAULO;SP;43435;884513;0;884513;0;884513;3155438;41242;0;1358949;0;1400191;285909;4841537;9780570;0,1827;0,1827;0,1827;0,0904;0,0017
BCO DE LAGE LANDEN BRASIL S.A. - PRUDENCIAL;1000081421;b2;S4;I;3;PORTO ALEGRE;RS;43435;881193;0;881193;0;881193;4666812;3372;0;0;0;3372;171089;4841274;5675128;0,182;0,182;0,182;0,1553;0,0143
BCO FIBRA S.A. - PRUDENCIAL;1000081483;b1;S3;C;2;SAO PAULO;SP;43435;542842;0;542842;89120;631963;4095209;7564;10609;212881;0;231054;495117;4821380;6534643;0,1126;0,1126;0,1311;0,0831;0,0194
BCO SUMITOMO MITSUI BRASIL S.A. - PRUDENCIAL;1000081720;b1;S3;C;3;SAO PAULO;SP;43435;950384;0;950384;655787;1606171;3822820;67599;0;360533;0;428132;336905;4587857;8362878;0,2072;0,2072;0,3501;0,1136;0,0017
BCO DO EST. DO PA S.A. - PRUDENCIAL;1000081586;b1;S4;I;1;BELEM;PA;43435;1104674;0;1104674;0;1104674;3915309;9874;0;12678;1943;24495;492532;4432336;7576177;0,2492;0,2492;0,2492;0,1458;0,0786
COOPERATIVA DE CREDITO CREDICITRUS;54037916;b3S;S4;I;2;BEBEDOURO;SP;43435;1492608;0;1492608;0;1492608;3576352;0;0;0;0;0;693966;4270318;6079798;0,3495;0,3495;0,3495;0,2455;0,0573
SCOTIABANK BRASIL - PRUDENCIAL;1000081452;b1;S4;I;3;SAO PAULO;SP;43435;1067060;0;1067060;0;1067060;1277310;22886;0;2641213;0;2664099;303994;4245403;5015746;0,2513;0,2513;0,2513;0,2127;0,0051
MIDWAY S.A. - SCFI - PRUDENCIAL;1000083553;n1;S4;I;2;SAO PAULO;SP;43435;729149;0;729149;0;729149;3588189;203;0;0;0;203;608803;4197195;NA;0,1737;0,1737;0,1737;NA%;0,0007
SOFISA - PRUDENCIAL;1000080271;b1;S4;C;2;SAO PAULO;SP;43435;584336;0;584336;0;584336;3130317;617574;6634;71271;27342;722822;323173;4176311;5344845;0,1399;0,1399;0,1399;0,1093;0,137
BOCOM - PRUDENCIAL;1000084624;b1;S4;C;3;SALVADOR;BA;43435;576753;0;576753;0;576753;3533556;87689;0;15977;0;103666;354527;3991749;6626619;0,1445;0,1445;0,1445;0,087;0,0099
RODOBENS - PRUDENCIAL;1000080855;b1;S4;C;2;SAO PAULO;SP;43435;769181;0;769181;0;769181;3130602;0;0;0;0;0;853986;3984588;2644950;0,193;0,193;0,193;0,2908;0,3657
PERNAMBUCANAS - PRUDENCIAL;1000080305;n1;S4;I;2;SAO PAULO;SP;43435;420979;0;420979;0;420979;3138240;614;0;210238;0;210852;487588;3836679;NA;0,1097;0,1097;0,1097;NA%;0,0459
COOPERATIVA DE CREDITO VALE DO ITAJAI - VIACREDI;82639451;b3S;S5;I;2;BLUMENAU;SC;43435;NA;NA;NA;NA;1276194;3501091;0;NA;NA;NA;0;230648;3731739;NA;NA%;NA%;0,342;NA%;0,0195
VOLVO - PRUDENCIAL;1000080769;b2;S4;C;3;CURITIBA;PR;43435;961172;0;961172;0;961172;3169266;0;0;0;0;0;482239;3651505;3494885;0,2632;0,2632;0,2632;0,275;0,01
PARANÁ BANCO - PRUDENCIAL;1000080233;b1;S4;C;2;CURITIBA;PR;43435;878586;0;878586;0;878586;2507200;6988;3144;33514;2795;46442;1043437;3597079;5051409;0,2442;0,2442;0,2442;0,1739;0,1255
INDUSTRIAL DO BRASIL - PRUDENCIAL;1000080477;b1;S4;C;2;SAO PAULO;SP;43435;510132;0;510132;0;510132;2909845;271131;0;340;0;271471;272395;3453711;3417280;0,1477;0,1477;0,1477;0,1493;0,0634
BCO DO EST. DE SE S.A. - PRUDENCIAL;1000081634;b1;S4;C;1;ARACAJU;SE;43435;376084;0;376084;70832;446916;2623223;26249;4;74424;20848;121525;400108;3144856;5604680;0,1196;0,1196;0,1421;0,0671;0,1805
BCO TRIANGULO S.A. - PRUDENCIAL;1000081438;b1;S4;C;2;UBERLANDIA;MG;43435;376525;0;376525;80664;457189;2145947;0;0;0;0;0;987681;3133629;3664845;0,1202;0,1202;0,1459;0,1027;0,0861
INTER - PRUDENCIAL;1000080996;b1;S4;C;2;BELO HORIZONTE;MG;43435;922776;0;922776;0;922776;2515667;29475;1076;26994;7171;64717;508676;3089060;5985176;0,2987;0,2987;0,2987;0,1542;0,0206
SICOOB COCRED COOPERATIVA DE CRÉDITO;71328769;b3S;S4;I;2;SERTAOZINHO;SP;43435;468785;0;468785;0;468785;2755805;0;0;3135;0;3135;327164;3086103;3474897;0,1519;0,1519;0,1519;0,1349;0,0314
SCANIA - PRUDENCIAL;1000080776;b2;S4;C;3;SAO BERNARDO DO CAMPO;SP;43435;340710;0;340710;44213;384924;2696074;0;0;0;0;0;352545;3048618;2884907;0,1118;0,1118;0,1263;0,1181;0,0086
OMNI - PRUDENCIAL;1000080460;b1;S4;C;2;SAO PAULO;SP;43435;281421;112981;394402;0;394402;2020026;778;0;0;0;778;964092;2984896;2892924;0,0943;0,1321;0,1321;0,1363;0,0643
APE POUPEX - PRUDENCIAL;1000081184;n1;S3;I;2;BRASILIA;DF;43435;722436;0;722436;0;722436;2285309;0;0;0;0;0;518481;2803790;NA;0,2577;0,2577;0,2577;NA%;0,0302
BADESUL DESENVOLVIMENTO AF/RS - PRUDENCIAL;1000081029;n1;S4;I;1;PORTO ALEGRE;RS;43435;553975;0;553975;0;553975;2453046;34787;0;0;0;34787;312348;2800182;NA;0,1978;0,1978;0,1978;NA%;0,0508
BCO CATERPILLAR S.A. - PRUDENCIAL;1000081397;b2;S4;C;3;SAO PAULO;SP;43435;965815;0;965815;14928;980743;2404326;35968;0;0;0;35968;263458;2703752;2419691;0,3572;0,3572;0,3627;0,3991;0,01
AGIBANK - PRUDENCIAL;1000083694;b1;S4;C;2;PORTO ALEGRE;RS;43435;410865;0;410865;0;410865;1211596;2568;1147;12678;1020;17412;1375682;2604690;2288661;0,1577;0,1577;0,1577;0,1795;0,1289
HSBC BI - PRUDENCIAL;1000084741;b2;S4;I;3;SAO PAULO;SP;43435;1056079;0;1056079;0;1056079;752337;8014;0;1374062;0;1382076;462353;2596766;2383914;0,4067;0,4067;0,4067;0,443;0,0121
MIZUHO - PRUDENCIAL;1000080697;b1;S4;C;3;SAO PAULO;SP;43435;678198;0;678198;0;678198;1816686;49249;0;367226;0;416475;250912;2484073;4953382;0,273;0,273;0,273;0,1369;0,0111
BS2 - PRUDENCIAL;1000080422;b1;S4;C;2;BELO HORIZONTE;MG;43435;235595;0;235595;45890;281484;1865855;99611;183;92705;48536;241035;341711;2448600;6045145;0,0962;0,0962;0,115;0,039;0,2191
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO UNIÃO PARANÁ/SÃO PAULO - SICREDI UNIÃO PR/SP;79342069;b3S;S4;I;2;MARINGA;PR;43435;359604;0;359604;0;359604;2220091;0;0;0;0;0;181250;2401341;3363998;0,1498;0,1498;0,1498;0,1069;0,2275
BCO ABN AMRO S.A. - PRUDENCIAL;1000081579;b1;S4;I;3;SAO PAULO;SP;43435;588824;0;588824;0;588824;1767270;350806;0;20390;0;371196;254771;2393237;2317606;0,246;0,246;0,246;0,2541;0,0041
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO OURO VERDE DO MATO GROSSO - SICREDI OURO VERDE MT;26529420;b3S;S4;I;2;LUCAS DO RIO VERDE;MT;43435;578597;0;578597;1344;579941;2169789;26465;0;0;0;26465;196571;2392824;2853262;0,2418;0,2418;0,2424;0,2028;0,0481
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO VANGUARDA DA REGIÃO DAS CATARATAS DO IGUAÇU E VALE DO PARAÍBA - SICREDI VANGUARDA PR/SP/RJ;78414067;b3S;S4;I;2;MEDIANEIRA;PR;43435;365009;0;365009;3360;368369;2105878;0;0;0;0;0;153873;2259751;3134157;0,1615;0,1615;0,163;0,1165;0,2016
UNIPRIME NORTE DO PARANÁ - COOPERATIVA DE CRÉDITO LTDA;2398976;b3S;S4;I;2;LONDRINA;PR;43435;656807;0;656807;0;656807;1399727;47185;21219;348418;30525;447347;273989;2121062;2460274;0,3097;0,3097;0,3097;0,267;0,0223
RENDIMENTO - PRUDENCIAL;1000080659;b1;S4;C;2;SAO PAULO;SP;43435;291655;0;291655;0;291655;1437999;47162;0;24685;0;71847;542932;2052778;2768356;0,1421;0,1421;0,1421;0,1054;0,0625
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO VALE DO PIQUIRI ABCD - SICREDI VALE DO PIQUIRI ABCD PR/SP;81099491;b3S;S4;I;2;PALOTINA;PR;43435;286784;0;286784;7928;294712;1798990;0;0;0;0;0;146172;1945162;2808358;0,1474;0,1474;0,1515;0,1021;0,1785
BCO CARGILL S.A. - PRUDENCIAL;1000081414;b1;S4;I;3;SAO PAULO;SP;43435;508150;0;508150;0;508150;1405592;206471;0;2345;0;208815;287485;1901893;4036316;0,2672;0,2672;0,2672;0,1259;0,0004
BCO MODAL S.A. - PRUDENCIAL;1000081658;b1;S4;C;2;RIO DE JANEIRO;RJ;43435;212884;0;212884;0;212884;1257870;48598;0;242806;30203;321607;307655;1887131;2929915;0,1128;0,1128;0,1128;0,0727;0,0693
HAITONG - PRUDENCIAL;1000080666;b2;S3;C;3;SAO PAULO;SP;43435;389896;0;389896;0;389896;1113513;14107;0;390950;7670;412726;340958;1867197;5870459;0,2088;0,2088;0,2088;0,0664;0,0361
SAX S.A. CFI - PRUDENCIAL;1000083515;n1;S4;C;2;BARUERI;SP;43435;337342;0;337342;0;337342;1455038;0;0;0;0;0;377425;1832463;NA;0,1841;0,1841;0,1841;NA%;0,0115
REALIZE CFI - PRUDENCIAL;1000084703;n1;S4;I;3;PORTO ALEGRE;RS;43435;280060;0;280060;0;280060;1344981;7597;0;0;0;7597;449108;1801687;NA;0,1554;0,1554;0,1554;NA%;0,0047
COOPERFORTE - COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS FUNCIONÁRIOS DE INSTITUIÇÕES FINANCEIRAS PÚBLICAS FEDERAIS LTDA.;1658426;b3S;S5;I;2;BRASILIA;DF;43435;NA;NA;NA;NA;535102;1715496;0;NA;NA;NA;0;83768;1799264;NA;NA%;NA%;0,2974;NA%;0,015
MÁXIMA - PRUDENCIAL;1000080367;b1;S4;C;2;RIO DE JANEIRO;RJ;43435;94667;0;94667;0;94667;1589584;877;0;918;73760;75554;120651;1785789;2414242;0,053;0,053;0,053;0,0392;0,0962
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS SERRO AZUL - SICREDI UNIÃO RS;88894548;b3S;S4;I;2;CERRO LARGO;RS;43435;374263;0;374263;0;374263;1618627;0;0;1212;0;1212;136989;1756829;2498491;0,213;0,213;0,213;0,1498;0,0668
COOPERATIVA CENTRAL DE CRÉDITO DE MINAS GERAIS LTDA. - SICOOB CENTRAL CREDIMINAS;25683434;b3C;S4;I;2;BELO HORIZONTE;MG;43435;307367;0;307367;0;307367;1580591;0;0;2033;0;2033;113925;1696549;6547776;0,1812;0,1812;0,1812;0,0469;0,1648
AF DESENVOLVE SP S.A. - PRUDENCIAL;1000081153;n1;S4;I;1;SAO PAULO;SP;43435;507077;0;507077;0;507077;1425324;0;0;0;0;0;253907;1679232;NA;0,302;0,302;0,302;NA%;0,0616
BMW - PRUDENCIAL;1000080635;n1;S4;C;3;SAO PAULO;SP;43435;322901;0;322901;0;322901;1474279;0;0;0;0;0;184139;1658418;NA;0,1947;0,1947;0,1947;NA%;0,0022
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO CENTRO BRASILEIRA LTDA.;37395399;b3S;S5;I;2;GOIANIA;GO;43435;NA;NA;NA;NA;476648;1570670;0;NA;NA;NA;0;74550;1645220;NA;NA%;NA%;0,2897;NA%;0,0587
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO DE CARLOS BARBOSA - SICREDI SERRANA RS;90608712;b3S;S4;I;2;CARLOS BARBOSA;RS;43435;273493;0;273493;4068;277561;1532922;0;0;1754;0;1754;72813;1607490;2540623;0,1701;0,1701;0,1727;0,1076;0,0691
BANCO IBM S.A. - PRUDENCIAL;1000081689;b2;S4;I;3;RIO DE JANEIRO;RJ;43435;487082;0;487082;0;487082;1297760;15515;0;0;0;15515;272694;1585970;1445110;0,3071;0,3071;0,3071;0,3371;0
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO SICREDI PIONEIRA RS - SICREDI PIONEIRA RS;91586982;b3S;S4;I;2;NOVA PETROPOLIS;RS;43435;380409;0;380409;0;380409;1475383;0;0;2495;0;2495;79800;1557678;2794821;0,2442;0,2442;0,2442;0,1361;0,0627
COOPERATIVA DE CRÉDITO MAXI ALFA DE LIVRE ADMISSÃO DE ASSOCIADOS - SICOOB MAXICRÉDITO;78825270;b3S;S5;I;2;CHAPECO;SC;43435;NA;NA;NA;NA;270466;1454058;0;NA;NA;NA;0;87013;1541071;NA;NA%;NA%;0,1755;NA%;0,1411
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO SORRISO - SICREDI CELEIRO DO MT;26555235;b3S;S4;I;2;SORRISO;MT;43435;363653;0;363653;0;363653;1367745;1118;0;0;0;1118;153962;1522824;2257380;0,2388;0,2388;0,2388;0,1611;0,0591
BCO FORD S.A. - PRUDENCIAL;1000081782;b2;S4;I;3;SAO PAULO;SP;43435;235833;0;235833;0;235833;1432080;0;0;0;0;0;62042;1494122;1521042;0,1578;0,1578;0,1578;0,155;0
SOCOPA - PRUDENCIAL;1000080381;b1;S4;C;2;SAO PAULO;SP;43435;206597;0;206597;17436;224033;944296;35184;0;1517;0;36701;500363;1481359;2326926;0,1395;0,1395;0,1512;0,0888;0,0227
