Instituição financeira;Código;TCB;TD;TC;SR;Segmento;Cidade;UF;Data;Total da Carteira de Pessoa Jurídica;PJ_CG_Vencido_15d;PJ_CG_Vencer_90d;PJ_CG_Vencer_91-360d;PJ_CG_Vencer_361-1080d;PJ_CG_Vencer_1081-1800d;PJ_CG_Vencer_1801-5400d;PJ_CG_Vencer_acima_5400d;PJ_CG_TOTAL;PJ_I_Vencido_15d;PJ_I_Vencer_90d;PJ_I_Vencer_91-360d;PJ_I_Vencer_361-1080d;PJ_I_Vencer_1081-1800d;PJ_I_Vencer_1801-5400d;PJ_I_Vencer_acima_5400d;PJ_I_TOTAL;PJ_CGR_Vencido_15d;PJ_CGR_Vencer_90d;PJ_CGR_Vencer_91-360d;PJ_CGR_Vencer_361-1080d;PJ_CGR_Vencer_1081-1800d;PJ_CGR_Vencer_1801-5400d;PJ_CGR_Vencer_acima_5400d;PJ_CGR_TOTAL;PJ_Recebiveis_Vencido_15d;PJ_Recebiveis_Vencer_90d;PJ_Recebiveis_Vencer_91-360d;PJ_Recebiveis_Vencer_361-1080d;PJ_Recebiveis_Vencer_1081-1800d;PJ_Recebiveis_Vencer_1801-5400d;PJ_Recebiveis_Vencer_acima_5400d;PJ_Recebiveis_TOTAL;PJ_Comex_Vencido_15d;PJ_Comex_Vencer_90d;PJ_Comex_Vencer_91-360d;PJ_Comex_Vencer_361-1080d;PJ_Comex_Vencer_1081-1800d;PJ_Comex_Vencer_1801-5400d;PJ_Comex_Vencer_acima_5400d;PJ_Comex_TOTAL;PJ_Outros_Vencido_15d;PJ_Outros_Vencer_90d;PJ_Outros_Vencer_91-360d;PJ_Outros_Vencer_361-1080d;PJ_Outros_Vencer_1081-1800d;PJ_Outros_Vencer_1801-5400d;PJ_Outros_Vencer_acima_5400d;PJ_Outros_TOTAL;PJ_Infra_Vencido_15d;PJ_Infra_Vencer_90d;PJ_Infra_Vencer_91-360d;PJ_Infra_Vencer_361-1080d;PJ_Infra_Vencer_1081-1800d;PJ_Infra_Vencer_1801-5400d;PJ_Infra_Vencer_acima_5400d;PJ_Infra_TOTAL;PJ_Rural_Vencido_15d;PJ_Rural_Vencer_90d;PJ_Rural_Vencer_91-360d;PJ_Rural_Vencer_361-1080d;PJ_Rural_Vencer_1081-1800d;PJ_Rural_Vencer_1801-5400d;PJ_Rural_Vencer_acima_5400d;PJ_Rural_TOTAL;PJ_Hab_Vencido_15d;PJ_Hab_Vencer_90d;PJ_Hab_Vencer_91-360d;PJ_Hab_Vencer_361-1080d;PJ_Hab_Vencer_1081-1800d;PJ_Hab_Vencer_1801-5400d;PJ_Hab_Vencer_acima_5400d;PJ_Hab_TOTAL;Total Exterior Pessoa Jurídica
VOTORANTIM;51011;b1;C;2;S2;199;SAO PAULO;SP;01/06/2019;12274027;9455;293882;781449;844212;136961;12367;0;2078326;21973;190041;415762;483003;53071;129;0;1163980;0;975;0;0;0;0;0;975;0;1258842;350772;103620;90503;0;0;1803738;53483;634370;1484802;907024;218872;4120;0;3302671;52511;12347;57490;47011;50173;163531;674331;1057395;8821;97535;266912;500988;285415;113688;0;1273359;4206;59794;63890;79408;9495;5601;0;222394;0;0;0;0;0;0;0;0;1371190
CITIBANK;30403;b1;C;3;S2;199;SAO PAULO;SP;01/06/2019;10667288;365;1407320;735582;391186;354165;0;0;2888618;0;5976;16838;30713;9399;133;0;63059;0;210567;285630;0;0;0;0;496197;6;3071905;433075;16353;1650;0;0;3522988;0;776060;1368074;553644;68560;8142;0;2774480;18888;260276;70469;0;0;0;1;349634;0;328;983;1025;0;0;0;2337;0;90507;476843;2625;0;0;0;569974;0;0;0;0;0;0;0;0;0
MERCEDES-BENZ;51262;b2;C;3;S3;198;SAO PAULO;SP;01/06/2019;10204995;7805;36538;99612;140371;27070;0;0;311396;5912;296940;896344;2043773;948626;58521;0;4250115;0;0;0;0;0;0;0;0;0;896741;1236194;0;0;0;0;2132935;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;12251;442243;1049304;1542636;424552;39564;0;3510548;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
BANCO REGIONAL DE DESENVOLVIMENTO DO EXTREMO SUL;92816560;b4;I;1;S3;5;PORTO ALEGRE;RS;01/06/2019;10068165;0;0;0;0;0;0;0;0;18;184;243;443;266;0;0;1155;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;21322;294975;810005;1683990;1000306;1350255;52293;5213145;2508;313885;717483;1456642;1147545;1215576;227;4853865;0;0;0;0;0;0;0;0;0
BANCO RABOBANK INTERNATIONAL BRASIL S.A.;1023570;b1;I;3;S3;8;SAO PAULO;SP;01/06/2019;9142048;5491;211434;450326;595690;372360;42150;0;1677452;0;0;0;0;0;0;0;0;0;7047;4379;0;0;0;0;11426;11217;34051;35401;0;0;0;0;80669;78354;1444808;2683980;1576131;669796;77453;0;6530521;9616;49787;98362;26729;14641;13570;0;212705;0;1579;8067;4851;1171;0;0;15667;867;87995;120892;186354;136085;81416;0;613608;0;0;0;0;0;0;0;0;0
BANCO VOLKSWAGEN S.A.;59109165;b2;I;3;S3;8;SAO PAULO;SP;01/06/2019;9055393;5003;39890;95181;126441;25140;2495;0;294150;20304;421077;1105438;1461552;375677;2073;0;3386120;0;0;0;0;0;0;0;0;4442;447857;2129879;22494;187;0;0;2604859;0;0;0;0;0;0;0;0;0;60711;0;0;0;0;0;60711;21308;370624;823022;1153346;337978;3275;0;2709553;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
BANRISUL;30173;b1;C;1;S2;199;PORTO ALEGRE;RS;01/06/2019;9055334;40604;504563;1195949;1624368;373096;199813;29666;3968059;457;9681;24958;44464;23072;29743;0;132374;34022;378993;277239;0;0;0;0;690254;4869;103274;16840;0;0;0;0;124983;27304;332031;559587;4453;0;0;0;923375;38687;223737;326075;313719;202250;268636;98686;1471788;3861;69385;139878;291438;145085;95487;0;745134;2934;83544;173040;35899;21871;21070;0;338357;2170;35654;72807;270133;161733;3292;0;545788;115221
BNP PARIBAS;51516;b1;C;3;S3;199;SAO PAULO;SP;01/06/2019;6760932;0;220477;271818;364667;16000;333;0;873295;0;0;0;0;0;0;0;0;0;103996;146711;0;0;0;0;250707;0;676615;66200;5461;2832;0;0;751108;0;548650;2615736;192234;0;0;0;3356619;0;23467;125459;1316010;0;0;0;1464936;0;395;786;476;0;0;0;1657;0;27596;24998;10015;0;0;0;62609;0;0;0;0;0;0;0;0;0
CCB;32119;b1;C;3;S3;199;SAO PAULO;SP;01/06/2019;6017216;1989;17281;100378;100949;6172;0;0;226768;182;5541;16292;29803;5036;2;0;56856;0;0;0;0;0;0;0;0;2582;1822;3446;7643;3169;621;0;19283;15817;664583;831131;395915;88132;0;0;1995578;37763;48402;218887;122138;31075;1754;34874;494893;0;0;0;0;0;0;0;0;0;49028;9556;2507;0;0;0;61092;0;0;0;0;0;0;0;0;3162745
BANCO DO NORDESTE DO BRASIL S.A.;7237373;b1;I;1;S2;8;FORTALEZA;CE;01/06/2019;5827873;23509;52219;126934;201887;62459;71231;24023;562261;14501;103463;221485;226785;48500;60609;0;675344;1092;2974;5577;32;0;0;0;9676;548;4590;552;1;0;0;0;5690;30638;200384;639076;0;0;0;0;870097;4600;13082;33024;59183;20175;87232;77503;294799;1138;84524;197796;404900;375697;1392125;524669;2980849;10269;12608;16792;128551;260936;0;0;429156;0;0;0;0;0;0;0;0;0
BANCO FIDIS S/A;62237425;b2;I;3;S4;8;BETIM;MG;01/06/2019;4919901;0;51660;226985;6126;0;0;0;284771;0;17045;83001;36057;4204;0;0;140306;0;0;0;0;0;0;0;0;11745;2306773;1971551;115105;35122;54521;0;4494816;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7;0;0;0;0;0;0;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
BANCO DE DESENVOLVIMENTO DE MINAS GERAIS S.A.-BDMG;38486817;b4;I;1;S3;5;BELO HORIZONTE;MG;01/06/2019;4507710;7136;53445;127320;170270;164260;12610;109483;644524;8297;55605;149788;240843;115053;32660;753;602999;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1744;52904;63796;46065;6228;0;0;170737;28879;172924;412463;876513;610296;410048;22006;2533129;1194;101184;126673;143702;100872;82695;0;556320;0;0;0;0;0;0;0;0;0
ORIGINAL;51781;b1;C;2;S3;199;SAO PAULO;SP;01/06/2019;4397017;906;165609;327392;442124;9266;0;41059;986355;0;0;0;0;0;0;0;0;54;53700;50975;0;0;0;0;104729;22049;2017365;73728;0;0;0;0;2113142;15920;110281;278729;86342;8751;0;14563;514587;0;27602;6345;20158;271;0;37593;91969;0;11398;45962;90512;0;0;0;147873;0;14687;6002;0;0;0;0;20689;0;0;0;0;0;0;0;0;417673
ALFA;51293;b1;C;2;S3;199;SAO PAULO;SP;01/06/2019;4353151;1307;288136;398215;283731;11675;0;0;983065;504;123258;255803;239397;29169;1;0;648131;0;106364;115035;0;0;0;0;221399;171;856255;339934;2403;0;0;0;1198763;0;77173;179266;157517;0;0;0;413956;10516;5;0;0;0;0;0;10521;83;54072;155056;369137;283323;14297;0;875969;0;63;195;635;456;0;0;1348;0;0;0;0;0;0;0;0;0
ING;51073;b1;C;3;S3;199;SAO PAULO;SP;01/06/2019;4211955;0;6345;29244;83826;0;0;0;119415;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1449885;1793386;448670;0;0;0;3691941;0;0;0;0;400599;0;0;400599;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
BANCO CNH INDUSTRIAL CAPITAL S.A.;2992446;b2;I;3;S3;8;CURITIBA;PR;01/06/2019;4194979;7541;1365365;685042;38;0;0;0;2057986;5298;73866;185431;296603;118645;529;0;680372;0;0;0;0;0;0;0;0;223719;98891;3775;4;0;0;0;326389;0;0;0;0;0;0;0;0;0;10096;9353;2669;1167;0;0;23284;3684;86406;199545;353750;148408;346;0;792139;858;11100;61755;120455;90134;30506;0;314808;0;0;0;0;0;0;0;0;0
BOCOM;52003;b1;C;3;S4;199;SALVADOR;BA;01/06/2019;4065441;300;94860;340900;475818;57953;100;5751;975682;0;48303;64717;1709;0;0;0;114728;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10717;155703;598802;358070;23979;0;0;1147271;22472;112025;111524;370167;69054;4686;0;689928;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1137832
BANCO VOLVO BRASIL S.A.;58017179;b2;I;3;S4;8;CURITIBA;PR;01/06/2019;3704693;707;8000;19809;31534;14229;20726;0;95005;3604;127683;348936;618622;196404;885;0;1296134;0;0;0;0;0;0;0;0;1;55182;64071;0;0;0;0;119254;0;0;0;0;0;0;0;0;76;880;2089;4408;9;0;0;7462;7779;251702;599654;945157;349353;33194;0;2186839;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
SOFISA;31873;b1;C;2;S4;199;SAO PAULO;SP;01/06/2019;3381785;6438;405904;658598;525894;43821;4092;0;1644747;71;127;333;980;124;0;0;1635;2098;383487;249499;27075;0;0;0;662158;150;246736;15262;0;0;0;0;262147;9007;293580;273495;96970;487;0;168;673706;603;59572;64791;7839;457;272;0;133535;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3857
BANCO GMAC S.A.;59274605;b2;I;3;S3;8;SAO PAULO;SP;01/06/2019;3279366;0;0;0;0;0;0;0;0;3617;359814;250076;309486;19705;8;0;942706;0;0;0;0;0;0;0;0;6;903048;1418064;0;0;0;0;2321118;0;0;0;0;0;0;0;0;0;431;12925;1653;533;0;0;15542;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
SCANIA BANCO S.A.;11417016;b2;I;3;S4;8;SAO BERNARDO DO CAMPO;SP;01/06/2019;3131929;0;2431;4619;3204;0;0;0;10253;820;134448;363399;798947;348947;1515;0;1648076;0;0;0;0;0;0;0;0;0;70784;0;0;0;0;0;70784;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1907;143530;371830;673348;210726;1474;0;1402816;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
PINE;50304;b1;C;2;S3;199;SAO PAULO;SP;01/06/2019;3035006;36759;382806;483456;594387;63813;54139;0;1615359;0;0;6557;7733;0;0;0;14290;2316;24139;24815;27123;0;0;0;78392;1942;298417;30973;0;0;0;0;331331;16488;173008;348199;132004;0;0;0;669698;1190;7674;40060;45875;27776;28728;0;151304;126;12415;28878;25778;15377;2599;0;85172;549;3362;2965;0;0;0;0;6876;0;0;0;0;0;0;0;0;82585
BANCO FIBRA S.A.;58616418;b1;I;2;S3;8;SAO PAULO;SP;01/06/2019;2963889;70888;140413;303753;253666;10033;6450;0;785204;0;0;0;0;0;0;0;0;1306;31647;18771;0;0;0;0;51724;2840;594249;166043;0;0;0;0;763132;42534;133054;285658;40201;167;0;0;501613;43426;17106;11495;9138;0;0;0;81165;0;0;0;0;0;0;0;0;0;79581;64485;13230;0;0;0;157295;0;0;0;0;0;0;0;0;623755
JOHN DEERE;50071;b1;C;3;S3;199;INDAIATUBA;SP;01/06/2019;2429051;0;8756;8557;0;0;0;0;17312;3227;37236;88672;125059;33649;14049;0;301891;0;0;0;0;0;0;0;0;629;1230629;25592;8856;0;0;0;1265706;0;0;0;0;0;0;0;0;193;4200;39595;65053;32543;21888;0;163472;1013;11552;26668;26756;1626;0;0;67615;3702;15171;175345;255266;138932;24637;0;613054;0;0;0;0;0;0;0;0;0
CREDIT SUISSE;30771;b1;C;3;S3;199;SAO PAULO;SP;01/06/2019;2380389;15399;31604;189199;236248;0;0;0;472450;0;96876;80050;115052;115052;575260;345046;1327336;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;11060;125461;102476;64403;0;0;303400;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;277203
CREDIT AGRICOLE;51066;b1;C;3;S3;199;SAO PAULO;SP;01/06/2019;2204522;0;9261;28644;0;0;0;0;37905;0;0;0;0;0;0;0;0;0;2341;70943;0;0;0;0;73284;0;16545;0;0;0;0;0;16545;0;994314;898558;183917;0;0;0;2076789;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
JP MORGAN CHASE;20107;b1;C;3;S3;199;SAO PAULO;SP;01/06/2019;2199707;0;65136;166851;89443;40278;0;0;361707;0;14493;0;362515;0;0;0;377008;0;0;0;0;0;0;100507;100507;0;247094;6498;0;0;0;0;253592;0;231027;816369;20929;18571;0;0;1086896;0;983;19013;0;0;0;0;19996;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
BANCO IBM S.A.;34270520;b2;I;3;S4;8;RIO DE JANEIRO;RJ;01/06/2019;2140007;0;0;0;0;0;0;0;0;6450;876683;552664;397756;26704;316;316;1860889;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2057;225852;42943;8124;141;0;0;279117;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
BANCOOB;51750;b1;C;2;S3;199;BRASILIA;DF;01/06/2019;2046083;0;41336;140145;162704;75750;103;0;420038;453;17596;47962;101252;52554;8422;376;228614;0;0;6;0;0;0;0;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;12472;171840;720725;1914;240;240;114;907544;62;28376;68641;174705;99627;27861;124;399397;0;2224;6791;26202;17189;37795;284;90485;0;0;0;0;0;0;0;0;0
INDUSTRIAL DO BRASIL;50988;b1;C;2;S4;199;SAO PAULO;SP;01/06/2019;2009467;6696;108279;221444;226805;29765;2304;0;595293;0;0;0;0;0;0;0;0;6109;236521;0;0;0;0;0;242630;1769;584879;91056;18895;668;0;0;697268;39644;115078;127281;16497;0;0;0;298499;67;1931;11310;24930;10386;0;0;48625;0;819;1882;1161;0;0;0;3862;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;123291
SCOTIABANK BRASIL S.A. BANCO MÚLTIPLO;29030467;b1;I;3;S4;8;SAO PAULO;SP;01/06/2019;1871856;0;36218;89008;30005;0;0;0;155231;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;265157;1064983;386485;0;0;0;1716626;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
BANCO COOPERATIVO SICREDI S.A.;1181521;b1;I;2;S3;11;PORTO ALEGRE;RS;01/06/2019;1859638;0;0;0;0;0;0;0;0;19;804;3012;6819;2530;0;0;13184;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;52512;118599;0;0;0;0;171112;0;92852;391146;211914;0;0;0;695912;20;75402;180222;367608;189142;81337;0;893730;0;3995;7423;20239;20543;33499;0;85700;0;0;0;0;0;0;0;0;0
BANCO DA AMAZONIA S.A.;4902979;b1;I;1;S3;2;BELEM;PA;01/06/2019;1830385;9131;82304;201650;181486;125862;7936;91722;700090;114;3040;3703;6527;261;512;0;14157;7;587;1504;22;0;0;0;2120;661;1747;53;0;0;0;0;2461;10331;16362;102265;107728;0;0;0;236685;644;10091;9185;2593;687;897;0;24096;2277;44430;67375;121359;96117;359070;95773;786403;314;22615;8169;18220;5757;9296;0;64371;0;0;0;0;0;0;0;0;0
BANCO MUFG BRASIL S.A.;60498557;b1;I;3;S3;8;SAO PAULO;SP;01/06/2019;1721036;0;76146;199213;223500;0;0;0;498858;0;0;0;0;0;0;0;0;0;400;4290;0;0;0;0;4690;0;2876;2850;0;0;0;0;5725;0;222857;392483;280277;102192;0;0;997809;0;1545;1944;100000;0;0;0;103489;0;4202;10821;13874;6996;1163;0;37055;0;52609;15263;5538;0;0;0;73410;0;0;0;0;0;0;0;0;0
DEUTSCHE BANK S.A. - BANCO ALEMAO;62331228;b1;I;3;S3;8;SAO PAULO;SP;01/06/2019;1650763;0;110130;70973;40950;161;0;0;222215;0;0;0;0;0;0;0;0;0;53952;144027;0;0;0;0;197979;196;293716;84466;83957;0;0;0;462334;0;276660;336927;0;0;0;0;613587;0;114580;36834;916;2318;0;0;154648;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
PAN;31323;b1;C;2;S3;199;SAO PAULO;SP;01/06/2019;1649533;88216;37816;59233;33048;1;0;0;218314;117665;19342;71788;28929;1805;94;0;239623;2107;0;0;0;0;909842;0;911948;89;337;896;1024;458;640;0;3444;70854;5435;5393;0;0;0;0;81682;82422;19753;34601;35406;14725;7616;0;194522;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
MIZUHO;51554;b1;I;3;S4;199;SAO PAULO;SP;01/06/2019;1643236;0;79323;97638;166068;0;0;0;343029;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;354883;396739;0;0;0;1;751623;0;0;0;0;0;0;0;0;0;20495;2500;0;0;0;0;22995;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;525589
