Instituição financeira;Código;TCB;TD;TC;SR;Segmento;Cidade;UF;Data;Total Geral;AA;A;B;C;D;E;F;G;H;Total Exterior
BANCO RABOBANK INTERNATIONAL BRASIL S.A.;1023570;b1;I;3;S3;8;SAO PAULO;SP;01/06/2019;21524332;3588364;3572277;11582106;967092;826630;382389;395238;0;210236;0
DAYCOVAL;51987;b1;C;2;S3;199;SAO PAULO;SP;01/06/2019;19659129;1489882;6285626;7074394;2446564;433231;85778;222347;27514;644953;948840
BNP PARIBAS;51516;b1;C;3;S3;199;SAO PAULO;SP;01/06/2019;16785605;4529919;9881072;1341691;236116;238497;54522;184714;52499;266576;0
BANCO VOLKSWAGEN S.A.;59109165;b2;I;3;S3;8;SAO PAULO;SP;01/06/2019;15601295;1241177;9297494;2619725;1356643;490832;146782;163359;37226;248057;0
ABC-BRASIL;41856;b1;C;3;S3;199;SAO PAULO;SP;01/06/2019;13633293;1386805;3968422;4291729;1342025;317531;253683;42655;59019;59665;1911757
BANCO REGIONAL DE DESENVOLVIMENTO DO EXTREMO SUL;92816560;b4;I;1;S3;5;PORTO ALEGRE;RS;01/06/2019;13408428;6497278;5145392;881558;338249;295431;16322;20869;56935;156395;0
BANCO COOPERATIVO SICREDI S.A.;1181521;b1;I;2;S3;11;PORTO ALEGRE;RS;01/06/2019;10782851;10392834;362211;19819;6785;762;79;110;71;180;0
CITIBANK;30403;b1;C;3;S2;199;SAO PAULO;SP;01/06/2019;10738097;5783329;3142439;1288155;408517;62512;12938;678;813;38717;0
MERCEDES-BENZ;51262;b2;C;3;S3;198;SAO PAULO;SP;01/06/2019;10595204;430150;6627370;2028816;724258;245945;238992;59557;135661;104455;0
BANCO DO NORDESTE DO BRASIL S.A.;7237373;b1;I;1;S2;8;FORTALEZA;CE;01/06/2019;10549801;3371612;4917327;743505;579472;187318;56009;177264;40550;476744;0
BANCO GMAC S.A.;59274605;b2;I;3;S3;8;SAO PAULO;SP;01/06/2019;10015592;33626;7223888;940275;1446036;189385;44078;28564;20466;89274;0
BMG;30290;b1;C;2;S3;199;SAO PAULO;SP;01/06/2019;9519613;0;8220944;195016;91506;89411;106295;66267;37351;329559;383264
BRB;31976;b1;C;1;S3;199;BRASILIA;DF;01/06/2019;9092422;4453348;2706244;786109;581074;156622;40574;34267;55932;278251;0
BANCO CNH INDUSTRIAL CAPITAL S.A.;2992446;b2;I;3;S3;8;CURITIBA;PR;01/06/2019;8674420;1116689;2945733;2119185;1402907;661885;111344;17344;40150;259184;0
NU PAGAMENTOS S.A.;18236120;n4;I;2;;41;SAO PAULO;SP;01/06/2019;8450172;0;7703941;125126;133408;74068;59397;61675;53347;239210;0
BANCO CSF S.A.;8357240;b2;I;3;S3;8;SAO PAULO;SP;01/06/2019;8429570;0;6702362;210952;168945;214938;208672;158781;130335;634585;0
BANCOOB;51750;b1;C;2;S3;199;BRASILIA;DF;01/06/2019;8219185;371626;5800373;1204209;596813;182974;43193;4446;4238;11314;0
CCB;32119;b1;C;3;S3;199;SAO PAULO;SP;01/06/2019;8161390;596124;2798932;979946;156274;44405;43638;90148;60215;228963;3162745
ALFA;51293;b1;C;2;S3;199;SAO PAULO;SP;01/06/2019;7962589;1686716;4762597;998237;443054;19214;18204;9867;4622;20078;0
JOHN DEERE;50071;b1;C;3;S3;199;INDAIATUBA;SP;01/06/2019;7423881;771010;2148299;2404733;1683496;150534;84746;22568;23125;135370;0
BANCO TOYOTA DO BRASIL S.A.;3215790;b2;I;3;S4;8;SAO PAULO;SP;01/06/2019;6719718;246850;4442795;1032869;882232;77845;12544;5644;4816;14123;0
ORIGINAL;51781;b1;C;2;S3;199;SAO PAULO;SP;01/06/2019;6622218;804293;4288515;404120;386613;53900;157052;10035;24797;75220;417673
PORTO SEGURO;51444;n1;C;2;S4;197;SAO PAULO;SP;01/06/2019;6535324;109121;5367316;116386;380027;136129;70087;62032;46658;247568;0
BANCO DE LAGE LANDEN BRASIL S.A.;5040481;b2;I;3;S4;8;PORTO ALEGRE;RS;01/06/2019;5379292;0;3558272;1217166;462030;27144;20350;12225;20266;61840;0
MERCANTIL DO BRASIL;20152;b1;C;2;S3;199;BELO HORIZONTE;MG;01/06/2019;5260398;540586;3171031;343851;133598;219526;188898;173512;64509;389771;35117
BANCO FIDIS S/A;62237425;b2;I;3;S4;8;BETIM;MG;01/06/2019;5205901;0;3313128;1589912;175603;126571;130;13;526;18;0
BANCO DE DESENVOLVIMENTO DE MINAS GERAIS S.A.-BDMG;38486817;b4;I;1;S3;5;BELO HORIZONTE;MG;01/06/2019;4755451;1916340;843338;719257;389363;375072;89742;24852;27574;369912;0
BANCO DO ESTADO DO PARÁ S.A.;4913711;b1;I;1;S3;8;BELEM;PA;01/06/2019;4468350;0;4253294;15218;31702;26303;14102;19719;16594;91419;0
MIDWAY S.A. - CRÉDITO, FINANCIAMENTO E INVESTIMENTO;9464032;n1;I;2;S4;14;SAO PAULO;SP;01/06/2019;4281127;0;2726588;159753;182722;157302;139751;137907;130790;646314;0
ING;51073;b1;C;3;S3;199;SAO PAULO;SP;01/06/2019;4211992;1961882;175925;1957484;38262;0;78440;0;0;0;0
BANESTES;30159;b1;C;1;S3;199;VITORIA;ES;01/06/2019;4198884;1962374;1067364;476329;176931;134272;91628;57181;60343;172464;0
BOCOM;52003;b1;C;3;S4;199;SALVADOR;BA;01/06/2019;4153155;849007;1363362;651936;95978;3251;27461;10216;13837;276;1137832
INTER;51884;b1;C;2;S4;199;BELO HORIZONTE;MG;01/06/2019;3893921;548430;2853202;196462;124021;52383;23779;22153;16042;57450;0
HONDA;51396;b2;C;3;S4;198;SAO PAULO;SP;01/06/2019;3853106;94;1712697;324752;1436162;148603;59563;35408;27234;108594;0
BANCO VOLVO BRASIL S.A.;58017179;b2;I;3;S4;8;CURITIBA;PR;01/06/2019;3783313;416732;1430279;1199046;499670;191422;10311;10841;1607;23405;0
SOFISA;31873;b1;C;2;S4;199;SAO PAULO;SP;01/06/2019;3440430;955;2392015;797649;163858;35133;29821;6267;156;10719;3857
BANCO DA AMAZONIA S.A.;4902979;b1;I;1;S3;2;BELEM;PA;01/06/2019;3299641;224731;1133369;1109533;275722;202087;45171;26288;40576;242164;0
CREDIT SUISSE;30771;b1;C;3;S3;199;SAO PAULO;SP;01/06/2019;3245760;174460;2528733;79191;0;5796;49313;0;0;131064;277203
PINE;50304;b1;C;2;S3;199;SAO PAULO;SP;01/06/2019;3228739;275217;533035;1104202;609170;143725;133078;93117;199732;54877;82585
BANCO FIBRA S.A.;58616418;b1;I;2;S3;8;SAO PAULO;SP;01/06/2019;3187794;788877;451464;974339;51340;142077;9526;16558;104749;22047;626818
SCANIA BANCO S.A.;11417016;b2;I;3;S4;8;SAO BERNARDO DO CAMPO;SP;01/06/2019;3185461;106709;1015362;1913379;130342;12799;868;4272;814;915;0
PARANÁ BANCO;30881;b1;C;2;S4;199;CURITIBA;PR;01/06/2019;3180163;0;2874871;67751;41060;21669;32883;13072;95587;33270;0
COOPERATIVA DE CREDITO CREDICITRUS;54037916;b3S;I;2;S4;9;BEBEDOURO;SP;01/06/2019;3071088;270603;1355518;835290;239724;128483;97820;36777;12963;93911;0
COOPERATIVA DE CREDITO VALE DO ITAJAI - VIACREDI;82639451;b3S;I;2;S5;9;BLUMENAU;SC;01/06/2019;2934249;0;1860683;512748;232706;102282;55599;45628;34844;89759;0
PERNAMBUCANAS FINANCIADORA S.A. - CRÉDITO, FINANCIAMENTO E INVESTIMENTO;43180355;n1;I;2;S4;14;SAO PAULO;SP;01/06/2019;2933102;0;1852826;165599;151862;137040;104449;110498;94600;316228;0
OMNI;50940;b1;C;2;S4;199;SAO PAULO;SP;01/06/2019;2740096;31;630300;899139;465076;230609;71530;60429;48377;334606;0
SICOOB COCRED COOPERATIVA DE CRÉDITO;71328769;b3S;I;2;S4;9;SERTAOZINHO;SP;01/06/2019;2545877;65296;1064978;721369;374154;143267;88858;24089;9629;54235;0
INDUSTRIAL DO BRASIL;50988;b1;C;2;S4;199;SAO PAULO;SP;01/06/2019;2443051;908489;1150319;146206;50809;14591;26115;3760;2298;17174;123291
BANCO DO ESTADO DE SERGIPE S.A.;13009717;b1;I;1;S4;8;ARACAJU;SE;01/06/2019;2432829;394438;1039165;604966;262215;52076;20506;6067;22380;31016;0
CREFISA;52010;b1;C;2;S4;199;SAO PAULO;SP;01/06/2019;2373152;15;1010586;138439;158061;306148;105003;147984;72777;434141;0
REALIZE CRÉDITO, FINANCIAMENTO E INVESTIMENTO S.A.;27351731;n1;I;3;S4;14;PORTO ALEGRE;RS;01/06/2019;2343047;0;1776617;142452;85378;70258;44862;42551;32882;148047;0
JP MORGAN CHASE;20107;b1;C;3;S3;199;SAO PAULO;SP;01/06/2019;2206903;1332307;727860;52187;0;94549;0;0;0;0;0
CREDIT AGRICOLE;51066;b1;C;3;S3;199;SAO PAULO;SP;01/06/2019;2206651;2206651;0;0;0;0;0;0;0;0;0
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO UNIÃO PARANÁ/SÃO PAULO - SICREDI UNIÃO PR/SP;79342069;b3S;I;2;S4;9;MARINGA;PR;01/06/2019;2163312;153;1096022;614718;255074;85003;28499;19490;14794;49560;0
BANCO IBM S.A.;34270520;b2;I;3;S4;8;RIO DE JANEIRO;RJ;01/06/2019;2140007;1457149;325728;107059;157377;555;16442;1438;56988;17271;0
BADESUL DESENVOLVIMENTO S.A - AGÊNCIA DE FOMENTO/RS;2885855;n1;I;1;S4;30;PORTO ALEGRE;RS;01/06/2019;2061123;409944;649833;468549;195907;76715;43706;12092;16427;187951;0
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO OURO VERDE DO MATO GROSSO - SICREDI OURO VERDE MT;26529420;b3S;I;2;S4;9;LUCAS DO RIO VERDE;MT;01/06/2019;1963218;466;650502;786086;289271;94375;39615;31591;15884;55428;0
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO VANGUARDA DA REGIÃO DAS CATARATAS DO IGUAÇU E VALE DO PARAÍBA - SICREDI VANGUARDA PR/SP/RJ;78414067;b3S;I;2;S4;9;MEDIANEIRA;PR;01/06/2019;1903995;206;737575;739227;262681;87743;23376;10540;11989;30658;0
BANCO TRIANGULO S.A.;17351180;b1;I;2;S4;8;UBERLANDIA;MG;01/06/2019;1876113;322865;902337;194098;239441;43848;23260;27057;23955;99253;0
SCOTIABANK BRASIL S.A. BANCO MÚLTIPLO;29030467;b1;I;3;S4;8;SAO PAULO;SP;01/06/2019;1871856;1736959;16258;0;0;0;0;0;118640;0;0
AGIBANK;51956;b1;C;2;S4;199;PORTO ALEGRE;RS;01/06/2019;1831466;0;971738;75268;73132;60506;56494;68810;61755;463764;0
BANCO MUFG BRASIL S.A.;60498557;b1;I;3;S3;8;SAO PAULO;SP;01/06/2019;1721036;1573507;0;140693;1028;5808;0;0;0;0;0
COOPERFORTE - COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS FUNCIONÁRIOS DE INSTITUIÇÕES FINANCEIRAS PÚBLICAS FEDERAIS LTDA.;1658426;b3S;I;2;S5;9;BRASILIA;DF;01/06/2019;1683616;85326;1080150;195928;118316;81759;34099;17890;18437;51712;0
BANCO CATERPILLAR S.A.;2658435;b2;I;3;S4;8;SAO PAULO;SP;01/06/2019;1682679;325458;913169;262575;79668;42652;11484;16770;17615;13288;0
DEUTSCHE BANK S.A. - BANCO ALEMAO;62331228;b1;I;3;S3;8;SAO PAULO;SP;01/06/2019;1650763;1529345;27190;90826;0;0;0;0;0;3402;0
MIZUHO;51554;b1;I;3;S4;199;SAO PAULO;SP;01/06/2019;1643236;1115422;2225;0;0;0;0;0;0;0;525589
ASSOCIACAO DE POUPANCA E EMPRESTIMO - POUPEX;655522;n1;I;2;S3;25;BRASILIA;DF;01/06/2019;1619865;936702;363391;97725;53136;11928;85347;3124;2448;66064;0
SOCIETE GENERALE;31859;b1;C;3;S3;199;SAO PAULO;SP;01/06/2019;1604336;500829;629748;421895;21573;62;4070;4498;47;21614;0
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO VALE DO PIQUIRI ABCD - SICREDI VALE DO PIQUIRI ABCD PR/SP;81099491;b3S;I;2;S4;9;PALOTINA;PR;01/06/2019;1599100;301;638708;617390;197674;65143;17658;9113;19570;33543;0
BMW;51420;n1;C;3;S4;197;SAO PAULO;SP;01/06/2019;1587069;26868;676843;578613;240475;45440;8295;1866;1110;7559;0
BANCO CARGILL S.A.;3609817;b1;I;3;S4;8;SAO PAULO;SP;01/06/2019;1538966;374500;787192;247897;0;76212;0;0;0;53165;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO CENTRO BRASILEIRA LTDA.;37395399;b3S;I;2;S5;9;GOIANIA;GO;01/06/2019;1484021;114080;525929;402275;207561;70855;49215;36886;46566;30654;0
COOPERATIVA DE CRÉDITO MAXI ALFA DE LIVRE ADMISSÃO DE ASSOCIADOS - SICOOB MAXICRÉDITO;78825270;b3S;I;2;S5;9;CHAPECO;SC;01/06/2019;1466677;43831;428750;474715;293894;84930;44029;24867;9022;62641;0
BANCO CBSS S.A.;27098060;b2;I;3;S4;8;BARUERI;SP;01/06/2019;1448197;0;938531;47342;43949;180479;41299;41825;30785;123985;0
BANCO SUMITOMO MITSUI BRASILEIRO S.A.;60518222;b1;I;3;S3;8;SAO PAULO;SP;01/06/2019;1417661;1339108;2615;0;0;0;0;0;0;0;75938
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO SERRO AZUL – SICREDI UNIÃO RS;88894548;b3S;I;2;S4;9;CERRO LARGO;RS;01/06/2019;1376819;54;598443;414709;252966;40222;17307;12373;7450;33294;0
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO DO CENTRO SUL DO MATO GROSSO DO SUL – SICREDI CENTRO-SUL MS;26408161;b3S;I;2;S4;9;DOURADOS;MS;01/06/2019;1261797;87;484255;491047;209986;35930;13856;5999;5541;15096;0
DESENVOLVE SP - AGÊNCIA DE FOMENTO DO ESTADO DE SÃO PAULO S.A.;10663610;n1;I;1;S4;30;SAO PAULO;SP;01/06/2019;1258685;345287;383820;149421;179615;59087;14132;11646;66113;49565;0
HP FINANCIAL SERVICES ARRENDAMENTO MERCANTIL S.A.;97406706;n1;I;3;S4;19;BARUERI;SP;01/06/2019;1226628;10372;110927;782296;271419;24950;8072;646;3548;14397;0
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO SICREDI PIONEIRA RS - SICREDI PIONEIRA RS;91586982;b3S;I;2;S4;9;NOVA PETROPOLIS;RS;01/06/2019;1219089;260;591017;367766;163198;44903;15385;8039;7396;21125;0
BANCO RODOBENS S.A.;33603457;b1;I;2;S4;8;SAO PAULO;SP;01/06/2019;1213793;77653;934363;33278;72531;14949;52500;4085;9660;14775;0
BANCO A.J. RENNER S.A.;92874270;b1;I;2;S4;8;PORTO ALEGRE;RS;01/06/2019;1192801;0;967862;82579;57379;24661;12965;9579;5932;31845;0
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO DE CARLOS BARBOSA - SICREDI SERRANA RS;90608712;b3S;I;2;S4;9;CARLOS BARBOSA;RS;01/06/2019;1187877;71;424967;400551;233361;83543;18634;9726;3618;13405;0
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO UNIÃO DE ESTADOS RIO GRANDE DO SUL, SANTA CATARINA E MINAS GERAIS - SICREDI UNIESTADOS;87780268;b3S;I;2;S4;9;ERECHIM;RS;01/06/2019;1180081;58;366369;486094;236874;41470;17978;9524;3572;18141;0
COOPERATIVA DE CRÉDITO LESTE CAPIXABA - SICOOB LESTE CAPIXABA;32430233;b3S;I;2;S5;9;LINHARES;ES;01/06/2019;1155929;12601;257463;292041;362236;106496;18026;16128;21864;69074;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DO SUDOESTE DA AMAZÔNIA LTDA. - SICOOB CREDISUL.;3632872;b3S;I;2;S5;9;VILHENA;RO;01/06/2019;1143469;44130;453661;418826;173211;14312;19876;5537;2664;11252;0
AGÊNCIA DE FOMENTO DO PARANÁ S.A.;3584906;n1;I;1;S4;30;CURITIBA;PR;01/06/2019;1129495;169582;710493;143000;64866;12343;3793;5463;2359;17595;0
CREDICOAMO CREDITO RURAL COOPERATIVA;81723108;b3S;I;2;S4;9;CAMPO MOURAO;PR;01/06/2019;1109417;5503;549594;451705;70515;14475;4291;1370;6922;5043;0
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO DO ARAGUAIA E XINGU - SICREDI ARAXINGU;33021064;b3S;I;2;S4;9;CANARANA;MT;01/06/2019;1104711;28;297584;460004;231654;60604;15481;11404;11651;16302;0
BANCO YAMAHA MOTOR DO BRASIL S.A.;10371492;b2;I;3;S4;8;GUARULHOS;SP;01/06/2019;1098530;1278;1448;725846;279507;21383;10952;9947;8902;39267;0
SICOOB CREDICOM - COOPERATIVA DE ECONOMIA E CREDITO MUTUO DOS MEDICOS E PROFISSIONAIS DA AREA DE SAUDE DO BRASIL LTDA.;42898825;b3S;I;2;S5;9;BELO HORIZONTE;MG;01/06/2019;1075482;675;302904;338991;366899;39216;9886;7483;1986;7443;0
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO DO SUDOESTE MT/PA - SICREDI SUDOESTE MT/PA;32995755;b3S;I;2;S4;9;TANGARA DA SERRA;MT;01/06/2019;1067582;112;457546;347446;150140;42633;18055;12698;10460;28492;0
BANCO LUSO BRASILEIRO S.A.;59118133;b1;I;2;S4;8;SAO PAULO;SP;01/06/2019;1034732;0;407962;428511;88238;76024;17668;3927;509;11893;0
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO PLANALTO – SICREDI PLANALTO RS/MG;88038260;b3S;I;2;S4;9;CRUZ ALTA;RS;01/06/2019;1021928;98;132586;391083;354542;94740;8481;8921;8948;22528;0
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO CAMPOS GERAIS - SICREDI CAMPOS GERAIS PR/SP;81466286;b3S;I;2;S4;9;PONTA GROSSA;PR;01/06/2019;1014329;732;455577;359337;116083;38761;15391;6194;6428;15826;0
BANCO FORD S.A.;90731688;b2;I;3;S4;8;SAO PAULO;SP;01/06/2019;976247;0;487308;399873;13018;75297;600;150;0;0;0
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO VALE DO CERRADO - SICREDI VALE DO CERRADO;32983165;b3S;I;2;S4;9;CAMPO VERDE;MT;01/06/2019;951712;2342;242877;307425;265750;61227;25887;18989;8364;18851;0
BANCO DE DESENVOLVIMENTO DO ESPIRITO SANTO S.A.;28145829;b4;I;1;S4;5;VITORIA;ES;01/06/2019;947513;51042;404113;174587;75313;51681;40088;42836;19404;88449;0
RENDIMENTO;51468;b1;C;2;S4;199;SAO PAULO;SP;01/06/2019;946393;0;529960;288837;70544;42444;532;493;553;13029;0
UNIPRIME NORTE DO PARANÁ - COOPERATIVA DE CRÉDITO LTDA;2398976;b3S;I;2;S4;9;LONDRINA;PR;01/06/2019;941674;13049;592669;274671;30300;2425;2471;1024;767;24298;0
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO SORRISO - SICREDI CELEIRO DO MT;26555235;b3S;I;2;S4;9;SORRISO;MT;01/06/2019;919877;196;265682;405164;126542;59073;17251;4968;8221;32780;0
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO PAMPA GAÚCHO - SICREDI PAMPA GAÚCHO;87733077;b3S;I;2;S4;9;ITAQUI;RS;01/06/2019;895044;43;283689;370573;115477;81115;9804;13264;4590;16487;0
DACASA FINANCEIRA;51891;n1;C;2;S4;197;VITORIA;ES;01/06/2019;871291;0;473062;35357;36044;32258;32484;38363;37061;186662;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DO SUDOESTE GOIANO;24795049;b3S;I;2;S5;9;RIO VERDE;GO;01/06/2019;871000;1500;180837;505571;144279;15236;8080;6359;6600;2537;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DO CENTRO SUL RONDONIENSE - SICOOB CREDIP.;2015588;b3S;I;2;S5;9;PIMENTA BUENO;RO;01/06/2019;861833;42029;292100;258087;171139;49681;18742;11120;7245;11692;0
COOPERATIVA DE CRÉDITO SUL-SERRANA DO ESPÍRITO SANTO;815319;b3S;I;2;S5;9;VENDA NOVA DO IMIGRANTE;ES;01/06/2019;857451;17590;179125;259222;217165;101340;28029;11853;7993;35133;0
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO DO NORTE MATO-GROSSENSE – SICREDI NORTE MT/PA;37442605;b3S;I;2;S4;9;COLIDER;MT;01/06/2019;843867;213;244059;342197;153326;38051;20803;15593;8715;20910;0
COOPERATIVA DE CRÉDITO DO TRIÂNGULO MINEIRO E SÃO FRANCISCO LTDA. - SICOOB ARACOOP;3320525;b3S;I;2;S5;9;ARAGUARI;MG;01/06/2019;835106;5954;439214;275887;71222;19390;8578;5291;2994;6577;0
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO ALTO URUGUAI - SICREDI ALTO URUGUAI RS/SC/MG;87733770;b3S;I;2;S4;9;RODEIO BONITO;RS;01/06/2019;826831;1;293505;262454;189309;40933;16329;7766;4500;12035;0
BANCO TOPÁZIO S.A.;7679404;b1;I;2;S4;8;PORTO ALEGRE;RS;01/06/2019;812051;457402;53805;120683;108929;19750;14571;4519;7213;25179;0
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO UNIÃO DOS ESTADOS DE MATO GROSSO DO SUL, TOCANTINS E OESTE DA BAHIA - SICREDI UNIÃO MS/TO;24654881;b3S;I;2;S4;9;CAMPO GRANDE;MS;01/06/2019;810267;387;363294;274411;93650;34528;10069;4032;6487;23410;0
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO CELEIRO CENTRO OESTE – SICREDI CELEIRO CENTRO OESTE;3566655;b3S;I;2;S4;9;SAO GABRIEL DO OESTE;MS;01/06/2019;804502;0;248698;379064;127070;18841;12092;5391;2248;11098;0
MÁXIMA;50201;b1;C;2;S4;199;RIO DE JANEIRO;RJ;01/06/2019;782873;0;510848;122948;119843;17753;2828;1283;1247;6123;0
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO DAS REGIÕES CENTRO DO RS E MG – SICREDI REGIÃO CENTRO RS/MG;95594941;b3S;I;2;S4;9;SANTA MARIA;RS;01/06/2019;758589;52;242075;281700;137366;27652;18678;8003;13426;29636;0
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO SICREDI EVOLUÇÃO - SICREDI EVOLUÇÃO;35571249;b3S;I;2;S5;9;JOAO PESSOA;PB;01/06/2019;724199;0;436784;107386;69225;53448;17164;9945;10584;19664;0
COOPERATIVA DE POUPANÇA E CRÉDITO DE LIVRE ADMISSÃO DA REGIÃO DE MARINGÁ - SICOOB METROPOLITANO;3459850;b3S;I;2;S5;9;MARINGA;PR;01/06/2019;715171;25733;176711;218340;186520;31328;28695;18496;10134;19214;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS SÃO MIGUEL DO OESTE - SICOOB SÃO MIGUEL SC;81607046;b3S;I;2;S5;9;SAO MIGUEL D'OESTE;SC;01/06/2019;705394;22911;240641;214149;134946;30071;14182;11400;4274;32820;0
BOFA MERRILL LYNCH;51255;b1;C;3;S3;199;SAO PAULO;SP;01/06/2019;699531;696324;4;3203;0;0;0;0;0;0;0
AGÊNCIA DE FOMENTO DO ESTADO DE SANTA CATARINA S.A.-BADESC;82937293;n1;I;1;S4;30;FLORIANOPOLIS;SC;01/06/2019;695671;199172;245821;158205;35798;6627;710;4087;0;45250;0
COOPERATIVA DE CRÉDITO NORTE DO ESPÍRITO SANTO - SICOOB NORTE;31815293;b3S;I;2;S5;9;SAO GABRIEL DA PALHA;ES;01/06/2019;684314;26463;108105;210695;115696;56228;30104;32033;36420;68570;0
DESENBAHIA - AGENCIA DE FOMENTO DO ESTADO DA BAHIA S.A.;15163587;n1;I;1;S4;30;SALVADOR;BA;01/06/2019;674228;180643;119759;180967;144779;14532;1786;2947;898;27917;0
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO UNIVALES – SICREDI UNIVALES MT/RO;70431630;b3S;I;2;S4;9;JUINA;MT;01/06/2019;672267;1;186716;257748;177092;27535;10055;2273;2895;7951;0
ICBC DO BRASIL BANCO MÚLTIPLO S.A.;17453575;b1;I;3;S4;8;SAO PAULO;SP;01/06/2019;671815;257029;239843;135252;39691;0;0;0;0;0;0
GRUPO BONSUCESSO - BS2;52034;b1;C;2;S4;199;BELO HORIZONTE;MG;01/06/2019;661006;30095;472783;73025;47061;13536;7334;11400;4479;1293;0
BANCO ABN AMRO S.A.;3532415;b1;I;3;S4;8;SAO PAULO;SP;01/06/2019;658731;357810;300921;0;0;0;0;0;0;0;0
COOPERATIVA DE POUPANÇA E CRÉDITO OURO VERDE – SICOOB OURO VERDE;5582619;b3S;I;2;S5;9;LONDRINA;PR;01/06/2019;647982;55642;214606;179809;122640;35314;14558;11354;4218;9842;0
CARUANA S.A. - SOCIEDADE DE CRÉDITO, FINANCIAMENTO E INVESTIMENTO;9313766;n1;I;2;S4;14;SAO PAULO;SP;01/06/2019;646542;0;362977;65628;113930;71841;8060;4261;17546;2299;0
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO FRONTEIRAS DO PARANÁ, SANTA CATARINA E SÃO PAULO - SICREDI FRONTEIRAS PR/SC/SP;82527557;b3S;I;2;S4;9;CAPANEMA;PR;01/06/2019;625078;169;231897;230896;102870;26065;10277;5484;5358;12062;0
