Instituição financeira;Código;TCB;TD;TC;SR;Segmento;Cidade;UF;Data;Qt_Clientes;Qt_Operações
ITAU;10069;b1;C;2;S1;199;SAO PAULO;SP;01/06/2019;30505021;98049831
BRADESCO;10045;b1;C;2;S1;199;OSASCO;SP;01/06/2019;27735944;85032062
SANTANDER;30379;b1;C;3;S1;199;SAO PAULO;SP;01/06/2019;17584286;42561200
CAIXA ECONOMICA FEDERAL;360305;b1;I;1;S1;6;BRASILIA;DF;01/06/2019;14562174;31167363
BB;49906;b1;C;1;S1;199;BRASILIA;DF;01/06/2019;13505304;35975152
NU PAGAMENTOS S.A.;18236120;n4;I;2;;41;SAO PAULO;SP;01/06/2019;6084610;10240349
MIDWAY S.A. - CRÉDITO, FINANCIAMENTO E INVESTIMENTO;9464032;n1;I;2;S4;14;SAO PAULO;SP;01/06/2019;4858981;22623193
BANCO CSF S.A.;8357240;b2;I;3;S3;8;SAO PAULO;SP;01/06/2019;4276653;7444618
BMG;30290;b1;C;2;S3;199;SAO PAULO;SP;01/06/2019;3605099;7667970
REALIZE CRÉDITO, FINANCIAMENTO E INVESTIMENTO S.A.;27351731;n1;I;3;S4;14;PORTO ALEGRE;RS;01/06/2019;3012746;6906596
VOTORANTIM;51011;b1;C;2;S2;199;SAO PAULO;SP;01/06/2019;3002188;4288569
PAN;31323;b1;C;2;S3;199;SAO PAULO;SP;01/06/2019;2867951;6280923
BNP PARIBAS;51516;b1;C;3;S3;199;SAO PAULO;SP;01/06/2019;2759949;8508356
PERNAMBUCANAS FINANCIADORA S.A. - CRÉDITO, FINANCIAMENTO E INVESTIMENTO;43180355;n1;I;2;S4;14;SAO PAULO;SP;01/06/2019;2241149;6205322
BANRISUL;30173;b1;C;1;S2;199;PORTO ALEGRE;RS;01/06/2019;2135172;10140739
SAFRA;10083;b1;C;2;S2;199;SAO PAULO;SP;01/06/2019;1464116;2373760
PORTO SEGURO;51444;n1;C;2;S4;197;SAO PAULO;SP;01/06/2019;1420637;2061450
BANCOOB;51750;b1;C;2;S3;199;BRASILIA;DF;01/06/2019;1409014;1941700
BANCO TRIANGULO S.A.;17351180;b1;I;2;S4;8;UBERLANDIA;MG;01/06/2019;1197109;2090705
BANCO CBSS S.A.;27098060;b2;I;3;S4;8;BARUERI;SP;01/06/2019;990836;1686079
OMNI;50940;b1;C;2;S4;199;SAO PAULO;SP;01/06/2019;867035;1688900
MERCANTIL DO BRASIL;20152;b1;C;2;S3;199;BELO HORIZONTE;MG;01/06/2019;863554;1890552
AGIBANK;51956;b1;C;2;S4;199;PORTO ALEGRE;RS;01/06/2019;719395;1692763
DAYCOVAL;51987;b1;C;2;S3;199;SAO PAULO;SP;01/06/2019;717792;1560804
CREFISA;52010;b1;C;2;S4;199;SAO PAULO;SP;01/06/2019;707672;930438
BANCO DO NORDESTE DO BRASIL S.A.;7237373;b1;I;1;S2;8;FORTALEZA;CE;01/06/2019;687209;832768
SAX S.A. - CRÉDITO, FINANCIAMENTO E INVESTIMENTO;7747410;n1;I;2;S4;14;BARUERI;SP;01/06/2019;671529;3463869
AVISTA S.A. CRÉDITO, FINANCIAMENTO E INVESTIMENTO;23862762;n1;I;2;S4;14;VITORIA;ES;01/06/2019;654117;1075794
INTER;51884;b1;C;2;S4;199;BELO HORIZONTE;MG;01/06/2019;564788;784391
DACASA FINANCEIRA;51891;n1;C;2;S4;197;VITORIA;ES;01/06/2019;448079;829480
HONDA;51396;b2;C;3;S4;198;SAO PAULO;SP;01/06/2019;382116;385020
SOROCRED   CRÉDITO, FINANCIAMENTO E INVESTIMENTO S.A.;4814563;n1;I;2;S4;14;SOROCABA;SP;01/06/2019;370892;786587
BANCO GMAC S.A.;59274605;b2;I;3;S3;8;SAO PAULO;SP;01/06/2019;336984;404070
BANCO VOLKSWAGEN S.A.;59109165;b2;I;3;S3;8;SAO PAULO;SP;01/06/2019;332548;410849
ESTRELA MINEIRA CREDITO, FINANCIAMENTO E INVESTIMENTO S/A;5351887;n1;I;2;S4;14;ARAXA;MG;01/06/2019;296496;424821
BANCO DO ESTADO DE SERGIPE S.A.;13009717;b1;I;1;S4;8;ARACAJU;SE;01/06/2019;288965;556595
PARANÁ BANCO;30881;b1;C;2;S4;199;CURITIBA;PR;01/06/2019;249897;630230
BANESTES;30159;b1;C;1;S3;199;VITORIA;ES;01/06/2019;242385;562543
BANCO SEMEAR S.A.;795423;b1;I;2;S4;8;BELO HORIZONTE;MG;01/06/2019;235803;331931
ORIGINAL;51781;b1;C;2;S3;199;SAO PAULO;SP;01/06/2019;227475;926653
COOPERATIVA DE CREDITO VALE DO ITAJAI - VIACREDI;82639451;b3S;I;2;S5;9;BLUMENAU;SC;01/06/2019;224645;580217
BRB;31976;b1;C;1;S3;199;BRASILIA;DF;01/06/2019;216286;774146
VIA CERTA FINANCIADORA S.A. - CRÉDITO, FINANCIAMENTO E INVESTIMENTOS;5192316;n1;I;2;S4;14;SANTO CRISTO;RS;01/06/2019;213161;620126
CCB;32119;b1;C;3;S3;199;SAO PAULO;SP;01/06/2019;188631;257603
NEGRESCO S.A. - CREDITO, FINANCIAMENTO E INVESTIMENTOS;4379829;n1;I;2;S5;14;CURITIBA;PR;01/06/2019;173496;228375
BANCO DO ESTADO DO PARÁ S.A.;4913711;b1;I;1;S3;8;BELEM;PA;01/06/2019;171893;596300
AGORACRED S/A SOCIEDADE DE CRÉDITO, FINANCIAMENTO E INVESTIMENTO;36321990;n1;I;2;S5;14;VITORIA;ES;01/06/2019;165029;265769
LEBES FINANCEIRA S.A. - CRÉDITO, FINANCIAMENTO E INVESTIMENTO;11271860;n1;I;2;S5;14;ELDORADO;RS;01/06/2019;161632;290811
BANCO TOYOTA DO BRASIL S.A.;3215790;b2;I;3;S4;8;SAO PAULO;SP;01/06/2019;152527;167229
KREDILIG S.A. - CRÉDITO, FINANCIAMENTO E INVESTIMENTO;6040559;n1;I;2;S5;14;BIGUACU;SC;01/06/2019;142054;290291
CENTROCRED S.A. CRÉDITO, FINANCIAMENTO E INVESTIMENTOS;26225776;n1;I;2;S5;14;SANTA CRUZ DO SUL;RS;01/06/2019;139054;204390
BANCO COOPERATIVO SICREDI S.A.;1181521;b1;I;2;S3;11;PORTO ALEGRE;RS;01/06/2019;138353;206003
ALFA;51293;b1;C;2;S3;199;SAO PAULO;SP;01/06/2019;137906;212567
BANCO YAMAHA MOTOR DO BRASIL S.A.;10371492;b2;I;3;S4;8;GUARULHOS;SP;01/06/2019;130669;134029
PORTOCRED S.A. - CREDITO, FINANCIAMENTO E INVESTIMENTO;1800019;n1;I;2;S4;14;PORTO ALEGRE;RS;01/06/2019;126960;154765
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO UNIÃO PARANÁ/SÃO PAULO - SICREDI UNIÃO PR/SP;79342069;b3S;I;2;S4;9;MARINGA;PR;01/06/2019;106731;222515
BANCO A.J. RENNER S.A.;92874270;b1;I;2;S4;8;PORTO ALEGRE;RS;01/06/2019;100428;118515
HS FINANCEIRA S/A CREDITO, FINANCIAMENTO E INVESTIMENTOS;7512441;n1;I;2;S4;14;DOIS IRMAOS;RS;01/06/2019;97626;210937
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO VANGUARDA DA REGIÃO DAS CATARATAS DO IGUAÇU E VALE DO PARAÍBA - SICREDI VANGUARDA PR/SP/RJ;78414067;b3S;I;2;S4;9;MEDIANEIRA;PR;01/06/2019;77629;173116
SENFF S.A. - CRÉDITO, FINANCIAMENTO E INVESTIMENTO;11970623;n1;I;2;S5;14;CURITIBA;PR;01/06/2019;74603;178164
FACTA FINANCEIRA S.A. - CRÉDITO FINANCIAMENTO E INVESTIMENTO;15581638;n1;I;2;S4;14;PORTO ALEGRE;RS;01/06/2019;70423;138915
BTG PACTUAL;49944;b1;C;2;S1;199;RIO DE JANEIRO;RJ;01/06/2019;68862;92744
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO VALE DO PIQUIRI ABCD - SICREDI VALE DO PIQUIRI ABCD PR/SP;81099491;b3S;I;2;S4;9;PALOTINA;PR;01/06/2019;54385;118041
INDUSTRIAL DO BRASIL;50988;b1;C;2;S4;199;SAO PAULO;SP;01/06/2019;52789;92720
COOPERFORTE - COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS FUNCIONÁRIOS DE INSTITUIÇÕES FINANCEIRAS PÚBLICAS FEDERAIS LTDA.;1658426;b3S;I;2;S5;9;BRASILIA;DF;01/06/2019;52262;83564
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO SICREDI PIONEIRA RS - SICREDI PIONEIRA RS;91586982;b3S;I;2;S4;9;NOVA PETROPOLIS;RS;01/06/2019;52062;111558
