Instituição financeira;Código;TCB;TD;TC;SR;Segmento;Cidade;UF;Data;Total_Carteira_PF;PF_Consignado_Vencido_15d;PF_Consignado_Vencer_90d;PF_Consignado_Vencer_91-360d;PF_Consignado_Vencer_361-1080d;PF_Consignado_Vencer_1081-1800d;PF_Consignado_Vencer_1801-5400d;PF_Consignado_Vencer_acima_5400d;PF_Consignado_TOTAL;PF_Não_Consignado_Vencido_15d;PF_Não_Consignado_Vencer_90d;PF_Não_Consignado_Vencer_91-360d;PF_Não_Consignado_Vencer_361-1080d;PF_Não_Consignado_Vencer_1081-1800d;PF_Não_Consignado_Vencer_1801-5400d;PF_Não_Consignado_Vencer_acima_5400d;PF_Não_Consignado_TOTAL;PF_Veículos_Vencido_15d;PF_Veículos_Vencer_90d;PF_Veículos_Vencer_91-360d;PF_Veículos_Vencer_361-1080d;PF_Veículos_Vencer_1081-1800d;PF_Veículos_Vencer_1801-5400d;PF_Veículos_Vencer_acima_5400d;PF_Veículos_TOTAL;PF_Hab_Vencido_15d;PF_Hab_Vencer_90d;PF_Hab_Vencer_91-360d;PF_Hab_Vencer_361-1080d;PF_Hab_Vencer_1081-1800d;PF_Hab_Vencer_1801-5400d;PF_Hab_Vencer_acima_5400d;PF_Hab_TOTAL;PF_Cartão_Vencido_15d;PF_Cartão_Vencer_90d;PF_Cartão_Vencer_91-360d;PF_Cartão_Vencer_361-1080d;PF_Cartão_Vencer_1081-1800d;PF_Cartão_Vencer_1801-5400d;PF_Cartão_Vencer_acima_5400d;PF_Cartão_TOTAL;PF_Rural_Vencido_15d;PF_Rural_Vencer_90d;PF_Rural_Vencer_91-360d;PF_Rural_Vencer_361-1080d;PF_Rural_Vencer_1081-1800d;PF_Rural_Vencer_1801-5400d;PF_Rural_Vencer_acima_5400d;PF_Rural_TOTAL;PF_Outros_Vencido_15d;PF_Outros_Vencer_90d;PF_Outros_Vencer_91-360d;PF_Outros_Vencer_361-1080d;PF_Outros_Vencer_1081-1800d;PF_Outros_Vencer_1801-5400d;PF_Outros_Vencer_acima_5400d;Outros_TOTAL;Total_Exterior_PF
MIDWAY S.A. - CRÉDITO, FINANCIAMENTO E INVESTIMENTO;9464032;n1;I;2;S4;14;SAO PAULO;SP;01/06/2019;4281127;306;845;1959;779;1;0;0;3889;279879;282724;186210;4040;0;0;0;752853;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;749970;2002484;766755;5175;0;0;0;3524384;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
BANCO DE LAGE LANDEN BRASIL S.A.;5040481;b2;I;3;S4;8;PORTO ALEGRE;RS;01/06/2019;4163382;0;0;0;0;0;0;0;0;21;386;1660;2341;170;2;0;4581;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;19904;447037;836992;1646946;918001;239601;0;4108480;1754;2749;8341;16292;11466;9719;0;50322;0
MERCANTIL DO BRASIL;20152;b1;C;2;S3;199;BELO HORIZONTE;MG;01/06/2019;3833110;16162;177329;465152;642755;271896;51988;0;1625281;89461;334873;588260;375386;146686;9757;0;1544423;52;935;2241;2550;75;0;0;5853;0;1626;3924;8866;6882;19279;7543;48119;12565;274192;38567;507;0;0;0;325832;23754;10125;9842;23031;7938;0;0;74691;38238;51448;60460;17997;4570;1080;0;173794;35117
HONDA;51396;b2;C;3;S4;198;SAO PAULO;SP;01/06/2019;3760324;0;0;0;0;0;0;0;0;1;20;24;0;0;0;0;45;63931;601767;1383186;1597805;113588;1;0;3760279;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
ALFA;51293;b1;C;2;S3;199;SAO PAULO;SP;01/06/2019;3609438;4209;238933;590353;983104;476739;232133;0;2525471;382;11282;27053;25268;4830;38;0;68854;3266;160702;376615;427624;43225;99;0;1011531;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;22;16;2;0;0;0;40;246;2151;936;204;7;0;0;3543;0
BANCO REGIONAL DE DESENVOLVIMENTO DO EXTREMO SUL;92816560;b4;I;1;S3;5;PORTO ALEGRE;RS;01/06/2019;3340264;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;18341;173436;589488;1154288;767911;575937;0;3279402;182;2917;12728;21756;16927;6352;0;60862;0
PARANÁ BANCO;30881;b1;C;2;S4;199;CURITIBA;PR;01/06/2019;3145407;16536;266354;699507;1244472;646197;241871;0;3114936;0;2;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;717;1722;4394;9081;5871;8539;146;30469;0
INTER;51884;b1;C;2;S4;199;BELO HORIZONTE;MG;01/06/2019;3033225;9266;62800;179950;308461;147011;84869;0;792357;21;33;238;150;55;7;0;505;0;0;0;0;0;0;0;0;7592;32621;74465;176896;158023;479444;129152;1058193;75995;507377;0;0;0;0;0;583371;0;0;0;0;0;0;0;0;7638;25991;54482;143577;132701;233672;736;598799;0
PERNAMBUCANAS FINANCIADORA S.A. - CRÉDITO, FINANCIAMENTO E INVESTIMENTO;43180355;n1;I;2;S4;14;SAO PAULO;SP;01/06/2019;2933102;101;132;29;3;0;0;0;265;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;53;984478;1001088;43265;0;0;0;2028883;0;0;0;0;0;0;0;0;673600;140428;79108;10818;0;0;0;903953;0
OMNI;50940;b1;C;2;S4;199;SAO PAULO;SP;01/06/2019;2671851;0;0;0;0;0;0;0;0;126790;102323;132869;69389;3414;0;0;434785;95832;318585;658157;718327;59959;0;0;1850860;0;0;0;0;0;0;0;0;112024;186152;35240;234;0;0;0;333650;0;0;0;0;0;0;0;0;10199;25103;16842;413;0;0;0;52556;0
BANESTES;30159;b1;C;1;S3;199;VITORIA;ES;01/06/2019;2623640;6370;89878;281654;511473;300017;114946;0;1304337;4402;36920;91264;69583;15752;134;0;218055;282;3037;8131;14108;3844;10;0;29411;138;4986;14800;38643;37407;157450;128992;382416;14518;312636;16214;5246;0;0;0;348614;6097;38863;45541;80316;4258;669;0;175745;11566;52853;44052;35415;7002;14161;13;165062;0
COOPERATIVA DE CREDITO CREDICITRUS;54037916;b3S;I;2;S4;9;BEBEDOURO;SP;01/06/2019;2378172;2;245;858;1178;2;0;0;2284;25352;122835;302113;225109;68319;3030;113;746870;421;12819;34157;56298;9607;238;0;113539;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;13199;230931;854821;245087;30849;4402;0;1379288;14750;74985;43763;2049;607;37;0;136191;0
REALIZE CRÉDITO, FINANCIAMENTO E INVESTIMENTO S.A.;27351731;n1;I;3;S4;14;PORTO ALEGRE;RS;01/06/2019;2343047;0;0;0;0;0;0;0;0;10374;27614;16408;273;0;0;0;54669;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;310925;1447549;517874;12030;0;0;0;2288378;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
ORIGINAL;51781;b1;C;2;S3;199;SAO PAULO;SP;01/06/2019;2225201;85;5;8;2;3;0;0;102;9487;27668;51530;57421;204;0;0;146310;0;0;0;0;0;0;0;0;16;57;155;429;366;652;93;1768;62208;190532;52576;108;0;0;0;305424;0;8470;6499;3500;0;0;0;18469;31179;220359;430012;931535;138143;1900;0;1753128;0
CREFISA;52010;b1;C;2;S4;199;SAO PAULO;SP;01/06/2019;2193809;6;39;96;126;40;0;0;307;712938;859634;619592;1231;0;0;0;2193395;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;14;83;9;0;0;0;0;107;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
CCB;32119;b1;C;3;S3;199;SAO PAULO;SP;01/06/2019;2144174;14775;166442;452537;816940;398760;164106;4;2013564;38;318;438;753;650;308;35;2540;5722;18061;36910;28774;961;0;0;90427;0;41;113;291;299;885;195;1825;51;754;0;0;0;0;0;805;0;0;0;0;0;0;0;0;69;3428;24138;5741;1636;0;0;35012;0
BANCO DO ESTADO DE SERGIPE S.A.;13009717;b1;I;1;S4;8;ARACAJU;SE;01/06/2019;2025758;5138;55960;121380;280543;209453;258300;25;930798;6422;48808;64908;106719;61710;34273;65;322905;0;0;0;0;0;0;0;0;319;6806;14262;36204;34435;139857;109401;341284;32201;203060;47985;214;0;0;0;283459;175;3012;25802;23438;17090;16839;0;86356;5774;20298;33646;974;175;88;0;60955;0
COOPERATIVA DE CREDITO VALE DO ITAJAI - VIACREDI;82639451;b3S;I;2;S5;9;BLUMENAU;SC;01/06/2019;1947985;17;535;1399;1482;0;0;0;3432;12546;189339;439038;516786;72272;16336;10;1246327;425;9636;24778;37711;5988;8;0;78547;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;13028;115806;256981;201131;26116;6615;0;619679;0
AGIBANK;51956;b1;C;2;S4;199;PORTO ALEGRE;RS;01/06/2019;1831432;943;16709;43128;71127;34095;6795;0;172798;439390;452954;332570;9847;7;1;0;1234770;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;152637;226425;21193;5;0;0;0;400260;0;0;0;0;0;0;0;0;18108;1199;3731;566;0;0;0;23604;0
COOPERFORTE - COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS FUNCIONÁRIOS DE INSTITUIÇÕES FINANCEIRAS PÚBLICAS FEDERAIS LTDA.;1658426;b3S;I;2;S5;9;BRASILIA;DF;01/06/2019;1683506;533;10062;32933;44944;25554;5461;0;119487;14071;143521;395031;582798;347424;81175;0;1564019;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
ASSOCIACAO DE POUPANCA E EMPRESTIMO - POUPEX;655522;n1;I;2;S3;25;BRASILIA;DF;01/06/2019;1594498;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;25287;69272;193869;341178;206003;512104;229121;1576834;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;230;369;1051;2735;2596;8985;1697;17663;0
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO UNIÃO PARANÁ/SÃO PAULO - SICREDI UNIÃO PR/SP;79342069;b3S;I;2;S4;9;MARINGA;PR;01/06/2019;1576834;1096;26465;75099;144860;91453;80189;0;419162;2190;25280;44427;39538;3412;2320;0;117168;174;4202;11792;23582;4949;3;0;44702;0;0;0;0;0;0;0;0;9709;76748;21468;134;3;0;0;108062;7751;109488;318829;162308;68432;1005;0;667813;13066;68040;79374;42042;13982;3423;0;219928;0
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO OURO VERDE DO MATO GROSSO - SICREDI OURO VERDE MT;26529420;b3S;I;2;S4;9;LUCAS DO RIO VERDE;MT;01/06/2019;1565665;183;7873;22780;47364;28403;20593;0;127195;5196;48819;113053;124756;17556;725;0;310107;112;4526;14143;28048;8296;83;0;55209;0;0;0;0;0;0;0;0;5670;46404;12862;172;18;0;0;65127;5716;84683;507551;42971;6921;158;0;648001;14449;52006;184627;52866;27343;28735;0;360026;0
SICOOB COCRED COOPERATIVA DE CRÉDITO;71328769;b3S;I;2;S4;9;SERTAOZINHO;SP;01/06/2019;1494760;0;0;0;0;0;0;0;0;6444;53541;105652;150792;83310;60255;48;460042;49;1651;4714;8786;1261;1;0;16462;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;581;148722;392429;224926;107689;26585;0;900933;2522;43397;15382;30344;16448;9231;0;117324;0
BANCO DA AMAZONIA S.A.;4902979;b1;I;1;S3;2;BELEM;PA;01/06/2019;1469256;312;2314;5560;6938;1725;11;0;16861;2741;16848;35718;43050;13898;3342;0;115598;36;278;1659;2429;398;30;0;4830;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;62433;114269;312854;282614;108198;103122;0;983489;5517;67238;155143;116946;1081;2554;0;348479;0
BANCO CBSS S.A.;27098060;b2;I;3;S4;8;BARUERI;SP;01/06/2019;1439382;1157;25236;64046;107797;43361;4043;0;245640;68503;86971;127092;35909;0;0;0;318475;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;157904;546690;170108;566;0;0;0;875268;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
BANCO CARGILL S.A.;3609817;b1;I;3;S4;8;SAO PAULO;SP;01/06/2019;1129316;0;0;0;0;0;0;0;0;0;3011;22775;0;0;0;0;25786;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;29881;171422;743772;135278;23177;0;0;1103530;0
BANCO A.J. RENNER S.A.;92874270;b1;I;2;S4;8;PORTO ALEGRE;RS;01/06/2019;1108928;585;4404;10474;8007;778;25;0;24273;286;1971;4001;3719;289;0;0;10265;27906;145693;340234;473390;68075;0;0;1055298;0;0;0;0;0;0;0;0;7113;9461;1500;13;0;0;0;18086;0;0;0;0;0;0;0;0;63;197;699;46;0;0;0;1006;0
CREDICOAMO CREDITO RURAL COOPERATIVA;81723108;b3S;I;2;S4;9;CAMPO MOURAO;PR;01/06/2019;1107008;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;37;2342;8782;11109;858;0;0;23128;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;852;141862;722893;8201;193;0;0;874001;6747;42807;94987;48227;8412;8698;0;209878;0
BANCO YAMAHA MOTOR DO BRASIL S.A.;10371492;b2;I;3;S4;8;GUARULHOS;SP;01/06/2019;1068120;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;21435;118173;296868;559267;72377;0;0;1068120;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO VALE DO PIQUIRI ABCD - SICREDI VALE DO PIQUIRI ABCD PR/SP;81099491;b3S;I;2;S4;9;PALOTINA;PR;01/06/2019;1054313;132;4403;12377;20640;10683;6570;0;54805;2283;39109;85628;108201;10381;100;0;245701;696;10177;28592;54991;14497;79;0;109032;0;0;0;0;0;0;0;0;5632;41723;12550;6;0;0;0;59910;1028;103312;214853;62327;27091;4055;0;412667;12406;41669;42303;45611;18729;11479;0;172199;0
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO SERRO AZUL – SICREDI UNIÃO RS;88894548;b3S;I;2;S4;9;CERRO LARGO;RS;01/06/2019;1018576;162;6472;18704;37863;25839;39758;0;128798;1210;37149;67205;56739;7136;247;0;169686;294;7480;20895;40658;14249;37;0;83614;0;0;0;0;0;0;0;0;1854;28733;8207;23;2;0;0;38820;1987;150929;196522;43375;14082;256;0;407150;5668;37268;59707;45172;19703;22943;48;190508;0
