Instituição financeira;Código;TCB;TD;TC;SR;Segmento;Cidade;UF;Data;Total_Carteira_PF;PF_Consignado_Vencido_15d;PF_Consignado_Vencer_90d;PF_Consignado_Vencer_91-360d;PF_Consignado_Vencer_361-1080d;PF_Consignado_Vencer_1081-1800d;PF_Consignado_Vencer_1801-5400d;PF_Consignado_Vencer_acima_5400d;PF_Consignado_TOTAL;PF_Não_Consignado_Vencido_15d;PF_Não_Consignado_Vencer_90d;PF_Não_Consignado_Vencer_91-360d;PF_Não_Consignado_Vencer_361-1080d;PF_Não_Consignado_Vencer_1081-1800d;PF_Não_Consignado_Vencer_1801-5400d;PF_Não_Consignado_Vencer_acima_5400d;PF_Não_Consignado_TOTAL;PF_Veículos_Vencido_15d;PF_Veículos_Vencer_90d;PF_Veículos_Vencer_91-360d;PF_Veículos_Vencer_361-1080d;PF_Veículos_Vencer_1081-1800d;PF_Veículos_Vencer_1801-5400d;PF_Veículos_Vencer_acima_5400d;PF_Veículos_TOTAL;PF_Hab_Vencido_15d;PF_Hab_Vencer_90d;PF_Hab_Vencer_91-360d;PF_Hab_Vencer_361-1080d;PF_Hab_Vencer_1081-1800d;PF_Hab_Vencer_1801-5400d;PF_Hab_Vencer_acima_5400d;PF_Hab_TOTAL;PF_Cartão_Vencido_15d;PF_Cartão_Vencer_90d;PF_Cartão_Vencer_91-360d;PF_Cartão_Vencer_361-1080d;PF_Cartão_Vencer_1081-1800d;PF_Cartão_Vencer_1801-5400d;PF_Cartão_Vencer_acima_5400d;PF_Cartão_TOTAL;PF_Rural_Vencido_15d;PF_Rural_Vencer_90d;PF_Rural_Vencer_91-360d;PF_Rural_Vencer_361-1080d;PF_Rural_Vencer_1081-1800d;PF_Rural_Vencer_1801-5400d;PF_Rural_Vencer_acima_5400d;PF_Rural_TOTAL;PF_Outros_Vencido_15d;PF_Outros_Vencer_90d;PF_Outros_Vencer_91-360d;PF_Outros_Vencer_361-1080d;PF_Outros_Vencer_1081-1800d;PF_Outros_Vencer_1801-5400d;PF_Outros_Vencer_acima_5400d;Outros_TOTAL;Total_Exterior_PF
BRB;31976;b1;C;1;S3;199;BRASILIA;DF;01/06/2020;11514496;20059;372442;1008318;2186764;1577149;2111600;0;7276332;30352;323534;489024;791196;513641;303209;0;2450956;508;6446;16148;22292;4930;0;0;50324;518;20700;51384;135086;129685;551382;428300;1317055;0;0;0;0;0;0;0;0;1340;48449;89295;32560;15964;10788;0;198395;7305;32840;87553;24728;9238;9824;49947;221435;0
NU PAGAMENTOS S.A.;18236120;n4;I;2;S4;41;SAO PAULO;SP;01/06/2020;10769405;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7278585;1929594;786;0;0;0;9208965;0;0;0;0;0;0;0;0;727702;517062;310318;5357;0;0;0;1560440;0
BMG;30290;b1;C;2;S3;199;SAO PAULO;SP;01/06/2020;10192134;7388;64458;185543;343283;192674;117678;27;911050;232718;296472;265929;11902;272;117;0;807411;24;11;22;32;1;0;0;90;0;0;0;0;0;0;0;0;404936;3697654;1234232;1760765;537214;43181;0;7677981;0;0;0;0;0;0;0;0;426;531;39193;13635;3704;4695;0;62183;733418
BANCO COOPERATIVO SICREDI S.A.;1181521;b1;I;2;S3;11;PORTO ALEGRE;RS;01/06/2020;10078835;0;38599;98787;154219;57214;16298;0;365116;0;43;156;391;227;141;0;958;0;2421;6868;15248;3535;760;0;28833;0;5768;14517;38101;37369;167812;155345;418913;0;0;0;0;0;0;0;0;0;589714;1285923;3086276;2194057;2065411;11;9221391;167;3853;11820;23308;4372;104;0;43624;0
BANCO CSF S.A.;8357240;b2;I;3;S3;8;SAO PAULO;SP;01/06/2020;9635543;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1608168;5039247;2463791;524331;7;0;0;9635543;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
DAYCOVAL;51987;b1;C;2;S3;199;SAO PAULO;SP;01/06/2020;8613832;67199;482570;1312917;2445218;1412757;712872;0;6433533;2890;110991;18316;20522;9056;1;0;161775;38278;154042;365539;486299;47053;1359;0;1092569;0;40;69;188;200;1334;330;2160;34048;492203;9532;2204;834;43;0;538864;0;0;551;734;0;0;0;1285;8488;99558;96102;117221;24538;37705;34;383645;0
BANCO VOLKSWAGEN S.A.;59109165;b2;I;3;S3;8;SAO PAULO;SP;01/06/2020;7469259;1103;5319;17926;19908;2359;38;0;46653;432;6063;23551;63795;36904;120;0;130864;129091;946468;2531429;3223955;459582;1216;0;7291741;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
PORTO SEGURO;51444;n1;C;2;S4;197;SAO PAULO;SP;01/06/2020;7274021;3834;11801;33714;38336;7541;47;0;95273;2495;4869;10476;1756;0;0;0;19596;18247;154094;404141;593996;105543;242;0;1276264;0;0;0;0;0;0;0;0;483825;3576293;1627114;124117;20309;2;0;5831661;0;0;0;0;0;0;0;0;1025;7815;18500;21478;2403;7;0;51227;0
BANCOOB;51750;b1;C;2;S3;199;BRASILIA;DF;01/06/2020;7017850;3848;81639;208059;415793;215861;59736;0;984937;1186;19803;56715;105643;46897;19997;0;250241;0;0;3;4;2;0;0;9;24;1669;4061;10978;10429;47300;46232;120693;22111;578797;2640488;12059;42;0;0;3253498;0;92003;350258;738358;574138;615090;0;2369846;190;389;3533;8799;8191;17525;0;38627;0
BNP PARIBAS;51516;b1;C;3;S3;199;SAO PAULO;SP;01/06/2020;6925098;66267;322990;937307;1406319;684562;288782;885;3707111;40484;56720;111081;31311;0;0;0;239596;264;639;1599;3010;522;0;0;6034;0;0;0;0;0;0;0;0;129463;1737081;634493;179370;15342;0;0;2695748;0;4351;3102;1048;0;0;0;8500;16230;42467;80313;90580;28284;10235;0;268108;0
BANCO GM S.A.;59274605;b2;I;3;S3;8;SAO PAULO;SP;01/06/2020;6746748;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;69565;916910;2223882;3022376;513193;821;0;6746748;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
BANCO DO ESTADO DO PARÁ S.A.;4913711;b1;I;1;S3;8;BELEM;PA;01/06/2020;5867619;11467;222872;847698;1546629;872006;977816;0;4478488;20716;216056;450276;394196;123544;30726;0;1235515;0;0;0;0;0;0;0;0;0;129;436;1041;863;2663;1295;6428;4650;33477;13363;1035;0;0;1;52526;0;2285;2423;925;283;191;0;6107;2721;10696;20966;29659;13925;10417;172;88556;0
BANCO DO NORDESTE DO BRASIL S.A.;7237373;b1;I;1;S2;8;FORTALEZA;CE;01/06/2020;5621959;427;13929;36015;51310;17032;464;0;119176;1162;5586;13724;10161;105;1;0;30739;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4332;29873;9495;3;0;0;0;43703;21678;31776;52920;576703;13873;4051;0;701002;63479;2491864;2059828;108967;1838;1209;154;4727340;0
BANCO TOYOTA DO BRASIL S.A.;3215790;b2;I;3;S4;8;SAO PAULO;SP;01/06/2020;5584163;0;0;0;0;0;0;0;0;3;136;375;607;65;0;0;1187;22540;673002;1944170;2735301;173263;1902;0;5550178;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;133;4675;12148;14356;1466;21;0;32799;0
BANCO JOHN DEERE S.A.;91884981;b1;I;3;S3;8;INDAIATUBA;SP;01/06/2020;5528807;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;87663;55731;1462725;2234988;1256041;328926;0;5426074;7702;10424;56999;23093;3823;693;0;102734;0
BANCO CNH INDUSTRIAL CAPITAL S.A.;2992446;b2;I;3;S3;8;CURITIBA;PR;01/06/2020;4954261;0;0;0;0;0;0;0;0;165;803;2405;4597;1612;3;0;9584;613;5309;14767;26976;11699;142;0;59505;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;124160;137000;1134302;1968223;1223155;295119;0;4881959;44;2531;638;0;0;0;0;3213;0
PARANÁ BANCO;30881;b1;C;2;S4;199;CURITIBA;PR;01/06/2020;4640889;21391;335509;923694;1751810;1010385;575583;0;4618372;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;850;1279;3372;6731;4379;5879;27;22517;0
BANCO DE LAGE LANDEN BRASIL S.A.;5040481;b2;I;3;S4;8;PORTO ALEGRE;RS;01/06/2020;4539726;0;0;0;0;0;0;0;0;27;605;2824;4004;1469;31;0;8960;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;28523;468740;873820;1861970;897990;311089;0;4442131;0;4221;14006;31377;18923;20108;0;88635;0
INTER;51884;b1;C;2;S4;199;BELO HORIZONTE;MG;01/06/2020;4363775;11896;72319;218878;394336;238834;182638;0;1118900;25;33;82;119;17;0;0;276;0;0;0;0;0;0;0;0;7067;33711;86611;214517;194756;634654;314685;1486000;142537;679508;198077;14858;313;0;8855;1044147;0;0;1500;0;0;0;0;1500;7695;25876;64847;182592;155472;270595;5874;712952;0
MERCANTIL DO BRASIL;20152;b1;C;2;S3;199;BELO HORIZONTE;MG;01/06/2020;4069538;14755;195299;503445;805762;358669;118425;0;1996356;88049;310749;580793;465967;111062;9263;0;1565883;3;750;1632;1173;0;0;0;3558;9;149;1072;11632;6979;21367;8598;49805;10846;240351;34862;433;0;0;0;286492;7030;10966;4744;11774;1212;0;0;35727;17376;28100;33970;20739;5604;48;0;105837;25879
ALFA;51293;b1;C;2;S3;199;SAO PAULO;SP;01/06/2020;3903488;3827;224921;587377;1007570;524787;286195;0;2634678;429;12799;33908;55422;7328;301;0;110185;3522;160825;412572;520280;60195;97;0;1157492;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;2;61;614;374;83;0;0;0;1131;0
HONDA;51396;b2;C;3;S4;198;SAO PAULO;SP;01/06/2020;3755481;0;0;0;0;0;0;0;0;14;29;27;0;0;0;0;71;68343;564557;1304084;1720034;98392;0;0;3755410;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
MIDWAY S.A. - CRÉDITO, FINANCIAMENTO E INVESTIMENTO;9464032;n1;I;2;S4;14;SAO PAULO;SP;01/06/2020;3711479;213;521;1414;606;0;0;0;2753;270812;162569;92472;1584;0;0;0;527436;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;913546;1623743;633588;10413;0;0;0;3181290;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
ORIGINAL;51781;b1;C;2;S3;199;SAO PAULO;SP;01/06/2020;3706149;3;0;0;0;0;0;0;3;21599;41343;110272;192751;6936;0;0;372901;0;0;0;0;0;0;0;0;12;48;118;313;104;337;69;1002;61697;235418;71488;1198;0;0;0;369802;0;15186;17800;8500;0;0;0;41486;28715;264480;890729;1528960;130119;3411;74539;2920954;0
OMNI;50940;b1;C;2;S4;199;SAO PAULO;SP;01/06/2020;3045486;0;0;0;0;0;0;0;0;56748;91206;122289;69745;3087;0;0;343075;130000;358155;762960;818714;58039;0;0;2127868;0;0;0;0;0;0;0;0;171992;267521;63731;2495;0;0;0;505739;0;0;0;0;0;0;0;0;9175;30629;27661;1338;0;0;0;68804;0
BANCO REGIONAL DE DESENVOLVIMENTO DO EXTREMO SUL;92816560;b4;I;1;S3;5;PORTO ALEGRE;RS;01/06/2020;3029284;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;21265;228538;511084;1106043;593971;498082;356;2959340;145;2407;10501;22144;16733;18015;0;69944;0
BANESTES;30159;b1;C;1;S3;199;VITORIA;ES;01/06/2020;2912557;7298;96448;278430;549439;343132;259360;0;1534107;5385;32908;74446;68170;19634;978;0;201522;190;2642;7678;13301;3058;6;0;26876;188;5831;17466;45904;44494;186936;153078;453897;12705;310713;15298;3981;0;0;0;342697;3617;39085;46309;46697;12998;2886;0;151591;10706;42328;57252;66083;14222;11269;10;201868;0
COOPERATIVA DE CREDITO CREDICITRUS;54037916;b3S;I;2;S4;9;BEBEDOURO;SP;01/06/2020;2729369;12;347;1274;2168;710;0;0;4511;11763;148262;403582;410184;94969;2156;0;1070916;499;15109;42715;73146;13927;11;0;145407;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5467;203705;902080;228640;34689;904;0;1375486;17580;68300;37262;5906;3460;540;0;133049;0
REALIZE CRÉDITO, FINANCIAMENTO E INVESTIMENTO S.A.;27351731;n1;I;3;S4;14;PORTO ALEGRE;RS;01/06/2020;2655893;0;0;0;0;0;0;0;0;19432;12240;5846;31;0;0;0;37549;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;776851;1325859;497535;18100;0;0;0;2618344;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
COOPERATIVA DE CREDITO VALE DO ITAJAI - VIACREDI;82639451;b3S;I;2;S5;9;BLUMENAU;SC;01/06/2020;2488785;35;453;1192;1264;71;0;0;3015;19030;231135;578658;756170;148151;54430;4291;1791866;670;13335;35905;55817;8521;22;0;114269;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;22087;94195;226386;189565;32485;14571;346;579635;0
CCB;32119;b1;C;3;S3;199;SAO PAULO;SP;01/06/2020;2464543;29485;187873;499666;923832;512012;253538;4;2406410;0;210;186;642;427;302;35;1802;3772;8202;13944;6144;109;0;0;32171;3;41;119;306;303;823;176;1772;60;393;0;0;0;0;0;453;0;0;0;0;0;0;0;0;0;857;5070;9569;4985;1454;0;21935;0
PERNAMBUCANAS FINANCIADORA S.A. - CRÉDITO, FINANCIAMENTO E INVESTIMENTO;43180355;n1;I;2;S4;14;SAO PAULO;SP;01/06/2020;2339349;2;1;19;1;0;0;0;23;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;415561;861919;842271;141027;0;0;0;2260778;0;0;0;0;0;0;0;0;28052;46336;4158;3;0;0;0;78548;0
CREDIT SUISSE;30771;b1;C;3;S3;199;SAO PAULO;SP;01/06/2020;2227300;0;0;0;0;0;0;0;0;2345;24347;297654;1609608;245518;0;0;2179472;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;127;47700;0;0;47827;0
BANCO DO ESTADO DE SERGIPE S.A.;13009717;b1;I;1;S4;8;ARACAJU;SE;01/06/2020;2202433;4352;55387;107993;250015;210740;323514;43;952043;5819;108459;92003;132186;84061;39067;71;461665;0;0;0;0;0;0;0;0;466;5251;14147;37830;35892;146886;114442;354915;39051;190449;52484;290;0;0;0;282274;2694;3242;32411;32948;22530;18406;0;112231;3323;15500;15714;3015;1422;332;0;39305;0
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO OURO VERDE DO MATO GROSSO - SICREDI OURO VERDE MT;26529420;b3S;I;2;S4;9;LUCAS DO RIO VERDE;MT;01/06/2020;2028956;228;7282;26775;56025;35815;26963;0;153087;3399;49984;188788;124280;10233;414;0;377099;388;9159;29409;60702;24742;206;0;124606;0;0;0;0;0;0;0;0;6822;54235;16647;12;0;0;0;77716;1859;74251;519997;68085;37209;7624;0;709026;12128;76767;319123;108828;45016;25560;0;587422;0
ASSOCIACAO DE POUPANCA E EMPRESTIMO - POUPEX;655522;n1;I;2;S3;25;BRASILIA;DF;01/06/2020;2022124;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;64408;68011;183314;353572;262410;744283;330409;2006408;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;125;348;1017;2649;2409;7701;1468;15716;0
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO UNIÃO PARANÁ/SÃO PAULO - SICREDI UNIÃO PR/SP;79342069;b3S;I;2;S4;9;MARINGA;PR;01/06/2020;1844256;1303;28022;74074;154404;107059;102848;0;467710;2120;17933;50085;43746;4388;1618;0;119890;561;3848;17557;34104;5692;11;0;61772;0;0;0;0;0;0;0;0;9472;84413;26708;26;0;0;0;120619;3782;111754;382689;237262;85967;6273;0;827727;13295;55019;82784;65540;25483;4418;0;246539;0
CREFISA;52010;b1;C;2;S4;199;SAO PAULO;SP;01/06/2020;1797801;0;22;51;81;9;0;0;164;742834;623276;429865;835;0;0;0;1796809;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;39;17;1;0;0;0;0;57;0;0;0;0;0;0;0;0;6;165;412;188;0;0;0;771;0
COOPERFORTE - COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DE FUNCIONÁRIOS DE INSTITUIÇÕES FINANCEIRAS PÚBLICAS FEDERAIS LTDA.;1658426;b3S;I;2;S5;9;BRASILIA;DF;01/06/2020;1756818;221;7890;27676;36109;20807;4472;0;97174;16528;138677;418406;621822;375647;88563;0;1659644;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
BANCO DIGIO S.A.;27098060;b2;I;3;S4;8;BARUERI;SP;01/06/2020;1678191;1147;19916;51358;86108;26036;2574;0;187138;55902;70231;101475;26434;9;0;0;254052;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;200126;750661;279338;6876;0;0;0;1237001;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
BANCO DA AMAZONIA S.A.;4902979;b1;I;1;S3;2;BELEM;PA;01/06/2020;1651122;318;2456;5030;6741;1294;3;0;15842;13861;60346;308211;92185;17725;4746;7045;504119;49;1230;4555;7018;2039;94;0;14985;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;42649;114522;370947;307775;102911;110333;0;1049135;3761;34540;24765;835;1170;1971;0;67042;0
AGIBANK;51956;b1;C;2;S4;199;PORTO ALEGRE;RS;01/06/2020;1642268;2049;37954;97855;173683;92724;41760;0;446024;165013;330635;411248;44489;6;0;0;951391;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;38198;189033;11793;2;0;0;0;239026;0;0;0;0;0;0;0;0;3015;611;1903;298;0;0;0;5827;0
SICOOB COCRED COOPERATIVA DE CRÉDITO;71328769;b3S;I;2;S4;9;SERTAOZINHO;SP;01/06/2020;1568953;0;0;0;0;0;0;0;0;25116;54087;127676;199096;110446;59602;36;576059;44;1917;5957;10218;1582;2;0;19719;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9737;209165;303212;238648;96452;15206;0;872420;4978;39307;12008;25937;10200;8324;0;100755;0
BANCO A.J. RENNER S.A.;92874270;b1;I;3;S4;8;PORTO ALEGRE;RS;01/06/2020;1450465;557;2921;7854;5032;200;0;0;16565;372;1446;3043;3153;196;0;0;8209;49972;178280;433241;652117;90629;0;0;1404238;0;0;0;0;0;0;0;0;7972;10903;1793;8;0;0;0;20676;0;0;0;0;0;0;0;0;69;92;603;13;0;0;0;777;0
CREDICOAMO CREDITO RURAL COOPERATIVA;81723108;b3S;I;2;S4;9;CAMPO MOURAO;PR;01/06/2020;1335563;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;152;2625;12333;16320;1449;0;0;32878;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;19;242070;842509;3372;1723;454;0;1090147;6903;38969;94636;54904;10210;6915;0;212538;0
BANCO YAMAHA MOTOR DO BRASIL S.A.;10371492;b2;I;3;S4;8;GUARULHOS;SP;01/06/2020;1312188;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;28705;143687;378743;677613;83439;0;0;1312188;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO VALE DO PIQUIRI ABCD - SICREDI VALE DO PIQUIRI ABCD PR/SP;81099491;b3S;I;2;S4;9;PALOTINA;PR;01/06/2020;1293888;204;5495;13652;26038;12430;9043;0;66864;3250;41401;91072;112471;12626;2394;0;263214;1273;11938;33864;59929;12112;121;0;119237;0;0;0;0;0;0;0;0;8038;53713;19175;13;0;0;0;80939;1738;98488;254161;101740;42718;8094;0;506939;6601;53048;57514;66916;36613;36003;0;256695;0
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO DO ARAGUAIA E XINGU - SICREDI ARAXINGU;33021064;b3S;I;2;S4;9;CANARANA;MT;01/06/2020;1253695;3;264;804;1579;537;181;0;3368;4442;31383;78169;32759;10349;46;0;157147;277;4465;14004;23141;6340;79;0;48306;0;0;0;0;0;0;0;0;1933;16281;5733;6;0;0;0;23954;7611;117054;520912;188079;70774;8296;0;912726;6808;26536;37163;28673;5808;3206;0;108193;0
