Instituição financeira;Código;TCB;TD;TC;SR;Segmento;Cidade;UF;Data;Total da Carteira de Pessoa Jurídica;PJ_CG_Vencido_15d;PJ_CG_Vencer_90d;PJ_CG_Vencer_91-360d;PJ_CG_Vencer_361-1080d;PJ_CG_Vencer_1081-1800d;PJ_CG_Vencer_1801-5400d;PJ_CG_Vencer_acima_5400d;PJ_CG_TOTAL;PJ_I_Vencido_15d;PJ_I_Vencer_90d;PJ_I_Vencer_91-360d;PJ_I_Vencer_361-1080d;PJ_I_Vencer_1081-1800d;PJ_I_Vencer_1801-5400d;PJ_I_Vencer_acima_5400d;PJ_I_TOTAL;PJ_CGR_Vencido_15d;PJ_CGR_Vencer_90d;PJ_CGR_Vencer_91-360d;PJ_CGR_Vencer_361-1080d;PJ_CGR_Vencer_1081-1800d;PJ_CGR_Vencer_1801-5400d;PJ_CGR_Vencer_acima_5400d;PJ_CGR_TOTAL;PJ_Recebiveis_Vencido_15d;PJ_Recebiveis_Vencer_90d;PJ_Recebiveis_Vencer_91-360d;PJ_Recebiveis_Vencer_361-1080d;PJ_Recebiveis_Vencer_1081-1800d;PJ_Recebiveis_Vencer_1801-5400d;PJ_Recebiveis_Vencer_acima_5400d;PJ_Recebiveis_TOTAL;PJ_Comex_Vencido_15d;PJ_Comex_Vencer_90d;PJ_Comex_Vencer_91-360d;PJ_Comex_Vencer_361-1080d;PJ_Comex_Vencer_1081-1800d;PJ_Comex_Vencer_1801-5400d;PJ_Comex_Vencer_acima_5400d;PJ_Comex_TOTAL;PJ_Outros_Vencido_15d;PJ_Outros_Vencer_90d;PJ_Outros_Vencer_91-360d;PJ_Outros_Vencer_361-1080d;PJ_Outros_Vencer_1081-1800d;PJ_Outros_Vencer_1801-5400d;PJ_Outros_Vencer_acima_5400d;PJ_Outros_TOTAL;PJ_Infra_Vencido_15d;PJ_Infra_Vencer_90d;PJ_Infra_Vencer_91-360d;PJ_Infra_Vencer_361-1080d;PJ_Infra_Vencer_1081-1800d;PJ_Infra_Vencer_1801-5400d;PJ_Infra_Vencer_acima_5400d;PJ_Infra_TOTAL;PJ_Rural_Vencido_15d;PJ_Rural_Vencer_90d;PJ_Rural_Vencer_91-360d;PJ_Rural_Vencer_361-1080d;PJ_Rural_Vencer_1081-1800d;PJ_Rural_Vencer_1801-5400d;PJ_Rural_Vencer_acima_5400d;PJ_Rural_TOTAL;PJ_Hab_Vencido_15d;PJ_Hab_Vencer_90d;PJ_Hab_Vencer_91-360d;PJ_Hab_Vencer_361-1080d;PJ_Hab_Vencer_1081-1800d;PJ_Hab_Vencer_1801-5400d;PJ_Hab_Vencer_acima_5400d;PJ_Hab_TOTAL;Total Exterior Pessoa Jurídica
ITAU;10069;b1;C;2;S1;199;SAO PAULO;SP;01/06/2020;436018146;318646;8517600;24110126;18938765;4771696;787944;94367;57539145;20438;1065973;3192875;4896423;1272387;30377;0;10478473;775709;6962108;44660;31552;0;0;0;7814028;77343;12317701;4747898;633558;300778;3074;0;18080352;16211;5107134;11119801;4831823;8429295;401968;0;29906232;628605;3660372;6882681;6192398;1794246;519474;13;19677789;112942;969959;3341026;5501535;1335140;1905091;274918;13440611;180;891865;3516813;442332;209351;224430;0;5284971;224483;388893;460278;1200202;126548;32095;3;2432501;271364044
BRADESCO;10045;b1;C;2;S1;199;OSASCO;SP;01/06/2020;291041108;478110;7579216;28476783;22010105;3792082;718718;48;63055062;97141;3036855;5454168;7668131;1833213;248831;17;18338355;415490;4784048;1024759;256;0;0;0;6224554;199952;13562216;3971759;21518;3187;0;0;17758632;16175;8934474;21481099;9800515;5902957;5286993;0;51422215;916255;4048489;4555772;3479264;2411213;1697212;813598;17921802;64090;1282226;3734115;7595855;3363338;6371262;262452;22673339;5519;1458699;1783058;242637;106346;93685;0;3689942;44860;290098;642893;2149605;574683;34031;2416;3738586;86218621
BB;49906;b1;C;1;S1;199;BRASILIA;DF;01/06/2020;277449258;826575;6005785;20613423;20631468;3211779;1085468;360680;52735178;309348;1423286;6159930;13201983;10928722;31486760;279579;63789607;149280;1403659;934123;990159;0;0;11012;3488232;118739;4121586;1711617;275757;0;0;3;6227702;502335;9148245;15018261;7353262;8565043;40175;123769;40751091;1288543;3704753;4554504;4139026;2376075;4239247;913608;21215755;126836;1591294;5345354;9618658;6203411;13957615;3910634;40753803;45690;1037392;1956208;3000625;972458;1374116;0;8386489;458636;423668;568257;613187;18849;0;0;2082597;38018803
BANCO NACIONAL DE DESENVOLVIMENTO ECONOMICO E SOCIAL;33657248;b4;I;1;S2;4;RIO DE JANEIRO;RJ;01/06/2020;272143324;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1852193;5558061;21642883;51377343;38093497;121938199;30816937;271279113;0;16647;89763;214098;128000;415703;0;864211;0;0;0;0;0;0;0;0;0
SANTANDER;30379;b1;C;3;S1;199;SAO PAULO;SP;01/06/2020;175712620;402468;4303081;12738230;10207327;2237359;1028680;273372;31190517;69147;1108035;2763112;4006184;962910;2599324;666305;12175018;286235;3171638;1061296;201547;76820;90317;7048;4894900;86630;16511465;9354051;491124;41674;27395;6876;26519216;70474;5222779;9527658;2320205;2951200;39772;0;20132088;536034;1960357;2416682;3525720;3554983;373710;437617;12805103;12875;263720;1288216;2683185;1251167;668704;132;6167999;9557;1412513;3964183;360243;67114;35501;456;5849566;117441;165596;530735;374948;7891;28157;0;1224766;54753447
CAIXA ECONOMICA FEDERAL;360305;b1;I;1;S1;6;BRASILIA;DF;01/06/2020;147033944;1361622;3799069;8893650;16520742;4234354;813013;1694;35624144;21157;39996;113957;281333;77773;7573;61;541849;267129;190833;666525;5241;0;0;0;1129727;13888;98224;9298;0;0;0;0;121410;187212;945859;1006646;243390;47497;0;0;2430605;978997;632699;839574;834114;352951;161241;196;3799773;450877;6028664;9520109;18901852;14195178;35949265;6586289;91632234;18510;1342938;2073966;59902;3935;659;0;3499909;142505;1078571;3084986;3696932;144062;107213;24;8254293;0
SAFRA;10083;b1;C;2;S2;199;SAO PAULO;SP;01/06/2020;50985689;54968;3583841;8716190;7192986;1150788;527953;0;21226727;11229;561728;943770;1128887;205135;23067;0;2873816;59821;589958;51504;0;2002;0;0;703285;19411;1326959;1414319;83175;6596;0;0;2850459;6711;2210115;2593167;1460815;761026;1297017;0;8328851;15644;485694;1037991;440048;55438;0;0;2034814;1605;92255;508534;874966;331126;208567;0;2017053;3;310640;494547;313619;153485;157353;0;1429646;0;13429;81342;205387;1683;0;0;301841;9219196
BTG PACTUAL;49944;b1;C;2;S1;199;RIO DE JANEIRO;RJ;01/06/2020;37710134;83868;620396;3549640;4653838;576636;798362;0;10282740;0;0;0;14548;0;0;0;14548;0;5278;0;0;0;0;0;5278;18902;1546482;1845703;10552;14714;397;0;3436751;92015;580480;2025409;1430112;338030;0;0;4466045;248752;22256;163537;328746;10878;4821;0;778988;36;27128;69834;431549;301948;1118739;1331628;3280863;0;0;2748;0;0;0;0;2748;0;0;0;0;0;0;0;0;15442174
CITIBANK;30403;b1;C;3;S2;199;SAO PAULO;SP;01/06/2020;18572189;99703;855274;2817314;1095098;457463;0;0;5324852;0;5674;16813;26195;2948;0;0;51630;97;118030;154500;0;0;0;0;272627;369;3250990;1031800;9179;275;124;0;4292737;0;1068893;3038824;1560307;1660310;0;0;7328335;152699;142388;8139;0;0;0;9;303236;0;328;636;0;0;0;0;964;0;162973;784155;50680;0;0;0;997807;0;0;0;0;0;0;0;0;0
ABC-BRASIL;41856;b1;C;3;S3;199;SAO PAULO;SP;01/06/2020;17790297;11340;1027745;2832015;1740270;229627;26264;0;5867260;0;395284;658265;577099;90797;3247;0;1724692;1688;88495;29632;0;0;0;0;119815;15520;584885;517572;4230;0;0;0;1122207;9067;826950;1617030;1153284;254256;48218;0;3908804;142555;286131;254375;316201;122923;54152;0;1176336;7468;37517;149042;330184;70374;32990;0;627575;0;224818;196325;251384;111186;109384;0;893097;0;0;0;0;0;0;0;0;2350511
DAYCOVAL;51987;b1;C;2;S3;199;SAO PAULO;SP;01/06/2020;14711613;41161;641764;1703712;1718771;198390;5412;0;4309210;3358;150373;402911;581275;162567;12000;19042;1331525;11506;533980;903731;7411;0;0;0;1456628;30570;3973998;860583;38283;10929;0;0;4914363;6825;580944;777348;189484;12590;0;0;1567190;4678;6154;26319;4365;65;0;0;41580;992;26197;70613;74398;12560;235;0;184994;5638;113317;94604;51009;0;0;0;264568;0;0;0;0;0;0;0;0;641554
BNP PARIBAS;51516;b1;C;3;S3;199;SAO PAULO;SP;01/06/2020;12604566;0;180284;840442;40181;72543;0;0;1133450;0;0;0;0;0;0;0;0;1979;35220;85738;0;0;0;0;122938;0;1185268;170891;5463;570;0;0;1362192;71636;824647;6412252;383048;79676;0;0;7771258;0;42290;2097029;5239;0;0;0;2144558;0;264;214;0;0;0;0;478;0;37025;19308;13358;0;0;0;69691;0;0;0;0;0;0;0;0;0
