Instituição financeira;Código;TCB;SR;TD;TC;Cidade;UF;Data;Ativo Total;Carteira de Crédito Classificada;Passivo Circulante e Exigível a Longo Prazo e Resultados de Exercícios Futuros;Captações;Patrimônio Líquido;Lucro Líquido;Patrimônio de Referência para Comparação com o RWA;Índice de Basileia;Índice de Imobilização;Número de Agências;Número de Postos de Atendimento
JP MORGAN CHASE - PRUDENCIAL;1000080116;b1;S3;C;3;SAO PAULO;SP;43070;34767198;1142698;30121976;19027459;4645222;105179;4642255;0,255;0,024;12;1
ABC-BRASIL - PRUDENCIAL;1000080312;b1;S3;C;3;SAO PAULO;SP;43070;28768435;12095131;25484105;21871582;3284330;214739;3807057;0,1631;0,0086;8;0
PAN - PRUDENCIAL;1000080257;b1;S3;C;2;SAO PAULO;SP;43070;25907665;18369394;22351841;17587227;3555824;166143;2416220;0,1332;0,1762;6;0
BCO DAYCOVAL S.A - PRUDENCIAL;1000081744;b1;S3;C;2;SAO PAULO;SP;43070;24389260;15155435;21380232;18211025;3009028;273596;3005343;0,1503;0,2842;41;0
BCO RABOBANK INTL BRASIL S.A. - PRUDENCIAL;1000081555;b1;S3;I;3;SAO PAULO;SP;43070;22586622;16913285;20202265;17184759;2384356;113735;3695890;0,1757;0,0044;18;0
BANESTES - PRUDENCIAL;1000080147;b1;S3;C;1;VITORIA;ES;43070;22584290;3945768;21190852;20475061;1393438;90456;1348638;0,1422;0,2036;133;23
BCO MUFG BRASIL S.A. - PRUDENCIAL;1000081713;b1;S3;I;3;SAO PAULO;SP;43070;20720802;1210820;19267351;6514749;1453451;44926;1424721;0,3175;0,0246;3;0
BOFA MERRILL LYNCH - PRUDENCIAL;1000080556;b1;S3;C;3;SAO PAULO;SP;43070;19584081;713056;17186806;13142422;2397276;174275;2397276;0,1673;0,0188;4;0
CCB - PRUDENCIAL;1000080295;b1;S3;C;3;SAO PAULO;SP;43070;19397959;7116123;17609206;13290359;1788753;-185164;2268992;0,2853;0,0269;14;0
ING - PRUDENCIAL;1000080501;b1;S3;C;3;SAO PAULO;SP;43070;17484908;2199603;16682046;4190491;802862;6499;755772;0,2144;0,0026;4;0
BD REGIONAL DO EXTREMO SUL - PRUDENCIAL;1000081311;b4;S3;C;1;PORTO ALEGRE;RS;43070;17179751;13976680;14669005;13714686;2510746;54234;2324787;0,15;0,0099;4;0
BCO DA AMAZONIA S.A. - PRUDENCIAL;1000081249;b1;S3;I;1;BELEM;PA;43070;16952092;3167488;15066783;4925583;1885309;52045;2516322;0,1477;0,1011;121;1
BMG - PRUDENCIAL;1000080178;b1;S3;C;2;SAO PAULO;SP;43070;16309868;8632780;13706321;10024972;2603547;12339;1470077;0,1569;0,2029;36;0
SOCIETE GENERALE - PRUDENCIAL;1000080264;b1;S3;C;3;SAO PAULO;SP;43070;15949751;2019845;14632229;7008055;1317521;34193;1317324;0,2707;0,0033;4;0
MORGAN STANLEY - PRUDENCIAL;1000080628;b1;S3;C;3;SAO PAULO;SP;43070;15201524;1001552;12323661;7355601;2877863;147763;2714724;0,2966;0,0054;4;0
VOLKSWAGEN - PRUDENCIAL;1000080202;b2;S3;C;3;SAO PAULO;SP;43070;15200445;13146956;12570571;8349928;2629874;282325;3562942;0,2612;0,003;3;0
BRB - PRUDENCIAL;1000080288;b1;S3;C;1;BRASILIA;DF;43070;14194708;8626042;12784296;10449989;1410412;176382;1409019;0,1569;0,1299;127;5
ALFA - PRUDENCIAL;1000080570;b1;S3;C;2;SAO PAULO;SP;43070;13696592;7712947;11345162;10661156;2351429;73160;2318115;0,2035;0,1427;45;1
CREDIT AGRICOLE - PRUDENCIAL;1000080491;b1;S3;C;3;SAO PAULO;SP;43070;12199532;1793285;11341480;3494502;858052;-9116;828967;0,1561;0,0264;5;0
GM - PRUDENCIAL;1000080848;b2;S3;C;3;SAO PAULO;SP;43070;12043952;9515755;10074306;6056905;1969646;198468;1788239;0,1739;0,055;3;0
DEUTSCHE - PRUDENCIAL;1000080532;b1;S3;C;3;SAO PAULO;SP;43070;12006898;1923101;10405212;5698152;1601686;42463;1494276;0,2464;0,0052;2;0
COOPERATIVA CENTRAL DE CRÉDITO, POUPANÇA E INVESTIMENTO DO SUL E SUDESTE - CENTRAL SICREDI SUL/SUDESTE;87437687;b3C;S3;I;2;PORTO ALEGRE;RS;43070;11936918;245630;11575352;10015;361565;0;160227;0,1287;0,037;0;0
MERCANTIL DO BRASIL - PRUDENCIAL;1000080123;b1;S3;C;2;BELO HORIZONTE;MG;43070;9723592;6011006;8914889;7222317;808703;18368;980021;0,1494;0,2273;163;72
GOLDMAN SACHS - PRUDENCIAL;1000080714;b2;S3;C;3;SAO PAULO;SP;43070;9275025;0;7692981;2857068;1582044;207646;1544577;0,2196;0,0155;4;0
ORIGINAL - PRUDENCIAL;1000080903;b1;S3;C;2;SAO PAULO;SP;43070;8832926;4978657;6617945;6220375;2214980;-1396;1307344;0,1631;0,1622;4;0
PINE - PRUDENCIAL;1000080374;b1;S3;C;2;SAO PAULO;SP;43070;8586979;3951510;7678529;6295770;908450;-242145;804542;0,1244;0,2829;10;0
MERCEDES-BENZ - PRUDENCIAL;1000080563;b2;S3;C;3;SAO PAULO;SP;43070;8472410;8019078;6930143;6445220;1542267;18158;1558608;0,1698;0,0018;5;0
BCO CLASSICO S.A. - PRUDENCIAL;1000081665;b1;S3;C;2;RIO DE JANEIRO;RJ;43070;8230029;0;2412661;28;5817367;135291;5817367;0,4555;0;2;0
BANCO CNH INDUSTRIAL CAPITAL S.A - PRUDENCIAL;1000081407;b2;S3;I;3;CURITIBA;PR;43070;8112410;7692446;6738568;6322863;1373842;131280;1367126;0,1734;0,0096;2;0
BCO CSF S.A. - PRUDENCIAL;1000081610;b2;S3;I;3;SAO PAULO;SP;43070;7374310;6287808;5363985;730963;2010326;115975;1309545;0,2131;0,1567;2;0
STONE PAGAMENTOS - PRUDENCIAL;1000084686;n4;;I;2;SAO PAULO;SP;43070;7367871;0;6870579;0;497292;9449;NA;NA%;NA%;1;0
APE POUPEX - PRUDENCIAL;1000081184;n1;S3;I;2;BRASILIA;DF;43070;7337777;1615678;1345634;1253072;5992143;30574;675507;0,2383;0,0586;64;0
JOHN DEERE - PRUDENCIAL;1000080343;b1;S4;C;3;INDAIATUBA;SP;43070;7335179;7002638;6350276;6194607;984903;61924;980434;0,1483;0,0023;4;0
BCO DES. DE MG S.A. - PRUDENCIAL;1000081328;b4;S3;I;1;BELO HORIZONTE;MG;43070;6943555;6054126;5314254;4632444;1629301;-141204;909749;0,1417;0,0615;2;0
BCO DO EST. DO PA S.A. - PRUDENCIAL;1000081586;b1;S4;I;1;BELEM;PA;43070;6937364;3837011;5912460;5580739;1024904;165222;956372;0,2329;0,0932;117;31
COOPERATIVA CENTRAL DE CRÉDITO, POUPANÇA E INVESTIMENTO DOS ESTADOS DO PARANÁ, SÃO PAULO E RIO DE JANEIRO - CENTRAL SICREDI PR/SP/RJ;80230774;b3C;S3;I;2;CURITIBA;PR;43070;6779004;133416;6585632;0;193372;0;106182;0,1381;0,0421;0;0
COOPERATIVA CENTRAL DE CRÉDITO DE SANTA CATARINA E RIO GRANDE DO SUL - SICOOB CENTRAL SC/RS;80160260;b3C;S4;I;2;FLORIANOPOLIS;SC;43070;6623244;68789;6304801;2686355;318443;0;224732;0,1576;0,0396;0;0
BCO SUMITOMO MITSUI BRASIL S.A. - PRUDENCIAL;1000081720;b1;S3;C;3;SAO PAULO;SP;43070;6608681;1927687;5709786;4515190;898894;36882;1532329;0,2866;0,0027;2;0
PORTO SEGURO - PRUDENCIAL;1000080642;n1;S4;C;2;SAO PAULO;SP;43070;6527707;6053492;5899130;1322027;628577;94220;625774;0,1239;0,0012;6;0
XP INVESTIMENTOS CCTVM S/A - PRUDENCIAL;1000082475;n2;S4;C;2;RIO DE JANEIRO;RJ;43070;6464144;1422;5355438;742231;1108705;117335;681577;0,2014;0,1907;8;0
BCO FIBRA S.A. - PRUDENCIAL;1000081483;b1;S3;C;2;SAO PAULO;SP;43070;6323535;3344347;5332055;4695014;991480;-23697;556991;0,1156;0,0324;4;0
BCO TOYOTA DO BRASIL S.A. - PRUDENCIAL;1000081562;b2;S4;I;3;SAO PAULO;SP;43070;6215347;4787413;5598572;4837140;616775;59028;555472;0,1313;0,0185;2;0
COOPERATIVA CENTRAL DE CRÉDITO DE MINAS GERAIS LTDA. - SICOOB CENTRAL CREDIMINAS;25683434;b3C;S4;I;2;BELO HORIZONTE;MG;43070;5987513;1986;5532274;263530;455238;16654;269964;0,1736;0,1946;0;0
HONDA - PRUDENCIAL;1000080611;b2;S4;C;3;SAO PAULO;SP;43070;5622759;3940332;4024507;3318828;1598252;118305;900053;0,1945;0,0103;5;0
PARANÁ BANCO - PRUDENCIAL;1000080233;b1;S4;C;2;CURITIBA;PR;43070;5460179;3681058;4174678;3987710;1285501;122662;817194;0,2089;0,2651;4;0
BCO DE LAGE LANDEN BRASIL S.A. - PRUDENCIAL;1000081421;b2;S4;I;3;PORTO ALEGRE;RS;43070;5389738;4942134;4541594;4253067;848144;73903;846536;0,1899;0,0102;3;0
COOPERATIVA DE CREDITO CREDICITRUS;54037916;b3S;S4;I;2;BEBEDOURO;SP;43070;5220796;2707772;3837372;2883390;1383424;92002;1382040;0,3618;0,0575;0;60
BCO DO EST. DE SE S.A. - PRUDENCIAL;1000081634;b1;S4;C;1;ARACAJU;SE;43070;5070829;2398332;4683268;4087365;387561;58371;434898;0,1523;0,2053;64;10
CREFISA S.A. CFI - PRUDENCIAL;1000083632;b1;S4;C;2;SAO PAULO;SP;43070;4989112;2215008;599331;58145;4389781;503077;4374973;0,5426;0,0085;4;0
BOCOM - PRUDENCIAL;1000084624;b1;S4;C;3;SALVADOR;BA;43070;4976189;3031645;4401276;4188707;574914;20221;559805;0,1606;0,0084;8;0
HAITONG - PRUDENCIAL;1000080666;b2;S3;C;3;SAO PAULO;SP;43070;4882168;436829;4353921;4046696;528246;-52193;447237;0,1705;0,0493;6;0
CENTRAL DAS COOPERATIVAS DE ECONOMIA E CREDITO DO ESTADO DE MINAS GERAIS LTDA. - SICOOB CENTRAL CECREMGE;309024;b3C;S4;I;2;BELO HORIZONTE;MG;43070;4767001;122934;4590420;30371;176581;5663;106496;0,1103;0,0576;0;0
NU PAGAMENTOS - PRUDENCIAL;1000084693;n4;;C;2;SAO PAULO;SP;43070;4706198;0;4345972;352873;360226;-78046;NA;NA%;NA%;1;0
COOPERATIVA DE CREDITO VALE DO ITAJAI - VIACREDI;82639451;b3S;S5;I;2;BLUMENAU;SC;43070;4703048;2269508;3635685;3278240;1067362;124228;1067129;0,3545;0,0178;0;87
COOPERATIVA CENTRAL DE CRÉDITO DO ESTADO DE SÃO PAULO - SICOOB SÃO PAULO;63917579;b3C;S4;I;2;RIBEIRAO PRETO;SP;43070;4660718;0;4418426;4258640;242292;8838;142756;0,1495;0,02;0;0
MIZUHO - PRUDENCIAL;1000080697;b1;S4;C;3;SAO PAULO;SP;43070;4560871;718802;3958045;3029600;602825;36084;592050;0,2737;0,0155;2;0
BANCO FIDIS - PRUDENCIAL;1000081751;b2;S4;I;3;BETIM;MG;43070;4464753;3450456;3860739;3732008;604015;54568;579289;0,17;0,0047;3;0
SOFISA - PRUDENCIAL;1000080271;b1;S4;C;2;SAO PAULO;SP;43070;4443992;2739098;3735204;3471354;708788;49322;617145;0,1841;0,1293;17;0
SCOTIABANK BRASIL - PRUDENCIAL;1000081452;b1;S4;I;3;SAO PAULO;SP;43070;3838179;976978;3313821;2610931;524357;22910;520438;0,2368;0,0062;2;0
BANCO IBM S.A. - PRUDENCIAL;1000081689;b2;S4;I;3;RIO DE JANEIRO;RJ;43070;3595814;2595829;3137285;2726600;458529;24666;458529;0,2338;0;2;0
INTER - PRUDENCIAL;1000080996;b1;S4;C;2;BELO HORIZONTE;MG;43070;3581262;2593045;3198091;3008236;383170;26104;378552;0,1717;0,0248;41;0
MIDWAY S.A. - SCFI - PRUDENCIAL;1000083553;n1;S4;I;2;SAO PAULO;SP;43070;3567657;3337829;2709198;839689;858459;88321;851744;0,2473;0,0026;2;0
VOLVO - PRUDENCIAL;1000080769;b2;S4;C;3;CURITIBA;PR;43070;3548650;3026078;2713635;2573054;835015;91895;823065;0,2389;0,0138;3;0
BS2 - PRUDENCIAL;1000080422;b1;S4;C;2;BELO HORIZONTE;MG;43070;3538405;894449;3304075;1662658;234330;24046;268091;0,1345;0,1934;5;0
COOPERATIVA CENTRAL DE CRÉDITO URBANO - CECRED;5463212;b3C;S4;I;2;BLUMENAU;SC;43070;3466270;49002;3216202;134381;250068;0;238988;0,3632;0,0474;0;0
BCO MODAL S.A. - PRUDENCIAL;1000081658;b1;S4;C;2;RIO DE JANEIRO;RJ;43070;3376152;466182;3002619;2204373;373533;-1078;293564;0,1276;0,0886;6;0
COOPERATIVA CENTRAL DE CRÉDITO, POUPANÇA E INVESTIMENTO DO CENTRO NORTE DO BRASIL - CENTRAL SICREDI CENTRO NORTE;33667205;b3C;S4;I;2;CUIABA;MT;43070;3330167;61134;3207291;0;122876;93;69917;0,1715;0,0314;0;0
BADESUL DESENVOLVIMENTO AF/RS - PRUDENCIAL;1000081029;n1;S4;I;1;PORTO ALEGRE;RS;43070;3301671;2544100;2611751;2503955;689920;29893;539920;0,1784;0,0547;2;0
BCO CARGILL S.A. - PRUDENCIAL;1000081414;b1;S4;I;3;SAO PAULO;SP;43070;3288347;2228920;2902054;2172698;386294;-86323;386294;0,1729;0,001;2;0
INDUSTRIAL DO BRASIL - PRUDENCIAL;1000080477;b1;S4;C;2;SAO PAULO;SP;43070;2971536;1986933;2468065;2307275;503472;21410;502040;0,1572;0,0669;11;0
BCO CATERPILLAR S.A. - PRUDENCIAL;1000081397;b2;S4;C;3;SAO PAULO;SP;43070;2943613;2808356;2078614;1900557;864999;62662;866651;0,2695;0,006;2;0
SICOOB COCRED COOPERATIVA DE CRÉDITO;71328769;b3S;S4;I;2;SERTAOZINHO;SP;43070;2930038;1759907;2528567;1625063;401471;59879;385353;0,1388;0,0387;0;29
SOCOPA - PRUDENCIAL;1000080381;b1;S4;C;2;SAO PAULO;SP;43070;2796865;494589;2555643;1873991;241222;32512;226219;0,1993;0,0269;4;0
STANDARD CHARTERED BI S.A. - PRUDENCIAL;1000081373;b2;S4;I;3;SAO PAULO;SP;43070;2762287;0;2460282;1530877;302005;929;300458;0,2443;0,0129;2;0
COOPERATIVA CENTRAL DE CREDITO DO ESPIRITO SANTO - SICOOB CENTRAL ES;32428294;b3C;S4;I;2;VITORIA;ES;43070;2694998;43300;2579155;240194;115842;1077;86882;0,1479;0,177;0;0
INDUSVAL - PRUDENCIAL;1000080415;b1;S4;C;2;SAO PAULO;SP;43070;2681103;773757;2378397;2135875;302706;-133425;-376;-0,0002;1,5092;17;0
PERNAMBUCANAS - PRUDENCIAL;1000080305;n1;S4;I;2;SAO PAULO;SP;43070;2680223;2440155;2118518;462112;561705;20966;448401;0,1492;0,1071;2;0
COOPERATIVA CENTRAL DE CRÉDITO DO NORTE/NORDESTE - CENTRAL SICREDI NORTE/NORDESTE;70119680;b3C;S4;I;2;CABEDELO;PB;43070;2651147;118469;2498057;0;153089;8460;152548;0,7416;0,0453;0;0
COOPERATIVA CENTRAL DE CRÉDITO RURAL COM INTERAÇÃO SOLIDÁRIA - CENTRAL CRESOL BASER;1401771;b3C;S4;I;2;FRANCISCO BELTRAO;PR;43070;2593818;5513;2499115;1810565;94703;15982;94682;0,1189;0,2826;0;0
OMNI - PRUDENCIAL;1000080460;b1;S4;C;2;SAO PAULO;SP;43070;2579481;2107185;2295674;1799225;283807;34331;382604;0,1448;0,0064;6;0
RODOBENS - PRUDENCIAL;1000080855;b1;S4;C;2;SAO PAULO;SP;43070;2541206;1203898;1401502;928284;1139704;114786;878006;0,2549;0,3197;7;0
BCO TRIANGULO S.A. - PRUDENCIAL;1000081438;b1;S4;C;2;UBERLANDIA;MG;43070;2450706;1704922;1968014;1586977;482692;34531;443412;0,1636;0,1593;2;0
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO UNIÃO PARANÁ/SÃO PAULO - SICREDI UNIÃO PR/SP;79342069;b3S;S4;I;2;MARINGA;PR;43070;2446514;1502336;2128976;1406895;317538;32425;308345;0,1652;0,2264;0;78
COOPERATIVA CENTRAL DE ECONOMIA E CRÉDITO MÚTUO DAS UNICRED'S DE SANTA CATARINA E DO PARANÁ LTDA - UNICRED CENTRAL SC/PR;543968;b3C;S4;I;2;FLORIANOPOLIS;SC;43070;2430497;0;2351869;0;78628;-1523;76047;0,1097;0,0317;0;0
RENDIMENTO - PRUDENCIAL;1000080659;b1;S4;C;2;SAO PAULO;SP;43070;2342460;665704;2064026;903255;278434;33118;265634;0,117;0,0493;15;1
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO SICREDI PIONEIRA RS - SICREDI PIONEIRA RS;91586982;b3S;S4;I;2;NOVA PETROPOLIS;RS;43070;2270901;809707;1928340;1721078;342561;33032;334959;0,2634;0,0667;0;42
COOPERFORTE - COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS FUNCIONÁRIOS DE INSTITUIÇÕES FINANCEIRAS PÚBLICAS FEDERAIS LTDA.;1658426;b3S;S5;I;2;BRASILIA;DF;43070;2242310;1486271;1801207;1664700;441103;44720;440789;0,2545;0,0172;0;5
SCANIA - PRUDENCIAL;1000080776;b2;S4;C;3;SAO BERNARDO DO CAMPO;SP;43070;2195522;1810723;1885331;1595454;310191;24199;352957;0,1459;0,0138;3;0
SICOOB CREDICOM - COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS MÉDICOS E PROFISSIONAIS DA ÁREA DE SAÚDE DE MINAS GERAIS LTDA.;42898825;b3S;S4;I;2;BELO HORIZONTE;MG;43070;2184209;769275;1879169;1828371;305040;23685;304831;0,2316;0,0279;0;34
CREDICOAMO CREDITO RURAL COOPERATIVA;81723108;b3S;S4;I;2;CAMPO MOURAO;PR;43070;2179910;1141368;1634461;1522874;545449;37285;544663;0,4032;0,0015;0;43
BCO ABN AMRO S.A. - PRUDENCIAL;1000081579;b1;S4;I;3;SAO PAULO;SP;43070;2137955;1118499;1569409;1300527;568546;17457;556478;0,2754;0,006;2;0
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO VANGUARDA DA REGIÃO DAS CATARATAS DO IGUAÇU E VALE DO PARAÍBA - SICREDI VANGUARDA PR/SP/RJ;78414067;b3S;S4;I;2;MEDIANEIRA;PR;43070;2134677;1230497;1811905;1287727;322771;26968;317532;0,1818;0,1913;0;55
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO OURO VERDE DO MATO GROSSO - SICREDI OURO VERDE MT;26529420;b3S;S4;I;2;LUCAS DO RIO VERDE;MT;43070;2081602;1284740;1569244;911825;512358;44957;507921;0,2574;0,0517;0;27
UNIPRIME NORTE DO PARANÁ - COOPERATIVA DE CRÉDITO LTDA;2398976;b3S;S4;I;2;LONDRINA;PR;43070;1974428;687982;1423220;1298651;551207;37475;549427;0,3857;0,0227;0;26
CAIXA GERAL - PRUDENCIAL;1000080927;b1;S4;C;3;SAO PAULO;SP;43070;1905180;461965;1422525;1088191;482656;8626;478708;0,3407;0,0057;4;0
AF PARANÁ - PRUDENCIAL;1000081115;n1;S4;I;1;CURITIBA;PR;43070;1884587;1177133;324076;211790;1560511;43817;226886;0,3764;0,0044;2;0
CENTRAL DAS COOPERATIVAS DE CREDITO UNICOOB - SICOOB CENTRAL UNICOOB;5036532;b3C;S4;I;2;MARINGA;PR;43070;1873063;7658;1769329;0;103734;-434;70987;0,1746;0,3052;0;0
UNIPRIME CENTRAL - CENTRAL INTERESTADUAL DE COOPERATIVAS DE CREDITO LTDA.;3046391;b3C;S4;I;2;LONDRINA;PR;43070;1860932;0;1810930;4288;50003;0;48487;0,3973;0,0534;0;1
COOPERATIVA DE CRÉDITO MAXI ALFA DE LIVRE ADMISSÃO DE ASSOCIADOS - SICOOB MAXICRÉDITO;78825270;b3S;S5;I;2;CHAPECO;SC;43070;1857119;1051532;1626039;1430824;231080;19548;230809;0,1795;0,1649;0;72
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO DE CARLOS BARBOSA - SICREDI SERRANA RS;90608712;b3S;S4;I;2;CARLOS BARBOSA;RS;43070;1795616;728843;1559918;1299269;235698;27137;241037;0,1994;0,0771;0;30
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS SERRO AZUL - SICREDI UNIÃO RS;88894548;b3S;S4;I;2;CERRO LARGO;RS;43070;1729249;999109;1395861;951835;333388;32013;321183;0,2289;0,0901;0;43
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO DA REGIÃO DOS VALES - SICREDI REGIÃO DOS VALES RS;89126130;b3S;S4;I;2;ENCANTADO;RS;43070;1709780;425621;1353747;1228636;356032;27165;352063;0,3925;0,1131;0;21
CENTRAL DE COOPERATIVAS DE ECONOMIA E CRÉDITO MÚTUO DO ESTADO DO RIO GRANDE DO SUL LTDA - UNICRED CENTRAL RS;1634601;b3C;S4;I;2;PORTO ALEGRE;RS;43070;1691086;0;1645714;0;45372;0;43702;0,1069;0,1859;0;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO CENTRO BRASILEIRA LTDA.;37395399;b3S;S5;I;2;GOIANIA;GO;43070;1673661;971710;1307441;1200974;366220;51943;365956;0,3411;0,0783;0;15
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO CAMPOS GERAIS - SICREDI CAMPOS GERAIS PR/SP;81466286;b3S;S4;I;2;PONTA GROSSA;PR;43070;1667100;888939;1477171;955460;189929;21026;186454;0,1561;0,3221;0;23
COOPERATIVA CENTRAL DE CRÉDITO DE GOIÁS LTDA;33416108;b3C;S4;I;2;GOIANIA;GO;43070;1656287;4719;1540557;0;115730;5211;58712;0,2064;0,1248;0;0
BMW - PRUDENCIAL;1000080635;n1;S4;C;3;SAO PAULO;SP;43070;1651965;1537090;1328483;1244711;323481;16506;276109;0,1739;0,0036;4;0
AF DESENVOLVE SP S.A. - PRUDENCIAL;1000081153;n1;S4;I;1;SAO PAULO;SP;43070;1624505;1160614;564342;500281;1060163;15159;707470;0,4931;0,0459;1;0
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO VALE DO PIQUIRI ABCD - SICREDI VALE DO PIQUIRI ABCD PR/SP;81099491;b3S;S4;I;2;PALOTINA;PR;43070;1623862;1000303;1374364;926504;249498;26237;250980;0,1776;0,1035;0;51
COOPERATIVA CENTRAL DE CRÉDITO, POUPANÇA E INVESTIMENTO DE MATO GROSSO DO SUL, GOIÁS, DISTRITO FEDERAL E TOCANTINS – CENTRAL SICREDI BRASIL CENTRAL;33737818;b3C;S4;I;2;GOIANIA;GO;43070;1611628;56338;1569702;29613;41926;22;29503;0,1379;0,0526;0;0
BANCO CBSS - PRUDENCIAL;1000084655;b2;S4;I;3;BARUERI;SP;43070;1578594;749646;1206602;832022;371992;-38875;133995;0,1347;0,1249;2;0
MÁXIMA - PRUDENCIAL;1000080367;b1;S4;C;2;RIO DE JANEIRO;RJ;43070;1553655;477239;1398235;1313382;155419;-2634;56201;0,044;0,0275;7;0
BCO DES. DO ES S.A. - PRUDENCIAL;1000081304;b4;S4;I;1;VITORIA;ES;43070;1520699;1100627;1051055;830303;469644;27669;399040;0,3792;0,0098;2;0
AGIPLAN - PRUDENCIAL;1000083694;b1;S4;C;2;PORTO ALEGRE;RS;43070;1511996;1077056;1174374;1012413;337622;79988;311838;0,1907;0,0297;5;0
CENTRAL DAS COOPERATIVAS DE CRÉDITO DO ESTADO DE SÃO PAULO - SICOOB CENTRAL CECRESP;62931522;b3C;S4;I;2;SAO PAULO;SP;43070;1507635;18386;1398486;1232716;109149;4365;45419;0,1056;0,1326;0;1
BCO FORD S.A. - PRUDENCIAL;1000081782;b2;S4;I;3;SAO PAULO;SP;43070;1484750;1239700;1258484;1196188;226266;13815;226266;0,1547;0;2;0
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO SORRISO - SICREDI CELEIRO DO MT;26555235;b3S;S4;I;2;SORRISO;MT;43070;1482254;673196;1163853;694661;318401;23696;314863;0,2422;0,0648;0;15
