Instituição financeira;Código;TCB;SR;TD;TC;Cidade;UF;Data;Captações;;;;;;;;;;;;;;;Instrumentos Derivativos (f);Outras Obrigações (g);Passivo Circulante e Exigível a Longo Prazo (h) = (e) + (f) + (g);Resultados de Exercícios Futuros (i);Patrimônio Líquido (j);Passivo Total (k) = (h) + (i) + (j)
BNP PARIBAS - PRUDENCIAL;1000080673;b1;S3;C;3;SAO PAULO;SP;43070;458702;0;280699;5753481;142268;6635151;1601271;0;0;3150028;0;962104;4112132;5525495;17874048;1230001;14321969;33426018;16336;3423235;36865590
JP MORGAN CHASE - PRUDENCIAL;1000080116;b1;S3;C;3;SAO PAULO;SP;43070;120540;0;0;5577008;0;5697548;5162011;0;0;0;0;91379;91379;8076520;19027459;3155578;7937315;30120351;1624;4645222;34767198
ABC-BRASIL - PRUDENCIAL;1000080312;b1;S3;C;3;SAO PAULO;SP;43070;39918;0;681429;5328897;0;6050244;1432167;874667;2768579;4343742;0;9744;7996733;6392438;21871582;227922;3351966;25451470;32635;3284330;28768435
PAN - PRUDENCIAL;1000080257;b1;S3;C;2;SAO PAULO;SP;43070;25449;0;8730148;4990588;0;13746184;1591487;1329118;103631;812592;0;4215;2249556;0;17587227;202643;4561879;22351749;92;3555824;25907665
BCO DAYCOVAL S.A - PRUDENCIAL;1000081744;b1;S3;C;2;SAO PAULO;SP;43070;736530;0;337395;4073885;4675;5152486;1860116;506800;482500;6301826;1702726;0;8993853;2204571;18211025;9382;3063968;21284375;95857;3009028;24389260
BCO RABOBANK INTL BRASIL S.A. - PRUDENCIAL;1000081555;b1;S3;I;3;SAO PAULO;SP;43070;17552;0;393;380648;0;398592;560599;1498300;739684;0;0;0;2237984;13987584;17184759;114147;2902729;20201635;630;2384356;22586622
BANESTES - PRUDENCIAL;1000080147;b1;S3;C;1;VITORIA;ES;43070;850204;2626646;36412;6388785;9365;9911412;9496665;468325;258922;0;0;0;727247;339737;20475061;0;711127;21186188;4664;1393438;22584290
BCO MUFG BRASIL S.A. - PRUDENCIAL;1000081713;b1;S3;I;3;SAO PAULO;SP;43070;49167;0;20735;2971335;0;3041236;154049;0;0;0;0;0;0;3319464;6514749;625642;12125616;19266007;1344;1453451;20720802
BOFA MERRILL LYNCH - PRUDENCIAL;1000080556;b1;S3;C;3;SAO PAULO;SP;43070;572406;0;383273;10060110;0;11015789;2126633;0;0;0;0;0;0;0;13142422;2456868;1585912;17185203;1603;2397276;19584081
CCB - PRUDENCIAL;1000080295;b1;S3;C;3;SAO PAULO;SP;43070;86472;7393;342819;2739017;0;3175701;3138816;37942;154108;159184;55066;311;406611;6569231;13290359;5152;4287233;17582744;26462;1788753;19397959
ING - PRUDENCIAL;1000080501;b1;S3;C;3;SAO PAULO;SP;43070;148;0;108392;1789473;0;1898013;0;0;0;0;0;0;0;2292477;4190491;78926;12409916;16679333;2713;802862;17484908
BD REGIONAL DO EXTREMO SUL - PRUDENCIAL;1000081311;b4;S3;C;1;PORTO ALEGRE;RS;43070;0;0;0;0;0;0;0;0;0;0;0;0;0;13714686;13714686;6;947633;14662325;6680;2510746;17179751
BCO DA AMAZONIA S.A. - PRUDENCIAL;1000081249;b1;S3;I;1;BELEM;PA;43070;704225;518266;22631;1345270;968437;3558828;105001;0;440253;0;0;0;440253;821501;4925583;0;10141201;15066783;0;1885309;16952092
BMG - PRUDENCIAL;1000080178;b1;S3;C;2;SAO PAULO;SP;43070;22604;0;69906;8264690;0;8357200;8550;38070;144663;632283;303760;0;1118776;540446;10024972;236157;3445192;13706321;0;2603547;16309868
SOCIETE GENERALE - PRUDENCIAL;1000080264;b1;S3;C;3;SAO PAULO;SP;43070;13085;0;152805;440408;0;606298;1078043;0;0;0;0;0;0;5323713;7008055;497970;7103033;14609057;23172;1317521;15949751
MORGAN STANLEY - PRUDENCIAL;1000080628;b1;S3;C;3;SAO PAULO;SP;43070;0;0;0;1825423;0;1825423;2011757;0;0;0;0;1394513;1394513;2123910;7355601;1875281;3092778;12323661;0;2877863;15201524
VOLKSWAGEN - PRUDENCIAL;1000080202;b2;S3;C;3;SAO PAULO;SP;43070;0;0;343230;3296282;0;3639512;0;0;0;732942;0;0;732942;3977474;8349928;353;4103498;12453778;116793;2629874;15200445
BRB - PRUDENCIAL;1000080288;b1;S3;C;1;BRASILIA;DF;43070;811959;1716586;225672;6699018;7069;9460303;476237;240869;0;47040;0;0;287908;225540;10449989;0;2334219;12784208;88;1410412;14194708
ALFA - PRUDENCIAL;1000080570;b1;S3;C;2;SAO PAULO;SP;43070;21548;0;12054;73489;0;107090;1650561;0;421149;5042682;0;1721603;7185434;1718071;10661156;220428;435427;11317011;28151;2351429;13696592
CREDIT AGRICOLE - PRUDENCIAL;1000080491;b1;S3;C;3;SAO PAULO;SP;43070;5232;0;0;321553;0;326785;0;0;204103;297617;0;0;501720;2665997;3494502;167167;7679225;11340894;586;858052;12199532
GM - PRUDENCIAL;1000080848;b2;S3;C;3;SAO PAULO;SP;43070;0;0;2510027;2183158;0;4693185;0;0;0;1363720;0;0;1363720;0;6056905;0;3785256;9842161;232146;1969646;12043952
DEUTSCHE - PRUDENCIAL;1000080532;b1;S3;C;3;SAO PAULO;SP;43070;233434;0;108889;2586342;0;2928665;0;0;0;224791;0;0;224791;2544696;5698152;131394;4569309;10398855;6357;1601686;12006898
COOPERATIVA CENTRAL DE CRÉDITO, POUPANÇA E INVESTIMENTO DO SUL E SUDESTE - CENTRAL SICREDI SUL/SUDESTE;87437687;b3C;S3;I;2;PORTO ALEGRE;RS;43070;0;0;10015;0;0;10015;0;0;0;0;0;0;0;0;10015;0;11565338;11575352;0;361565;11936918
MERCANTIL DO BRASIL - PRUDENCIAL;1000080123;b1;S3;C;2;BELO HORIZONTE;MG;43070;260445;179484;56405;5980263;0;6476597;206836;45582;275230;216212;0;0;537023;1861;7222317;556;1691490;8914363;526;808703;9723592
GOLDMAN SACHS - PRUDENCIAL;1000080714;b2;S3;C;3;SAO PAULO;SP;43070;0;0;3258;453377;0;456634;1034919;0;0;0;0;0;0;1365515;2857068;4066554;769359;7692981;0;1582044;9275025
ORIGINAL - PRUDENCIAL;1000080903;b1;S3;C;2;SAO PAULO;SP;43070;191263;0;102529;3681996;0;3975789;388511;965272;774410;116392;0;0;1856075;0;6220375;8128;377663;6606165;11780;2214980;8832926
PINE - PRUDENCIAL;1000080374;b1;S3;C;2;SAO PAULO;SP;43070;14130;0;103452;3788588;0;3906170;398003;774063;378143;88449;0;0;1240655;750942;6295770;1151960;140513;7588243;90286;908450;8586979
MERCEDES-BENZ - PRUDENCIAL;1000080563;b2;S3;C;3;SAO PAULO;SP;43070;0;0;786958;181418;0;968375;0;0;0;557912;0;0;557912;4918933;6445220;0;467459;6912679;17464;1542267;8472410
BCO CLASSICO S.A. - PRUDENCIAL;1000081665;b1;S3;C;2;RIO DE JANEIRO;RJ;43070;28;0;0;0;0;28;0;0;0;0;0;0;0;0;28;0;2412633;2412661;0;5817367;8230029
BANCO CNH INDUSTRIAL CAPITAL S.A - PRUDENCIAL;1000081407;b2;S3;I;3;CURITIBA;PR;43070;0;0;240083;663905;0;903988;0;0;41986;138444;0;0;180430;5238445;6322863;5005;227224;6555092;183476;1373842;8112410
BCO CSF S.A. - PRUDENCIAL;1000081610;b2;S3;I;3;SAO PAULO;SP;43070;4662;0;53522;0;0;58184;227416;0;0;445363;0;0;445363;0;730963;0;4633022;5363985;0;2010326;7374310
STONE PAGAMENTOS - PRUDENCIAL;1000084686;n4;;I;2;SAO PAULO;SP;43070;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6870579;6870579;0;497292;7367871
APE POUPEX - PRUDENCIAL;1000081184;n1;S3;I;2;BRASILIA;DF;43070;0;0;53781;0;887344;941126;0;311946;0;0;0;0;311946;0;1253072;0;92562;1345634;0;5992143;7337777
JOHN DEERE - PRUDENCIAL;1000080343;b1;S4;C;3;INDAIATUBA;SP;43070;61580;0;0;148347;0;209927;0;0;0;0;0;0;0;5984679;6194607;0;144011;6338618;11658;984903;7335179
BCO DES. DE MG S.A. - PRUDENCIAL;1000081328;b4;S3;I;1;BELO HORIZONTE;MG;43070;398;0;35574;18305;0;54277;0;0;220369;0;0;0;220369;4357797;4632444;8907;661370;5302720;11534;1629301;6943555
BCO DO EST. DO PA S.A. - PRUDENCIAL;1000081586;b1;S4;I;1;BELEM;PA;43070;642204;880562;558066;3366463;0;5447295;33537;0;0;99089;0;0;99089;817;5580739;0;331721;5912460;0;1024904;6937364
COOPERATIVA CENTRAL DE CRÉDITO, POUPANÇA E INVESTIMENTO DOS ESTADOS DO PARANÁ, SÃO PAULO E RIO DE JANEIRO - CENTRAL SICREDI PR/SP/RJ;80230774;b3C;S3;I;2;CURITIBA;PR;43070;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6585632;6585632;0;193372;6779004
COOPERATIVA CENTRAL DE CRÉDITO DE SANTA CATARINA E RIO GRANDE DO SUL - SICOOB CENTRAL SC/RS;80160260;b3C;S4;I;2;FLORIANOPOLIS;SC;43070;85;0;0;2480250;656;2480991;0;0;0;0;0;0;0;205365;2686355;0;3618446;6304801;0;318443;6623244
BCO SUMITOMO MITSUI BRASIL S.A. - PRUDENCIAL;1000081720;b1;S3;C;3;SAO PAULO;SP;43070;78239;0;0;2080319;3;2158561;218092;0;0;0;0;0;0;2138537;4515190;166370;1024143;5705704;4082;898894;6608681
PORTO SEGURO - PRUDENCIAL;1000080642;n1;S4;C;2;SAO PAULO;SP;43070;0;0;806059;0;0;806059;0;0;0;515968;0;0;515968;0;1322027;0;4577103;5899130;0;628577;6527707
XP INVESTIMENTOS CCTVM S/A - PRUDENCIAL;1000082475;n2;S4;C;2;RIO DE JANEIRO;RJ;43070;0;0;0;0;0;0;514018;0;0;0;0;0;0;228213;742231;276039;4337038;5355308;130;1108705;6464144
BCO FIBRA S.A. - PRUDENCIAL;1000081483;b1;S3;C;2;SAO PAULO;SP;43070;67149;0;5681;3368624;0;3441454;3079;306070;510395;672;0;0;817137;433343;4695014;106169;519490;5320672;11383;991480;6323535
BCO TOYOTA DO BRASIL S.A. - PRUDENCIAL;1000081562;b2;S4;I;3;SAO PAULO;SP;43070;0;0;751728;196029;0;947757;0;0;0;1271254;0;0;1271254;2618129;4837140;180456;532819;5550415;48158;616775;6215347
COOPERATIVA CENTRAL DE CRÉDITO DE MINAS GERAIS LTDA. - SICOOB CENTRAL CREDIMINAS;25683434;b3C;S4;I;2;BELO HORIZONTE;MG;43070;0;0;0;0;0;0;0;0;0;0;0;0;0;263530;263530;0;5268744;5532274;0;455238;5987513
HONDA - PRUDENCIAL;1000080611;b2;S4;C;3;SAO PAULO;SP;43070;0;0;2853339;41829;0;2895168;0;0;0;0;0;0;0;423660;3318828;43724;657443;4019996;4511;1598252;5622759
PARANÁ BANCO - PRUDENCIAL;1000080233;b1;S4;C;2;CURITIBA;PR;43070;8128;0;118772;2338644;0;2465544;8874;27823;0;1466095;0;0;1493918;19374;3987710;0;186966;4174676;2;1285501;5460179
BCO DE LAGE LANDEN BRASIL S.A. - PRUDENCIAL;1000081421;b2;S4;I;3;PORTO ALEGRE;RS;43070;0;0;0;96948;0;96948;0;0;0;0;0;0;0;4156119;4253067;0;197994;4451062;90533;848144;5389738
COOPERATIVA DE CREDITO CREDICITRUS;54037916;b3S;S4;I;2;BEBEDOURO;SP;43070;531815;0;0;1539667;23557;2095039;0;0;786741;0;0;0;786741;1610;2883390;0;953981;3837372;0;1383424;5220796
BCO DO EST. DE SE S.A. - PRUDENCIAL;1000081634;b1;S4;C;1;ARACAJU;SE;43070;592406;1247429;155881;1867761;1163;3864640;67738;36251;0;40312;0;0;76563;78424;4087365;0;595833;4683199;70;387561;5070829
CREFISA S.A. CFI - PRUDENCIAL;1000083632;b1;S4;C;2;SAO PAULO;SP;43070;4273;0;0;43938;7206;55417;0;0;0;0;0;0;0;2728;58145;0;541183;599328;4;4389781;4989112
BOCOM - PRUDENCIAL;1000084624;b1;S4;C;3;SALVADOR;BA;43070;87885;0;18877;850348;0;957110;103846;50711;1208797;1174867;0;0;2434376;693376;4188707;7187;196345;4392239;9037;574914;4976189
HAITONG - PRUDENCIAL;1000080666;b2;S3;C;3;SAO PAULO;SP;43070;0;0;151097;945340;0;1096437;2613986;0;0;111543;0;840;112383;223890;4046696;110867;195574;4353137;784;528246;4882168
CENTRAL DAS COOPERATIVAS DE ECONOMIA E CREDITO DO ESTADO DE MINAS GERAIS LTDA. - SICOOB CENTRAL CECREMGE;309024;b3C;S4;I;2;BELO HORIZONTE;MG;43070;0;0;0;30371;0;30371;0;0;0;0;0;0;0;0;30371;0;4560049;4590420;0;176581;4767001
NU PAGAMENTOS - PRUDENCIAL;1000084693;n4;;C;2;SAO PAULO;SP;43070;0;0;0;0;75126;75126;0;0;0;0;0;0;0;277747;352873;0;3975686;4328560;17413;360226;4706198
COOPERATIVA DE CREDITO VALE DO ITAJAI - VIACREDI;82639451;b3S;S5;I;2;BLUMENAU;SC;43070;519059;0;128239;2595404;32119;3274821;0;0;0;0;0;0;0;3419;3278240;0;357445;3635685;0;1067362;4703048
COOPERATIVA CENTRAL DE CRÉDITO DO ESTADO DE SÃO PAULO - SICOOB SÃO PAULO;63917579;b3C;S4;I;2;RIBEIRAO PRETO;SP;43070;0;0;0;4258640;0;4258640;0;0;0;0;0;0;0;0;4258640;0;159786;4418426;0;242292;4660718
MIZUHO - PRUDENCIAL;1000080697;b1;S4;C;3;SAO PAULO;SP;43070;17593;0;7;1953248;0;1970848;70649;0;0;0;0;0;0;988103;3029600;21718;906094;3957413;633;602825;4560871
BANCO FIDIS - PRUDENCIAL;1000081751;b2;S4;I;3;BETIM;MG;43070;0;0;1207927;1594204;0;2802131;0;1008;0;883055;0;0;884064;45812;3732008;286;128011;3860305;434;604015;4464753
SOFISA - PRUDENCIAL;1000080271;b1;S4;C;2;SAO PAULO;SP;43070;120075;0;40067;2764994;0;2925136;50712;164448;133780;62226;0;0;360454;135052;3471354;0;262625;3733979;1225;708788;4443992
SCOTIABANK BRASIL - PRUDENCIAL;1000081452;b1;S4;I;3;SAO PAULO;SP;43070;159;0;0;1321519;0;1321678;0;0;0;796;0;0;796;1288457;2610931;67282;635608;3313821;0;524357;3838179
BANCO IBM S.A. - PRUDENCIAL;1000081689;b2;S4;I;3;RIO DE JANEIRO;RJ;43070;0;0;0;2726600;0;2726600;0;0;0;0;0;0;0;0;2726600;0;410685;3137285;0;458529;3595814
INTER - PRUDENCIAL;1000080996;b1;S4;C;2;BELO HORIZONTE;MG;43070;231377;0;99;1330763;0;1562239;10149;1372012;27264;1754;0;0;1401030;34818;3008236;0;189855;3198091;0;383170;3581262
MIDWAY S.A. - SCFI - PRUDENCIAL;1000083553;n1;S4;I;2;SAO PAULO;SP;43070;0;0;0;0;0;0;0;0;0;0;0;839689;839689;0;839689;0;1869509;2709198;0;858459;3567657
VOLVO - PRUDENCIAL;1000080769;b2;S4;C;3;CURITIBA;PR;43070;0;0;0;5128;0;5128;0;0;0;0;0;0;0;2567926;2573054;0;123489;2696543;17092;835015;3548650
BS2 - PRUDENCIAL;1000080422;b1;S4;C;2;BELO HORIZONTE;MG;43070;52575;0;135657;1370527;129;1558889;0;90514;0;1636;0;0;92150;11619;1662658;105;1641303;3304067;8;234330;3538405
COOPERATIVA CENTRAL DE CRÉDITO URBANO - CECRED;5463212;b3C;S4;I;2;BLUMENAU;SC;43070;0;0;0;0;0;0;0;0;0;0;0;0;0;134381;134381;0;3081821;3216202;0;250068;3466270
BCO MODAL S.A. - PRUDENCIAL;1000081658;b1;S4;C;2;RIO DE JANEIRO;RJ;43070;75299;0;0;1676991;0;1752290;359715;75394;12063;0;0;0;87457;4911;2204373;60453;737793;3002619;0;373533;3376152
COOPERATIVA CENTRAL DE CRÉDITO, POUPANÇA E INVESTIMENTO DO CENTRO NORTE DO BRASIL - CENTRAL SICREDI CENTRO NORTE;33667205;b3C;S4;I;2;CUIABA;MT;43070;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3207291;3207291;0;122876;3330167
BADESUL DESENVOLVIMENTO AF/RS - PRUDENCIAL;1000081029;n1;S4;I;1;PORTO ALEGRE;RS;43070;0;0;0;0;0;0;0;0;0;0;0;0;0;2503955;2503955;0;107714;2611669;82;689920;3301671
BCO CARGILL S.A. - PRUDENCIAL;1000081414;b1;S4;I;3;SAO PAULO;SP;43070;317;0;0;64990;0;65308;0;449963;222256;0;0;0;672219;1435171;2172698;162518;566838;2902054;0;386294;3288347
INDUSTRIAL DO BRASIL - PRUDENCIAL;1000080477;b1;S4;C;2;SAO PAULO;SP;43070;54274;0;86190;1136538;0;1277001;0;222979;0;343611;0;0;566590;463684;2307275;0;159713;2466988;1076;503472;2971536
BCO CATERPILLAR S.A. - PRUDENCIAL;1000081397;b2;S4;C;3;SAO PAULO;SP;43070;0;0;555670;0;0;555670;0;0;0;0;0;0;0;1344887;1900557;0;168220;2068777;9837;864999;2943613
SICOOB COCRED COOPERATIVA DE CRÉDITO;71328769;b3S;S4;I;2;SERTAOZINHO;SP;43070;243016;0;0;886473;7251;1136740;0;0;425955;0;0;0;425955;62368;1625063;235;903269;2528567;0;401471;2930038
SOCOPA - PRUDENCIAL;1000080381;b1;S4;C;2;SAO PAULO;SP;43070;86062;0;40106;640609;47514;814292;914940;37223;69007;0;0;0;106230;38529;1873991;0;681652;2555643;0;241222;2796865
STANDARD CHARTERED BI S.A. - PRUDENCIAL;1000081373;b2;S4;I;3;SAO PAULO;SP;43070;0;0;0;1431640;0;1431640;0;0;0;0;0;0;0;99237;1530877;44010;885396;2460282;0;302005;2762287
COOPERATIVA CENTRAL DE CREDITO DO ESPIRITO SANTO - SICOOB CENTRAL ES;32428294;b3C;S4;I;2;VITORIA;ES;43070;0;0;0;27208;0;27208;0;0;0;0;0;0;0;212986;240194;0;2338961;2579155;0;115842;2694998
INDUSVAL - PRUDENCIAL;1000080415;b1;S4;C;2;SAO PAULO;SP;43070;23012;0;28537;1513942;0;1565491;34788;52703;464061;5301;0;0;522065;13531;2135875;2721;235689;2374285;4112;302706;2681103
PERNAMBUCANAS - PRUDENCIAL;1000080305;n1;S4;I;2;SAO PAULO;SP;43070;0;0;71373;0;0;71373;0;0;0;0;0;390739;390739;0;462112;0;1656406;2118518;0;561705;2680223
COOPERATIVA CENTRAL DE CRÉDITO DO NORTE/NORDESTE - CENTRAL SICREDI NORTE/NORDESTE;70119680;b3C;S4;I;2;CABEDELO;PB;43070;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2498057;2498057;0;153089;2651147
COOPERATIVA CENTRAL DE CRÉDITO RURAL COM INTERAÇÃO SOLIDÁRIA - CENTRAL CRESOL BASER;1401771;b3C;S4;I;2;FRANCISCO BELTRAO;PR;43070;0;0;5094;0;0;5094;0;0;0;0;0;0;0;1805471;1810565;0;688550;2499115;0;94703;2593818
OMNI - PRUDENCIAL;1000080460;b1;S4;C;2;SAO PAULO;SP;43070;8;0;0;670322;0;670330;0;0;0;0;0;1128895;1128895;0;1799225;0;493229;2292454;3220;283807;2579481
RODOBENS - PRUDENCIAL;1000080855;b1;S4;C;2;SAO PAULO;SP;43070;4673;0;81964;160924;0;247561;0;303527;0;97481;0;0;401008;279715;928284;10113;458854;1397250;4251;1139704;2541206
BCO TRIANGULO S.A. - PRUDENCIAL;1000081438;b1;S4;C;2;UBERLANDIA;MG;43070;177881;0;85719;757313;17528;1038441;0;101069;0;295231;0;0;396299;152237;1586977;0;379237;1966214;1800;482692;2450706
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO UNIÃO PARANÁ/SÃO PAULO - SICREDI UNIÃO PR/SP;79342069;b3S;S4;I;2;MARINGA;PR;43070;320391;0;1005;1056745;11161;1389302;0;0;0;0;0;0;0;17593;1406895;0;722081;2128976;0;317538;2446514
COOPERATIVA CENTRAL DE ECONOMIA E CRÉDITO MÚTUO DAS UNICRED'S DE SANTA CATARINA E DO PARANÁ LTDA - UNICRED CENTRAL SC/PR;543968;b3C;S4;I;2;FLORIANOPOLIS;SC;43070;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2351869;2351869;0;78628;2430497
RENDIMENTO - PRUDENCIAL;1000080659;b1;S4;C;2;SAO PAULO;SP;43070;57673;0;9249;618169;85330;770421;0;55799;0;0;0;0;55799;77035;903255;0;1160327;2063582;444;278434;2342460
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO SICREDI PIONEIRA RS - SICREDI PIONEIRA RS;91586982;b3S;S4;I;2;NOVA PETROPOLIS;RS;43070;202482;0;0;1488378;14778;1705637;0;0;0;0;0;0;0;15440;1721078;0;207262;1928340;0;342561;2270901
COOPERFORTE - COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS FUNCIONÁRIOS DE INSTITUIÇÕES FINANCEIRAS PÚBLICAS FEDERAIS LTDA.;1658426;b3S;S5;I;2;BRASILIA;DF;43070;5;0;0;1270623;382682;1653309;0;0;0;0;0;0;0;11392;1664700;0;136507;1801207;0;441103;2242310
SCANIA - PRUDENCIAL;1000080776;b2;S4;C;3;SAO BERNARDO DO CAMPO;SP;43070;0;0;0;0;0;0;0;0;0;0;0;0;0;1595454;1595454;0;287541;1882995;2336;310191;2195522
SICOOB CREDICOM - COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS MÉDICOS E PROFISSIONAIS DA ÁREA DE SAÚDE DE MINAS GERAIS LTDA.;42898825;b3S;S4;I;2;BELO HORIZONTE;MG;43070;290287;0;0;1502476;35336;1828100;0;0;271;0;0;0;271;0;1828371;0;50797;1879169;0;305040;2184209
CREDICOAMO CREDITO RURAL COOPERATIVA;81723108;b3S;S4;I;2;CAMPO MOURAO;PR;43070;49402;0;224323;682070;0;955795;0;0;0;0;0;0;0;567079;1522874;0;111587;1634461;0;545449;2179910
BCO ABN AMRO S.A. - PRUDENCIAL;1000081579;b1;S4;I;3;SAO PAULO;SP;43070;26;0;30119;26825;0;56969;0;0;286967;0;0;0;286967;956590;1300527;3631;257621;1561778;7631;568546;2137955
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO VANGUARDA DA REGIÃO DAS CATARATAS DO IGUAÇU E VALE DO PARAÍBA - SICREDI VANGUARDA PR/SP/RJ;78414067;b3S;S4;I;2;MEDIANEIRA;PR;43070;229899;0;0;1034050;7341;1271289;0;0;0;0;0;0;0;16437;1287727;0;524179;1811905;0;322771;2134677
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO OURO VERDE DO MATO GROSSO - SICREDI OURO VERDE MT;26529420;b3S;S4;I;2;LUCAS DO RIO VERDE;MT;43070;204636;0;0;634768;4947;844352;0;0;0;0;0;0;0;67472;911825;0;657419;1569244;0;512358;2081602
