Instituição financeira;Código;TCB;SR;TD;TC;Cidade;UF;Data;Disponibilidades (a);Aplicações Interfinanceiras de Liquidez (b);TVM e Instrumentos Financeiros Derivativos (c);Operações de Crédito;;;Arrendamento Mercantil;;;;;Outros Créditos - Líquido de Provisão (f);Outros Ativos Realizáveis (g);Permanente Ajustado (h);Ativo Total Ajustado (i) = (a) + (b) + (c) + (d) + (e) + (f) + (g) + (h);Credores por Antecipação de Valor Residual (j);Ativo Total (k) = (i) - (j)
;;;;;;;;;;;;Operações de Crédito (d1);Provisão sobre Operações de Crédito (d2);Operações de Crédito Líquidas de Provisão (d);Arrendamento Mercantil a Receber (e1);Imobilizado de Arrendamento (e2);Credores por Antecipação de Valor Residual (e3);Provisão sobre Arrendamento Mercantil (e4);Arrendamento Mercantil Líquido de Provisão (e);;;;;;
BB - PRUDENCIAL;1000080329;b1;S1;C;1;BRASILIA;DF;43070;13480556;373002956;134497854;579764883;-35444029;544320854;244704;349357;195504;-20503;769063;191354006;76086677;34606105;1368118070;195504;1367922566
ITAU - PRUDENCIAL;1000080099;b1;S1;C;2;SAO PAULO;SP;43070;18668746;265157372;259495552;423637311;-33547509;390089801;6644235;3082607;2001057;-378974;11348924;198005164;135852858;47604852;1326223268;2001057;1324222212
CAIXA ECONÔMICA FEDERAL - PRUDENCIAL;1000080738;b1;S1;C;1;BRASILIA;DF;43070;11451848;144232795;187183035;695150457;-36915441;658235016;0;0;0;0;0;83065862;163803286;13518072;1261489914;0;1261489914
BRADESCO - PRUDENCIAL;1000080075;b1;S1;C;2;OSASCO;SP;43070;14873276;154342659;242262702;321733318;-34432755;287300564;57581;3876128;1683851;-146811;5470749;144048267;73042829;70655129;991996174;1683851;990312323
BNDES - PRUDENCIAL;1000081847;b4;S2;C;1;RIO DE JANEIRO;RJ;43070;490;112548040;154404221;319837380;-11584342;308253038;0;0;0;0;0;37689603;241103567;13518101;867517060;0;867517060
SANTANDER - PRUDENCIAL;1000080185;b1;S1;C;3;SAO PAULO;SP;43070;11233172;46690649;167860689;221663469;-16366843;205296626;21336;4712601;2138695;-72436;6800195;149225970;84823787;13193085;685124174;2138695;682985479
SAFRA - PRUDENCIAL;1000080109;b1;S2;C;2;SAO PAULO;SP;43070;599057;37044949;42317105;50564285;-2477386;48086899;45580;1835166;900607;-36284;2745070;12609395;5397054;4153755;152953284;900607;152052676
BTG PACTUAL - PRUDENCIAL;1000080336;b1;S1;C;2;RIO DE JANEIRO;RJ;43070;4308117;27788036;40392446;13548163;-733693;12814471;0;1214;0;0;1214;29634541;1817949;9439274;126196048;0;126196048
CIELO - PRUDENCIAL;1000084710;n4;;C;2;BARUERI;SP;43070;322884;437785;5269485;0;0;0;0;0;0;0;0;13188676;64981454;11739671;95939956;0;95939956
