Instituição financeira;Código;TCB;SR;TD;TC;Cidade;UF;Data;Resultado de Intermediação Financeira;;;;;;;;;;;;;;Outras Receitas/Despesas Operacionais;;;;;;;;;Resultado Operacional (e) = (c) + (d);Resultado Não Operacional (f);Resultado antes da Tributação, Lucro e Participação (g) = (e) + (f);Imposto de Renda e Contribuição Social (h);Participação nos Lucros (i);Lucro Líquido (j) = (g) + (h) + (i);Juros Sobre Capital Próprio (k)
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO UNICRED IJUÍ LTDA - UNICRED IJUÍ;1526924;b3S;S5;I;2;IJUI;RS;43070;4035;0;3166;0;0;0;7202;-3279;0;0;0;-95;-3374;3828;374;75;-1144;-1046;-10;0;4;-22;-1769;2058;0;2058;-22;-50;1986;-275
COOPERATIVA DE CRÉDITO DOS EMPREGADOS DO SISTEMA FIESC - CREDIFIESC;2405189;b3S;S5;I;2;FLORIANOPOLIS;SC;43070;4636;0;2540;0;0;0;7177;-2311;0;0;0;-999;-3309;3868;906;360;-1864;-1621;-8;0;64;-604;-2767;1100;1;1099;0;-88;1011;-604
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE CAMPOS ALTOS LTDA - SICOOB CREDIAGRO;429890;b3S;S5;I;2;CAMPOS ALTOS;MG;43070;5500;0;1616;0;0;0;7117;-1016;-1219;0;0;-611;-2846;4270;406;297;-1464;-1001;-33;0;452;-206;-1550;2721;-11;2710;-77;0;2633;-676
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE LUZ LTDA.   SICOOB CREDILUZ;25536764;b3S;S5;I;2;LUZ;MG;43070;6072;0;1032;0;0;0;7104;-1605;-550;0;0;-599;-2754;4350;622;591;-2006;-1592;-57;0;257;-769;-2954;1397;-40;1356;-75;-79;1202;0
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS PROFISSIONAIS DA ÁREA NOTARIAL E REGISTRAL - COOPNORE;7714057;b3S;S5;I;2;PORTO ALEGRE;RS;43070;4830;0;2270;0;0;0;7101;-2467;0;0;0;-693;-3160;3941;1913;18;-2309;-3019;-2;0;14;-31;-3415;525;5;530;-20;0;510;0
COOPERATIVA DE CRÉDITO DOS FORNECEDORES DE CANA E AGROPECUARISTAS DA REGIÃO OESTE PAULISTA - SICOOB COOPCRED;53623781;b3S;S5;I;2;VALPARAISO;SP;43070;5597;0;1503;0;0;0;7099;-1329;-386;0;0;-1477;-3193;3907;723;245;-2833;-1448;-37;0;283;-137;-3203;704;1;704;-41;-183;480;-154
BCO LA PROVINCIA B AIRES BCE - PRUDENCIAL;1000081263;b1;S4;I;3;SAO PAULO;SP;43070;536;0;4429;50;2064;0;7079;-5;-743;0;0;-367;-1115;5964;0;0;-2139;-1727;-233;0;1853;-3764;-6010;-46;-8;-54;8;-181;-227;0
COOPERATIVA DE CRÉDITO DOS LOJISTAS DO DISTRITO FEDERAL - SICOOB CREDILOJISTA;7836458;b3S;S5;I;2;BRASILIA;DF;43070;6611;0;463;0;0;0;7074;-876;-401;0;0;-2319;-3596;3478;532;568;-1065;-1388;-44;0;335;-74;-1137;2341;1;2342;-21;0;2321;-401
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DA REGIÃO DE CAMPO BELO LTDA.   SICOOB CREDIBELO;71237184;b3S;S5;I;2;CAMPO BELO;MG;43070;5926;0;1140;0;0;0;7067;-1447;-865;0;0;-350;-2662;4404;580;838;-1951;-1574;-28;0;76;-272;-2331;2073;110;2183;-115;-91;1977;0
COOPERATIVA DE CRÉDITO RURAL COM INTERAÇÃO SOLIDÁRIA DE SANTO CRISTO - CRESOL SANTO CRISTO;6031727;b3S;S5;I;2;SANTO CRISTO;RS;43070;6204;0;826;0;0;0;7030;-1923;-271;0;0;-1058;-3252;3778;719;306;-1640;-1362;-1;0;276;-888;-2590;1188;-141;1047;-10;-148;889;0
COOPERATIVA DE CRÉDITO HORIZONTE - SICOOB HORIZONTE;7194313;b3S;S5;I;2;ARAPONGAS;PR;43070;5035;0;1961;0;0;0;6996;-1584;0;0;0;-767;-2351;4645;914;1202;-2575;-2517;-34;0;518;-433;-2925;1719;3;1722;-45;0;1677;-286
COOPERATIVA DE CRÉDITO RURAL DE RIO BRANCO LTDA.;5439425;b3S;S5;I;2;RIO BRANCO;AC;43070;5709;0;1189;0;0;0;6898;-1709;0;0;0;-1345;-3054;3845;232;74;-1168;-894;0;0;0;-47;-1803;2042;34;2076;0;0;2076;-248
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE PEDRO LEOPOLDO LTDA - SICOOB CREDIPEL;71441406;b3S;S5;I;2;PEDRO LEOPOLDO;MG;43070;4976;0;1896;0;0;0;6872;-1987;-165;0;0;-1297;-3450;3422;518;625;-2115;-1988;-34;0;361;-361;-2995;427;-7;420;-45;-60;315;0
COOPERATIVA DE CRÉDITO CAPITAL FORTE - SICOOB CREDIFORTE;3497143;b3S;S5;I;2;PORTO VELHO;RO;43070;6542;0;291;0;0;0;6833;-660;-584;0;0;-1256;-2500;4332;553;643;-2379;-2928;-72;0;662;-249;-3770;562;6;569;-54;-19;496;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO CENTRO OESTE GOIANO LTDA.;7502031;b3S;S5;I;2;GOIANESIA;GO;43070;6048;0;783;0;0;0;6831;-957;-358;0;0;-622;-1938;4893;428;365;-1684;-1719;-16;0;352;-174;-2449;2445;42;2487;-37;0;2450;-2627
COOPERATIVA DE CREDITO RURAL COM INTERAÇÃO SOLIDÁRIA DE TENENTE PORTELA - CRESOL TENENTE PORTELA;4622657;b3S;S5;I;2;TENENTE PORTELA;RS;43070;6094;0;662;0;0;0;6756;-1561;-410;0;0;-3108;-5079;1677;806;575;-1739;-1395;0;0;471;-1178;-2461;-784;853;68;-43;-26;0;0
SICREDI CARIRI - COOPERATIVA DE CRÉDITO DA REGIÃO DO CARIRI;86913993;b3S;S5;I;2;JUAZEIRO DO NORTE;CE;43070;4137;0;2586;0;0;0;6723;-2116;0;0;0;16;-2100;4623;189;311;-1837;-1129;-7;6;266;-648;-2849;1774;-7;1768;0;-30;1738;-1624
COOPERATIVA DE CRÉDITO SICREDI REGIÃO SUL DA BAHIA -SICREDI REGIÃO SUL DA BAHIA;97489280;b3S;S5;I;2;ITABUNA;BA;43070;4674;0;2034;0;0;0;6708;-1568;0;0;0;-279;-1847;4860;132;322;-1982;-957;-4;6;319;-588;-2753;2108;0;2108;0;-5;2102;-2776
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS DO MÉDIO SUL BAIANO LTDA. - SICOOB COSTA DO DESCOBRIMENTO;1205736;b3S;S5;I;2;ITAMARAJU;BA;43070;5845;0;798;0;0;0;6644;-636;-383;0;0;-1077;-2096;4548;775;1047;-2628;-2540;-72;0;364;-423;-3477;1071;-14;1058;29;0;1087;-268
COOPERATIVA DE CRÉDITO RURAL COM INTERAÇÃO SOLIDÁRIA UNIÃO DOS PINHAIS - CRESOL UNIÃO DOS PINHAIS;2446089;b3S;S5;I;2;CORONEL VIVIDA;PR;43070;5936;0;701;0;0;0;6637;-956;-1954;0;0;-1077;-3988;2649;813;411;-1046;-1246;-5;0;304;-331;-1100;1549;-23;1526;-7;-194;1324;-514
COOPERATIVA DE CRÉDITO DOS SERVIDORES MILITARES, POLÍCIA CIVIL E DA SECRETARIA DE EDUCAÇÃO DO ESTADO DE MINAS GERAIS LTDA – SICOOB COOPEMG;3269540;b3S;S5;I;2;BELO HORIZONTE;MG;43070;6215;0;412;0;0;0;6627;-1378;-973;0;0;-1187;-3538;3089;586;91;-1387;-1078;-60;0;36;-823;-2635;454;-17;437;-56;0;381;0
TORRE CC LTDA - PRUDENCIAL;1000082138;n2;S4;I;2;SAO PAULO;SP;43070;0;0;1;0;6554;0;6554;0;0;0;0;0;0;6554;163;0;-1423;-1750;-324;0;244;-2551;-5640;914;0;914;-273;0;641;0
CONCORDIA SA CVMC COMMODITIES - PRUDENCIAL;1000082822;n2;S4;I;2;SAO PAULO;SP;43070;0;0;6561;-16;0;0;6545;-1424;0;0;0;0;-1424;5122;14834;2214;-9154;-46766;-1482;0;480;-761;-40635;-35513;-112;-35625;-41;-2207;-37873;0
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS PROFISSIONAIS DAS ÁREAS DE TECNOLOGIA, DE ENGENHARIA E DE ARQUITETURA DE BELO HORIZONTE E REGIÃO METROPOLITANA DE BELO HORIZONTE LTDA - SICOOB ENGECRED - MG;2606305;b3S;S5;I;2;BELO HORIZONTE;MG;43070;3995;0;2502;0;0;0;6496;-2657;-6;0;0;-625;-3288;3208;334;718;-1694;-1420;-74;0;153;-362;-2345;863;0;863;-9;0;854;-407
UNIPRIME DOURADOS - COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS PROFISSIONAIS DA SAÚDE,  DAS CIÊNCIAS E DAS ARTES DE DOURADOS;37554441;b3S;S5;I;2;DOURADOS;MS;43070;3828;0;2656;0;0;0;6484;-1961;0;0;0;-516;-2478;4006;105;58;-1134;-862;-36;0;626;-69;-1312;2695;25;2719;-6;0;2713;-914
CENTRAL DAS COOPERATIVAS DE CRÉDITO DO NORDESTE - SICOOB CENTRAL NE;70116611;b3C;S4;I;2;CABEDELO;PB;43070;492;0;5990;0;0;0;6482;-5721;0;0;0;219;-5502;980;6;0;-2611;-1123;-13;0;3232;-127;-636;344;638;982;-149;0;832;-628
GREENCRED - COOPERATIVA DE CREDITO DOS MEDICOS, DEMAIS CATEGORIAS AFINS E PROFESSORES DE ENSINO SUPERIOR DE CURITIBA, REGIAO METROPOLITANA E LITORAL;2347114;b3S;S5;I;2;CURITIBA;PR;43070;2843;0;3613;0;0;0;6455;-2557;0;0;0;-153;-2710;3746;0;0;-509;-1460;-2;0;0;0;-1971;1775;0;1775;-408;0;1367;-566
COOPERATIVA DE CRÉDITO DOS EMPRESÁRIOS DA GRANDE DOURADOS - SICOOB DOURADOS;10319386;b3S;S5;I;2;DOURADOS;MS;43070;5557;0;872;0;0;0;6429;-1492;-82;0;0;-1147;-2721;3708;604;591;-1231;-1549;-32;0;230;-556;-1943;1765;3;1768;-49;-92;1627;-520
COMPANHIA PROVINCIA DE CREDITO IMOBILIARIO - PRUDE;1000080972;n1;S4;C;2;PORTO ALEGRE;RS;43070;6132;0;283;0;0;0;6415;-144;0;0;0;194;51;6465;963;0;-1665;-7360;-48;0;1408;-968;-7669;-1204;-300;-1504;-106;0;-1610;0
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS SERVIDORES PÚBLICOS ESTADUAIS DO RIO GRANDE DO SUL EM PORTO ALEGRE E GRANDE PORTO ALEGRE - SERVICOOP;3973814;b3S;S5;I;2;PORTO ALEGRE;RS;43070;6109;0;300;0;0;0;6408;-702;-2;0;0;-733;-1437;4971;642;0;-2225;-2063;-10;0;0;-287;-3943;1028;-131;897;0;0;897;-350
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO DOS INTEGRANTES DA MAGISTRATURA E DO MINISTÉRIO PÚBLICO NO ESTADO DO PARANÁ - SICREDI CREDJURIS;4886317;b3S;S5;I;2;CURITIBA;PR;43070;2436;0;3935;0;0;0;6371;-4333;-34;0;0;-3;-4369;2002;419;7;-901;-421;-20;0;145;-387;-1158;844;1;845;0;0;845;-443
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DO NOROESTE DE MINAS GERAIS LTDA.   SICOOB CREDIPINHO;71154876;b3S;S5;I;2;JOAO PINHEIRO;MG;43070;5324;0;1035;0;0;0;6358;-1337;-460;0;0;-362;-2159;4200;668;914;-2805;-2037;-51;0;561;-545;-3295;905;-43;862;-38;0;824;0
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS MAGISTRADOS DE SÃO PAULO - MAGISCRED;51489318;b3S;S5;I;2;SAO PAULO;SP;43070;4182;0;2175;0;0;0;6356;-2497;0;0;0;-232;-2728;3628;16;5;-1520;-1653;-11;0;212;-14;-2965;663;0;663;-14;0;649;0
COOPERATIVA DE CRÉDITO DOS INTEGRANTES DO MINISTÉRIO PÚBLICO E DO PODER JUDICIÁRIO NOS ESTADOS DO AMAPÁ E CEARÁ E LIVRE ADMISSÃO NO ESTADO DO PARÁ - SICOOB COIMPPA;84156470;b3S;S5;I;2;BELEM;PA;43070;5418;0;932;0;0;0;6350;-610;0;0;0;-417;-1027;5323;179;41;-1902;-1133;-15;0;91;-182;-2922;2401;0;2401;-18;0;2383;-223
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE CAMPINA VERDE LTDA. - SICOOB CREDICAMPINA;1609345;b3S;S5;I;2;CAMPINA VERDE;MG;43070;5242;0;1080;0;0;0;6322;-1101;-890;0;0;-2305;-4296;2025;305;321;-1460;-959;-28;0;145;-299;-1975;50;1;51;-45;-44;-38;0
COOPERATIVA DE CRÉDITO DE SERVIDORES PÚBLICOS E TRABALHADORES DA REDE DE ENSINO DA REGIÃO E COLAR METROPOLITANO DO VALE DO AÇO LTDA. - SICOOB COSMIPA;17361536;b3S;S5;I;2;IPATINGA;MG;43070;5503;0;816;0;0;0;6318;-937;0;0;0;-930;-1867;4451;719;47;-1564;-1396;-63;0;861;-217;-1613;2838;-1;2837;28;0;2865;-2320
EURODIVISAS CC LTDA. - PRUDENCIAL;1000084435;n2;S4;I;3;RIO DE JANEIRO;RJ;43070;0;0;28;0;6272;0;6300;0;0;0;0;0;0;6300;1899;0;-3146;-6848;-488;0;71;-197;-8710;-2409;86;-2323;0;0;-2323;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE PARAOPEBA LTDA. - SICOOB CREDIPARAOPEBA;22749014;b3S;S5;I;2;PARAOPEBA;MG;43070;3763;0;2524;0;0;0;6287;-1852;-169;0;0;-758;-2778;3509;588;667;-1713;-1368;-37;0;259;-201;-1805;1704;-26;1677;-83;-81;1513;-400
COOPERATIVA DE CRÉDITO DOS SERVIDORES PÚBLICOS NO ESTADO DA BAHIA LTDA. - SICOOB CRED EXECUTIVO;4321309;b3S;S5;I;2;SALVADOR;BA;43070;5742;0;492;0;0;0;6234;-1709;-183;0;0;-392;-2284;3951;268;85;-1555;-1111;-25;0;129;-146;-2355;1596;0;1596;10;0;1606;-448
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS MÉDICOS E DEMAIS PROFISSIONAIS DA ÁREA DE SAÚDE DE NÍVEL SUPERIOR DE JUIZ DE FORA LTDA. - UNICRED JUIZ DE FORA;71479653;b3S;S5;I;2;JUIZ DE FORA;MG;43070;4603;0;1581;0;0;0;6184;-2363;0;0;0;271;-2091;4093;390;150;-1317;-2463;-24;0;36;-27;-3256;837;11;848;-2;0;847;0
BGC LIQUIDEZ DTVM LTDA - PRUDENCIAL;1000084033;n2;S4;I;3;RIO DE JANEIRO;RJ;43070;0;0;10175;-4002;0;0;6173;0;0;0;0;0;0;6173;37964;0;-20261;-14664;-3091;0;17503;-13861;3591;9765;0;9765;1693;-27317;-15859;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE MARECHAL CÂNDIDO RONDON E REGIÃO - SICOOB MARECHAL;7097064;b3S;S5;I;2;MARECHAL CANDIDO RONDON;PR;43070;5010;0;1155;0;0;0;6165;-1507;-355;0;0;-698;-2560;3605;630;644;-1861;-2245;-27;0;360;-399;-2898;706;-38;668;-15;0;653;-539
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE BAMBUÍ LTDA. - SICOOB CREDIBAM;66259110;b3S;S5;I;2;BAMBUI;MG;43070;4072;0;2032;0;0;0;6104;-1680;-174;0;0;-528;-2382;3721;462;346;-1676;-1378;-38;0;176;-150;-2258;1463;-8;1455;-64;-73;1319;0
COOPERATIVA DE CRÉDITO VALE DO CANOAS - SICOOB/SC CREDICANOAS;707903;b3S;S5;I;2;ABDON BATISTA;SC;43070;4794;0;1245;0;0;3;6043;-1565;-189;0;0;-327;-2082;3961;177;232;-1564;-1379;-15;0;64;-133;-2618;1343;28;1370;-20;0;1350;0
BRX CC LTDA. - PRUDENCIAL;1000082413;n2;S4;I;2;RIO DE JANEIRO;RJ;43070;0;0;1;0;6037;0;6038;0;0;0;0;0;0;6038;429;0;-785;-830;-332;0;67;-4515;-5966;71;0;71;-25;0;46;0
COOPERATIVA DE CREDITO DO PLANALTO SUL - SICOOB CREDISSERRANA;3033469;b3S;S5;I;2;LAGES;SC;43070;5176;0;856;0;0;0;6033;-1191;-437;0;0;-1032;-2660;3373;483;1026;-1915;-1987;-30;0;235;-359;-2547;825;28;853;-33;0;820;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE RIO BRANCO LTDA;1608685;b3S;S5;I;2;RIO BRANCO;AC;43070;5146;0;882;0;0;0;6027;-1366;-25;0;0;-808;-2200;3827;424;309;-1347;-1071;-46;0;249;-159;-1641;2187;11;2198;-59;-140;1999;-416
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE VAZANTE LTDA. - SICOOB CREDIVAZ;803287;b3S;S5;I;2;VAZANTE;MG;43070;4734;0;1260;0;0;0;5993;-1199;-419;0;0;-475;-2093;3900;541;464;-1947;-1383;-54;0;198;-285;-2467;1433;-81;1352;-65;0;1288;0
COOPERATIVA DE CRÉDITO RURAL COM INTERAÇAO SOLIDÁRIA DO VALE DAS ARAUCÁRIAS - CRESOL VALE DAS ARAUCÁRIAS;2483330;b3S;S5;I;2;TURVO;PR;43070;5388;0;582;0;0;0;5970;-480;-1165;0;0;-448;-2092;3878;329;596;-1450;-1658;-8;0;209;-1126;-3109;770;-149;621;-58;0;563;0
AGK CC S.A. - PRUDENCIAL;1000082035;n2;S4;I;2;SAO PAULO;SP;43070;0;0;0;0;5959;0;5959;0;0;0;0;0;0;5959;2647;0;-1878;-5744;-540;0;24;-215;-5706;253;0;253;0;0;253;0
DIRECAO S.A. CFI - PRUDENCIAL;1000083625;n1;S4;I;2;SANTOS;SP;43070;4343;0;1601;0;0;0;5943;0;0;0;0;-1601;-1601;4343;0;0;-826;-935;-223;0;7;-12;-1989;2354;0;2354;-1560;0;793;0
UNICRED REGIONAL NORTE LAGOS - COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO REGIONAL NORTE LAGOS LTDA;4445917;b3S;S5;I;2;CAMPOS DOS GOYTACAZES;RJ;43070;4373;0;1551;0;0;0;5924;-1569;0;0;0;-1058;-2627;3297;773;373;-1985;-2837;-27;0;22;-41;-3722;-425;27;-398;-17;0;-416;0
COOPERATIVA DE CREDITO RURAL COM INTERACAO SOLIDARIA DE CASCAVEL - CRESOL CASCAVEL;2448310;b3S;S5;I;2;CASCAVEL;PR;43070;5212;0;699;0;0;0;5911;-632;-1768;0;0;459;-1941;3970;815;409;-1602;-1627;-13;0;183;-471;-2304;1665;-25;1640;-18;0;1623;0
COOPERATIVA DE CREDITO DE LIVRE ADMISSAO DE PITANGUI E REGIAO LTDA. - SICOOB CREDPIT;4181542;b3S;S5;I;2;PITANGUI;MG;43070;4500;0;1385;0;0;0;5885;-1932;-38;0;0;-140;-2110;3775;697;550;-2511;-1972;-29;0;1279;-197;-2183;1591;-7;1585;-103;0;1481;0
UNICRED COSTA DO SOL RJ - COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS PROFISSIONAIS DE SAÚDE DA COSTA DO SOL LTDA.;39231527;b3S;S5;I;2;MACAE;RJ;43070;4125;0;1730;0;0;0;5854;-1693;0;0;0;706;-987;4868;424;151;-1687;-2652;-15;0;430;-140;-3489;1379;224;1603;-19;0;1584;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DA REGIÃO DE SÃO SEBASTIÃO DO PARAÍSO LTDA. - SICOOB PARAÍSOCRED;1657678;b3S;S5;I;2;SAO SEBASTIAO DO PARAISO;MG;43070;4407;0;1412;0;0;0;5819;-1776;0;0;0;-262;-2038;3781;481;288;-1629;-1403;-44;0;194;-202;-2314;1468;-62;1405;12;0;1417;-201
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS FUNCIONÁRIOS DA CEPLAC LTDA. - SICOOB COOPEC;32615247;b3S;S5;I;2;ILHEUS;BA;43070;5051;0;757;0;0;0;5809;-872;0;0;0;-134;-1006;4803;35;192;-711;-1886;-7;0;3004;-62;566;5368;0;5368;2;0;5371;-1648
COOPERATIVA DE CRÉDITO COGEM;44401800;b3S;S5;I;2;SAO BERNARDO DO CAMPO;SP;43070;5083;0;615;0;0;0;5698;0;0;0;0;-204;-204;5494;0;0;-685;-345;-32;0;7;-3;-1058;4435;0;4435;-83;0;4353;-2179
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS PÉROLA DO VALE - SICOOB CREDIPÉROLA;82133182;b3S;S5;I;2;TIMBO;SC;43070;4832;0;861;0;0;0;5693;-1285;-5;0;0;-749;-2039;3654;309;581;-2105;-1551;-27;0;220;-367;-2941;713;-66;647;5;0;652;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE RIO VERDE E REGIÃO LTDA.;9033698;b3S;S5;I;2;RIO VERDE;GO;43070;4837;0;854;0;0;0;5691;-1060;-161;0;0;-189;-1410;4281;346;250;-1336;-1457;-11;0;209;-168;-2167;2114;0;2114;-21;0;2093;-739
COOPERATIVA DE CRÉDITO RURAL COM INTERAÇÃO SOLIDÁRIA SUL PARANAENSE - CRESOL SUL PARANAENSE;5277312;b3S;S5;I;2;CRUZ MACHADO;PR;43070;5108;0;573;0;0;0;5681;-714;-1172;0;0;-1638;-3524;2157;392;412;-1374;-1483;-7;0;191;-498;-2367;-210;32;-178;-5;-106;-289;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS DO SUDOESTE BAIANO LTDA - SICOOB CREDICONQUISTA;2282165;b3S;S5;I;2;VITORIA DA CONQUISTA;BA;43070;4796;0;853;0;0;0;5649;-687;-87;0;0;-1039;-1813;3836;943;675;-2014;-1611;-30;0;197;-325;-2165;1671;0;1671;18;0;1689;-688
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS INTEGRANTES DAS CARREIRAS JURÍDICAS E DOS SERVENTUÁRIOS DE ÓRGÃOS DA JUSTIÇA E AFINS, NO ESTADO DE RONDÔNIA   SICOOB CREDJURD;4751713;b3S;S5;I;2;PORTO VELHO;RO;43070;4723;0;914;0;0;0;5637;-159;0;0;0;-265;-424;5214;145;24;-741;-843;-17;0;275;-119;-1275;3939;0;3939;-8;0;3930;-547
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DO VALE DO RIO GRANDE LTDA. - SICOOB UBERABA;25683475;b3S;S5;I;2;UBERABA;MG;43070;4114;0;1518;0;0;0;5632;-1106;-284;0;0;-1452;-2842;2790;965;862;-1869;-1462;-119;0;375;-294;-1541;1249;5;1254;-62;-69;1122;-142
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS DO PLANALTO SERRANO - SICOOB CREDISERRA SC;1692448;b3S;S5;I;2;URUPEMA;SC;43070;4555;0;1077;0;0;0;5632;-1339;-418;0;0;-1055;-2813;2819;286;231;-1776;-1468;-18;0;128;-180;-2797;22;-19;3;-3;0;1;0
COOPERATIVA DE CRÉDITO DOS FUNCIONÁRIOS DO GRUPO WALMART LTDA. – SICOOB COOPERBOM;74026998;b3S;S5;I;2;SALVADOR;BA;43070;5395;0;188;0;0;0;5583;-196;-215;0;0;-637;-1048;4535;236;76;-2102;-1527;-31;0;24;-113;-3436;1099;0;1099;14;0;1113;-533
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS DE GUARAMIRIM - CREVISC;10143743;b3S;S5;I;2;GUARAMIRIM;SC;43070;4849;0;728;0;0;0;5576;-931;-271;0;0;-1446;-2648;2928;454;253;-1118;-1212;-4;0;26;-320;-1920;1008;-5;1003;0;-54;948;-1023
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS SERVIDORES PÚBLICOS NO ESTADO DO ESPÍRITO SANTO;1330295;b3S;S5;I;2;VITORIA;ES;43070;4548;0;1027;0;0;0;5576;-1617;0;0;0;-2;-1620;3956;278;1;-2144;-1818;-25;0;348;-211;-3571;385;8;393;0;0;393;-641
GUITTA CC LTDA - PRUDENCIAL;1000082107;n2;S4;I;2;SAO PAULO;SP;43070;0;0;146;0;5398;0;5544;0;0;0;0;0;0;5544;4483;0;-2007;-5718;-655;0;9;-16;-3905;1640;0;1640;-710;0;929;0
COOPERATIVA DE CRÉDITO RURAL COM INTERAÇÃO SOLIDÁRIA DE GUARANI DAS MISSÕES - CRESOL GUARANI DAS MISSÕES;8488377;b3S;S5;I;2;GUARANI DAS MISSOES;RS;43070;5173;0;369;0;0;0;5541;-630;-256;0;0;-1022;-1907;3634;484;242;-935;-947;0;0;329;-817;-1643;1991;-453;1538;0;-71;1466;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE MANAUS   SICOOB MANAUS;5580585;b3S;S5;I;2;MANAUS;AM;43070;5115;0;382;0;0;0;5497;-764;0;0;0;-1864;-2628;2869;323;235;-1181;-1003;-16;0;385;-258;-1515;1354;0;1354;-8;0;1347;0
H.H.PICCHIONI - PRUDENCIAL;1000080226;n2;S4;C;2;BELO HORIZONTE;MG;43070;0;0;605;0;4889;0;5494;0;1;0;0;0;1;5494;147;0;-3623;-3981;-279;0;124;1;-7613;-2120;2;-2117;858;0;-1259;0
COOPERATIVA DE CRÉDITO RURAL COM INTERAÇÃO SOLIDÁRIA DE GRANDES RIOS - CRESOL GRANDES RIOS;7925729;b3S;S5;I;2;GRANDES RIOS;PR;43070;4882;0;610;0;0;0;5492;-694;-1006;0;0;-508;-2208;3283;331;482;-1125;-1271;-6;0;105;-369;-1853;1431;-38;1392;-15;-193;1185;-86
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS MÉDICOS, SERVIDORES PÚBLICOS E PROFISSIONAIS DA ÁREA DE SAÚDE DA BAHIA LTDA. - UNICRED DA BAHIA;2602922;b3S;S5;I;2;FEIRA DE SANTANA;BA;43070;4250;0;1155;0;0;0;5405;-1346;0;0;0;157;-1189;4216;610;149;-1708;-2239;-18;0;12;-15;-3209;1007;2;1008;0;0;1008;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DO CENTRO-OESTE DE MINAS LTDA - SICOOB CREDICARMOMINAS;71238232;b3S;S5;I;2;CARMOPOLIS DE MINAS;MG;43070;3658;0;1734;0;0;0;5392;-1617;-287;0;0;-133;-2036;3356;504;508;-1216;-1288;-33;0;107;-170;-1587;1769;-3;1765;-42;-33;1690;-152
COOPERATIVA DE CREDITO RURAL ASCOOB SISAL;63229629;b3S;S5;I;2;SERRINHA;BA;43070;5041;0;333;0;0;0;5375;-891;-119;0;0;-180;-1191;4184;182;670;-1515;-1606;-1;0;53;-1220;-3436;747;34;781;-2;0;779;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DA CIDADE DE GOIÂNIA E ENTORNO LTDA.;97360804;b3S;S5;I;2;GOIANIA;GO;43070;4428;0;918;0;0;0;5346;-1123;0;0;0;-659;-1781;3565;540;550;-2079;-1598;-35;0;394;-181;-2410;1155;-35;1120;-21;0;1099;-519
DEBONI DTVM LTDA - PRUDENCIAL;1000084150;n2;S4;I;2;CURITIBA;PR;43070;0;0;0;0;5324;0;5324;0;0;0;0;0;0;5324;0;227;-3089;-2427;-258;0;0;-3;-5550;-225;0;-225;0;0;-225;0
