Instituição financeira;Código;TCB;SR;TD;TC;Cidade;UF;Data;Ativo Total;Carteira de Crédito Classificada;Passivo Circulante e Exigível a Longo Prazo e Resultados de Exercícios Futuros;Captações;Patrimônio Líquido;Lucro Líquido;Patrimônio de Referência para Comparação com o RWA;Índice de Basileia;Índice de Imobilização;Número de Agências;Número de Postos de Atendimento
BB - PRUDENCIAL;1000080329;b1;;C;1;BRASILIA;DF;42614;1449721368;671550386;1374681879;1131748772;75039488;2301250;127060689;0,1759;0,1564;5452;1401
ITAU - PRUDENCIAL;1000080099;b1;;C;2;SAO PAULO;SP;42614;1255731476;495322749;1124972521;842752791;130758955;4959768;139557136;0,1896;0,236;3601;933
CAIXA ECONÔMICA FEDERAL - PRUDENCIAL;1000080738;b1;;C;1;BRASILIA;DF;42614;1231970946;699587617;1205045288;1051564922;26925658;837546;76742155;0,1346;0,1461;3412;836
BRADESCO - PRUDENCIAL;1000080075;b1;;C;2;OSASCO;SP;42614;1003067017;399406661;904500472;723744679;98566545;3237338;95055592;0,1446;0,444;5352;1604
BNDES - PRUDENCIAL;1000081847;b4;;C;1;RIO DE JANEIRO;RJ;42614;959699344;377359279;908679880;590889031;51019464;6413521;129880851;0,1938;0,0949;4;0
SANTANDER - PRUDENCIAL;1000080185;b1;;C;3;SAO PAULO;SP;42614;660941862;247317232;597231269;443793967;63710593;1506906;63302201;0,176;0,1678;2763;1176
BTG PACTUAL - PRUDENCIAL;1000080336;b1;;C;2;RIO DE JANEIRO;RJ;42614;198514173;40957071;177247188;94557882;21266984;717080;26296006;0,1599;0,3153;11;0
SAFRA - PRUDENCIAL;1000080109;b1;;C;2;SAO PAULO;SP;42614;143590975;46882725;133879952;116167652;9711023;409187;12749838;0,155;0,2649;113;5
VOTORANTIM - PRUDENCIAL;1000080484;b1;;C;2;SAO PAULO;SP;42614;103675389;46642962;95421278;67490075;8254110;-50209;9736671;0,1555;0,1506;93;0
CITIBANK - PRUDENCIAL;1000080192;b1;;C;3;SAO PAULO;SP;42614;81273213;20550670;72789823;44278238;8483390;199942;8273594;0,1565;0,0596;134;14
BANRISUL - PRUDENCIAL;1000080154;b1;;C;1;PORTO ALEGRE;RS;42614;67940221;30146654;61468320;51700425;6471901;105020;6655282;0,1709;0,1185;537;202
CREDIT SUISSE - PRUDENCIAL;1000080219;b1;;C;3;SAO PAULO;SP;42614;45185852;6799215;41418824;27578741;3767028;80488;5032142;0,1556;0,0653;10;0
BCO DO NORDESTE DO BRASIL S.A. - PRUDENCIAL;1000081593;b1;;I;1;FORTALEZA;CE;42614;43567609;12992825;40541731;15640250;3025878;-52797;4739928;0,1273;0,0455;319;2
JP MORGAN CHASE - PRUDENCIAL;1000080116;b1;;C;3;SAO PAULO;SP;42614;41641678;1446086;37200368;21437360;4441309;77295;4401654;0,1904;0,0248;8;1
SICREDI - PRUDENCIAL;1000080745;b1;;C;2;PORTO ALEGRE;RS;42614;40494910;14778031;39210264;37793811;1284647;33236;1429720;0,2039;0,0798;5;0
BNP PARIBAS - PRUDENCIAL;1000080673;b1;;C;3;SAO PAULO;SP;42614;37771196;11645803;34965768;17392935;2805428;49037;3424732;0,1353;0,0185;9;0
BANCOOB - PRUDENCIAL;1000080879;b1;;C;2;BRASILIA;DF;42614;32941544;10974901;31799968;28226421;1141576;45138;1134476;0,1457;0,0853;4;0
PAN;1000080257;b1;;C;2;SAO PAULO;SP;42614;27939549;18445096;24527971;20244315;3411578;-12967;2708990;0,1341;0,1934;4;0
BCO TOKYO-MITSUBISHI BM S.A. - PRUDENCIAL;1000081713;b1;;I;3;SAO PAULO;SP;42614;23816113;1073769;22445469;5659018;1370645;13273;1356501;0,2415;0,0342;2;0
SOCIETE GENERALE - PRUDENCIAL;1000080264;b1;;C;3;SAO PAULO;SP;42614;23777156;1944880;22427225;9674616;1349931;14083;1349425;0,2632;0,0669;5;0
BANESTES - PRUDENCIAL;1000080147;b1;;C;1;VITORIA;ES;42614;23690330;3789410;22457499;21631498;1232830;33672;1207260;0,181;0,2216;134;28
ABC-BRASIL - PRUDENCIAL;1000080312;b1;;C;3;SAO PAULO;SP;42614;23555553;10654305;20724246;17373706;2831308;102787;3532414;0,1842;0,0107;6;0
BCO RABOBANK INTL BRASIL S.A. - PRUDENCIAL;1000081555;b1;;I;3;SAO PAULO;SP;42614;21194974;14975066;19412383;16233450;1782591;79738;2606510;0,1391;0,0073;17;0
BCO DAYCOVAL S.A - PRUDENCIAL;1000081744;b1;;C;2;SAO PAULO;SP;42614;21002028;12958285;18464553;15130266;2537475;90565;2520432;0,1595;0,1057;39;0
BOFA MERRILL LYNCH - PRUDENCIAL;1000080556;b1;;C;3;SAO PAULO;SP;42614;19678956;707264;17829069;6775404;1849887;73546;1848901;0,1737;0,0272;2;0
VOLKSWAGEN - PRUDENCIAL;1000080202;b2;;C;3;SAO PAULO;SP;42614;18963179;15887480;16299712;11845895;2663467;42838;3617899;0,2292;0,0066;1;0
DEUTSCHE - PRUDENCIAL;1000080532;b1;;C;3;SAO PAULO;SP;42614;18761236;3317228;17098978;6638188;1662258;-14730;1619025;0,1588;0,0111;2;0
CCB - PRUDENCIAL;1000080295;b1;;C;3;SAO PAULO;SP;42614;18198429;6788329;17050032;14057440;1148398;-111392;1270616;0,1406;0,1197;36;0
BMG - PRUDENCIAL;1000080178;b1;;C;2;SAO PAULO;SP;42614;16855593;8704677;13756248;8942616;3099345;8663;1468121;0,1541;0,3611;30;0
BD REGIONAL DO EXTREMO SUL - PRUDENCIAL;1000081311;b4;;C;1;PORTO ALEGRE;RS;42614;15875743;13010381;13460158;12750018;2415585;-7264;2230163;0,1485;0,0117;3;0
MORGAN STANLEY - PRUDENCIAL;1000080628;b1;;C;3;SAO PAULO;SP;42614;15056342;279469;12413973;5444704;2642369;28903;2367647;0,288;0,0049;2;0
BRB - PRUDENCIAL;1000080288;b1;;C;1;BRASILIA;DF;42614;14034518;10098510;12689866;10346661;1344652;116796;1423661;0,1478;0,1416;123;6
ALFA - PRUDENCIAL;1000080570;b1;;C;2;SAO PAULO;SP;42614;13471738;7062584;11232178;10570833;2239560;29813;2228139;0,2407;0,1348;41;1
BCO DA AMAZONIA S.A. - PRUDENCIAL;1000081249;b1;;I;1;BELEM;PA;42614;13188064;3647646;11287195;4208374;1900869;-63500;2701461;0,173;0,0941;124;3
GMAC - PRUDENCIAL;1000080848;b2;;C;3;SAO PAULO;SP;42614;11877568;9401690;10118534;5127977;1759034;67052;1566363;0,1588;0,0409;1;0
COOPERATIVA CENTRAL DE CRÉDITO DO RIO GRANDE DO SUL E SANTA CATARINA - CENTRAL SICREDI SUL;87437687;b3C;;I;2;PORTO ALEGRE;RS;42614;11501719;310539;11140215;0;361504;0;194010;0,2092;0,0352;0;0
MERCANTIL DO BRASIL - PRUDENCIAL;1000080123;b1;;C;2;BELO HORIZONTE;MG;42614;11350193;7014400;10445121;8515405;905071;4389;972823;0,13;0,2377;201;7
CREDIT AGRICOLE - PRUDENCIAL;1000080491;b1;;C;3;SAO PAULO;SP;42614;11349734;1546339;10503839;3369230;845895;14099;827533;0,1729;0,027;3;0
MERCEDES-BENZ - PRUDENCIAL;1000080563;b2;;C;3;SAO PAULO;SP;42614;9202880;8541097;7707401;6964950;1495479;18754;1565717;0,1679;0,0014;2;0
ING - PRUDENCIAL;1000080501;b1;;C;3;SAO PAULO;SP;42614;9037991;3591290;8224206;5149553;813785;-22835;813773;0,2263;0,0031;2;0
GOLDMAN SACHS - PRUDENCIAL;1000080714;b2;;C;3;SAO PAULO;SP;42614;8751637;0;7327176;2727140;1424461;29842;1394103;0,23;0,0064;2;0
PINE - PRUDENCIAL;1000080374;b1;;C;2;SAO PAULO;SP;42614;8335407;3655094;7183431;6026159;1151976;-6603;1100431;0,1577;0,1976;8;0
HAITONG - PRUDENCIAL;1000080666;b2;;C;3;SAO PAULO;SP;42614;8034217;523347;7379382;6826506;654835;-1239;650129;0,1584;0,0494;3;0
BCO CLASSICO S.A. - PRUDENCIAL;1000081665;b1;;C;2;RIO DE JANEIRO;RJ;42614;7608625;0;2100896;15;5507729;2233;5507729;0,4371;0;1;0
ORIGINAL - PRUDENCIAL;1000080903;b1;;C;2;SAO PAULO;SP;42614;7520792;4478045;5368667;5066206;2152125;-56245;2013883;0,208;0,3764;2;0
BCO DES. DE MG S.A. - PRUDENCIAL;1000081328;b4;;I;1;BELO HORIZONTE;MG;42614;7473027;5810207;5804993;4974352;1668033;1274;962896;0,1427;0,1042;1;0
BANCO CNH INDUSTRIAL CAPITAL S.A - PRUDENCIAL;1000081407;b2;;I;3;CURITIBA;PR;42614;7035804;6525284;5799034;5436718;1236770;22737;1220045;0,1803;0,0072;1;0
BCO SUMITOMO MITSUI BRASIL S.A. - PRUDENCIAL;1000081720;b1;;I;3;SAO PAULO;SP;42614;6776239;2325477;5904711;4746374;871528;25646;1500879;0,2637;0,0038;1;0
BCO FIBRA S.A. - PRUDENCIAL;1000081483;b1;;C;2;SAO PAULO;SP;42614;6372630;3098254;5371131;4442177;1001500;-11882;560450;0,1309;0,018;7;0
JOHN DEERE - PRUDENCIAL;1000080343;b1;;C;3;INDAIATUBA;SP;42614;6286343;6316126;5407883;5091561;878460;15662;945911;0,1578;0,0054;2;0
COOPERATIVA CENTRAL DE CRÉDITO E INVESTIMENTO DOS ESTADOS DO PARANÁ, SÃO PAULO E RIO DE JANEIRO - CENTRAL SICREDI PR/SP/RJ;80230774;b3C;;I;2;CURITIBA;PR;42614;6274310;109008;6113033;0;161278;-55;87220;0,1646;0,0453;0;0
APE POUPEX - PRUDENCIAL;1000081184;n1;;I;2;BRASILIA;DF;42614;6253480;1628442;985531;833724;5267949;27697;867307;0,3784;0,056;54;0
BCO CSF S.A. - PRUDENCIAL;1000081610;b2;;I;3;SAO PAULO;SP;42614;5984687;5046681;3839948;563371;2144739;83200;1616730;0,3502;0,2281;1;0
J.MALUCELLI - PRUDENCIAL;1000080233;b1;;C;2;CURITIBA;PR;42614;5959921;3869962;4519931;4418674;1439989;20266;1143482;0,2797;0,2956;2;0
BCO DO EST. DO PA S.A. - PRUDENCIAL;1000081586;b1;;I;1;BELEM;PA;42614;5914057;3646321;5139154;4814498;774903;34563;731698;0,1932;0,1143;105;29
COOPERATIVA CENTRAL DE CRÉDITO DE MINAS GERAIS LTDA. - SICOOB CENTRAL CREDIMINAS;25683434;b3C;;I;2;BELO HORIZONTE;MG;42614;5457901;11575;5061138;252702;396764;11104;270313;0,1874;0,1651;0;0
BCO TOYOTA DO BRASIL S.A. - PRUDENCIAL;1000081562;b2;;I;3;SAO PAULO;SP;42614;5345500;3856466;4727543;4101875;617958;15583;579623;0,1587;0,0289;1;0
HONDA - PRUDENCIAL;1000080611;b2;;C;3;SAO PAULO;SP;42614;5078413;3349359;3559301;2780142;1519112;87482;1043403;0,2478;0,015;2;0
COOPERATIVA CENTRAL DE CRÉDITO DE SANTA CATARINA E RIO GRANDE DO SUL - SICOOB CENTRAL SC/RS;80160260;b3C;;I;2;FLORIANOPOLIS;SC;42614;5025683;101043;4765857;4593499;259826;0;208268;0,1778;0,0431;0;0
