Instituição financeira;Código;TCB;SR;TD;TC;Cidade;UF;Data;Captações;;;;;;;;;;;;;;;Instrumentos Derivativos (f);Outras Obrigações (g);Passivo Circulante e Exigível a Longo Prazo (h) = (e) + (f) + (g);Resultados de Exercícios Futuros (i);Patrimônio Líquido (j);Passivo Total (k) = (h) + (i) + (j)
BANCOOB - PRUDENCIAL;1000080879;b1;;C;2;BRASILIA;DF;42614;24075;3017369;21102217;208569;0;24352230;1425577;0;142952;0;0;0;142952;2305662;28226421;0;3573529;31799951;17;1141576;32941544
PAN;1000080257;b1;;C;2;SAO PAULO;SP;42614;44186;0;11741512;2248112;0;14033810;2565689;1923641;218639;1363400;0;7918;3513599;131218;20244315;187833;4095252;24527400;571;3411578;27939549
BCO TOKYO-MITSUBISHI BM S.A. - PRUDENCIAL;1000081713;b1;;I;3;SAO PAULO;SP;42614;75403;0;21000;1985731;0;2082134;0;0;0;36861;0;0;36861;3540022;5659018;1321796;15463906;22444720;749;1370645;23816113
SOCIETE GENERALE - PRUDENCIAL;1000080264;b1;;C;3;SAO PAULO;SP;42614;1566;0;0;424663;0;426229;955410;0;0;0;0;0;0;8292978;9674616;437641;12291295;22403552;23673;1349931;23777156
BANESTES - PRUDENCIAL;1000080147;b1;;C;1;VITORIA;ES;42614;1195016;2469187;125975;5724809;9367;9524355;11022638;309974;159401;219546;0;0;688921;395584;21631498;0;821098;22452596;4903;1232830;23690330
ABC-BRASIL - PRUDENCIAL;1000080312;b1;;C;3;SAO PAULO;SP;42614;64903;0;225698;4047034;0;4337635;58149;859152;1952407;2603546;0;15047;5430153;7547770;17373706;969413;2352406;20695524;28721;2831308;23555553
BCO RABOBANK INTL BRASIL S.A. - PRUDENCIAL;1000081555;b1;;I;3;SAO PAULO;SP;42614;48743;0;388;503539;0;552669;454020;0;2623519;0;0;0;2623519;12603242;16233450;217615;2961051;19412115;268;1782591;21194974
BCO DAYCOVAL S.A - PRUDENCIAL;1000081744;b1;;C;2;SAO PAULO;SP;42614;500181;0;403298;4394867;7618;5305964;1549726;515445;452136;3899157;1672315;0;6539052;1735523;15130266;4736;3242260;18377261;87292;2537475;21002028
BOFA MERRILL LYNCH - PRUDENCIAL;1000080556;b1;;C;3;SAO PAULO;SP;42614;438992;0;162307;5525402;0;6126701;648703;0;0;0;0;0;0;0;6775404;5307252;5744753;17827410;1659;1849887;19678956
VOLKSWAGEN - PRUDENCIAL;1000080202;b2;;C;3;SAO PAULO;SP;42614;0;0;98787;1693182;0;1791969;0;0;0;2239105;0;0;2239105;7814820;11845895;524823;3781582;16152300;147412;2663467;18963179
DEUTSCHE - PRUDENCIAL;1000080532;b1;;C;3;SAO PAULO;SP;42614;253662;0;132598;1463135;0;1849395;182458;0;0;218079;0;0;218079;4388255;6638188;704062;9750822;17093071;5907;1662258;18761236
CCB - PRUDENCIAL;1000080295;b1;;C;3;SAO PAULO;SP;42614;87324;11514;252115;1796494;4971;2152418;6097285;143341;230719;95034;55066;271;524430;5283307;14057440;3525;2961324;17022289;27743;1148398;18198429
BMG - PRUDENCIAL;1000080178;b1;;C;2;SAO PAULO;SP;42614;29473;0;97109;5602085;0;5728667;419996;70218;209450;817540;1072453;0;2169660;624293;8942616;761862;4051770;13756248;0;3099345;16855593
BD REGIONAL DO EXTREMO SUL - PRUDENCIAL;1000081311;b4;;C;1;PORTO ALEGRE;RS;42614;0;0;0;0;0;0;0;0;0;0;0;0;0;12750018;12750018;0;703591;13453609;6549;2415585;15875743
MORGAN STANLEY - PRUDENCIAL;1000080628;b1;;C;3;SAO PAULO;SP;42614;0;0;0;1654895;0;1654895;636329;0;0;0;0;80546;80546;3072934;5444704;2319835;4649434;12413973;0;2642369;15056342
BRB - PRUDENCIAL;1000080288;b1;;C;1;BRASILIA;DF;42614;696865;1609974;166504;6176408;8600;8658350;789098;436938;0;179246;0;0;616184;283029;10346661;0;2343094;12689755;111;1344652;14034518
ALFA - PRUDENCIAL;1000080570;b1;;C;2;SAO PAULO;SP;42614;32034;0;0;68315;0;100350;2199988;0;211465;4178777;0;1813626;6203868;2066627;10570833;97271;541416;11209519;22659;2239560;13471738
BCO DA AMAZONIA S.A. - PRUDENCIAL;1000081249;b1;;I;1;BELEM;PA;42614;620943;501678;28205;1217218;590752;2958798;69997;0;389764;0;0;0;389764;789815;4208374;0;7078821;11287195;0;1900869;13188064
GMAC - PRUDENCIAL;1000080848;b2;;C;3;SAO PAULO;SP;42614;0;0;1997763;681895;0;2679658;0;0;0;2448319;0;0;2448319;0;5127977;0;4658791;9786769;331765;1759034;11877568
COOPERATIVA CENTRAL DE CRÉDITO DO RIO GRANDE DO SUL E SANTA CATARINA - CENTRAL SICREDI SUL;87437687;b3C;;I;2;PORTO ALEGRE;RS;42614;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;11140215;11140215;0;361504;11501719
MERCANTIL DO BRASIL - PRUDENCIAL;1000080123;b1;;C;2;BELO HORIZONTE;MG;42614;324515;219257;96148;6747890;0;7387811;553590;66651;232371;201625;73010;0;573656;348;8515405;1332;1927650;10444388;734;905071;11350193
CREDIT AGRICOLE - PRUDENCIAL;1000080491;b1;;C;3;SAO PAULO;SP;42614;4449;0;0;533127;0;537577;3900;0;352062;254267;0;0;606329;2221424;3369230;266932;6866897;10503059;781;845895;11349734
MERCEDES-BENZ - PRUDENCIAL;1000080563;b2;;C;3;SAO PAULO;SP;42614;0;0;0;157341;0;157341;0;0;0;479783;0;0;479783;6327826;6964950;0;702677;7667627;39774;1495479;9202880
ING - PRUDENCIAL;1000080501;b1;;C;3;SAO PAULO;SP;42614;1326;0;50846;418945;0;471117;0;0;0;0;0;0;0;4678436;5149553;517443;2552254;8219250;4956;813785;9037991
GOLDMAN SACHS - PRUDENCIAL;1000080714;b2;;C;3;SAO PAULO;SP;42614;0;0;2870;193802;0;196671;318818;0;0;0;0;0;0;2211651;2727140;2614770;1985266;7327176;0;1424461;8751637
PINE - PRUDENCIAL;1000080374;b1;;C;2;SAO PAULO;SP;42614;29177;0;133373;2500772;0;2663322;477971;663821;451413;191486;91400;0;1398120;1486746;6026159;813292;278208;7117658;65772;1151976;8335407
HAITONG - PRUDENCIAL;1000080666;b2;;C;3;SAO PAULO;SP;42614;0;0;381297;1634788;0;2016084;4499478;0;0;50838;0;11253;62090;248854;6826506;146091;406137;7378734;648;654835;8034217
BCO CLASSICO S.A. - PRUDENCIAL;1000081665;b1;;C;2;RIO DE JANEIRO;RJ;42614;15;0;0;0;0;15;0;0;0;0;0;0;0;0;15;0;2100881;2100896;0;5507729;7608625
ORIGINAL - PRUDENCIAL;1000080903;b1;;C;2;SAO PAULO;SP;42614;63592;0;12193;2688711;0;2764496;46971;877744;1087757;207753;0;4280;2177534;77205;5066206;29746;269677;5365629;3038;2152125;7520792
BCO DES. DE MG S.A. - PRUDENCIAL;1000081328;b4;;I;1;BELO HORIZONTE;MG;42614;0;0;9430;0;0;9430;0;0;0;620593;0;0;620593;4344330;4974352;32875;785599;5792826;12167;1668033;7473027
BANCO CNH INDUSTRIAL CAPITAL S.A - PRUDENCIAL;1000081407;b2;;I;3;CURITIBA;PR;42614;0;0;0;644846;0;644846;0;0;90772;232538;0;0;323310;4468562;5436718;4397;167290;5608405;190629;1236770;7035804
BCO SUMITOMO MITSUI BRASIL S.A. - PRUDENCIAL;1000081720;b1;;I;3;SAO PAULO;SP;42614;41191;0;0;1682179;3;1723373;14498;0;0;0;0;0;0;3008503;4746374;124523;1030270;5901166;3545;871528;6776239
BCO FIBRA S.A. - PRUDENCIAL;1000081483;b1;;C;2;SAO PAULO;SP;42614;51930;0;70473;2677083;0;2799486;300355;307213;491043;139656;0;0;937912;404423;4442177;138533;782330;5363040;8091;1001500;6372630
JOHN DEERE - PRUDENCIAL;1000080343;b1;;C;3;INDAIATUBA;SP;42614;71651;0;91499;25310;0;188460;0;0;0;0;0;0;0;4903101;5091561;502;285524;5377587;30296;878460;6286343
COOPERATIVA CENTRAL DE CRÉDITO E INVESTIMENTO DOS ESTADOS DO PARANÁ, SÃO PAULO E RIO DE JANEIRO - CENTRAL SICREDI PR/SP/RJ;80230774;b3C;;I;2;CURITIBA;PR;42614;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6113033;6113033;0;161278;6274310
APE POUPEX - PRUDENCIAL;1000081184;n1;;I;2;BRASILIA;DF;42614;0;0;0;0;642501;642501;0;191223;0;0;0;0;191223;0;833724;0;151807;985531;0;5267949;6253480
BCO CSF S.A. - PRUDENCIAL;1000081610;b2;;I;3;SAO PAULO;SP;42614;0;0;563371;0;0;563371;0;0;0;0;0;0;0;0;563371;0;3276577;3839948;0;2144739;5984687
J.MALUCELLI - PRUDENCIAL;1000080233;b1;;C;2;CURITIBA;PR;42614;9896;0;253258;2997319;0;3260474;69227;39541;0;976432;0;0;1015973;73000;4418674;0;101218;4519891;40;1439989;5959921
BCO DO EST. DO PA S.A. - PRUDENCIAL;1000081586;b1;;I;1;BELEM;PA;42614;626762;766988;445335;2301481;0;4140566;453701;0;0;219646;0;0;219646;586;4814498;0;324656;5139154;0;774903;5914057
COOPERATIVA CENTRAL DE CRÉDITO DE MINAS GERAIS LTDA. - SICOOB CENTRAL CREDIMINAS;25683434;b3C;;I;2;BELO HORIZONTE;MG;42614;0;0;0;0;0;0;0;0;0;0;0;0;0;252702;252702;0;4808435;5061138;0;396764;5457901
BCO TOYOTA DO BRASIL S.A. - PRUDENCIAL;1000081562;b2;;I;3;SAO PAULO;SP;42614;0;0;429187;131670;0;560857;1500;0;0;1210497;0;0;1210497;2329021;4101875;156621;397240;4655735;71808;617958;5345500
HONDA - PRUDENCIAL;1000080611;b2;;C;3;SAO PAULO;SP;42614;0;0;2283269;36839;0;2320108;0;0;0;13288;0;0;13288;446745;2780142;40569;732499;3553210;6091;1519112;5078413
COOPERATIVA CENTRAL DE CRÉDITO DE SANTA CATARINA E RIO GRANDE DO SUL - SICOOB CENTRAL SC/RS;80160260;b3C;;I;2;FLORIANOPOLIS;SC;42614;85;0;0;4442097;580;4442763;0;0;0;0;0;0;0;150737;4593499;0;172358;4765857;0;259826;5025683
SOFISA - PRUDENCIAL;1000080271;b1;;C;2;SAO PAULO;SP;42614;61625;0;78996;3096999;0;3237620;267731;180443;13087;52742;32498;0;278770;133744;3917865;0;290484;4208349;1860;739524;4949733
BCO DE LAGE LANDEN BRASIL S.A. - PRUDENCIAL;1000081421;b2;;I;3;PORTO ALEGRE;RS;42614;0;0;0;0;0;0;0;0;0;0;0;0;0;3896756;3896756;0;159992;4056748;46444;821004;4924197
PORTO SEGURO - PRUDENCIAL;1000080642;n1;;C;2;SAO PAULO;SP;42614;0;0;778617;0;0;778617;0;0;0;239565;0;0;239565;0;1018182;0;3188214;4206395;0;620898;4827293
COOPERATIVA CENTRAL DE CRÉDITO DO ESTADO DE SÃO PAULO - SICOOB SÃO PAULO;63917579;b3C;;I;2;RIBEIRAO PRETO;SP;42614;0;0;0;4281226;0;4281226;0;0;0;0;0;0;0;0;4281226;0;237552;4518778;0;249490;4768269
MIZUHO - PRUDENCIAL;1000080697;b1;;C;3;SAO PAULO;SP;42614;6063;0;121109;1767180;0;1894352;13630;0;0;0;0;0;0;805682;2713664;157762;1090687;3962113;606;561395;4524114
COOPERATIVA DE CREDITO CREDICITRUS;54037916;b3S;;I;2;BEBEDOURO;SP;42614;377117;0;0;1430306;26316;1833738;0;0;462996;0;0;0;462996;190635;2487369;0;739428;3226797;0;1228926;4455723
BCO DO EST. DE SE S.A. - PRUDENCIAL;1000081634;b1;;C;1;ARACAJU;SE;42614;581640;1069292;136842;1207951;1167;2996892;35545;15883;0;153070;0;0;168953;91841;3293230;0;641399;3934629;31;311588;4246249
BANCO FIDIS - PRUDENCIAL;1000081751;b2;;I;3;BETIM;MG;42614;0;0;77207;2153150;0;2230357;0;0;0;857408;0;0;857408;306919;3394684;20496;160194;3575375;3547;640947;4219868
CREFISA S.A. CFI - PRUDENCIAL;1000083632;n1;;I;2;SAO PAULO;SP;42614;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;578045;578045;0;3636365;4214410
VOLVO - PRUDENCIAL;1000080769;b2;;C;3;CURITIBA;PR;42614;0;0;0;7186;0;7186;0;0;0;0;0;0;0;3269257;3276444;0;134137;3410581;28975;720348;4159903
BBM - PRUDENCIAL;1000080161;b1;;C;2;SALVADOR;BA;42614;78769;0;3886;794453;0;877108;1000293;30888;514191;361334;304;481;907199;593161;3377761;3507;140127;3521394;1407;583012;4105812
BADESUL DESENVOLVIMENTO AF/RS - PRUDENCIAL;1000081029;n1;;I;1;PORTO ALEGRE;RS;42614;0;0;0;0;0;0;0;0;0;0;0;0;0;3110259;3110259;0;139449;3249708;102;716258;3966068
BANCO IBM S.A. - PRUDENCIAL;1000081689;b2;;I;3;RIO DE JANEIRO;RJ;42614;0;0;209103;2787816;0;2996919;0;0;0;0;0;0;0;126712;3123631;0;375556;3499187;0;459281;3958468
INDUSVAL - PRUDENCIAL;1000080415;b1;;C;2;SAO PAULO;SP;42614;31108;0;0;1757934;0;1789042;265105;99117;869920;19169;0;0;988207;39480;3081834;7896;178557;3268286;6064;543066;3817417
CENTRAL DAS COOPERATIVAS DE ECONOMIA E CREDITO DO ESTADO DE MINAS GERAIS LTDA. - SICOOB CENTRAL CECREMGE;309024;b3C;;I;2;BELO HORIZONTE;MG;42614;192;0;0;120166;0;120358;0;0;0;0;0;0;0;0;120358;0;3422888;3543246;0;154175;3697421
BCO CARGILL S.A. - PRUDENCIAL;1000081414;b1;;I;3;SAO PAULO;SP;42614;22799;0;0;236071;0;258871;0;0;608780;0;0;0;608780;2000197;2867848;214326;160413;3242587;0;420141;3662728
COOPERATIVA DE CREDITO VALE DO ITAJAI - VIACREDI;82639451;b3S;;I;2;BLUMENAU;SC;42614;277806;0;189900;2001880;31156;2500743;0;0;0;0;0;0;0;14024;2514767;0;203211;2717978;0;863075;3581053
BCO CATERPILLAR S.A. - PRUDENCIAL;1000081397;b2;;C;3;SAO PAULO;SP;42614;0;0;271451;0;0;271451;0;0;0;129390;0;0;129390;2120569;2521410;348;119077;2640835;22836;796089;3459760
SCOTIABANK BRASIL - PRUDENCIAL;1000081452;b1;;I;3;SAO PAULO;SP;42614;191;0;80446;1263055;0;1343692;41000;0;0;79676;0;0;79676;1084081;2548449;97765;284288;2930502;16;524052;3454571
MIDWAY S.A. - SCFI - PRUDENCIAL;1000083553;n1;;I;2;SAO PAULO;SP;42614;0;0;0;0;0;0;0;0;0;0;0;897358;897358;225536;1122895;56709;1330887;2510490;0;607200;3117691
INTERMEDIUM - PRUDENCIAL;1000080996;b1;;C;2;BELO HORIZONTE;MG;42614;23636;0;35344;1399978;0;1458958;5381;1090473;16689;0;0;0;1107161;38276;2609777;1294;117384;2728455;0;347296;3075751
COOPERATIVA CENTRAL DE CRÉDITO DO CENTRO NORTE DO BRASIL   CENTRAL SICREDI CENTRO NORTE;33667205;b3C;;I;2;CUIABA;MT;42614;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2859050;2859050;0;121168;2980218
RODOBENS - PRUDENCIAL;1000080855;b1;;C;2;SAO PAULO;SP;42614;1102;0;2051;75951;0;79104;0;477077;0;209935;0;0;687012;454325;1220441;1000;607609;1829049;1115;1025083;2855247
COOPERATIVA DE CRÉDITO DOS PRODUTORES RURAIS E EMPRESÁRIOS DO INTERIOR PAULISTA;71328769;b3S;;I;2;SERTAOZINHO;SP;42614;154352;0;0;924619;10579;1089550;0;0;288538;0;0;0;288538;95438;1473527;51;997997;2471575;0;349852;2821426
INDUSTRIAL DO BRASIL - PRUDENCIAL;1000080477;b1;;C;2;SAO PAULO;SP;42614;62679;0;111792;910468;0;1084939;32095;206043;0;336587;0;0;542630;375481;2035145;138;153958;2189241;1216;500681;2691137
HSBC - PRUDENCIAL;1000080525;b2;;I;3;SAO PAULO;SP;42614;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1690;1109574;1111265;0;1567619;2678883
SOCOPA - PRUDENCIAL;1000080381;b1;;C;2;SAO PAULO;SP;42614;76638;0;8007;706899;35929;827473;797809;24866;43400;0;0;0;68266;41764;1735311;2905;708813;2447028;0;211876;2658904
BCO MODAL S.A. - PRUDENCIAL;1000081658;b1;;C;2;RIO DE JANEIRO;RJ;42614;20564;0;0;1172276;0;1192840;403590;140145;0;0;0;0;140145;0;1736576;51065;392383;2180023;0;371254;2551277
CREDICOAMO CREDITO RURAL COOPERATIVA;81723108;b3S;;I;2;CAMPO MOURAO;PR;42614;77304;0;0;949823;0;1027126;0;0;0;0;0;0;0;923391;1950517;0;105867;2056384;0;478339;2534723
STANDARD CHARTERED BI S.A. - PRUDENCIAL;1000081373;b2;;I;3;SAO PAULO;SP;42614;0;0;0;1046037;0;1046037;0;0;0;0;0;0;0;19474;1065511;163414;959446;2188371;0;324057;2512427
BCO TRIANGULO S.A. - PRUDENCIAL;1000081438;b1;;C;2;UBERLANDIA;MG;42614;143182;0;61453;772446;15205;992285;0;115578;0;360193;0;0;475771;152593;1620649;0;372102;1992751;374;430736;2423860
PERNAMBUCANAS - PRUDENCIAL;1000080305;n1;;C;2;SAO PAULO;SP;42614;0;0;340646;0;0;340646;0;0;0;0;0;4656;4656;0;345301;0;1493950;1839252;0;553620;2392872
OMNI - PRUDENCIAL;1000080460;n1;;C;2;SAO PAULO;SP;42614;0;0;8955;543336;0;552291;0;0;0;0;0;984216;984216;0;1536506;321;533730;2070557;2814;262343;2335715
CAIXA GERAL - PRUDENCIAL;1000080927;b1;;C;3;SAO PAULO;SP;42614;11964;0;0;353271;0;365234;193239;58722;115211;4205;0;0;178137;842498;1579109;57664;351601;1988373;1415;332972;2322759
COOPERATIVA CENTRAL DE CRÉDITO URBANO - CECRED;5463212;b3C;;I;2;BLUMENAU;SC;42614;0;0;0;1863461;0;1863461;0;0;0;0;0;0;0;76234;1939695;0;115424;2055119;0;207077;2262196
BONSUCESSO - PRUDENCIAL;1000080422;b1;;I;2;BELO HORIZONTE;MG;42614;11768;0;134545;757591;125;904028;78592;20362;0;401;0;0;20763;4582;1007965;4;649880;1657849;73;500727;2158648
COOPERATIVA DE CRÉDITO E INVESTIMENTO DE LIVRE ADMISSÃO UNIÃO PARANÁ/SÃO PAULO - SICREDI UNIÃO PR/SP;79342069;b3S;;I;2;MARINGA;PR;42614;250689;0;4952;979514;11804;1246959;0;0;0;0;0;0;0;13955;1260914;0;569678;1830591;0;248191;2078782
COOPERATIVA CENTRAL DE CRÉDITO DO NORTE/NORDESTE - CENTRAL SICREDI NORTE/NORDESTE;70119680;b3C;;I;2;CABEDELO;PB;42614;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1945265;1945265;0;132759;2078024
COOPERATIVA CENTRAL DE CRÉDITO RURAL COM INTERAÇÃO SOLIDÁRIA - CENTRAL CRESOL BASER;1401771;b3C;;I;2;FRANCISCO BELTRAO;PR;42614;0;0;0;0;0;0;0;0;0;0;0;0;0;1345798;1345798;0;630429;1976227;0;70490;2046717
SCANIA - PRUDENCIAL;1000080776;b2;;C;3;SAO BERNARDO DO CAMPO;SP;42614;0;0;0;0;0;0;0;0;0;0;0;0;0;1456201;1456201;0;263031;1719232;3011;281565;2003807
COOPERFORTE - COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS FUNCIONÁRIOS DE INSTITUIÇÕES FINANCEIRAS PÚBLICAS FEDERAIS LTDA.;1658426;b3S;;I;2;BRASILIA;DF;42614;2;0;0;1020916;407048;1427966;0;0;0;0;0;0;0;13839;1441805;0;64073;1505879;0;452648;1958526
COOPERATIVA CENTRAL DE CREDITO DO ESPIRITO SANTO - SICOOB CENTRAL ES;32428294;b3C;;I;2;VITORIA;ES;42614;0;0;0;102859;0;102859;0;0;0;0;0;0;0;175112;277971;0;1512452;1790423;0;108224;1898647
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS PIONEIRA DA SERRA GAÚCHA   SICREDI PIONEIRA RS;91586982;b3S;;I;2;NOVA PETROPOLIS;RS;42614;142222;0;0;1226142;16983;1385346;0;0;0;0;0;0;0;21087;1406433;0;163829;1570262;0;285351;1855613
BCO ABN AMRO S.A. - PRUDENCIAL;1000081579;b1;;I;3;SAO PAULO;SP;42614;0;0;0;1405;0;1405;0;0;130774;0;0;0;130774;1021650;1153829;16651;87511;1257991;0;528901;1786893
AF PARANÁ - PRUDENCIAL;1000081115;n1;;I;1;CURITIBA;PR;42614;0;0;0;0;0;0;0;0;0;0;0;0;0;161563;161563;0;97819;259381;0;1480217;1739599
COOPERATIVA DE CRÉDITO E INVESTIMENTO DE LIVRE ADMISSÃO VANGUARDA DA REGIÃO DAS CATARATAS DO IGUAÇU E VALE DO PARAÍBA - SICREDI VANGUARDA PR/SP/RJ;78414067;b3S;;I;2;MEDIANEIRA;PR;42614;214387;0;0;850134;8113;1072635;0;0;0;0;0;0;0;13115;1085750;0;373768;1459518;0;270298;1729816
SICOOB CREDICOM - COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS MÉDICOS E PROFISSIONAIS DA ÁREA DE SAÚDE DE MINAS GERAIS LTDA.;42898825;b3S;;I;2;BELO HORIZONTE;MG;42614;217461;0;0;1116750;67552;1401763;0;0;0;0;0;0;0;0;1401763;0;36733;1438496;0;227947;1666443
BCO KDB BRASIL S.A. - PRUDENCIAL;1000081603;b1;;C;3;SAO PAULO;SP;42614;5241;0;0;7928;0;13169;0;0;0;0;0;0;0;817070;830239;154385;438678;1423303;395;184306;1608004
CENTRAL DAS COOPERATIVAS DE CREDITO UNICOOB - SICOOB CENTRAL UNICOOB;5036532;b3C;;I;2;MARINGA;PR;42614;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1507875;1507875;0;83669;1591544
COOPERATIVA CENTRAL DE ECONOMIA E CRÉDITO MÚTUO DAS UNICRED’S DE SANTA CATARINA E DO PARANÁ LTDA – UNICRED CENTRAL SC/PR;543968;b3C;;I;2;FLORIANOPOLIS;SC;42614;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1505136;1505136;0;70333;1575470
COOPERATIVA CENTRAL DE CRÉDITO DE GOIÁS LTDA;33416108;b3C;;I;2;GOIANIA;GO;42614;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1450995;1450995;0;99131;1550126
BMW - PRUDENCIAL;1000080635;n1;;C;3;SAO PAULO;SP;42614;0;0;589052;88182;0;677234;0;0;0;0;0;0;0;456749;1133983;51071;52037;1237091;15199;292562;1544851
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS SERRO AZUL - SICREDI UNIÃO RS;88894548;b3S;;I;2;CERRO LARGO;RS;42614;159268;0;2319;720288;14392;896267;0;0;0;0;0;0;0;18507;914775;0;357575;1272350;0;263081;1535431
