Instituição financeira;Código;TCB;SR;TD;TC;Cidade;UF;Data;Disponibilidades (a);Aplicações Interfinanceiras de Liquidez (b);TVM e Instrumentos Financeiros Derivativos (c);Operações de Crédito;;;Arrendamento Mercantil;;;;;Outros Créditos - Líquido de Provisão (f);Outros Ativos Realizáveis (g);Permanente Ajustado (h);Ativo Total Ajustado (i) = (a) + (b) + (c) + (d) + (e) + (f) + (g) + (h);Credores por Antecipação de Valor Residual (j);Ativo Total (k) = (i) - (j)
BCO TOKYO-MITSUBISHI BM S.A. - PRUDENCIAL;1000081713;b1;;I;3;SAO PAULO;SP;42614;39478;3501646;3613453;670149;-6201;663948;0;0;0;0;0;15910667;26365;60557;23816113;0;23816113
SOCIETE GENERALE - PRUDENCIAL;1000080264;b1;;C;3;SAO PAULO;SP;42614;2597;8003369;1734363;236915;-14472;222443;3271;915423;70454;-25724;963424;12825004;5693;90717;23847610;70454;23777156
BANESTES - PRUDENCIAL;1000080147;b1;;C;1;VITORIA;ES;42614;229964;11559568;6706826;3374193;-248545;3125648;127;39132;22144;-1918;59484;958552;782752;289680;23712474;22144;23690330
ABC-BRASIL - PRUDENCIAL;1000080312;b1;;C;3;SAO PAULO;SP;42614;22393;5141213;7103859;9839811;-284715;9555096;0;0;0;0;0;1545342;142218;45433;23555553;0;23555553
BCO RABOBANK INTL BRASIL S.A. - PRUDENCIAL;1000081555;b1;;I;3;SAO PAULO;SP;42614;28792;3432727;1795355;12971314;-531889;12439425;0;0;0;0;0;3475250;1133;22292;21194974;0;21194974
BCO DAYCOVAL S.A - PRUDENCIAL;1000081744;b1;;C;2;SAO PAULO;SP;42614;129033;3048297;2289778;10965915;-620073;10345842;2606;329504;55001;-18523;368588;4107684;501482;266326;21057029;55001;21002028
BOFA MERRILL LYNCH - PRUDENCIAL;1000080556;b1;;C;3;SAO PAULO;SP;42614;456245;3630140;9296116;707264;-2488;704776;0;0;0;0;0;5314617;225835;51227;19678956;0;19678956
VOLKSWAGEN - PRUDENCIAL;1000080202;b2;;C;3;SAO PAULO;SP;42614;3580;1814143;217064;15780120;-1067372;14712748;1649;143931;50302;-11022;184860;1941787;91955;47345;19013482;50302;18963179
DEUTSCHE - PRUDENCIAL;1000080532;b1;;C;3;SAO PAULO;SP;42614;136967;3113888;2244414;2515362;-78227;2437135;0;0;0;0;0;10726394;84506;17932;18761236;0;18761236
CCB - PRUDENCIAL;1000080295;b1;;C;3;SAO PAULO;SP;42614;72303;2097091;6712004;5983823;-549282;5434541;504;110550;59023;-5759;164318;3177953;384831;214410;18257453;59023;18198429
BMG - PRUDENCIAL;1000080178;b1;;C;2;SAO PAULO;SP;42614;48876;421971;2429873;8353239;-525410;7827829;8;1685;1750;-18;3425;3849238;399900;1876232;16857343;1750;16855593
BD REGIONAL DO EXTREMO SUL - PRUDENCIAL;1000081311;b4;;C;1;PORTO ALEGRE;RS;42614;3;562610;2160673;12995186;-471780;12523406;0;0;0;0;0;596527;940;31584;15875743;0;15875743
MORGAN STANLEY - PRUDENCIAL;1000080628;b1;;C;3;SAO PAULO;SP;42614;35104;6977147;5220802;279469;0;279469;0;0;0;0;0;2530756;250;12813;15056342;0;15056342
BRB - PRUDENCIAL;1000080288;b1;;C;1;BRASILIA;DF;42614;148818;812764;1328766;9503821;-517561;8986260;0;0;0;0;0;1931578;566684;259648;14034518;0;14034518
ALFA - PRUDENCIAL;1000080570;b1;;C;2;SAO PAULO;SP;42614;4507;959589;4739482;6552949;-186919;6366030;1831;319067;111199;-15870;416226;739638;21368;336097;13582937;111199;13471738
BCO DA AMAZONIA S.A. - PRUDENCIAL;1000081249;b1;;I;1;BELEM;PA;42614;26533;833321;7005266;3599231;-165504;3433728;0;0;0;0;0;1317794;270575;300848;13188064;0;13188064
GMAC - PRUDENCIAL;1000080848;b2;;C;3;SAO PAULO;SP;42614;12903;452395;207629;9401546;-252681;9148865;7;1210;1101;-35;2282;1883167;107315;64115;11878668;1101;11877568
COOPERATIVA CENTRAL DE CRÉDITO DO RIO GRANDE DO SUL E SANTA CATARINA - CENTRAL SICREDI SUL;87437687;b3C;;I;2;PORTO ALEGRE;RS;42614;0;831750;9991221;310539;-34;310504;0;0;0;0;0;249101;139;119004;11501719;0;11501719
MERCANTIL DO BRASIL - PRUDENCIAL;1000080123;b1;;C;2;BELO HORIZONTE;MG;42614;353720;2025303;999882;6855662;-734888;6120774;0;0;0;0;0;1173881;429329;247304;11350193;0;11350193
CREDIT AGRICOLE - PRUDENCIAL;1000080491;b1;;C;3;SAO PAULO;SP;42614;53842;2459086;1281208;497171;-33424;463748;0;0;0;0;0;7065489;3389;22972;11349734;0;11349734
MERCEDES-BENZ - PRUDENCIAL;1000080563;b2;;C;3;SAO PAULO;SP;42614;83334;293553;1707;7658525;-417419;7241107;196;82978;9767;-686;92255;1426048;72211;2431;9212647;9767;9202880
ING - PRUDENCIAL;1000080501;b1;;C;3;SAO PAULO;SP;42614;22928;1919546;1204100;654158;-71778;582381;0;0;0;0;0;5305508;916;2612;9037991;0;9037991
GOLDMAN SACHS - PRUDENCIAL;1000080714;b2;;C;3;SAO PAULO;SP;42614;9859;2179280;4633861;0;0;0;0;0;0;0;0;1894918;1399;32321;8751637;0;8751637
PINE - PRUDENCIAL;1000080374;b1;;C;2;SAO PAULO;SP;42614;69509;865298;2872821;3251483;-218939;3032544;0;0;0;0;0;982873;294818;217543;8335407;0;8335407
HAITONG - PRUDENCIAL;1000080666;b2;;C;3;SAO PAULO;SP;42614;6400;2347381;4618785;497939;-10367;487572;0;0;0;0;0;523477;18330;32274;8034217;0;8034217
BCO CLASSICO S.A. - PRUDENCIAL;1000081665;b1;;C;2;RIO DE JANEIRO;RJ;42614;705;831223;6661873;0;0;0;0;0;0;0;0;114582;1;242;7608625;0;7608625
ORIGINAL - PRUDENCIAL;1000080903;b1;;C;2;SAO PAULO;SP;42614;35299;1073551;754749;2723204;-117804;2605400;0;0;0;0;0;2102957;160411;788426;7520792;0;7520792
BCO DES. DE MG S.A. - PRUDENCIAL;1000081328;b4;;I;1;BELO HORIZONTE;MG;42614;3223;239381;1057447;5808702;-303382;5505320;0;0;0;0;0;504105;52971;110579;7473027;0;7473027
BANCO CNH INDUSTRIAL CAPITAL S.A - PRUDENCIAL;1000081407;b2;;I;3;CURITIBA;PR;42614;12100;467085;1396;6490069;-383882;6106186;463;47261;14428;-2039;60113;356351;28573;18428;7050232;14428;7035804
BCO SUMITOMO MITSUI BRASIL S.A. - PRUDENCIAL;1000081720;b1;;I;3;SAO PAULO;SP;42614;35032;2347136;815899;2094526;-4232;2090294;0;0;0;0;0;492404;988015;7459;6776239;0;6776239
BCO FIBRA S.A. - PRUDENCIAL;1000081483;b1;;C;2;SAO PAULO;SP;42614;45839;793680;869559;2419624;-167948;2251676;0;0;0;0;0;2330256;54261;27360;6372630;0;6372630
JOHN DEERE - PRUDENCIAL;1000080343;b1;;C;3;INDAIATUBA;SP;42614;1557;88598;0;6310844;-343847;5966996;0;0;0;0;0;201168;22886;5137;6286343;0;6286343
COOPERATIVA CENTRAL DE CRÉDITO E INVESTIMENTO DOS ESTADOS DO PARANÁ, SÃO PAULO E RIO DE JANEIRO - CENTRAL SICREDI PR/SP/RJ;80230774;b3C;;I;2;CURITIBA;PR;42614;0;448401;5500353;109008;-29;108979;0;0;0;0;0;155521;129;60927;6274310;0;6274310
APE POUPEX - PRUDENCIAL;1000081184;n1;;I;2;BRASILIA;DF;42614;16;2195140;745533;1628442;-92872;1535570;0;0;0;0;0;71592;1651957;53672;6253480;0;6253480
BCO CSF S.A. - PRUDENCIAL;1000081610;b2;;I;3;SAO PAULO;SP;42614;3219;27181;227160;2210394;-830546;1379848;0;0;0;0;0;3443511;6946;896821;5984687;0;5984687
J.MALUCELLI - PRUDENCIAL;1000080233;b1;;C;2;CURITIBA;PR;42614;380;1159536;318789;3849934;-152378;3697555;0;0;0;0;0;112837;36266;634556;5959921;0;5959921
BCO DO EST. DO PA S.A. - PRUDENCIAL;1000081586;b1;;I;1;BELEM;PA;42614;184846;944731;672715;3612911;-150199;3462711;0;0;0;0;0;401389;120815;126850;5914057;0;5914057
COOPERATIVA CENTRAL DE CRÉDITO DE MINAS GERAIS LTDA. - SICOOB CENTRAL CREDIMINAS;25683434;b3C;;I;2;BELO HORIZONTE;MG;42614;17;2923976;2050892;11575;-295;11279;0;0;0;0;0;22632;179723;269383;5457901;0;5457901
BCO TOYOTA DO BRASIL S.A. - PRUDENCIAL;1000081562;b2;;I;3;SAO PAULO;SP;42614;1969;758097;408485;3730267;-73436;3656831;7745;177320;63276;-2129;246212;290674;25624;20884;5408777;63276;5345500
HONDA - PRUDENCIAL;1000080611;b2;;C;3;SAO PAULO;SP;42614;685;158549;1255970;3349359;-254461;3094897;0;507;507;0;1014;527582;11066;29157;5078920;507;5078413
COOPERATIVA CENTRAL DE CRÉDITO DE SANTA CATARINA E RIO GRANDE DO SUL - SICOOB CENTRAL SC/RS;80160260;b3C;;I;2;FLORIANOPOLIS;SC;42614;35;3872310;746477;101043;-88;100955;0;0;0;0;0;4565;144834;156508;5025683;0;5025683
SOFISA - PRUDENCIAL;1000080271;b1;;C;2;SAO PAULO;SP;42614;22076;790289;1546575;2013563;-68829;1944734;332;1140;234;-43;1664;518326;43544;82758;4949968;234;4949733
BCO DE LAGE LANDEN BRASIL S.A. - PRUDENCIAL;1000081421;b2;;I;3;PORTO ALEGRE;RS;42614;83;317260;0;4174620;-172439;4002181;798;176095;75202;-8319;243777;392515;23720;19862;4999399;75202;4924197
PORTO SEGURO - PRUDENCIAL;1000080642;n1;;C;2;SAO PAULO;SP;42614;18481;0;315517;1619891;-273135;1346756;0;0;0;0;0;3133686;9230;3623;4827293;0;4827293
COOPERATIVA CENTRAL DE CRÉDITO DO ESTADO DE SÃO PAULO - SICOOB SÃO PAULO;63917579;b3C;;I;2;RIBEIRAO PRETO;SP;42614;5;4319202;300310;0;0;0;0;0;0;0;0;4563;1607;142582;4768269;0;4768269
MIZUHO - PRUDENCIAL;1000080697;b1;;C;3;SAO PAULO;SP;42614;35687;908058;1918501;283962;-7387;276575;0;0;0;0;0;1347355;32915;5023;4524114;0;4524114
COOPERATIVA DE CREDITO CREDICITRUS;54037916;b3S;;I;2;BEBEDOURO;SP;42614;3883;439;1845069;2465861;-153416;2312445;0;0;0;0;0;47617;59210;187059;4455723;0;4455723
BCO DO EST. DE SE S.A. - PRUDENCIAL;1000081634;b1;;C;1;ARACAJU;SE;42614;73942;812693;680513;1979568;-137631;1841937;0;0;0;0;0;529530;206536;101098;4246249;0;4246249
BANCO FIDIS - PRUDENCIAL;1000081751;b2;;I;3;BETIM;MG;42614;2211;103598;125247;3472960;-83210;3389750;83;398;230;-68;643;533171;53582;11896;4220098;230;4219868
CREFISA S.A. CFI - PRUDENCIAL;1000083632;n1;;I;2;SAO PAULO;SP;42614;347;1577416;886252;2102264;-617546;1484718;0;0;0;0;0;220405;230;45043;4214410;0;4214410
VOLVO - PRUDENCIAL;1000080769;b2;;C;3;CURITIBA;PR;42614;5349;399942;22425;3717276;-211418;3505858;345;21553;8484;-768;29615;179989;9317;15892;4168387;8484;4159903
BBM - PRUDENCIAL;1000080161;b1;;C;2;SALVADOR;BA;42614;10483;154717;2208359;1180113;-51472;1128641;0;0;0;0;0;453133;98447;52033;4105812;0;4105812
BADESUL DESENVOLVIMENTO AF/RS - PRUDENCIAL;1000081029;n1;;I;1;PORTO ALEGRE;RS;42614;461;0;622575;3281404;-259706;3021698;0;0;0;0;0;289630;138;31565;3966068;0;3966068
BANCO IBM S.A. - PRUDENCIAL;1000081689;b2;;I;3;RIO DE JANEIRO;RJ;42614;16180;1137271;1;1150864;-95654;1055210;9355;1198672;3735;-80972;1130791;438714;173;183864;3962203;3735;3958468
INDUSVAL - PRUDENCIAL;1000080415;b1;;C;2;SAO PAULO;SP;42614;54386;677811;1127068;974700;-51143;923557;0;0;0;0;0;699454;240519;94622;3817417;0;3817417
CENTRAL DAS COOPERATIVAS DE ECONOMIA E CREDITO DO ESTADO DE MINAS GERAIS LTDA. - SICOOB CENTRAL CECREMGE;309024;b3C;;I;2;BELO HORIZONTE;MG;42614;4;2181178;1349582;52239;-443;51795;0;0;0;0;0;4326;161;110374;3697421;0;3697421
BCO CARGILL S.A. - PRUDENCIAL;1000081414;b1;;I;3;SAO PAULO;SP;42614;104236;180199;539720;1181099;-105152;1075947;0;0;0;0;0;1752787;9505;334;3662728;0;3662728
COOPERATIVA DE CREDITO VALE DO ITAJAI - VIACREDI;82639451;b3S;;I;2;BLUMENAU;SC;42614;14149;0;1386956;2074602;-124818;1949784;0;0;0;0;0;18312;31168;180684;3581053;0;3581053
BCO CATERPILLAR S.A. - PRUDENCIAL;1000081397;b2;;C;3;SAO PAULO;SP;42614;285;0;153;3332637;-203460;3129178;0;43196;6314;-80;49430;205641;75472;5916;3466074;6314;3459760
SCOTIABANK BRASIL - PRUDENCIAL;1000081452;b1;;I;3;SAO PAULO;SP;42614;11114;588692;1813791;323332;-1152;322180;0;0;0;0;0;714424;767;3603;3454571;0;3454571
MIDWAY S.A. - SCFI - PRUDENCIAL;1000083553;n1;;I;2;SAO PAULO;SP;42614;9059;267239;326461;1674443;-624190;1050254;0;0;0;0;0;1464324;0;353;3117691;0;3117691
INTERMEDIUM - PRUDENCIAL;1000080996;b1;;C;2;BELO HORIZONTE;MG;42614;1233;538706;193701;2269801;-93220;2176581;0;0;0;0;0;77520;81692;6317;3075751;0;3075751
COOPERATIVA CENTRAL DE CRÉDITO DO CENTRO NORTE DO BRASIL   CENTRAL SICREDI CENTRO NORTE;33667205;b3C;;I;2;CUIABA;MT;42614;0;219930;2580386;61377;-14;61364;0;0;0;0;0;69006;41;49491;2980218;0;2980218
RODOBENS - PRUDENCIAL;1000080855;b1;;C;2;SAO PAULO;SP;42614;3467;185624;527511;1395903;-52319;1343584;1533;138292;2163;-5360;136628;333279;40758;286559;2857410;2163;2855247
COOPERATIVA DE CRÉDITO DOS PRODUTORES RURAIS E EMPRESÁRIOS DO INTERIOR PAULISTA;71328769;b3S;;I;2;SERTAOZINHO;SP;42614;5142;226730;651076;1611292;-104266;1507027;0;0;0;0;0;260344;95359;75749;2821426;0;2821426
INDUSTRIAL DO BRASIL - PRUDENCIAL;1000080477;b1;;C;2;SAO PAULO;SP;42614;15347;552316;37299;1617055;-20623;1596432;0;0;0;0;0;375213;79654;34877;2691137;0;2691137
HSBC - PRUDENCIAL;1000080525;b2;;I;3;SAO PAULO;SP;42614;82233;829729;850968;0;0;0;0;0;0;0;0;904108;118;11727;2678883;0;2678883
SOCOPA - PRUDENCIAL;1000080381;b1;;C;2;SAO PAULO;SP;42614;398365;867300;378224;355628;-9056;346572;0;0;0;0;0;630306;27788;10349;2658904;0;2658904
BCO MODAL S.A. - PRUDENCIAL;1000081658;b1;;C;2;RIO DE JANEIRO;RJ;42614;49870;226122;1350155;578742;-9159;569583;0;0;0;0;0;204210;131758;19579;2551277;0;2551277
CREDICOAMO CREDITO RURAL COOPERATIVA;81723108;b3S;;I;2;CAMPO MOURAO;PR;42614;1948;772271;604402;1186945;-37968;1148976;0;0;0;0;0;2298;4733;95;2534723;0;2534723
STANDARD CHARTERED BI S.A. - PRUDENCIAL;1000081373;b2;;I;3;SAO PAULO;SP;42614;81980;658310;760153;0;0;0;0;0;0;0;0;1008993;887;2104;2512427;0;2512427
BCO TRIANGULO S.A. - PRUDENCIAL;1000081438;b1;;C;2;UBERLANDIA;MG;42614;657;655951;83835;1262537;-113285;1149253;0;0;0;0;0;353912;92981;87271;2423860;0;2423860
PERNAMBUCANAS - PRUDENCIAL;1000080305;n1;;C;2;SAO PAULO;SP;42614;31248;138111;87587;1270869;-429428;841440;0;0;0;0;0;1232630;614;61240;2392872;0;2392872
OMNI - PRUDENCIAL;1000080460;n1;;C;2;SAO PAULO;SP;42614;1760;115459;74194;2636630;-1117907;1518723;266;30957;13573;-1790;43006;495994;97482;2669;2349287;13573;2335715
CAIXA GERAL - PRUDENCIAL;1000080927;b1;;C;3;SAO PAULO;SP;42614;13038;571454;703505;569567;-55307;514260;0;0;0;0;0;511883;2607;6013;2322759;0;2322759
COOPERATIVA CENTRAL DE CRÉDITO URBANO - CECRED;5463212;b3C;;I;2;BLUMENAU;SC;42614;73;822099;1173123;91051;-2028;89023;0;0;0;0;0;15641;145537;16699;2262196;0;2262196
BONSUCESSO - PRUDENCIAL;1000080422;b1;;I;2;BELO HORIZONTE;MG;42614;96112;80816;1031210;260586;-33526;227059;0;0;0;0;0;368843;43126;311481;2158648;0;2158648
COOPERATIVA DE CRÉDITO E INVESTIMENTO DE LIVRE ADMISSÃO UNIÃO PARANÁ/SÃO PAULO - SICREDI UNIÃO PR/SP;79342069;b3S;;I;2;MARINGA;PR;42614;36497;29603;0;1164821;-90858;1073963;0;0;0;0;0;85661;754611;98447;2078782;0;2078782
COOPERATIVA CENTRAL DE CRÉDITO DO NORTE/NORDESTE - CENTRAL SICREDI NORTE/NORDESTE;70119680;b3C;;I;2;CABEDELO;PB;42614;133;12242;1951751;95568;-943;94624;0;0;0;0;0;12659;366;6248;2078024;0;2078024
COOPERATIVA CENTRAL DE CRÉDITO RURAL COM INTERAÇÃO SOLIDÁRIA - CENTRAL CRESOL BASER;1401771;b3C;;I;2;FRANCISCO BELTRAO;PR;42614;3589;0;625085;7034;-2364;4671;0;0;0;0;0;1650;1389762;21960;2046717;0;2046717
SCANIA - PRUDENCIAL;1000080776;b2;;C;3;SAO BERNARDO DO CAMPO;SP;42614;5875;221621;81463;1576479;-49379;1527100;47;3771;1062;-218;4662;150627;4633;8889;2004869;1062;2003807
COOPERFORTE - COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS FUNCIONÁRIOS DE INSTITUIÇÕES FINANCEIRAS PÚBLICAS FEDERAIS LTDA.;1658426;b3S;;I;2;BRASILIA;DF;42614;75;2193;419085;1419705;-49294;1370411;0;0;0;0;0;14693;127674;24395;1958526;0;1958526
COOPERATIVA CENTRAL DE CREDITO DO ESPIRITO SANTO - SICOOB CENTRAL ES;32428294;b3C;;I;2;VITORIA;ES;42614;63;1020117;588356;47600;-211;47389;0;0;0;0;0;4152;176502;62067;1898647;0;1898647
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS PIONEIRA DA SERRA GAÚCHA   SICREDI PIONEIRA RS;91586982;b3S;;I;2;NOVA PETROPOLIS;RS;42614;14051;25;256472;632697;-52754;579944;0;0;0;0;0;43903;893314;67903;1855613;0;1855613
BCO ABN AMRO S.A. - PRUDENCIAL;1000081579;b1;;I;3;SAO PAULO;SP;42614;277;240788;520186;184248;-921;183326;0;0;0;0;0;836573;110;5633;1786893;0;1786893
AF PARANÁ - PRUDENCIAL;1000081115;n1;;I;1;CURITIBA;PR;42614;37;0;665136;1080449;-19257;1061192;0;0;0;0;0;11913;84;1237;1739599;0;1739599
COOPERATIVA DE CRÉDITO E INVESTIMENTO DE LIVRE ADMISSÃO VANGUARDA DA REGIÃO DAS CATARATAS DO IGUAÇU E VALE DO PARAÍBA - SICREDI VANGUARDA PR/SP/RJ;78414067;b3S;;I;2;MEDIANEIRA;PR;42614;15172;24106;0;893728;-45659;848069;0;0;0;0;0;43768;711893;86808;1729816;0;1729816
SICOOB CREDICOM - COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS MÉDICOS E PROFISSIONAIS DA ÁREA DE SAÚDE DE MINAS GERAIS LTDA.;42898825;b3S;;I;2;BELO HORIZONTE;MG;42614;9988;0;0;520915;-13536;507379;0;0;0;0;0;25757;1093739;29580;1666443;0;1666443
BCO KDB BRASIL S.A. - PRUDENCIAL;1000081603;b1;;C;3;SAO PAULO;SP;42614;70784;354617;785919;152372;-138282;14090;0;0;0;0;0;381599;185;810;1608004;0;1608004
CENTRAL DAS COOPERATIVAS DE CREDITO UNICOOB - SICOOB CENTRAL UNICOOB;5036532;b3C;;I;2;MARINGA;PR;42614;11039;669279;829943;8700;-101;8599;0;0;0;0;0;2795;209;69680;1591544;0;1591544
COOPERATIVA CENTRAL DE ECONOMIA E CRÉDITO MÚTUO DAS UNICRED’S DE SANTA CATARINA E DO PARANÁ LTDA – UNICRED CENTRAL SC/PR;543968;b3C;;I;2;FLORIANOPOLIS;SC;42614;40;0;1474244;0;0;0;0;0;0;0;0;1108;87007;13071;1575470;0;1575470
COOPERATIVA CENTRAL DE CRÉDITO DE GOIÁS LTDA;33416108;b3C;;I;2;GOIANIA;GO;42614;619;1339272;123173;10120;-51;10070;0;0;0;0;0;1063;101;75828;1550126;0;1550126
BMW - PRUDENCIAL;1000080635;n1;;C;3;SAO PAULO;SP;42614;390;0;9872;1504022;-65587;1438435;12;10569;7070;-357;17293;84420;461;1051;1551921;7070;1544851
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS SERRO AZUL - SICREDI UNIÃO RS;88894548;b3S;;I;2;CERRO LARGO;RS;42614;6324;25936;31361;767967;-62343;705624;0;0;0;0;0;41847;651822;72517;1535431;0;1535431
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS OURO VERDE DE MATO GROSSO - SICREDI OURO VERDE MT;26529420;b3S;;I;2;LUCAS DO RIO VERDE;MT;42614;5962;682;0;805397;-133903;671494;0;0;0;0;0;45588;716338;93668;1533731;0;1533731
BCO DES. DO ES S.A. - PRUDENCIAL;1000081304;b4;;I;1;VITORIA;ES;42614;238;282112;152465;1078807;-67544;1011263;0;0;0;0;0;55435;15645;13050;1530207;0;1530207
COOPERATIVA DE CRÉDITO MAXI ALFA DE LIVRE ADMISSÃO DE ASSOCIADOS - SICOOB MAXICRÉDITO;78825270;b3S;;I;2;CHAPECO;SC;42614;16521;0;619260;844675;-126236;718439;0;0;0;0;0;78313;21559;70325;1524417;0;1524417
UNIPRIME NORTE DO PARANA - COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS MÉDICOS, PROFISSIONAIS DAS CIÊNCIAS E DAS ARTES E EMPRESÁRIOS LTDA.;2398976;b3S;;I;2;LONDRINA;PR;42614;8461;7400;342584;596128;-15683;580446;0;0;0;0;0;2461;544389;21410;1507151;0;1507151
AF DESENVOLVE SP S.A. - PRUDENCIAL;1000081153;n1;;I;1;SAO PAULO;SP;42614;3;0;296718;1150632;-65956;1084676;0;0;0;0;0;48866;35726;36519;1502508;0;1502508
RENDIMENTO - PRUDENCIAL;1000080659;b1;;C;2;SAO PAULO;SP;42614;299789;297988;84208;303084;-12795;290289;0;0;0;0;0;441083;26485;18856;1458698;0;1458698
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS DE CARLOS BARBOSA - SICREDI SERRANA RS;90608712;b3S;;I;2;CARLOS BARBOSA;RS;42614;11239;582;199240;515814;-34681;481133;0;0;0;0;0;27916;676882;45051;1442042;0;1442042
