Instituição financeira;Código;TCB;TD;TC;SR;Segmento;Cidade;UF;Data;Total Geral;AA;A;B;C;D;E;F;G;H;Total Exterior
MERCEDES-BENZ;51262;b2;C;3;S3;198;SAO PAULO;SP;01/09/2019;11371655;435050;7257195;2208546;756594;294250;105885;40730;165652;107754;0
CITIBANK;30403;b1;C;3;S2;199;SAO PAULO;SP;01/09/2019;11316581;6017949;3479228;1225825;392368;23207;2991;2743;396;171874;0
BANCO DO NORDESTE DO BRASIL S.A.;7237373;b1;I;1;S2;8;FORTALEZA;CE;01/09/2019;10501344;3153882;5084368;692128;595052;171838;67065;140661;128735;467614;0
BANCO COOPERATIVO SICREDI S.A.;1181521;b1;I;2;S3;11;PORTO ALEGRE;RS;01/09/2019;10449612;10178319;239796;22004;7517;1332;268;66;118;194;0
BMG;30290;b1;C;2;S3;199;SAO PAULO;SP;01/09/2019;10069782;0;8649968;208184;77402;89309;106620;67450;41293;346981;482575
NU PAGAMENTOS S.A.;18236120;n4;I;2;;41;SAO PAULO;SP;01/09/2019;9651716;0;8972510;55814;86745;80004;67880;55549;53720;279495;0
BANCO GMAC S.A.;59274605;b2;I;3;S3;8;SAO PAULO;SP;01/09/2019;9622673;32565;7066250;938912;1216110;193239;41370;26061;22906;85260;0
BRB;31976;b1;C;1;S3;199;BRASILIA;DF;01/09/2019;9589903;6082557;1611212;756932;609541;142205;35391;28591;44335;279139;0
CCB;32119;b1;C;3;S3;199;SAO PAULO;SP;01/09/2019;9149813;552426;3056609;1270705;122696;40194;46528;23974;59108;306885;3670688
BANCO CNH INDUSTRIAL CAPITAL S.A.;2992446;b2;I;3;S3;8;CURITIBA;PR;01/09/2019;9143350;1175244;3326641;2317205;1313298;707768;137638;72198;27403;65955;0
BANCO CSF S.A.;8357240;b2;I;3;S3;8;SAO PAULO;SP;01/09/2019;9001538;0;7150730;192858;171520;211173;253161;166205;146026;709863;0
BANCOOB;51750;b1;C;2;S3;199;BRASILIA;DF;01/09/2019;8664447;489605;5666597;1437632;746386;247167;57130;5299;4343;10288;0
JOHN DEERE;50071;b1;C;3;S3;199;INDAIATUBA;SP;01/09/2019;8458816;926597;2606816;2613593;1817765;215152;41996;64594;30326;141978;0
ALFA;51293;b1;C;2;S3;199;SAO PAULO;SP;01/09/2019;7806668;1532381;5220347;722544;263503;18363;6743;6739;3495;32554;0
ORIGINAL;51781;b1;C;2;S3;199;SAO PAULO;SP;01/09/2019;7357385;816812;4712409;520193;313418;37674;163209;7672;39975;85195;660827
PORTO SEGURO;51444;n1;C;2;S4;197;SAO PAULO;SP;01/09/2019;7068159;135374;5875072;104980;379347;129972;74640;61443;50158;257172;0
BANCO TOYOTA DO BRASIL S.A.;3215790;b2;I;3;S4;8;SAO PAULO;SP;01/09/2019;6758187;219162;4525271;952028;927616;89857;14981;7610;5502;16159;0
BANCO FIDIS S/A;62237425;b2;I;3;S4;8;BETIM;MG;01/09/2019;6010983;0;3659132;2112668;165908;59004;7444;6827;0;0;0
BANCO DE LAGE LANDEN BRASIL S.A.;5040481;b2;I;3;S4;8;PORTO ALEGRE;RS;01/09/2019;5521822;0;3690694;1245662;439326;40769;15466;14680;21338;53887;0
MERCANTIL DO BRASIL;20152;b1;C;2;S3;199;BELO HORIZONTE;MG;01/09/2019;5054747;522272;3132667;318820;113654;190016;155317;159048;101263;342619;19069
BANCO DO ESTADO DO PARÁ S.A.;4913711;b1;I;1;S3;8;BELEM;PA;01/09/2019;4574575;0;4334563;14936;37332;32120;14945;30991;16770;92918;0
MIDWAY S.A. - CRÉDITO, FINANCIAMENTO E INVESTIMENTO;9464032;n1;I;2;S4;14;SAO PAULO;SP;01/09/2019;4570984;0;2942299;175669;170770;139508;139800;137248;138768;726922;0
BANCO DE DESENVOLVIMENTO DE MINAS GERAIS S.A.-BDMG;38486817;b4;I;1;S3;5;BELO HORIZONTE;MG;01/09/2019;4518265;1814796;713436;716376;409963;373373;94235;31916;23187;340984;0
INTER;51884;b1;C;2;S4;199;BELO HORIZONTE;MG;01/09/2019;4371422;571054;3253990;238081;116698;53596;37356;20966;18050;61631;0
BANCO VOLVO BRASIL S.A.;58017179;b2;I;3;S4;8;CURITIBA;PR;01/09/2019;4228293;501488;1582735;1315854;595189;165453;19473;22571;1688;23841;0
CREDIT SUISSE;30771;b1;C;3;S3;199;SAO PAULO;SP;01/09/2019;4214236;428657;3261935;40544;0;0;51900;0;5247;137978;287975
BOCOM;52003;b1;C;3;S4;199;SALVADOR;BA;01/09/2019;4197641;939186;1233045;616336;108697;0;19148;12248;6723;276;1261983
BANESTES;30159;b1;C;1;S3;199;VITORIA;ES;01/09/2019;4161881;1841961;1085310;566796;181866;125589;58667;86384;53764;161545;0
ING;51073;b1;C;3;S3;199;SAO PAULO;SP;01/09/2019;3962870;2007158;135629;1602726;136351;0;81007;0;0;0;0
HONDA;51396;b2;C;3;S4;198;SAO PAULO;SP;01/09/2019;3934956;83;1712236;302290;1536820;148677;61835;37057;26239;109719;0
SCANIA BANCO S.A.;11417016;b2;I;3;S4;8;SAO BERNARDO DO CAMPO;SP;01/09/2019;3700150;105455;1220496;2240260;118713;8964;281;427;192;5363;0
SOFISA;31873;b1;C;2;S4;199;SAO PAULO;SP;01/09/2019;3628498;1589;2425399;835598;235935;31001;28046;8383;9254;12194;41100
BANCO FIBRA S.A.;58616418;b1;I;2;S3;8;SAO PAULO;SP;01/09/2019;3497652;923569;505204;1029414;45061;105351;11976;21544;129557;19045;706930
BANCO DA AMAZONIA S.A.;4902979;b1;I;1;S3;2;BELEM;PA;01/09/2019;3354455;215160;1120588;1141061;277481;227185;52511;42357;28611;249501;0
PINE;50304;b1;C;2;S3;199;SAO PAULO;SP;01/09/2019;3324501;384113;622076;962254;640762;151640;112112;112779;186333;78344;74088
PARANÁ BANCO;30881;b1;C;2;S4;199;CURITIBA;PR;01/09/2019;3289558;0;3014079;65107;35526;22858;29702;7787;84941;29558;0
COOPERATIVA DE CREDITO CREDICITRUS;54037916;b3S;I;2;S4;9;BEBEDOURO;SP;01/09/2019;3098838;345775;1302073;728409;356539;115018;113917;42377;17322;77409;0
COOPERATIVA DE CREDITO VALE DO ITAJAI - VIACREDI;82639451;b3S;I;2;S5;9;BLUMENAU;SC;01/09/2019;3071336;0;1847369;621024;242041;108510;64126;52871;36406;98989;0
PERNAMBUCANAS FINANCIADORA S.A. - CRÉDITO, FINANCIAMENTO E INVESTIMENTO;43180355;n1;I;2;S4;14;SAO PAULO;SP;01/09/2019;2952683;0;1806298;122390;119336;86550;136044;112984;104197;464884;0
OMNI;50940;b1;C;2;S4;199;SAO PAULO;SP;01/09/2019;2947586;44;693670;1008095;494783;226068;73094;55774;52493;343566;0
REALIZE CRÉDITO, FINANCIAMENTO E INVESTIMENTO S.A.;27351731;n1;I;3;S4;14;PORTO ALEGRE;RS;01/09/2019;2729800;0;2032837;154598;112719;99134;73383;54414;36906;165809;0
SICOOB COCRED COOPERATIVA DE CRÉDITO;71328769;b3S;I;2;S4;9;SERTAOZINHO;SP;01/09/2019;2670037;122205;1013970;684789;456580;183134;131633;20495;10070;47162;0
BANCO DO ESTADO DE SERGIPE S.A.;13009717;b1;I;1;S4;8;ARACAJU;SE;01/09/2019;2506985;431942;1088876;585036;255095;54850;27528;6942;23104;33613;0
INDUSTRIAL DO BRASIL;50988;b1;C;2;S4;199;SAO PAULO;SP;01/09/2019;2399342;901195;1035469;212165;35179;16562;22642;1445;2260;17687;154739
CREFISA;52010;b1;C;2;S4;199;SAO PAULO;SP;01/09/2019;2389136;320;990082;97818;162366;280836;158667;94399;97058;507591;0
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO UNIÃO PARANÁ/SÃO PAULO - SICREDI UNIÃO PR/SP;79342069;b3S;I;2;S4;9;MARINGA;PR;01/09/2019;2250134;518;1112812;634508;275184;99612;29217;18064;18590;61628;0
JP MORGAN CHASE;20107;b1;C;3;S3;199;SAO PAULO;SP;01/09/2019;2209878;1471208;549823;92837;0;96009;0;0;0;0;0
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO OURO VERDE DO MATO GROSSO - SICREDI OURO VERDE MT;26529420;b3S;I;2;S4;9;LUCAS DO RIO VERDE;MT;01/09/2019;2201020;721;678670;982587;315770;90403;29428;26034;14480;62927;0
ASSOCIACAO DE POUPANCA E EMPRESTIMO - POUPEX;655522;n1;I;2;S3;25;BRASILIA;DF;01/09/2019;2192245;1454835;423393;107183;47242;9375;81377;4963;3474;60403;0
BADESUL DESENVOLVIMENTO S.A - AGÊNCIA DE FOMENTO/RS;2885855;n1;I;1;S4;30;PORTO ALEGRE;RS;01/09/2019;2059054;389304;607943;489541;213340;86176;30623;7241;28359;206527;0
CREDIT AGRICOLE;51066;b1;C;3;S3;199;SAO PAULO;SP;01/09/2019;2036044;2036044;0;0;0;0;0;0;0;0;0
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO VANGUARDA DA REGIÃO DAS CATARATAS DO IGUAÇU E VALE DO PARAÍBA - SICREDI VANGUARDA PR/SP/RJ;78414067;b3S;I;2;S4;9;MEDIANEIRA;PR;01/09/2019;2023610;235;801819;792052;259214;79436;25667;12550;16511;36126;0
SCOTIABANK BRASIL S.A. BANCO MÚLTIPLO;29030467;b1;I;3;S4;8;SAO PAULO;SP;01/09/2019;1993071;1853902;16646;0;0;0;0;0;122523;0;0
BANCO IBM S.A.;34270520;b2;I;3;S4;8;RIO DE JANEIRO;RJ;01/09/2019;1968803;1401805;234294;154647;94073;2600;3391;269;52597;25127;0
BANCO TRIANGULO S.A.;17351180;b1;I;2;S4;8;UBERLANDIA;MG;01/09/2019;1884543;380157;839329;189274;230438;41855;30469;30817;24403;117801;0
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO VALE DO PIQUIRI ABCD - SICREDI VALE DO PIQUIRI ABCD PR/SP;81099491;b3S;I;2;S4;9;PALOTINA;PR;01/09/2019;1760397;226;665529;720965;233950;69221;17983;8024;11784;32715;0
COOPERFORTE - COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS FUNCIONÁRIOS DE INSTITUIÇÕES FINANCEIRAS PÚBLICAS FEDERAIS LTDA.;1658426;b3S;I;2;S5;9;BRASILIA;DF;01/09/2019;1734094;83565;1140172;216069;95485;72208;38191;20645;21683;46076;0
BMW;51420;n1;C;3;S4;197;SAO PAULO;SP;01/09/2019;1724008;24903;723221;644945;264873;47387;8214;2620;1303;6543;0
AGIBANK;51956;b1;C;2;S4;199;PORTO ALEGRE;RS;01/09/2019;1721874;0;971552;69669;59008;54098;61021;54899;52133;399493;0
BANCO CARGILL S.A.;3609817;b1;I;3;S4;8;SAO PAULO;SP;01/09/2019;1720781;324337;939195;251255;25178;106177;5718;0;68920;0;0
BANCO CATERPILLAR S.A.;2658435;b2;I;3;S4;8;SAO PAULO;SP;01/09/2019;1659830;269787;929184;247359;114347;37778;13719;6464;16035;25156;0
DEUTSCHE BANK S.A. - BANCO ALEMAO;62331228;b1;I;3;S3;8;SAO PAULO;SP;01/09/2019;1618749;1540005;22175;53168;0;0;0;0;0;3401;0
MIZUHO;51554;b1;I;3;S4;199;SAO PAULO;SP;01/09/2019;1615635;814466;82917;0;0;0;0;0;0;0;718252
BANCO MUFG BRASIL S.A.;60498557;b1;I;3;S3;8;SAO PAULO;SP;01/09/2019;1568482;1529282;5695;30693;1045;1768;0;0;0;0;0
COOPERATIVA DE CRÉDITO MAXI ALFA DE LIVRE ADMISSÃO DE ASSOCIADOS - SICOOB MAXICRÉDITO;78825270;b3S;I;2;S5;9;CHAPECO;SC;01/09/2019;1549609;55730;485588;430116;331789;97282;44335;27327;11400;66042;0
BANCO DIGIO S.A.;27098060;b2;I;3;S4;8;BARUERI;SP;01/09/2019;1514023;0;1009951;48368;48185;133692;46537;37074;31333;158881;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO CENTRO BRASILEIRA LTDA.;37395399;b3S;I;2;S5;9;GOIANIA;GO;01/09/2019;1511969;125812;491135;373949;245780;81989;55411;33193;56479;48222;0
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO SERRO AZUL – SICREDI UNIÃO RS;88894548;b3S;I;2;S4;9;CERRO LARGO;RS;01/09/2019;1509945;217;644842;471072;285949;37214;15137;13609;7130;34775;0
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO DO CENTRO SUL DO MATO GROSSO DO SUL – SICREDI CENTRO-SUL MS;26408161;b3S;I;2;S4;9;DOURADOS;MS;01/09/2019;1408222;339;551589;581447;192822;40726;13193;6154;6695;15257;0
CREDICOAMO CREDITO RURAL COOPERATIVA;81723108;b3S;I;2;S4;9;CAMPO MOURAO;PR;01/09/2019;1375511;1960;663595;592593;83419;14898;6552;1211;6135;5147;0
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO CAMPOS GERAIS - SICREDI CAMPOS GERAIS PR/SP;81466286;b3S;I;2;S4;9;PONTA GROSSA;PR;01/09/2019;1349006;350;680314;463830;117135;36586;16901;7779;8309;17803;0
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO UNIÃO DE ESTADOS RIO GRANDE DO SUL, SANTA CATARINA E MINAS GERAIS - SICREDI UNIESTADOS;87780268;b3S;I;2;S4;9;ERECHIM;RS;01/09/2019;1343168;8;436175;558510;257904;44785;16204;9331;6542;13708;0
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO DE CARLOS BARBOSA - SICREDI SERRANA RS;90608712;b3S;I;2;S4;9;CARLOS BARBOSA;RS;01/09/2019;1321877;114;451875;498450;229356;95842;18322;9126;3451;15342;0
BANCO A.J. RENNER S.A.;92874270;b1;I;2;S4;8;PORTO ALEGRE;RS;01/09/2019;1313546;0;1051306;100124;69343;26116;15164;8900;7619;34974;0
SOCIETE GENERALE;31859;b1;C;3;S3;199;SAO PAULO;SP;01/09/2019;1304552;333147;478482;443338;23743;0;2839;4461;3;18539;0
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO SICREDI PIONEIRA RS - SICREDI PIONEIRA RS;91586982;b3S;I;2;S4;9;NOVA PETROPOLIS;RS;01/09/2019;1287681;37;601825;411757;170660;49716;18049;8438;5849;21349;0
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO PLANALTO – SICREDI PLANALTO RS/MG;88038260;b3S;I;2;S4;9;CRUZ ALTA;RS;01/09/2019;1275362;0;169743;562031;431594;57033;6962;14482;7587;25930;0
BANCO RODOBENS S.A.;33603457;b1;I;2;S4;8;SAO PAULO;SP;01/09/2019;1253668;77209;968565;58366;66747;4801;53774;5169;7858;11179;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DO SUDOESTE DA AMAZÔNIA LTDA. - SICOOB CREDISUL.;3632872;b3S;I;2;S5;9;VILHENA;RO;01/09/2019;1242295;67662;422860;451309;220906;33882;18521;5517;4781;16855;0
HP FINANCIAL SERVICES ARRENDAMENTO MERCANTIL S.A.;97406706;n1;I;3;S4;19;BARUERI;SP;01/09/2019;1224807;19647;94019;792618;250652;39086;8715;862;2130;17078;0
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO DO SUDOESTE MT/PA - SICREDI SUDOESTE MT/PA;32995755;b3S;I;2;S4;9;TANGARA DA SERRA;MT;01/09/2019;1223418;0;462108;442751;171480;46795;21662;16978;15944;45700;0
DESENVOLVE SP - AGÊNCIA DE FOMENTO DO ESTADO DE SÃO PAULO S.A.;10663610;n1;I;1;S4;30;SAO PAULO;SP;01/09/2019;1197826;335354;384651;172541;156116;44524;16702;12226;55915;19798;0
COOPERATIVA DE CRÉDITO LESTE CAPIXABA - SICOOB LESTE CAPIXABA;32430233;b3S;I;2;S5;9;LINHARES;ES;01/09/2019;1183675;21255;255104;301434;368874;91745;38143;17486;23699;65935;0
BANCO SUMITOMO MITSUI BRASILEIRO S.A.;60518222;b1;I;3;S3;8;SAO PAULO;SP;01/09/2019;1167618;1098397;20911;0;0;0;0;0;0;0;48310
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO DO ARAGUAIA E XINGU - SICREDI ARAXINGU;33021064;b3S;I;2;S4;9;CANARANA;MT;01/09/2019;1167450;43;312525;504888;239237;32644;31967;16169;11924;18052;0
SICOOB CREDICOM - COOPERATIVA DE ECONOMIA E CREDITO MUTUO DOS MEDICOS E PROFISSIONAIS DA AREA DE SAUDE DO BRASIL LTDA.;42898825;b3S;I;2;S5;9;BELO HORIZONTE;MG;01/09/2019;1156741;1328;341659;325284;421993;39655;10334;6999;1933;7554;0
BANCO YAMAHA MOTOR DO BRASIL S.A.;10371492;b2;I;3;S4;8;GUARULHOS;SP;01/09/2019;1155695;1170;2580;766410;295718;20948;11967;8543;7947;40411;0
AGÊNCIA DE FOMENTO DO PARANÁ S.A.;3584906;n1;I;1;S4;30;CURITIBA;PR;01/09/2019;1149986;179798;732009;133412;62266;9675;7184;2778;6007;16857;0
BANCO FORD S.A.;90731688;b2;I;3;S4;8;SAO PAULO;SP;01/09/2019;1148367;0;583938;463765;22256;77833;413;162;0;0;0
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO VALE DO CERRADO - SICREDI VALE DO CERRADO;32983165;b3S;I;2;S4;9;CAMPO VERDE;MT;01/09/2019;1078776;0;277707;385016;297069;39253;25970;17737;15222;20803;0
BANCO LUSO BRASILEIRO S.A.;59118133;b1;I;2;S4;8;SAO PAULO;SP;01/09/2019;1039671;0;409161;406585;105795;58077;47255;4805;787;7206;0
UNIPRIME NORTE DO PARANÁ - COOPERATIVA DE CRÉDITO LTDA;2398976;b3S;I;2;S4;9;LONDRINA;PR;01/09/2019;1037513;14535;630645;327211;33497;1472;2002;3349;1315;23488;0
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO SORRISO - SICREDI CELEIRO DO MT;26555235;b3S;I;2;S4;9;SORRISO;MT;01/09/2019;968703;243;261764;444579;140514;48978;18992;6265;8153;39215;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DO SUDOESTE GOIANO;24795049;b3S;I;2;S5;9;RIO VERDE;GO;01/09/2019;961182;0;249076;508309;168486;16330;12426;1959;328;4269;0
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO UNIÃO DOS ESTADOS DE MATO GROSSO DO SUL, TOCANTINS E OESTE DA BAHIA - SICREDI UNIÃO MS/TO;24654881;b3S;I;2;S4;9;CAMPO GRANDE;MS;01/09/2019;954265;44;419781;328739;120717;39311;11757;3930;6916;23070;0
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO NORTE MATO-GROSSENSE E OESTE PARAENSE – SICREDI GRANDES RIOS MT/PA;37442605;b3S;I;2;S4;9;COLIDER;MT;01/09/2019;937900;0;293621;363898;170281;39669;20780;12440;11069;26142;0
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO PAMPA GAÚCHO - SICREDI PAMPA GAÚCHO;87733077;b3S;I;2;S4;9;ITAQUI;RS;01/09/2019;937511;0;297269;373914;116645;95501;8876;19660;7325;18320;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DO CENTRO SUL RONDONIENSE - SICOOB CREDIP.;2015588;b3S;I;2;S5;9;PIMENTA BUENO;RO;01/09/2019;927563;50480;290169;277114;193685;62143;21257;10856;7563;14295;0
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO ALTO URUGUAI - SICREDI ALTO URUGUAI RS/SC/MG;87733770;b3S;I;2;S4;9;RODEIO BONITO;RS;01/09/2019;923384;0;314458;334143;193720;39509;17126;7654;4044;12730;0
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO CELEIRO CENTRO OESTE – SICREDI CELEIRO CENTRO OESTE;3566655;b3S;I;2;S4;9;SAO GABRIEL DO OESTE;MS;01/09/2019;909829;0;301442;414526;141590;11958;5413;7551;2940;24408;0
BANCO DE DESENVOLVIMENTO DO ESPIRITO SANTO S.A.;28145829;b4;I;1;S4;5;VITORIA;ES;01/09/2019;901897;49640;378537;171645;75242;45380;24437;38791;29356;88869;0
COOPERATIVA DE CRÉDITO DO TRIÂNGULO MINEIRO E SÃO FRANCISCO LTDA. - SICOOB ARACOOP;3320525;b3S;I;2;S5;9;ARAGUARI;MG;01/09/2019;901226;20993;427721;281809;115081;26625;14093;4449;2754;7700;0
RENDIMENTO;51468;b1;C;2;S4;199;SAO PAULO;SP;01/09/2019;895684;0;482847;288583;63824;36427;5666;543;71;17724;0
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO DAS REGIÕES CENTRO DO RS E MG – SICREDI REGIÃO CENTRO RS/MG;95594941;b3S;I;2;S4;9;SANTA MARIA;RS;01/09/2019;892462;200;276536;334235;168584;30645;20610;10965;17725;32962;0
MÁXIMA;50201;b1;C;2;S4;199;RIO DE JANEIRO;RJ;01/09/2019;889888;0;534606;119753;99157;122472;5713;1737;1079;5369;0
COOPERATIVA DE CRÉDITO SUL-SERRANA DO ESPÍRITO SANTO;815319;b3S;I;2;S5;9;VENDA NOVA DO IMIGRANTE;ES;01/09/2019;868233;20057;171302;236613;243676;102303;35735;16669;8431;33448;0
DACASA FINANCEIRA;51891;n1;C;2;S4;197;VITORIA;ES;01/09/2019;842350;0;463812;30350;31624;28121;30420;32344;32681;192998;0
BANCO ABN AMRO S.A.;3532415;b1;I;3;S4;8;SAO PAULO;SP;01/09/2019;821713;552152;269561;0;0;0;0;0;0;0;0
BANCO TOPÁZIO S.A.;7679404;b1;I;2;S4;8;PORTO ALEGRE;RS;01/09/2019;801407;467838;55987;114953;93593;20461;13837;3910;7808;23020;0
INTESA SANPAOLO BRASIL S.A. - BANCO MÚLTIPLO;55230916;b1;I;3;S4;8;SAO PAULO;SP;01/09/2019;785876;667019;82253;23477;13126;0;0;0;0;0;0
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO SICREDI EVOLUÇÃO - SICREDI EVOLUÇÃO;35571249;b3S;I;2;S5;9;JOAO PESSOA;PB;01/09/2019;757508;0;467041;111332;63738;56810;17780;10853;9527;20426;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS SÃO MIGUEL DO OESTE - SICOOB SÃO MIGUEL SC;81607046;b3S;I;2;S5;9;SAO MIGUEL D'OESTE;SC;01/09/2019;752759;31715;261609;213942;154476;29843;15548;14920;3941;26765;0
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO UNIVALES – SICREDI UNIVALES MT/RO;70431630;b3S;I;2;S4;9;JUINA;MT;01/09/2019;739330;0;208462;277709;194798;31278;10211;3861;3802;9210;0
GRUPO BONSUCESSO - BS2;52034;b1;C;2;S4;199;BELO HORIZONTE;MG;01/09/2019;736041;55595;480515;102823;48994;19400;3709;13390;10346;1268;0
COOPERATIVA DE CRÉDITO SICOOB METROPOLITANO;3459850;b3S;I;2;S5;9;MARINGA;PR;01/09/2019;731131;27868;172032;207744;204560;37177;29259;19787;10587;22117;0
ICBC DO BRASIL BANCO MÚLTIPLO S.A.;17453575;b1;I;3;S4;8;SAO PAULO;SP;01/09/2019;714964;245184;335606;77172;57002;0;0;0;0;0;0
AGÊNCIA DE FOMENTO DO ESTADO DE SANTA CATARINA S.A.-BADESC;82937293;n1;I;1;S4;30;FLORIANOPOLIS;SC;01/09/2019;709438;196703;252142;159783;32737;12086;9381;4010;0;42595;0
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO DE CAMPO GRANDE E REGIÃO - SICREDI CAMPO GRANDE MS;3042597;b3S;I;2;S4;9;CAMPO GRANDE;MS;01/09/2019;701004;167;323713;223324;93653;25720;7733;5814;5322;15559;0
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO FRONTEIRAS DO PARANÁ, SANTA CATARINA E SÃO PAULO - SICREDI FRONTEIRAS PR/SC/SP;82527557;b3S;I;2;S4;9;CAPANEMA;PR;01/09/2019;694322;60;268102;257449;103357;29412;9162;4649;7225;14906;0
DESENBAHIA - AGENCIA DE FOMENTO DO ESTADO DA BAHIA S.A.;15163587;n1;I;1;S4;30;SALVADOR;BA;01/09/2019;682035;186753;120045;209724;111934;20923;2835;2669;649;26503;0
COOPERATIVA DE POUPANÇA E CRÉDITO OURO VERDE – SICOOB OURO VERDE;5582619;b3S;I;2;S5;9;LONDRINA;PR;01/09/2019;679817;43725;219965;192633;133151;36265;21283;17087;5562;10146;0
