Instituição financeira;Código;TCB;SR;TD;TC;Cidade;UF;Data;Captações;;;;;;;;;;;;;;;Instrumentos Derivativos (f);Outras Obrigações (g);Passivo Circulante e Exigível a Longo Prazo (h) = (e) + (f) + (g);Resultados de Exercícios Futuros (i);Patrimônio Líquido (j);Passivo Total (k) = (h) + (i) + (j)
DEUTSCHE;51183;b1;;C;3;SAO PAULO;SP;41609;274869;0;116174;1964469;0;2355512;1678384;0;0;0;0;0;0;2473038;6506935;999462;13075359;20581756;3078;1622745;22207579
PANAMERICANO;31323;b1;;C;2;SAO PAULO;SP;41609;178103;0;6404376;2892875;0;9475354;1092596;1471212;724857;2227844;687904;0;5111817;101458;15781225;21957;3388693;19191875;2460;2531525;21725860
BNP PARIBAS;51516;b1;;C;3;SAO PAULO;SP;41609;80697;0;104884;4443129;77300;4706011;3138921;0;0;1114912;0;0;1114912;2023466;10983310;1313786;5893414;18190509;18711;2723335;20932555
BANCOOB;51750;b1;;C;2;BRASILIA;DF;41609;22405;1944587;11612699;74362;0;13654052;1744292;0;4267;0;0;0;4267;1446614;16849226;0;689713;17538939;25;580839;18119803
ABC-BRASIL;41856;b1;;C;3;SAO PAULO;SP;41609;42468;0;432227;3087758;0;3562454;112497;256315;1117794;2150519;230092;0;3754720;4817185;12246856;243975;2829407;15320238;30009;1917522;17267769
BIC;32119;b1;;C;2;SAO PAULO;SP;41609;348185;14288;422294;6284813;0;7069579;41101;189713;400980;271161;987931;474;1850258;2523268;11484207;3551;2140846;13628604;20196;1958086;15606886
BANCO RABOBANK INTERNATIONAL BRASIL S.A.;1023570;b1;;I;3;SAO PAULO;SP;41609;4498;0;106291;123574;0;234363;308817;0;1754137;0;0;0;1754137;7704244;10001561;104584;4042395;14148539;0;1174854;15323393
BANCO DAYCOVAL S.A.;62232889;b1;;I;2;SAO PAULO;SP;41609;388149;0;241336;3146156;3872;3779513;779644;223720;246976;2904089;1441340;0;4816124;1709878;11085160;4102;1397103;12486365;13636;2440276;14940278
BANESTES;30159;b1;;C;1;VITORIA;ES;41609;1362436;2192222;132567;4125666;0;7812891;3733073;75486;0;159964;0;0;235449;625587;12407000;0;630815;13037816;1744;967684;14007244
ALFA;51293;b1;;C;2;SAO PAULO;SP;41609;37324;0;263510;92377;0;393210;2277826;30930;201326;5781221;0;1114616;7128093;1425177;11224306;118879;459460;11802645;17034;2020308;13839988
MERCANTIL DO BRASIL;20152;b1;;C;2;BELO HORIZONTE;MG;41609;576582;284342;113404;7385276;0;8359604;829646;9202;170424;226265;51557;0;457449;69425;9716124;3639;2891702;12611465;938;897906;13510309
BANCO GMAC S.A.;59274605;b2;;I;3;SAO PAULO;SP;41609;0;0;2713335;1239490;0;3952826;0;0;0;569589;0;0;569589;0;4522415;0;6835626;11358041;315044;1324635;12997720
SOCIETE GENERALE;31859;b1;;C;3;SAO PAULO;SP;41609;10046;0;0;732833;0;742878;15998;0;0;106016;0;0;106016;3037003;3901896;782966;6912597;11597459;37381;1004827;12639668
BOFA MERRILL LYNCH;51255;b1;;C;3;SAO PAULO;SP;41609;140961;0;49362;997266;0;1187589;211836;0;0;0;0;0;0;0;1399425;2749324;6805104;10953853;97;1328991;12282941
BANCO REGIONAL DE DESENVOLVIMENTO DO EXTREMO SUL;92816560;b4;;I;1;PORTO ALEGRE;RS;41609;0;0;0;0;0;0;0;0;0;0;0;0;0;9397444;9397444;0;461974;9859418;3764;1674250;11537432
BANCO DA AMAZONIA S.A.;4902979;b1;;I;1;BELEM;PA;41609;760781;548813;18634;1114998;795353;3238578;34002;0;0;0;0;0;0;553887;3826467;0;5878646;9705113;0;1624993;11330107
BRB;31976;b1;;C;1;BRASILIA;DF;41609;930840;1508296;107745;5352253;4640;7903775;291362;60;0;185029;0;93;185182;182514;8562833;0;1442597;10005430;136;1066087;11071654
MERCEDES-BENZ;51262;b2;;C;3;SAO PAULO;SP;41609;0;0;832374;88900;0;921274;0;0;0;551727;0;0;551727;7289363;8762363;0;768647;9531011;91926;1289909;10912845
PINE;50304;b1;;C;2;SAO PAULO;SP;41609;23306;0;89718;3113420;0;3226444;547580;280697;438342;738367;280294;0;1737700;2497073;8008795;190834;1018213;9217842;68499;1272408;10558749
MORGAN STANLEY;51413;b1;;C;3;SAO PAULO;SP;41609;0;0;0;3856230;0;3856230;1650248;0;0;0;0;0;0;0;5506478;1160173;1710181;8376831;0;1796494;10173325
BES;51482;b2;;C;3;SAO PAULO;SP;41609;0;0;353378;2541139;0;2894517;1834166;5625;216157;112462;919666;0;1253911;451618;6434212;597378;485013;7516604;727;665698;8183029
BARCLAYS;51705;b1;;C;3;SAO PAULO;SP;41609;244;0;8555;719515;0;728314;1477632;0;0;0;119260;0;119260;0;2325206;413778;3548697;6287681;0;574876;6862557
BANCO DE TOKYO-MITSUBISHI UFJ BRASIL S.A.;60498557;b1;;I;3;SAO PAULO;SP;41609;149849;0;0;1889855;0;2039704;148510;0;0;0;0;0;0;1497967;3686181;268591;1611246;5566018;532;1139423;6705972
COOPERATIVA CENTRAL DE CRÉDITO DO RIO GRANDE DO SUL E SANTA CATARINA - CENTRAL SICREDI SUL;87437687;b3C;;I;2;PORTO ALEGRE;RS;41609;0;0;11161;0;0;11161;0;0;0;0;0;0;0;0;11161;0;6006808;6017970;0;306473;6324443
BANCO CNH CAPITAL S.A.;2992446;b2;;I;3;CURITIBA;PR;41609;0;0;251489;739231;0;990720;0;0;112757;632114;0;0;744871;3001136;4736726;5937;138247;4880910;157110;1086667;6124687
BANCO CLASSICO S.A.;31597552;b1;;I;2;RIO DE JANEIRO;RJ;41609;5;0;0;0;0;5;0;0;0;0;0;0;0;0;5;0;1392848;1392853;0;4607228;6000082
BANCO DE LAGE LANDEN BRASIL S.A.;5040481;b2;;I;3;PORTO ALEGRE;RS;41609;0;0;0;0;0;0;0;0;0;0;0;0;0;4787929;4787929;0;409513;5197442;8283;727733;5933458
BANCO FIDIS S/A;62237425;b2;;I;3;BETIM;MG;41609;0;0;162167;2593303;0;2755471;0;0;0;1302790;0;0;1302790;1217217;5275478;7397;84555;5367430;40253;523583;5931265
BANCO IBM S.A.;34270520;b2;;I;3;RIO DE JANEIRO;RJ;41609;1222;0;0;4882486;0;4883708;0;0;0;0;0;0;0;222179;5105887;0;225287;5331173;0;380791;5711964
ASSOCIACAO DE POUPANCA E EMPRESTIMO - POUPEX;655522;n1;;I;2;BRASILIA;DF;41609;0;0;0;0;621022;621022;0;0;0;0;0;0;0;0;621022;0;101897;722919;0;4546360;5269278
INDUSVAL;50531;b1;;C;2;SAO PAULO;SP;41609;44142;0;25564;2243099;0;2312805;85905;110695;754789;55600;0;0;921085;674260;3994055;28480;251263;4273798;2439;674161;4950399
BANCO DE DESENVOLVIMENTO DE MINAS GERAIS S.A.-BDMG;38486817;b4;;I;1;BELO HORIZONTE;MG;41609;0;0;50902;0;0;50902;45033;0;0;469490;0;0;469490;2221065;2786490;0;390230;3176720;10728;1713606;4901053
GOLDMAN SACHS;51585;b2;;C;3;SAO PAULO;SP;41609;0;0;77704;338336;0;416039;1399718;0;0;0;0;0;0;117644;1933401;1499303;443020;3875724;0;998618;4874342
BANCO TOYOTA DO BRASIL S.A.;3215790;b2;;I;3;SAO PAULO;SP;41609;0;0;305425;110494;0;415919;0;0;0;787569;0;0;787569;2445073;3648561;17945;427938;4094445;19635;479893;4593973
BANCO DO ESTADO DO PARÁ S.A.;4913711;b1;;I;1;BELEM;PA;41609;961289;625111;143355;1879767;0;3609523;52593;0;0;188762;0;0;188762;1099;3851976;0;191443;4043419;0;506133;4549552
J.MALUCELLI;30881;b1;;C;2;CURITIBA;PR;41609;29818;0;230078;1823360;0;2083256;20008;0;0;867155;0;0;867155;64662;3035080;1381;71168;3107629;55;1285976;4393660
SOFISA;31873;b1;;C;2;SAO PAULO;SP;41609;135188;0;25900;1755392;0;1916480;228389;87840;47478;63230;0;0;198547;347702;2691119;1663;839734;3532516;240;695404;4228160
JOHN DEERE;50071;b1;;C;3;INDAIATUBA;SP;41609;3569;0;212396;50377;0;266341;0;0;0;0;0;0;0;3110109;3376450;0;201057;3577507;31431;568416;4177354
BANCO CATERPILLAR S.A.;2658435;b2;;I;3;SAO PAULO;SP;41609;0;0;508684;0;0;508684;0;0;0;168082;0;0;168082;2682781;3359546;0;76442;3435988;31801;635454;4103242
BADESUL DESENVOLVIMENTO S.A - AGÊNCIA DE FOMENTO/RS;2885855;n1;;I;1;PORTO ALEGRE;RS;41609;0;0;0;0;0;0;0;0;0;0;0;0;0;3224215;3224215;0;140844;3365060;0;732290;4097350
ING;51073;b1;;C;3;SAO PAULO;SP;41609;22565;0;0;1039516;0;1062081;125505;0;89495;0;0;0;89495;1416044;2693124;40355;376621;3110101;740;822284;3933125
BANCO CSF S.A.;8357240;b2;;I;3;SAO PAULO;SP;41609;0;0;125679;0;0;125679;7656;0;0;0;0;0;0;0;133335;0;2934120;3067455;0;819025;3886480
BANCO SUMITOMO MITSUI BRASILEIRO S.A.;60518222;b1;;I;3;SAO PAULO;SP;41609;80803;0;0;1068191;10690;1159684;127642;0;0;0;0;0;0;1084034;2371360;2644;648222;3022226;1738;675432;3699396
PORTO SEGURO;51444;n1;;C;2;SAO PAULO;SP;41609;0;0;681409;0;0;681409;0;0;0;179370;0;0;179370;0;860779;0;2314184;3174964;0;369261;3544224
BANCO VOLVO BRASIL S.A.;58017179;b2;;I;3;CURITIBA;PR;41609;0;0;76221;41780;0;118001;0;0;0;100780;0;0;100780;2588952;2807733;0;177373;2985107;45132;489575;3519814
PSA FINANCE;51365;b2;;C;3;SAO PAULO;SP;41609;0;0;629762;149922;0;779684;0;0;0;403010;0;0;403010;201968;1384662;0;1376241;2760903;54831;699878;3515612
CREDIT AGRICOLE;51066;b1;;C;3;SAO PAULO;SP;41609;1916;0;0;1007156;0;1009072;0;0;387986;223714;0;0;611701;544272;2165045;83585;465536;2714166;98;792890;3507155
COOPERATIVA DE CRÉDITO CREDICITRUS;54037916;b3S;;I;2;BEBEDOURO;SP;41609;279773;0;0;1036575;43524;1359872;0;0;0;0;0;0;0;1068760;2428632;0;156276;2584908;0;909919;3494827
BANCO DO ESTADO DE SERGIPE S.A.;13009717;b1;;I;1;ARACAJU;SE;41609;584742;954734;72932;960660;363;2573431;25328;0;0;131975;0;0;131975;84503;2815237;0;283391;3098628;12;279485;3378125
HONDA;51396;b2;;C;3;SAO PAULO;SP;41609;0;0;2392292;17571;0;2409863;0;0;0;245914;0;0;245914;0;2655777;0;126665;2782443;87688;500231;3370362
ORIGINAL;51781;b1;;C;2;SAO PAULO;SP;41609;18863;0;36642;413948;0;469453;0;0;234044;205;0;0;234249;25853;729554;293188;202322;1225064;955;2036845;3262864
BBM;30207;b1;;C;2;SALVADOR;BA;41609;38363;0;2526;614727;0;655616;7685;34804;339811;757380;290;0;1132284;352058;2147643;6392;515846;2669880;379;562527;3232786
BONSUCESSO;50706;b1;;C;2;BELO HORIZONTE;MG;41609;16299;0;98395;1325030;43;1439767;0;27616;43276;669;0;0;71560;2208;1513536;1567;1011024;2526126;2546;385828;2914500
COOPERATIVA CENTRAL DE CRÉDITO DO ESTADO DE SÃO PAULO - SICOOB SÃO PAULO;63917579;b3C;;I;2;RIBEIRAO PRETO;SP;41609;0;0;0;2539344;0;2539344;0;0;0;0;0;0;0;0;2539344;0;176552;2715896;0;138813;2854709
COOPERATIVA CENTRAL DE CRÉDITO DOS ESTADOS DO PARANÁ E DE SÃO PAULO - CENTRAL SICREDI PR/SP;80230774;b3C;;I;2;CURITIBA;PR;41609;0;0;0;0;0;0;0;0;0;0;0;0;0;301;301;0;2633773;2634074;0;131842;2765916
COOPERATIVA CENTRAL DE CRÉDITO DE MINAS GERAIS LTDA. - SICOOB CENTRAL CREDIMINAS;25683434;b3C;;I;2;BELO HORIZONTE;MG;41609;0;0;0;0;0;0;0;0;0;0;0;0;0;280613;280613;0;2081050;2361663;0;253931;2615595
COOPERATIVA CENTRAL DE CREDITO DE SANTA CATARINA-SICOOB CENTRAL SC;80160260;b3C;;I;2;FLORIANOPOLIS;SC;41609;211;0;0;1969407;1609;1971227;0;0;0;0;0;0;0;17476;1988703;0;261136;2249840;0;149429;2399269
INDUSTRIAL DO BRASIL;50988;b1;;C;2;SAO PAULO;SP;41609;39841;0;111149;629856;0;780845;73431;62739;0;422732;0;0;485471;245953;1585700;20;157716;1743436;896;454183;2198516
RODOBENS;51736;b1;;C;2;SAO PAULO;SP;41609;3;0;3831;212904;0;216738;0;116923;0;410209;0;0;527132;670803;1414672;1347;286672;1702692;1799;429840;2134331
PERNAMBUCANAS;40699;n1;;C;2;SAO PAULO;SP;41609;0;0;203012;0;0;203012;0;0;0;0;0;2258;2258;0;205270;0;1207994;1413264;0;533384;1946648
SCANIA BANCO S.A.;11417016;b2;;I;3;SAO BERNARDO DO CAMPO;SP;41609;0;0;0;0;0;0;0;0;0;0;0;0;0;1673680;1673680;0;101554;1775234;0;153452;1928686
CREFISA S.A.-CREDITO, FINANCIAMENTO E INVESTIMENTOS;60779196;n1;;I;2;SAO PAULO;SP;41609;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;316490;316490;0;1598877;1915367
COOPERATIVA DE CRÉDITO DOS PRODUTORES RURAIS E EMPRESÁRIOS DO INTERIOR PAULISTA;71328769;b3S;;I;2;SERTAOZINHO;SP;41609;102924;0;0;573454;13760;690138;0;0;102814;0;0;0;102814;637870;1430822;461;143261;1574544;0;320630;1895174
BANCO TRIANGULO S.A.;17351180;b1;;I;2;UBERLANDIA;MG;41609;107292;0;0;683514;0;790806;0;0;9641;297282;0;0;306923;126122;1223851;0;284172;1508023;1063;336897;1845983
CENTRAL DAS COOPERATIVAS DE ECONOMIA E CREDITO DO ESTADO DE MINAS GERAIS LTDA. - SICOOB CENTRAL CECREMGE;309024;b3C;;I;2;BELO HORIZONTE;MG;41609;2038;0;0;74824;0;76861;0;0;0;0;0;0;0;0;76861;0;1656593;1733454;0;92160;1825614
BANCO CARGILL S.A.;3609817;b1;;I;3;SAO PAULO;SP;41609;1081;0;0;67001;0;68083;0;0;500006;0;0;0;500006;802201;1370290;43426;50570;1464286;0;359868;1824154
COOPERATIVA DE CREDITO VALE DO ITAJAI - VIACREDI;82639451;b3S;;I;2;BLUMENAU;SC;41609;175221;0;123965;896877;27811;1223873;0;0;0;0;0;0;0;37599;1261472;0;91146;1352618;0;405926;1758544
OMNI;50940;n1;;I;2;SAO PAULO;SP;41609;0;0;53167;484286;0;537453;1003;0;0;0;0;240369;240369;71527;850353;0;685696;1536049;471;214704;1751223
MIDWAY S.A. - CRÉDITO, FINANCIAMENTO E INVESTIMENTO;9464032;n1;;I;2;SAO PAULO;SP;41609;0;0;0;0;0;0;0;0;0;0;0;351766;351766;0;351766;0;825848;1177614;0;531813;1709427
BANCO FORD S.A.;90731688;b2;;I;3;SAO PAULO;SP;41609;0;0;460372;619196;0;1079568;0;0;0;295964;0;0;295964;0;1375532;0;41317;1416849;0;263938;1680787
XP INVESTIMENTOS CORRETORA DE CÂMBIO,TÍTULOS E VALORES MOBILIÁRIOS S/A;2332886;n2;;I;3;RIO DE JANEIRO;RJ;41609;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;1214210;1214212;0;387839;1602051
BANCO DE DESENVOLVIMENTO DO ESPIRITO SANTO S.A.;28145829;b4;;I;1;VITORIA;ES;41609;42099;0;0;46190;0;88288;0;0;0;0;0;0;0;830455;918743;0;384204;1302947;0;257474;1560422
RENASCENCA DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS LTDA;62287735;n2;;I;2;SAO PAULO;SP;41609;0;0;0;0;0;0;1473091;0;0;0;0;0;0;0;1473091;0;18208;1491299;0;45547;1536846
MIZUHO;51554;b1;;I;3;SAO PAULO;SP;41609;541;0;45772;120332;0;166645;4969;0;0;0;0;0;0;592104;763718;19197;227489;1010404;55;495883;1506341
COOPERATIVA CENTRAL DE CRÉDITO DE MATO GROSSO, PARÁ E RONDÔNIA - CENTRAL SICREDI MT/PA/RO;33667205;b3C;;I;2;CUIABA;MT;41609;0;0;5097;0;0;5097;0;0;0;0;0;0;0;0;5097;0;1350872;1355968;0;99724;1455692
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS OURO VERDE DE MATO GROSSO - SICREDI OURO VERDE MT;26529420;b3S;;I;2;LUCAS DO RIO VERDE;MT;41609;125412;0;0;268042;4895;398348;0;0;0;0;0;0;0;157153;555501;0;641546;1197047;0;256917;1453964
RENDIMENTO;51468;b1;;C;2;SAO PAULO;SP;41609;35942;0;23532;341362;34441;435278;0;0;0;10750;0;0;10750;82422;528451;930;713251;1242632;570;203383;1446584
INTERMEDIUM;51884;b1;;C;2;BELO HORIZONTE;MG;41609;8916;0;32265;556344;0;597525;0;254194;5877;101942;0;0;362014;3950;963489;0;182509;1145997;0;290018;1436015
FATOR;50122;b1;;C;2;SAO PAULO;SP;41609;2450;0;33740;464518;0;500708;325963;0;41582;0;0;0;41582;0;868253;533;137998;1006785;197;418085;1425067
COOPERFORTE - COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS FUNCIONÁRIOS DE INSTITUIÇÕES FINANCEIRAS PÚBLICAS FEDERAIS LTDA.;1658426;b3S;;I;2;BRASILIA;DF;41609;0;0;0;629144;365987;995131;0;0;0;0;0;0;0;2002;997133;0;69784;1066917;0;302775;1369693
SOCOPA;50328;b1;;C;2;SAO PAULO;SP;41609;58395;0;27560;423838;13698;523491;225027;0;44711;0;0;0;44711;52898;846128;448;374660;1221236;0;146953;1368189
CAIXA GERAL;51815;b1;;C;3;SAO PAULO;SP;41609;5404;0;84435;358291;0;448131;138757;17245;0;7399;0;0;24644;127624;739156;16785;173541;929482;1422;417181;1348085
DESENVOLVE SP - AGÊNCIA DE FOMENTO DO ESTADO DE SÃO PAULO S.A.;10663610;n1;;I;1;SAO PAULO;SP;41609;730;0;0;0;0;730;0;0;0;0;0;0;0;235873;236603;0;62857;299460;0;1034934;1334394
BANCO MODAL S.A.;30723886;b1;;I;2;RIO DE JANEIRO;RJ;41609;7627;0;52048;518743;0;578418;194861;52736;20256;0;0;0;72992;0;846271;22052;174918;1043240;0;236086;1279326
HP FINANCIAL SERVICES ARRENDAMENTO MERCANTIL S.A.;97406706;n1;;I;3;BARUERI;SP;41609;0;0;0;0;0;0;0;0;0;0;0;0;0;669076;669076;0;126562;795639;0;453553;1249192
AGÊNCIA DE FOMENTO DO PARANÁ S.A.;3584906;n1;;I;1;CURITIBA;PR;41609;0;0;0;0;0;0;0;0;0;0;0;0;0;34093;34093;0;28834;62927;0;1185692;1248619
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO UNIÃO PARANÁ SÃO PAULO - SICREDI UNIÃO PR/SP;79342069;b3S;;I;2;MARINGA;PR;41609;160503;0;408;512101;15480;688492;0;0;0;0;0;0;0;7105;695598;0;390332;1085930;0;157953;1243883
COOPERATIVA CENTRAL DE CRÉDITO RURAL COM INTERAÇÃO SOLIDÁRIA - CENTRAL CRESOL BASER;1401771;b3C;;I;2;FRANCISCO BELTRAO;PR;41609;0;0;0;0;0;0;0;0;0;0;0;0;0;847574;847574;0;332106;1179680;0;55603;1235284
CREDICOAMO CREDITO RURAL COOPERATIVA;81723108;b3S;;I;2;CAMPO MOURAO;PR;41609;43530;0;0;320739;0;364269;0;0;0;0;0;0;0;498233;862502;0;82998;945500;41;258193;1203733
BANIF;20255;b1;;C;3;SAO PAULO;SP;41609;8305;0;14267;784183;0;806755;25011;0;0;26115;0;0;26115;0;857881;0;136048;993928;137;200315;1194381
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS PIONEIRA DA SERRA GAÚCHA   SICREDI PIONEIRA RS;91586982;b3S;;I;2;NOVA PETROPOLIS;RS;41609;125497;0;0;736769;21659;883925;0;0;0;0;0;0;0;13158;897084;0;87049;984132;0;195657;1179789
BMW;51420;n1;;C;3;SAO PAULO;SP;41609;0;0;509061;62739;0;571800;0;0;0;0;0;0;0;274916;846716;0;125387;972103;14549;177457;1164109
COOPERATIVA CENTRAL DE CRÉDITO RURAL COM INTERAÇÃO SOLIDÁRIA - CRESOL CENTRAL SC/RS;7202627;b3C;;I;2;CHAPECO;SC;41609;603;0;0;0;0;603;0;0;0;0;0;0;0;698889;699492;0;345544;1045036;0;58870;1103906
BANCO GUANABARA S.A.;31880826;b1;;I;2;RIO DE JANEIRO;RJ;41609;16915;0;0;683749;0;700664;0;2255;0;0;0;0;2255;127059;829978;0;111209;941187;417;126314;1067919
STANDARD CHARTERED BANK (BRASIL) S.A. ? BANCO DE INVESTIMENTO;11932017;b2;;I;3;SAO PAULO;SP;41609;0;0;0;388726;0;388726;0;0;0;0;0;0;0;23420;412146;154625;199331;766102;0;299354;1065455
SICOOB CREDICOM - COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS MÉDICOS E PROFISSIONAIS DA ÁREA DE SAÚDE DE BELO HORIZONTE E CIDADES PÓLO DE MINAS GERAIS LTDA.;42898825;b3S;;I;2;BELO HORIZONTE;MG;41609;195610;0;0;653273;63908;912791;0;0;0;0;0;0;0;0;912791;0;25794;938585;0;106003;1044588
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO VANGUARDA DA REGIÃO DAS CATARATAS DO IGUAÇU E VALE DO PARAIBA - SICREDI VANGUARDA PR/SP;78414067;b3S;;I;2;MEDIANEIRA;PR;41609;120614;0;0;448029;11198;579841;0;0;0;0;0;0;0;11229;591070;0;223634;814704;0;153653;968357
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS SERRO AZUL - SICREDI UNIÃO RS;88894548;b3S;;I;2;CERRO LARGO;RS;41609;95463;0;2054;442635;20505;560657;0;0;0;0;0;0;0;11167;571824;0;226604;798429;0;168865;967294
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS SORRISO - SICREDI CELEIRO DO MT;26555235;b3S;;I;2;SORRISO;MT;41609;107360;0;853;203099;1096;312408;0;0;0;0;0;0;0;86945;399354;0;398948;798301;0;140386;938687
AGÊNCIA DE FOMENTO DO ESTADO DE SANTA CATARINA S.A.-BADESC;82937293;n1;;I;1;FLORIANOPOLIS;SC;41609;0;0;0;0;0;0;0;0;0;0;0;0;0;355804;355804;0;63572;419376;0;479653;899029
DACASA FINANCEIRA;51891;n1;;C;2;VITORIA;ES;41609;0;0;0;254054;0;254054;3868;0;0;0;0;97864;97864;6;355792;0;418481;774273;158;117701;892132
