Instituição financeira;Código;TCB;SR;TD;TC;Cidade;UF;Data;Disponibilidades (a);Aplicações Interfinanceiras de Liquidez (b);TVM e Instrumentos Financeiros Derivativos (c);Operações de Crédito;;;Arrendamento Mercantil;;;;;Outros Créditos - Líquido de Provisão (f);Outros Ativos Realizáveis (g);Permanente Ajustado (h);Ativo Total Ajustado (i) = (a) + (b) + (c) + (d) + (e) + (f) + (g) + (h);Credores por Antecipação de Valor Residual (j);Ativo Total (k) = (i) - (j)
BANCO TOYOTA DO BRASIL S.A.;3215790;b2;;I;3;SAO PAULO;SP;41609;16498;624999;364860;3160984;-59763;3101221;1084;222616;113215;-2538;334377;222555;17148;25530;4707188;113215;4593973
BANCO DO ESTADO DO PARÁ S.A.;4913711;b1;;I;1;BELEM;PA;41609;117727;758129;569020;2672489;-121950;2550539;0;0;0;0;0;186619;284689;82827;4549552;0;4549552
J.MALUCELLI;30881;b1;;C;2;CURITIBA;PR;41609;1726;583809;219019;2894405;-86030;2808375;0;0;0;0;0;66042;100408;614281;4393660;0;4393660
SOFISA;31873;b1;;C;2;SAO PAULO;SP;41609;74833;53389;1108283;1705849;-64772;1641078;53;54654;43199;-2144;95762;469272;609477;219266;4271359;43199;4228160
JOHN DEERE;50071;b1;;C;3;INDAIATUBA;SP;41609;1700;27406;0;4157573;-97107;4060466;0;0;0;0;0;64423;19174;4185;4177354;0;4177354
BANCO CATERPILLAR S.A.;2658435;b2;;I;3;SAO PAULO;SP;41609;4070;0;575482;3450709;-158581;3292128;16;23223;1443;-46;24637;142374;63893;2102;4104686;1443;4103242
BADESUL DESENVOLVIMENTO S.A - AGÊNCIA DE FOMENTO/RS;2885855;n1;;I;1;PORTO ALEGRE;RS;41609;2065;0;658573;3447116;-88219;3358897;0;0;0;0;0;74071;174;3570;4097350;0;4097350
ING;51073;b1;;C;3;SAO PAULO;SP;41609;927;1321839;969296;377287;-86;377202;0;0;0;0;0;1260100;1187;2574;3933125;0;3933125
BANCO CSF S.A.;8357240;b2;;I;3;SAO PAULO;SP;41609;17618;0;147403;1049013;-347495;701519;0;0;0;0;0;2978076;7225;34639;3886480;0;3886480
BANCO SUMITOMO MITSUI BRASILEIRO S.A.;60518222;b1;;I;3;SAO PAULO;SP;41609;6643;1105830;806940;707062;-1166;705896;0;0;0;0;0;733428;331016;9643;3699396;0;3699396
PORTO SEGURO;51444;n1;;C;2;SAO PAULO;SP;41609;59172;0;164555;1193333;-137155;1056178;0;0;0;0;0;2252420;5094;6805;3544224;0;3544224
BANCO VOLVO BRASIL S.A.;58017179;b2;;I;3;CURITIBA;PR;41609;3312;2900;0;3428063;-149342;3278721;2101;98505;37992;-3891;134707;109278;1336;27552;3557806;37992;3519814
PSA FINANCE;51365;b2;;C;3;SAO PAULO;SP;41609;4458;35000;257797;2907744;-47619;2860125;149;76674;52259;-975;128107;274156;2169;6060;3567871;52259;3515612
CREDIT AGRICOLE;51066;b1;;C;3;SAO PAULO;SP;41609;7912;1356131;758207;457883;-410;457473;0;0;0;0;0;904578;3845;19010;3507155;0;3507155
COOPERATIVA DE CRÉDITO CREDICITRUS;54037916;b3S;;I;2;BEBEDOURO;SP;41609;3000;0;1063533;2247873;-46809;2201064;0;0;0;0;0;36988;51689;138552;3494827;0;3494827
BANCO DO ESTADO DE SERGIPE S.A.;13009717;b1;;I;1;ARACAJU;SE;41609;125230;475889;616592;1586171;-48363;1537808;0;0;0;0;0;135468;398853;88286;3378125;0;3378125
HONDA;51396;b2;;C;3;SAO PAULO;SP;41609;12396;67770;148;3237238;-179140;3058099;4;721;1039;-7;1757;207665;19683;3882;3371400;1039;3370362
ORIGINAL;51781;b1;;C;2;SAO PAULO;SP;41609;23753;606308;1191337;1133679;-68999;1064679;0;0;0;0;0;319996;26646;30145;3262864;0;3262864
BBM;30207;b1;;C;2;SALVADOR;BA;41609;215260;664720;537389;982597;-54067;928530;0;0;0;0;0;838702;3393;44793;3232786;0;3232786
BONSUCESSO;50706;b1;;C;2;BELO HORIZONTE;MG;41609;7096;165468;498976;1960419;-131522;1828898;0;0;0;0;0;292807;62777;58478;2914500;0;2914500
COOPERATIVA CENTRAL DE CRÉDITO DO ESTADO DE SÃO PAULO - SICOOB SÃO PAULO;63917579;b3C;;I;2;RIBEIRAO PRETO;SP;41609;6;2547521;233377;0;0;0;0;0;0;0;0;2955;1585;69265;2854709;0;2854709
COOPERATIVA CENTRAL DE CRÉDITO DOS ESTADOS DO PARANÁ E DE SÃO PAULO - CENTRAL SICREDI PR/SP;80230774;b3C;;I;2;CURITIBA;PR;41609;4;771164;1790435;87823;1;87822;0;0;0;0;0;77565;33;38893;2765916;0;2765916
COOPERATIVA CENTRAL DE CRÉDITO DE MINAS GERAIS LTDA. - SICOOB CENTRAL CREDIMINAS;25683434;b3C;;I;2;BELO HORIZONTE;MG;41609;282;1015710;1204110;15893;-159;15733;0;0;0;0;0;16656;205904;157199;2615595;0;2615595
COOPERATIVA CENTRAL DE CREDITO DE SANTA CATARINA-SICOOB CENTRAL SC;80160260;b3C;;I;2;FLORIANOPOLIS;SC;41609;27;1923091;288598;104206;-629;103577;0;0;0;0;0;3097;428;80451;2399269;0;2399269
INDUSTRIAL DO BRASIL;50988;b1;;C;2;SAO PAULO;SP;41609;8083;276462;114686;1177708;-49779;1127929;0;5527;5212;0;10738;603322;25666;36841;2203728;5212;2198516
RODOBENS;51736;b1;;C;2;SAO PAULO;SP;41609;175;1500;235723;1388448;-42886;1345562;1259;155834;3044;-1690;158447;62368;230807;102793;2137375;3044;2134331
PERNAMBUCANAS;40699;n1;;C;2;SAO PAULO;SP;41609;26420;179000;1646;1065517;-259330;806187;0;0;0;0;0;931854;0;1541;1946648;0;1946648
SCANIA BANCO S.A.;11417016;b2;;I;3;SAO BERNARDO DO CAMPO;SP;41609;153;108908;253;1799057;-36668;1762389;376;26517;2645;-16912;12626;43197;546;3260;1931331;2645;1928686
CREFISA S.A.-CREDITO, FINANCIAMENTO E INVESTIMENTOS;60779196;n1;;I;2;SAO PAULO;SP;41609;8409;871644;210395;973295;-193909;779386;0;0;0;0;0;25925;79;19530;1915367;0;1915367
COOPERATIVA DE CRÉDITO DOS PRODUTORES RURAIS E EMPRESÁRIOS DO INTERIOR PAULISTA;71328769;b3S;;I;2;SERTAOZINHO;SP;41609;12174;13567;482728;1100696;-46588;1054108;0;0;0;0;0;174122;105045;53430;1895174;0;1895174
BANCO TRIANGULO S.A.;17351180;b1;;I;2;UBERLANDIA;MG;41609;424;250707;137077;1100912;-93359;1007552;0;0;0;0;0;286718;70534;92971;1845983;0;1845983
CENTRAL DAS COOPERATIVAS DE ECONOMIA E CREDITO DO ESTADO DE MINAS GERAIS LTDA. - SICOOB CENTRAL CECREMGE;309024;b3C;;I;2;BELO HORIZONTE;MG;41609;4;1167193;530859;66446;-1331;65116;0;0;0;0;0;3336;32;59075;1825614;0;1825614
BANCO CARGILL S.A.;3609817;b1;;I;3;SAO PAULO;SP;41609;11138;114948;168361;847255;-29708;817546;0;0;0;0;0;705700;6243;218;1824154;0;1824154
COOPERATIVA DE CREDITO VALE DO ITAJAI - VIACREDI;82639451;b3S;;I;2;BLUMENAU;SC;41609;7211;0;451739;1201216;-27705;1173512;0;0;0;0;0;8345;27130;90607;1758544;0;1758544
OMNI;50940;n1;;I;2;SAO PAULO;SP;41609;12296;80267;101074;1317647;-148381;1169266;0;0;0;0;0;192678;151829;43812;1751223;0;1751223
MIDWAY S.A. - CRÉDITO, FINANCIAMENTO E INVESTIMENTO;9464032;n1;;I;2;SAO PAULO;SP;41609;287;184945;176937;817354;-245347;572007;0;0;0;0;0;774551;0;701;1709427;0;1709427
BANCO FORD S.A.;90731688;b2;;I;3;SAO PAULO;SP;41609;12274;138253;0;1525917;-28580;1497337;0;0;0;0;0;32923;0;0;1680787;0;1680787
XP INVESTIMENTOS CORRETORA DE CÂMBIO,TÍTULOS E VALORES MOBILIÁRIOS S/A;2332886;n2;;I;3;RIO DE JANEIRO;RJ;41609;621;151168;491286;0;0;0;0;0;0;0;0;933254;7327;18395;1602051;0;1602051
BANCO DE DESENVOLVIMENTO DO ESPIRITO SANTO S.A.;28145829;b4;;I;1;VITORIA;ES;41609;756;367455;221888;938415;-37141;901274;0;0;0;0;0;45391;1837;21822;1560422;0;1560422
RENASCENCA DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS LTDA;62287735;n2;;I;2;SAO PAULO;SP;41609;174;1480090;47797;0;0;0;0;0;0;0;0;7394;17;1374;1536846;0;1536846
MIZUHO;51554;b1;;I;3;SAO PAULO;SP;41609;8693;169862;767319;165211;-611;164601;0;0;0;0;0;391222;744;3900;1506341;0;1506341
COOPERATIVA CENTRAL DE CRÉDITO DE MATO GROSSO, PARÁ E RONDÔNIA - CENTRAL SICREDI MT/PA/RO;33667205;b3C;;I;2;CUIABA;MT;41609;2;544787;829574;15522;-25;15497;0;0;0;0;0;37319;24;28489;1455692;0;1455692
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS OURO VERDE DE MATO GROSSO - SICREDI OURO VERDE MT;26529420;b3S;;I;2;LUCAS DO RIO VERDE;MT;41609;8427;1019;0;1109526;-59122;1050403;0;0;0;0;0;22438;308355;63322;1453964;0;1453964
RENDIMENTO;51468;b1;;C;2;SAO PAULO;SP;41609;319477;295159;65735;441089;-20980;420109;0;0;0;0;0;296787;9402;39915;1446584;0;1446584
INTERMEDIUM;51884;b1;;C;2;BELO HORIZONTE;MG;41609;2672;72693;182257;1113883;-42665;1071218;0;0;0;0;0;33393;62007;11775;1436015;0;1436015
FATOR;50122;b1;;C;2;SAO PAULO;SP;41609;820;6104;1022512;79607;-3328;76279;0;0;0;0;0;171154;630;147567;1425067;0;1425067
COOPERFORTE - COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS FUNCIONÁRIOS DE INSTITUIÇÕES FINANCEIRAS PÚBLICAS FEDERAIS LTDA.;1658426;b3S;;I;2;BRASILIA;DF;41609;4;19315;356152;984864;-20233;964631;0;0;0;0;0;3067;7986;18538;1369693;0;1369693
SOCOPA;50328;b1;;C;2;SAO PAULO;SP;41609;250607;222516;307163;235815;-11352;224463;0;0;0;0;0;334396;22320;6724;1368189;0;1368189
CAIXA GERAL;51815;b1;;C;3;SAO PAULO;SP;41609;3886;267310;390103;540728;-5624;535104;0;0;0;0;0;102900;2685;46096;1348085;0;1348085
DESENVOLVE SP - AGÊNCIA DE FOMENTO DO ESTADO DE SÃO PAULO S.A.;10663610;n1;;I;1;SAO PAULO;SP;41609;0;92732;475433;767087;-34569;732518;0;0;0;0;0;22498;6560;4654;1334394;0;1334394
BANCO MODAL S.A.;30723886;b1;;I;2;RIO DE JANEIRO;RJ;41609;13494;46093;661939;351486;-7425;344062;0;0;0;0;0;70468;101264;42006;1279326;0;1279326
HP FINANCIAL SERVICES ARRENDAMENTO MERCANTIL S.A.;97406706;n1;;I;3;BARUERI;SP;41609;16603;0;0;0;0;0;15397;1192673;16819;-35980;1188909;59393;347;759;1266011;16819;1249192
AGÊNCIA DE FOMENTO DO PARANÁ S.A.;3584906;n1;;I;1;CURITIBA;PR;41609;47;0;571452;673739;-5891;667848;0;0;0;0;0;8024;89;1159;1248619;0;1248619
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO UNIÃO PARANÁ SÃO PAULO - SICREDI UNIÃO PR/SP;79342069;b3S;;I;2;MARINGA;PR;41609;17045;0;0;773615;-43168;730447;0;0;0;0;0;34849;398092;63449;1243883;0;1243883
COOPERATIVA CENTRAL DE CRÉDITO RURAL COM INTERAÇÃO SOLIDÁRIA - CENTRAL CRESOL BASER;1401771;b3C;;I;2;FRANCISCO BELTRAO;PR;41609;209;23153;334697;12849;-145;12705;0;0;0;0;0;7607;850575;6338;1235284;0;1235284
CREDICOAMO CREDITO RURAL COOPERATIVA;81723108;b3S;;I;2;CAMPO MOURAO;PR;41609;2788;541756;129987;540694;-14909;525785;0;0;0;0;0;2111;1164;141;1203733;0;1203733
BANIF;20255;b1;;C;3;SAO PAULO;SP;41609;16061;46054;334557;797811;-387947;409864;0;0;0;0;0;284402;95504;7939;1194381;0;1194381
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS PIONEIRA DA SERRA GAÚCHA   SICREDI PIONEIRA RS;91586982;b3S;;I;2;NOVA PETROPOLIS;RS;41609;15601;40;65079;630582;-29212;601371;0;0;0;0;0;24742;413571;59385;1179789;0;1179789
BMW;51420;n1;;C;3;SAO PAULO;SP;41609;10325;0;53030;997526;-21134;976392;29;57976;44963;-492;102476;60395;5546;907;1209071;44963;1164109
COOPERATIVA CENTRAL DE CRÉDITO RURAL COM INTERAÇÃO SOLIDÁRIA - CRESOL CENTRAL SC/RS;7202627;b3C;;I;2;CHAPECO;SC;41609;659;30347;322411;10207;-265;9942;0;0;0;0;0;27608;705142;7799;1103906;0;1103906
BANCO GUANABARA S.A.;31880826;b1;;I;2;RIO DE JANEIRO;RJ;41609;1740;557641;29541;447882;-19223;428660;194;32171;25012;-1577;55800;2144;14667;2738;1092930;25012;1067919
STANDARD CHARTERED BANK (BRASIL) S.A. ? BANCO DE INVESTIMENTO;11932017;b2;;I;3;SAO PAULO;SP;41609;1984;398672;470628;0;0;0;0;0;0;0;0;193073;358;740;1065455;0;1065455
SICOOB CREDICOM - COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS MÉDICOS E PROFISSIONAIS DA ÁREA DE SAÚDE DE BELO HORIZONTE E CIDADES PÓLO DE MINAS GERAIS LTDA.;42898825;b3S;;I;2;BELO HORIZONTE;MG;41609;11910;0;169;311433;-7862;303571;0;0;0;0;0;17655;693158;18125;1044588;0;1044588
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO VANGUARDA DA REGIÃO DAS CATARATAS DO IGUAÇU E VALE DO PARAIBA - SICREDI VANGUARDA PR/SP;78414067;b3S;;I;2;MEDIANEIRA;PR;41609;7013;0;13080;640203;-22383;617820;0;0;0;0;0;24074;251913;54458;968357;0;968357
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS SERRO AZUL - SICREDI UNIÃO RS;88894548;b3S;;I;2;CERRO LARGO;RS;41609;9160;0;579;557208;-41591;515617;0;0;0;0;0;23144;360184;58610;967294;0;967294
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS SORRISO - SICREDI CELEIRO DO MT;26555235;b3S;;I;2;SORRISO;MT;41609;3471;4077;0;555197;-27441;527756;0;0;0;0;0;11576;349953;41853;938687;0;938687
AGÊNCIA DE FOMENTO DO ESTADO DE SANTA CATARINA S.A.-BADESC;82937293;n1;;I;1;FLORIANOPOLIS;SC;41609;82;0;164807;750932;-38028;712905;0;0;0;0;0;12251;5686;3298;899029;0;899029
DACASA FINANCEIRA;51891;n1;;C;2;VITORIA;ES;41609;8188;31017;123748;492664;-130364;362299;0;0;0;0;0;338034;4920;23925;892132;0;892132
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS DA REGIÃO DOS VALES - SICREDI REGIÃO DOS VALES RS;89126130;b3S;;I;2;ENCANTADO;RS;41609;2378;5019;167188;276163;-29346;246817;0;0;0;0;0;10192;416905;40571;889071;0;889071
BANCO MONEO S.A.;7441209;b2;;I;2;CAXIAS DO SUL;RS;41609;8;34183;0;819797;-32069;787728;0;0;0;0;0;25509;34664;1260;883352;0;883352
DESENBAHIA - AGENCIA DE FOMENTO DO ESTADO DA BAHIA S.A.;15163587;n1;;I;1;SALVADOR;BA;41609;244;5529;390846;425002;-27743;397259;0;0;0;0;0;31256;4199;50308;879641;0;879641
COOPERATIVA CENTRAL DE CRÉDITO URBANO - CECRED;5463212;b3C;;I;2;BLUMENAU;SC;41609;16;154259;602047;73711;-977;72734;0;0;0;0;0;5953;20032;10637;865679;0;865679
UNIPRIME NORTE DO PARANA - COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS MÉDICOS, PROFISSIONAIS DAS CIÊNCIAS E DAS ARTES E EMPRESÁRIOS LTDA.;2398976;b3S;;I;2;LONDRINA;PR;41609;1594;0;176175;371884;-7031;364852;0;0;0;0;0;3712;257236;14899;818469;0;818469
COOPERATIVA CENTRAL DE CRÉDITO DO NORTE/NORDESTE - UNICRED CENTRAL NORTE/NORDESTE;70119680;b3C;;I;2;CABEDELO;PB;41609;561;0;702837;96350;-521;95829;0;0;0;0;0;1583;10232;5121;816162;0;816162
BANCO A.J. RENNER S.A.;92874270;b1;;I;2;PORTO ALEGRE;RS;41609;1287;240137;501;565129;-22635;542494;0;0;0;0;0;26066;481;4456;815422;0;815422
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS DE CARLOS BARBOSA - SICREDI SERRANA RS;90608712;b3S;;I;2;CARLOS BARBOSA;RS;41609;6059;0;0;372988;-15262;357726;0;0;0;0;0;11779;409443;29797;814804;0;814804
SCOTIABANK BRASIL S.A. BANCO MÚLTIPLO;29030467;b1;;I;3;SAO PAULO;SP;41609;1548;121959;304692;112268;-387;111880;0;0;0;0;0;225412;457;4387;770336;0;770336
