Instituição financeira;Código;TCB;SR;TD;TC;Cidade;UF;Data;Patrimônio de Referência para Comparação com o RWA;;;;;Ativos Ponderados pelo Risco (RWA);;;;;;;;Exposição Total (j);Índice de Capital Principal (k) = (a) / (i);Índice de Capital Nível I (l) = (c) / (i);Índice de Basileia (m) = (e) / (i);Razão de Alavancagem (n) = (c) / (j);Índice de Imobilização (o)
VOTORANTIM;51011;b1;;C;2;SAO PAULO;SP;41426;NA;NA;7400053;3393006;10793059;72653939;0;72809;2171900;189836;2434545;2564749;77653233;NA;NA%;NA%;0,139;NA%;0,0288
SAFRA;10083;b1;;C;2;SAO PAULO;SP;41426;NA;NA;7103361;2248403;9351764;59338951;0;30482;1818850;95423;1944754;3132448;64416153;NA;NA%;NA%;0,1452;NA%;0,2327
CITIBANK;30403;b1;;C;3;SAO PAULO;SP;41426;NA;NA;7248970;399177;7648147;38373066;0;68287;7094555;81155;7243997;4730291;50347354;NA;NA%;NA%;0,1519;NA%;0,1501
BANRISUL;30173;b1;;C;1;PORTO ALEGRE;RS;41426;NA;NA;4861117;1845464;6548754;26782363;5254380;0;45717;19632;5319730;4539851;36641943;NA;NA%;NA%;0,1787;NA%;0,0844
BANCO DO NORDESTE DO BRASIL S.A.;7237373;b1;;I;1;FORTALEZA;CE;41426;NA;NA;2649210;2388084;4984394;25397396;0;3045;65736;0;68782;4796855;30263032;NA;NA%;NA%;0,1647;NA%;0,0458
BMG;30290;b1;;C;2;BELO HORIZONTE;MG;41426;NA;NA;3046836;1272899;4007378;27631704;424833;0;0;0;424833;668711;28725248;NA;NA%;NA%;0,1395;NA%;0,0485
CREDIT SUISSE;30771;b1;;C;3;SAO PAULO;SP;41426;NA;NA;3114987;1110563;4211286;13694192;3542040;0;6808245;169277;10519562;2463467;26677221;NA;NA%;NA%;0,1579;NA%;0,2847
BANCO VOLKSWAGEN S.A.;59109165;b2;;I;3;SAO PAULO;SP;41426;NA;NA;2147949;947903;3095852;22007254;0;0;0;0;0;691401;22698655;NA;NA%;NA%;0,1364;NA%;0,0524
PANAMERICANO;31323;b1;;C;2;SAO PAULO;SP;41426;NA;NA;1785309;891319;2676628;15117644;0;0;216574;0;216574;1950093;17284310;NA;NA%;NA%;0,1549;NA%;0,4298
BNP PARIBAS;51516;b1;;C;3;SAO PAULO;SP;41426;NA;NA;2683214;133854;2817067;10952249;0;2033;4328270;12625;4342929;1747736;17042914;NA;NA%;NA%;0,1653;NA%;0,0326
ABC-BRASIL;41856;b1;;C;3;SAO PAULO;SP;41426;NA;NA;1795871;894972;2690842;14965354;393829;38264;496764;0;928856;713955;16608165;NA;NA%;NA%;0,162;NA%;0,0314
BIC;32119;b1;;C;2;SAO PAULO;SP;41426;NA;NA;1921340;960670;2882010;14143953;0;0;57729;15714;73443;1375937;15593333;NA;NA%;NA%;0,1848;NA%;0,0555
JP MORGAN CHASE;20107;b1;;C;3;SAO PAULO;SP;41426;NA;NA;3524651;0;3524651;7626453;356850;70424;4589064;544057;5560394;1173466;14360313;NA;NA%;NA%;0,2454;NA%;0,0211
BANCO DA AMAZONIA S.A.;4902979;b1;;I;1;BELEM;PA;41426;NA;NA;1499913;41934;1541847;12500975;0;0;818;0;818;779980;13281773;NA;NA%;NA%;0,1161;NA%;0,0874
BANCO DAYCOVAL S.A.;62232889;b1;;I;2;SAO PAULO;SP;41426;NA;NA;2435658;-12439;2423218;10342544;212297;0;951010;26868;1190175;1442615;12975334;NA;NA%;NA%;0,1868;NA%;0,0777
BANCO RABOBANK INTERNATIONAL BRASIL S.A.;1023570;b1;;I;3;SAO PAULO;SP;41426;NA;NA;1099021;547988;1647009;9977690;753118;61545;1074645;0;1889309;549560;12416560;NA;NA%;NA%;0,1326;NA%;0,0089
DEUTSCHE;51183;b1;;C;3;SAO PAULO;SP;41426;NA;NA;1533714;0;1533714;7368723;111802;115561;2840142;0;3067506;750562;11186791;NA;NA%;NA%;0,1371;NA%;0,0254
MERCANTIL DO BRASIL;20152;b1;;C;2;BELO HORIZONTE;MG;41426;NA;NA;840995;420760;1261755;9824357;0;0;810;1871;2681;545606;10372645;NA;NA%;NA%;0,1216;NA%;0,1653
MERCEDES-BENZ;51262;b2;;C;3;SAO PAULO;SP;41426;NA;NA;1126696;136683;1263380;9590849;0;0;0;0;0;588673;10179523;NA;NA%;NA%;0,1241;NA%;0,0029
BANCO GMAC S.A.;59274605;b2;;I;3;SAO PAULO;SP;41426;NA;NA;1296018;0;1296018;9148276;0;0;0;0;0;1026205;10174482;NA;NA%;NA%;0,1274;NA%;0,1377
BANCO CLASSICO S.A.;31597552;b1;;I;2;RIO DE JANEIRO;RJ;41426;NA;NA;2334686;2052871;4387558;3332978;0;0;2010;6609264;6611273;175610;10119861;NA;NA%;NA%;0,4336;NA%;0
ALFA;51293;b1;;C;2;SAO PAULO;SP;41426;NA;NA;1937040;0;1937040;9098661;0;3165;56387;6809;66361;759065;9924087;NA;NA%;NA%;0,1952;NA%;0,118
BANCO REGIONAL DE DESENVOLVIMENTO DO EXTREMO SUL;92816560;b4;;I;1;PORTO ALEGRE;RS;41426;NA;NA;1558314;572;1558887;8551533;0;0;0;15850;15850;477582;9044965;NA;NA%;NA%;0,1723;NA%;0,0154
BRB;31976;b1;;C;1;BRASILIA;DF;41426;NA;NA;973127;286618;1259745;7922750;0;298;96894;18598;115791;645537;8684077;NA;NA%;NA%;0,1451;NA%;0,151
PINE;50304;b1;;C;2;SAO PAULO;SP;41426;NA;NA;1273506;198699;1472205;7844297;0;313400;446073;0;759473;75532;8679301;NA;NA%;NA%;0,1696;NA%;0,1097
MORGAN STANLEY;51413;b1;;C;3;SAO PAULO;SP;41426;NA;NA;1697114;999;1698113;6053686;730517;9996;970022;183399;1893935;619006;8566627;NA;NA%;NA%;0,1982;NA%;0,0077
FIBRA;49951;b1;;C;2;SAO PAULO;SP;41426;NA;NA;906479;251000;1157479;7688472;0;0;551564;0;551564;178124;8418160;NA;NA%;NA%;0,1375;NA%;0,1386
BOFA MERRILL LYNCH;51255;b1;;C;3;SAO PAULO;SP;41426;NA;NA;1316066;52266;1368332;4216899;0;12;2854762;83481;2938254;839934;7995087;NA;NA%;NA%;0,1711;NA%;0,0354
BANESTES;30159;b1;;C;1;VITORIA;ES;41426;NA;NA;845662;5473;851135;5092246;0;0;87799;0;87799;724500;5904546;NA;NA%;NA%;0,1441;NA%;0,2326
SOCIETE GENERALE;31859;b1;;C;3;SAO PAULO;SP;41426;NA;NA;966562;-17799;948764;3858324;160029;1218;901836;11818;1074902;243941;5177167;NA;NA%;NA%;0,1833;NA%;0,0708
J.MALUCELLI;30881;b1;;C;2;CURITIBA;PR;41426;NA;NA;1257663;655;1258318;4561419;0;0;191243;0;191243;422497;5175159;NA;NA%;NA%;0,2431;NA%;0,4768
BANCO DE LAGE LANDEN BRASIL S.A.;5040481;b2;;I;3;PORTO ALEGRE;RS;41426;NA;NA;689107;0;689107;4598338;0;0;0;0;0;217295;4815633;NA;NA%;NA%;0,1431;NA%;0,0061
BES;51482;b2;;C;3;SAO PAULO;SP;41426;NA;NA;649311;17291;666603;3644105;213600;0;657064;895;871559;233071;4748736;NA;NA%;NA%;0,1404;NA%;0,2351
BANCO CNH CAPITAL S.A.;2992446;b2;;I;3;CURITIBA;PR;41426;NA;NA;1081518;1634;1083152;4360324;0;0;0;0;0;337240;4697564;NA;NA%;NA%;0,2306;NA%;0,0045
BANCO COOPERATIVO SICREDI S.A.;1181521;b1;;I;2;PORTO ALEGRE;RS;41426;NA;NA;678671;232401;808982;4304578;0;0;8828;433;9261;220114;4533954;NA;NA%;NA%;0,1784;NA%;0,1225
GOLDMAN SACHS;51585;b2;;C;3;SAO PAULO;SP;41426;NA;NA;683463;0;683463;1065294;287881;0;2550543;79494;2917918;311753;4294966;NA;NA%;NA%;0,1591;NA%;0,0418
BANCOOB;51750;b1;;C;2;BRASILIA;DF;41426;NA;NA;564554;16221;580775;3911170;0;0;22682;0;22682;350842;4284694;NA;NA%;NA%;0,1355;NA%;0,1213
BANCO CATERPILLAR S.A.;2658435;b2;;I;3;SAO PAULO;SP;41426;NA;NA;655239;0;655239;3799284;0;0;0;0;0;150136;3949420;NA;NA%;NA%;0,1659;NA%;0,0035
BANCO FIDIS S/A;62237425;b2;;I;3;BETIM;MG;41426;NA;NA;508075;327;508402;3688069;0;0;0;0;0;224299;3912368;NA;NA%;NA%;0,1299;NA%;0,0144
JOHN DEERE;50071;b1;;C;3;INDAIATUBA;SP;41426;NA;NA;539796;124369;664166;3261813;489973;0;0;0;489973;113681;3865466;NA;NA%;NA%;0,1718;NA%;0,0059
INDUSVAL;50531;b1;;C;2;SAO PAULO;SP;41426;NA;NA;555283;1315;554321;3211507;180248;16818;224859;13648;435573;158545;3805625;NA;NA%;NA%;0,1457;NA%;0,1579
BANCO DE DESENVOLVIMENTO DE MINAS GERAIS S.A.-BDMG;38486817;b4;;I;1;BELO HORIZONTE;MG;41426;NA;NA;1618676;-3232;1165444;2820063;0;0;583134;0;583134;375866;3779063;NA;NA%;NA%;0,3084;NA%;0,0228
BANCO VOLVO BRASIL S.A.;58017179;b2;;I;3;CURITIBA;PR;41426;NA;NA;498382;48235;546617;3444163;0;0;0;0;0;187508;3631672;NA;NA%;NA%;0,1505;NA%;0,0592
PSA FINANCE;51365;b2;;C;3;SAO PAULO;SP;41426;NA;NA;581472;0;581472;3262915;0;0;0;0;0;249317;3512233;NA;NA%;NA%;0,1656;NA%;0,0023
BADESUL DESENVOLVIMENTO S.A - AGÊNCIA DE FOMENTO/RS;2885855;n1;;I;1;PORTO ALEGRE;RS;41426;NA;NA;710299;0;510299;3139396;0;0;0;0;0;178005;3317401;NA;NA%;NA%;0,1538;NA%;0,0078
BONSUCESSO;50706;b1;;C;2;BELO HORIZONTE;MG;41426;NA;NA;371681;185841;557522;2909657;0;193;14755;5890;20838;320473;3250968;NA;NA%;NA%;0,1715;NA%;0,1336
SOFISA;31873;b1;;C;2;SAO PAULO;SP;41426;NA;NA;664950;-28699;636251;3027461;0;23270;11528;10342;45140;132091;3204693;NA;NA%;NA%;0,1985;NA%;0,3676
TOYOTA;51334;b2;;C;3;SAO PAULO;SP;41426;NA;NA;380173;35434;415607;3084257;0;0;0;0;0;66869;3151126;NA;NA%;NA%;0,1319;NA%;0,0448
COOPERATIVA DE CRÉDITO CREDICITRUS;54037916;b3S;;I;2;BEBEDOURO;SP;41426;NA;NA;789429;71594;836412;2631818;0;0;0;0;0;258019;2889837;NA;NA%;NA%;0,2894;NA%;0,0788
BANCO CSF S.A.;8357240;b2;;I;3;SAO PAULO;SP;41426;NA;NA;689439;63;689502;2547805;0;0;0;0;0;117880;2665686;NA;NA%;NA%;0,2587;NA%;0,01
RODOBENS;51736;b1;;C;2;SAO PAULO;SP;41426;NA;NA;415069;0;415069;2551782;0;0;22;0;22;35439;2587242;NA;NA%;NA%;0,1604;NA%;0,2272
BANCO SUMITOMO MITSUI BRASILEIRO S.A.;60518222;b1;;I;3;SAO PAULO;SP;41426;NA;NA;653659;85851;739510;2296921;55585;0;88118;0;143704;120170;2560795;NA;NA%;NA%;0,2888;NA%;0,0028
BARCLAYS;51705;b1;;C;3;SAO PAULO;SP;41426;NA;NA;732648;-8;732640;801443;0;23365;1323357;0;1346723;324527;2472692;NA;NA%;NA%;0,2963;NA%;0,0803
ORIGINAL;51781;b1;;C;2;PORTO ALEGRE;RS;41426;NA;NA;2014130;3406;2017536;1598256;0;156131;69539;0;225669;586320;2410246;NA;NA%;NA%;0,8371;NA%;0,0729
INDUSTRIAL DO BRASIL;50988;b1;;C;2;SAO PAULO;SP;41426;NA;NA;449258;20359;469618;2059926;49540;0;63073;15449;128062;169578;2357567;NA;NA%;NA%;0,1992;NA%;0,0746
BANCO DO ESTADO DE SERGIPE S.A.;13009717;b1;;I;1;ARACAJU;SE;41426;NA;NA;263646;105599;367230;2013040;0;719;35710;26319;62748;281434;2357222;NA;NA%;NA%;0,1558;NA%;0,2364
BANCO DO ESTADO DO PARÁ S.A.;4913711;b1;;I;1;BELEM;PA;41426;NA;NA;456203;0;456199;2168436;0;0;2747;0;2747;181498;2352681;NA;NA%;NA%;0,1939;NA%;0,169
CREDIT AGRICOLE;51066;b1;;C;3;SAO PAULO;SP;41426;NA;NA;763573;4430;768003;1904641;0;0;255718;0;255718;164672;2325031;NA;NA%;NA%;0,3303;NA%;0,0244
CREFISA S.A.-CREDITO, FINANCIAMENTO E INVESTIMENTOS;60779196;n1;;I;2;SAO PAULO;SP;41426;NA;NA;1320104;0;1320104;1225396;0;0;0;0;0;1006547;2231944;NA;NA%;NA%;0,5915;NA%;0,0117
HONDA;51396;b2;;C;3;SAO PAULO;SP;41426;NA;NA;466194;0;466194;2046868;0;0;0;0;0;90888;2137756;NA;NA%;NA%;0,2181;NA%;0,0009
BANCO DE TOKYO-MITSUBISHI UFJ BRASIL S.A.;60498557;b1;;I;3;SAO PAULO;SP;41426;NA;NA;1115030;-3461;1111569;1345983;0;0;592361;0;592361;167269;2105613;NA;NA%;NA%;0,5279;NA%;0,0328
BBM;30207;b1;;C;2;SALVADOR;BA;41426;NA;NA;545027;-2261;542766;1431722;158722;0;155609;0;314331;227646;1973698;NA;NA%;NA%;0,275;NA%;0,0473
ING;51073;b1;;C;3;SAO PAULO;SP;41426;NA;NA;816987;0;816987;1347857;95515;0;353664;0;449179;146331;1943367;NA;NA%;NA%;0,4204;NA%;0,0039
BANCO TRIANGULO S.A.;17351180;b1;;I;2;UBERLANDIA;MG;41426;NA;NA;342150;-35;342115;1275338;0;0;147;0;147;512835;1788319;NA;NA%;NA%;0,1913;NA%;0,2598
CAIXA GERAL;51815;b1;;C;3;SAO PAULO;SP;41426;NA;NA;464666;11;464677;1478925;0;0;101873;3191;105064;178612;1762600;NA;NA%;NA%;0,2636;NA%;0,0989
COOPERATIVA DE CRÉDITO DOS PRODUTORES RURAIS E EMPRESÁRIOS DO INTERIOR PAULISTA;71328769;b3S;;I;2;SERTAOZINHO;SP;41426;NA;NA;309195;0;294760;1626019;0;0;4894;0;4894;107721;1738634;NA;NA%;NA%;0,1695;NA%;0,0425
BANIF;20255;b1;;C;3;SAO PAULO;SP;41426;NA;NA;244339;1018;245357;1407482;77800;0;955;0;78755;192999;1679236;NA;NA%;NA%;0,1461;NA%;0,0356
SCANIA BANCO S.A.;11417016;b2;;I;3;SAO BERNARDO DO CAMPO;SP;41426;NA;NA;154533;60062;214595;1631866;0;0;1;0;1;1711;1633578;NA;NA%;NA%;0,1314;NA%;0,0073
BANCO MODAL S.A.;30723886;b1;;I;2;RIO DE JANEIRO;RJ;41426;NA;NA;247360;63262;306416;809075;315200;0;277036;29173;621409;111352;1541836;NA;NA%;NA%;0,1987;NA%;0,0846
FATOR;50122;b1;;C;2;SAO PAULO;SP;41426;NA;NA;395713;0;395713;893009;183894;0;215481;50902;450278;153887;1497174;NA;NA%;NA%;0,2643;NA%;0,3664
ASSOCIACAO DE POUPANCA E EMPRESTIMO - POUPEX;655522;n1;;I;2;BRASILIA;DF;41426;NA;NA;4071667;-827;4070839;1195163;0;0;30325;0;30325;218235;1443723;NA;NA%;NA%;2,8197;NA%;0,0069
BANCO FORD S.A.;90731688;b2;;I;3;SAO PAULO;SP;41426;NA;NA;278038;0;278038;1301487;0;0;0;0;0;113197;1414684;NA;NA%;NA%;0,1965;NA%;0
HP FINANCIAL SERVICES ARRENDAMENTO MERCANTIL S.A.;97406706;n1;;I;3;BARUERI;SP;41426;NA;NA;406517;0;406517;1299568;0;0;0;0;0;71979;1371547;NA;NA%;NA%;0,2964;NA%;0
RENDIMENTO;51468;b1;;C;2;SAO PAULO;SP;41426;NA;NA;190176;0;190176;955094;87475;0;16319;0;103794;264188;1323076;NA;NA%;NA%;0,1437;NA%;0,1443
BANCO INTERMEDIUM S/A;416968;b1;;I;2;BELO HORIZONTE;MG;41426;NA;NA;283211;0;283211;1099255;0;0;0;0;0;200915;1300170;NA;NA%;NA%;0,2178;NA%;0,0533
COOPERATIVA DE CREDITO VALE DO ITAJAI - VIACREDI;82639451;b3S;;I;2;BLUMENAU;SC;41426;NA;NA;379967;0;379967;1161947;0;0;0;0;0;0;1278142;NA;NA%;NA%;0,2973;NA%;0,0336
COOPERFORTE - COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS FUNCIONÁRIOS DE INSTITUIÇÕES FINANCEIRAS PÚBLICAS FEDERAIS LTDA.;1658426;b3S;;I;2;BRASILIA;DF;41426;NA;NA;320878;0;320878;1129738;0;0;0;0;0;0;1242712;NA;NA%;NA%;0,2582;NA%;0,0272
BANCO CARGILL S.A.;3609817;b1;;I;3;SAO PAULO;SP;41426;NA;NA;302341;-243;302098;1051599;0;0;92732;0;92732;94010;1238341;NA;NA%;NA%;0,244;NA%;0,0007
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS CENTRO NORTE DO MATO GROSSO - SICREDI CENTRO NORTE MT;26529420;b3S;;I;2;NOVA MUTUM;MT;41426;NA;NA;228487;0;210346;1165902;0;0;0;0;0;47998;1213900;NA;NA%;NA%;0,1733;NA%;0,0615
BANCO IBM S.A.;34270520;b2;;I;3;RIO DE JANEIRO;RJ;41426;NA;NA;223244;0;223244;1036461;0;0;0;0;0;113664;1150125;NA;NA%;NA%;0,1941;NA%;0
MIDWAY S.A. - CRÉDITO, FINANCIAMENTO E INVESTIMENTO;9464032;n1;;I;2;SAO PAULO;SP;41426;NA;NA;445519;19644;465164;932328;0;0;0;0;0;161756;1094084;NA;NA%;NA%;0,4252;NA%;0,0014
BANCO MONEO S.A.;7441209;b2;;I;2;CAXIAS DO SUL;RS;41426;NA;NA;174957;0;174957;849977;0;0;10;0;10;86098;936085;NA;NA%;NA%;0,1869;NA%;0,0055
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO CATARATAS DO IGUAÇU - SICREDI CATARATAS DO IGUAÇU;78414067;b3S;;I;2;MEDIANEIRA;PR;41426;NA;NA;135011;0;125047;867528;0;0;0;2538;2538;53117;923184;NA;NA%;NA%;0,1355;NA%;0,1527
COOPERATIVA CENTRAL DE CRÉDITO DO RIO GRANDE DO SUL E SANTA CATARINA - CENTRAL SICREDI SUL;87437687;b3C;;I;2;PORTO ALEGRE;RS;41426;NA;NA;306570;0;156239;862883;0;0;41268;4571;45839;12654;921377;NA;NA%;NA%;0,1696;NA%;0,034
DACASA FINANCEIRA S.A.-SOC. DE CRED. FINANC. E INVESTIMENTO;27406222;n1;;I;2;VITORIA;ES;41426;NA;NA;108907;0;108907;551254;0;0;25632;0;25632;327085;903971;NA;NA%;NA%;0,1205;NA%;0,1865
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO UNIÃO PARANÁ - SICREDI UNIÃO PR;79342069;b3S;;I;2;MARINGA;PR;41426;NA;NA;138131;0;127848;826358;0;0;0;0;0;71381;897739;NA;NA%;NA%;0,1424;NA%;0,2134
MIZUHO;51554;b1;;I;3;SAO PAULO;SP;41426;NA;NA;505080;7813;512894;704815;0;0;71436;0;71436;103532;879783;NA;NA%;NA%;0,583;NA%;0,0067
BANCO DE DESENVOLVIMENTO DO ESPIRITO SANTO S.A.;28145829;b4;;I;1;VITORIA;ES;41426;NA;NA;237953;0;237953;772901;0;0;0;0;0;88146;861047;NA;NA%;NA%;0,2764;NA%;0,0902
COOPERATIVA CENTRAL DE CRÉDITO DE MINAS GERAIS LTDA. - SICOOB CENTRAL CREDIMINAS;25683434;b3C;;I;2;BELO HORIZONTE;MG;41426;NA;NA;240741;0;151886;807175;0;872;4003;0;4875;42023;854073;NA;NA%;NA%;0,1778;NA%;0,4814
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS PIONEIRA DA SERRA GAÚCHA   SICREDI PIONEIRA RS;91586982;b3S;;I;2;NOVA PETROPOLIS;RS;41426;NA;NA;179724;0;165409;802529;0;0;0;202;202;43624;846355;NA;NA%;NA%;0,1954;NA%;0,1266
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS SERRO AZUL - SICREDI UNIÃO RS;88894548;b3S;;I;2;CERRO LARGO;RS;41426;NA;NA;155560;0;143412;707149;0;0;0;806;806;43225;751180;NA;NA%;NA%;0,1909;NA%;0,1706
DESENBAHIA - AGENCIA DE FOMENTO DO ESTADO DA BAHIA S.A.;15163587;n1;;I;1;SALVADOR;BA;41426;NA;NA;437174;5699;292873;668139;0;0;0;0;0;80114;748253;NA;NA%;NA%;0,3914;NA%;0,1651
DESENVOLVE SP - AGÊNCIA DE FOMENTO DO ESTADO DE SÃO PAULO S.A.;10663610;n1;;I;1;SAO PAULO;SP;41426;NA;NA;1035505;0;835505;614573;0;0;0;0;0;130959;745532;NA;NA%;NA%;1,1207;NA%;0,0035
BR PARTNERS;51822;b2;;C;2;SAO PAULO;SP;41426;NA;NA;111161;0;111161;56365;256283;0;347097;13023;616404;36103;708872;NA;NA%;NA%;0,1568;NA%;0,0138
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS SORRISO - SICREDI CELEIRO DO MT;26555235;b3S;;I;2;SORRISO;MT;41426;NA;NA;128959;0;119869;658701;0;0;0;0;0;41986;700688;NA;NA%;NA%;0,1711;NA%;0,1145
INTERCAP;50476;b1;;C;2;SAO PAULO;SP;41426;NA;NA;93866;109;93975;388786;158291;19418;23045;0;200755;60993;650533;NA;NA%;NA%;0,1445;NA%;0,0115
COOPERATIVA DE CRÉDITO DOS PEQUENOS EMPRESÁRIOS, MICROEMPRESÁRIOS E MICROEMPREENDEDORES - SICOOB CREDICOONAI.;53923116;b3S;;I;2;RIBEIRAO PRETO;SP;41426;NA;NA;135758;969;131629;585449;0;0;0;0;0;0;643994;NA;NA%;NA%;0,2044;NA%;0,1618
SOCOPA;50328;b1;;C;2;SAO PAULO;SP;41426;NA;NA;141163;31066;172230;462329;22314;0;0;0;22314;154940;639583;NA;NA%;NA%;0,2693;NA%;0,0352
CREDICOAMO CREDITO RURAL COOPERATIVA;81723108;b3S;;I;2;CAMPO MOURAO;PR;41426;NA;NA;250880;0;250880;583798;0;1960;0;0;1960;41716;627474;NA;NA%;NA%;0,3998;NA%;0,0007
BANCO GUANABARA S.A.;31880826;b1;;I;2;RIO DE JANEIRO;RJ;41426;NA;NA;127745;15815;143560;554718;0;0;0;0;0;66470;621189;NA;NA%;NA%;0,2311;NA%;0,0182
COOPERATIVA CENTRAL DE CREDITO DE SANTA CATARINA-SICOOB CENTRAL SC;80160260;b3C;;I;2;FLORIANOPOLIS;SC;41426;NA;NA;127930;0;73281;586216;0;0;3918;0;3918;17151;607286;NA;NA%;NA%;0,1207;NA%;0,3264
SCOTIABANK BRASIL S.A. BANCO MÚLTIPLO;29030467;b1;;I;3;SAO PAULO;SP;41426;NA;NA;341483;0;341483;238060;0;0;303203;0;303203;48617;589879;NA;NA%;NA%;0,5789;NA%;0,0144
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS DA REGIÃO DOS VALES - SICREDI REGIÃO DOS VALES RS;89126130;b3S;;I;2;ENCANTADO;RS;41426;NA;NA;145880;0;134780;552027;0;0;1;0;1;32030;584058;NA;NA%;NA%;0,2308;NA%;0,0755
XP INVESTIMENTOS CORRETORA DE CÂMBIO,TÍTULOS E VALORES MOBILIÁRIOS S/A;2332886;n2;;I;3;RIO DE JANEIRO;RJ;41426;NA;NA;106712;0;106712;247274;0;0;22346;1439;23785;312355;583414;NA;NA%;NA%;0,1829;NA%;0,1353
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS DE CARLOS BARBOSA - SICREDI SERRANA RS;90608712;b3S;;I;2;CARLOS BARBOSA;RS;41426;NA;NA;87058;0;80461;552267;0;0;0;0;0;26548;578814;NA;NA%;NA%;0,139;NA%;0,1444
SICOOB CREDICOM - COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS MÉDICOS E PROFISSIONAIS DA ÁREA DE SAÚDE DE BELO HORIZONTE E CIDADES PÓLO DE MINAS GERAIS LTDA.;42898825;b3S;;I;2;BELO HORIZONTE;MG;41426;NA;NA;92149;526;90739;510279;0;0;0;228;228;65112;575620;NA;NA%;NA%;0,1576;NA%;0,0706
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS DO PLANALTO GAÚCHO - SICREDI PLANALTO GAÚCHO;88038260;b3S;;I;2;CRUZ ALTA;RS;41426;NA;NA;121114;0;111919;538241;0;0;0;0;0;32149;570389;NA;NA%;NA%;0,1962;NA%;0,0565
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DA REGIÃO DE GUARIBA;44469161;b3S;;I;2;GUARIBA;SP;41426;NA;NA;103697;0;98915;538486;0;0;0;0;0;26650;565137;NA;NA%;NA%;0,175;NA%;0,0398
