Instituição financeira;Código;TCB;SR;TD;TC;Cidade;UF;Data;Ativo Total;Carteira de Crédito Classificada;Passivo Circulante e Exigível a Longo Prazo e Resultados de Exercícios Futuros;Captações;Patrimônio Líquido;Lucro Líquido;Patrimônio de Referência para Comparação com o RWA;Índice de Basileia;Índice de Imobilização;Número de Agências;Número de Postos de Atendimento
BANCO REGIONAL DE DESENVOLVIMENTO DO EXTREMO SUL;92816560;b4;;I;1;PORTO ALEGRE;RS;41426;10399495;8599204;8840608;8471373;1558887;45914;1558887;0,1723;0,0154;3;0
MERCEDES-BENZ;51262;b2;;C;3;SAO PAULO;SP;41426;10084536;9550099;8953501;8029764;1131035;-121299;1263380;0,1241;0,0029;2;0
MORGAN STANLEY;51413;b1;;C;3;SAO PAULO;SP;41426;9982505;0;8279362;5305411;1703143;80780;1698113;0,1982;0,0077;2;0
BES;51482;b2;;C;3;SAO PAULO;SP;41426;8273682;1756044;7624351;6680553;649330;14173;666603;0,1404;0,2351;6;0
BARCLAYS;51705;b1;;C;3;SAO PAULO;SP;41426;8136977;151211;7404337;2878626;732640;1813;732640;0,2963;0,0803;1;0
BANCO DE TOKYO-MITSUBISHI UFJ BRASIL S.A.;60498557;b1;;I;3;SAO PAULO;SP;41426;7763761;986951;6652083;3426343;1111678;19294;1111569;0,5279;0,0328;2;0
COOPERATIVA CENTRAL DE CRÉDITO DO RIO GRANDE DO SUL E SANTA CATARINA - CENTRAL SICREDI SUL;87437687;b3C;;I;2;PORTO ALEGRE;RS;41426;6369595;215756;6063025;0;306570;0;156239;0,1696;0,034;0;0
BANCO DE LAGE LANDEN BRASIL S.A.;5040481;b2;;I;3;PORTO ALEGRE;RS;41426;6032134;5397997;5341093;4925510;691041;43042;689107;0,1431;0,0061;2;0
BANCO FIDIS S/A;62237425;b2;;I;3;BETIM;MG;41426;5883671;5517794;5373081;5269669;510590;15519;508402;0,1299;0,0144;2;0
BANCO CLASSICO S.A.;31597552;b1;;I;2;RIO DE JANEIRO;RJ;41426;5633154;0;1245596;2;4387558;59380;4387558;0,4336;0;1;0
GOLDMAN SACHS;51585;b2;;C;3;SAO PAULO;SP;41426;5416320;0;4689796;2156546;726524;-100319;683463;0,1591;0,0418;2;0
BANCO CNH CAPITAL S.A.;2992446;b2;;I;3;CURITIBA;PR;41426;5225224;4381876;4139337;3766555;1085887;92763;1083152;0,2306;0,0045;1;0
ASSOCIACAO DE POUPANCA E EMPRESTIMO - POUPEX;655522;n1;;I;2;BRASILIA;DF;41426;4594086;1065583;523247;436156;4070839;23325;4070839;2,8197;0,0069;53;0
BANCO IBM S.A.;34270520;b2;;I;3;RIO DE JANEIRO;RJ;41426;4554418;2356143;4251025;4055513;303393;9918;223244;0,1941;0;2;0
BANCO DO ESTADO DO PARÁ S.A.;4913711;b1;;I;1;BELEM;PA;41426;4328556;2523717;3872353;3667566;456203;60872;456199;0,1939;0,169;44;47
TOYOTA;51334;b2;;C;3;SAO PAULO;SP;41426;4308124;3065495;3920175;3343488;387949;49688;415607;0,1319;0,0448;2;0
SOFISA;31873;b1;;C;2;SAO PAULO;SP;41426;4214214;1709810;3530447;2747026;683767;888;636251;0,1985;0,3676;17;0
BANCO DE DESENVOLVIMENTO DE MINAS GERAIS S.A.-BDMG;38486817;b4;;I;1;BELO HORIZONTE;MG;41426;4213801;3332669;2598350;2070422;1615451;22212;1165444;0,3084;0,0228;1;0
INDUSVAL;50531;b1;;C;2;SAO PAULO;SP;41426;4198725;2587745;3629168;3319474;569557;-112070;554321;0,1457;0,1579;12;1
J.MALUCELLI;30881;b1;;C;2;CURITIBA;PR;41426;4103188;2624100;2844266;2763226;1258922;71596;1258318;0,2431;0,4768;2;0
RURAL;31244;b1;;C;2;BELO HORIZONTE;MG;41426;4079439;1799144;3932880;2408894;146559;-232964;0;NI%;0;1;0
BANCO CATERPILLAR S.A.;2658435;b2;;I;3;SAO PAULO;SP;41426;3776877;3317261;3121639;3022248;655239;-3674;655239;0,1659;0,0035;1;0
BADESUL DESENVOLVIMENTO S.A - AGÊNCIA DE FOMENTO/RS;2885855;n1;;I;1;PORTO ALEGRE;RS;41426;3706886;3086197;2996588;2855373;710299;36627;510299;0,1538;0,0078;1;0
PSA FINANCE;51365;b2;;C;3;SAO PAULO;SP;41426;3623217;2858041;2960824;1230810;662393;20546;581472;0,1656;0,0023;2;0
BONSUCESSO;50706;b1;;C;2;BELO HORIZONTE;MG;41426;3457356;2232059;3085675;1535380;371681;5537;557522;0,1715;0,1336;5;0
JOHN DEERE;50071;b1;;C;3;INDAIATUBA;SP;41426;3453201;3417187;2913404;2751627;539796;51964;664166;0,1718;0,0059;2;0
CREDIT AGRICOLE;51066;b1;;C;3;SAO PAULO;SP;41426;3424507;702195;2660929;1934904;763578;-5823;768003;0,3303;0,0244;5;0
BANCO VOLVO BRASIL S.A.;58017179;b2;;I;3;CURITIBA;PR;41426;3401471;3316825;2903081;2676486;498390;18229;546617;0,1505;0,0592;1;0
ING;51073;b1;;C;3;SAO PAULO;SP;41426;3362236;1192948;2545250;2369067;816987;20438;816987;0,4204;0,0039;2;0
BANCO CSF S.A.;8357240;b2;;I;3;SAO PAULO;SP;41426;3342505;2833955;2653003;310186;689502;82537;689502;0,2587;0,01;1;0
BANCO DO ESTADO DE SERGIPE S.A.;13009717;b1;;I;1;ARACAJU;SE;41426;3240099;1627607;2976453;2644964;263646;32560;367230;0,1558;0,2364;61;10
COOPERATIVA DE CRÉDITO CREDICITRUS;54037916;b3S;;I;2;BEBEDOURO;SP;41426;3228026;2042784;2367004;2324943;861022;36563;836412;0,2894;0,0788;0;50
BANCO SUMITOMO MITSUI BRASILEIRO S.A.;60518222;b1;;I;3;SAO PAULO;SP;41426;3058512;1392847;2402199;2154525;656313;14344;739510;0,2888;0,0028;1;0
ORIGINAL;51781;b1;;C;2;PORTO ALEGRE;RS;41426;3056564;870976;1038243;785216;2018321;27154;2017536;0,8371;0,0729;2;0
COOPERATIVA CENTRAL DE CRÉDITO DO ESTADO DE SÃO PAULO - SICOOB SÃO PAULO;63917579;b3C;;I;2;RIBEIRAO PRETO;SP;41426;2992188;6;2860596;2626885;131591;7294;75621;0,2118;0,1314;0;0
RENASCENCA DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS LTDA;62287735;n2;;I;2;SAO PAULO;SP;41426;2866142;0;2823583;2802267;42558;6939;42558;0,8992;0,0351;1;0
BBM;30207;b1;;C;2;SALVADOR;BA;41426;2837084;1101463;2291141;1799870;545943;19108;542766;0,275;0,0473;9;0
COOPERATIVA CENTRAL DE CRÉDITO DOS ESTADOS DO PARANÁ E DE SÃO PAULO - CENTRAL SICREDI PR/SP;80230774;b3C;;I;2;CURITIBA;PR;41426;2783707;78884;2651824;301;131884;0;69481;0,1666;0,0387;0;0
PORTO SEGURO;51444;n1;;C;2;SAO PAULO;SP;41426;2734433;2636282;2397614;690050;336819;45633;0;NI%;0;3;0
HONDA;51396;b2;;C;3;SAO PAULO;SP;41426;2662284;2448170;2195533;2072635;466751;35284;466194;0,2181;0,0009;2;0
COOPERATIVA CENTRAL DE CREDITO DE SANTA CATARINA-SICOOB CENTRAL SC;80160260;b3C;;I;2;FLORIANOPOLIS;SC;41426;2354978;95967;2227047;1984843;127930;4520;73281;0,1207;0,3264;0;0
INDUSTRIAL DO BRASIL;50988;b1;;C;2;SAO PAULO;SP;41426;2288152;1255125;1838619;1719081;449533;17171;469618;0,1992;0,0746;8;0
COOPERATIVA CENTRAL DE CRÉDITO DE MINAS GERAIS LTDA. - SICOOB CENTRAL CREDIMINAS;25683434;b3C;;I;2;BELO HORIZONTE;MG;41426;2149335;42448;1908595;168879;240741;14211;151886;0,1778;0,4814;0;1
COOPERATIVA DE CRÉDITO DOS PRODUTORES RURAIS E EMPRESÁRIOS DO INTERIOR PAULISTA;71328769;b3S;;I;2;SERTAOZINHO;SP;41426;1999068;1324659;1689872;1610280;309195;21360;294760;0,1695;0,0425;0;25
XP INVESTIMENTOS CORRETORA DE CÂMBIO,TÍTULOS E VALORES MOBILIÁRIOS S/A;2332886;n2;;I;3;RIO DE JANEIRO;RJ;41426;1997154;0;1889512;0;107642;14434;106712;0,1829;0,1353;4;0
RODOBENS;51736;b1;;C;2;SAO PAULO;SP;41426;1952261;1477568;1537189;1426052;415072;32383;415069;0,1604;0,2272;3;0
RENDIMENTO;51468;b1;;C;2;SAO PAULO;SP;41426;1877916;539946;1687220;613289;190696;21433;190176;0,1437;0,1443;14;1
BANCO CARGILL S.A.;3609817;b1;;I;3;SAO PAULO;SP;41426;1710711;1298156;1408614;1291391;302098;22312;302098;0,244;0,0007;1;0
BANCO TRIANGULO S.A.;17351180;b1;;I;2;UBERLANDIA;MG;41426;1670018;1142611;1327901;1087841;342117;7617;342115;0,1913;0,2598;46;0
SCANIA BANCO S.A.;11417016;b2;;I;3;SAO BERNARDO DO CAMPO;SP;41426;1655144;1632540;1500611;1425539;154533;126;214595;0,1314;0,0073;1;0
SOCOPA;50328;b1;;C;2;SAO PAULO;SP;41426;1652146;196241;1507182;886930;144964;11628;172230;0,2693;0,0352;3;0
PERNAMBUCANAS;40699;n1;;C;2;SAO PAULO;SP;41426;1614658;1533717;1160777;233915;453881;104466;0;NI%;0;2;0
BANCO DE DESENVOLVIMENTO DO ESPIRITO SANTO S.A.;28145829;b4;;I;1;VITORIA;ES;41426;1607720;920383;1369597;967688;238123;4679;237953;0,2764;0,0902;1;0
CAIXA GERAL;51815;b1;;C;3;SAO PAULO;SP;41426;1603656;570668;1138736;782770;464920;-9854;464677;0,2636;0,0989;4;0
STANDARD CHARTERED BANK (BRASIL) S.A. ? BANCO DE INVESTIMENTO;11932017;b2;;I;3;SAO PAULO;SP;41426;1590454;0;1288917;657368;301537;1249;301537;0,6571;0,0028;1;0
CENTRAL DAS COOPERATIVAS DE ECONOMIA E CREDITO DO ESTADO DE MINAS GERAIS LTDA. - SICOOB CENTRAL CECREMGE;309024;b3C;;I;2;BELO HORIZONTE;MG;41426;1577541;47519;1486588;50177;90953;4116;54592;0,1382;0,3248;0;0
COOPERATIVA CENTRAL DE CRÉDITO DE MATO GROSSO, PARÁ E RONDÔNIA - CENTRAL SICREDI MT/PA/RO;33667205;b3C;;I;2;CUIABA;MT;41426;1571342;165015;1473537;96151;97805;0;60894;0,1714;0,0242;0;0
OMNI;50940;n1;;C;2;SAO PAULO;SP;41426;1543550;1137549;1385370;712563;158180;11407;0;NI%;0;2;0
COOPERATIVA DE CREDITO VALE DO ITAJAI - VIACREDI;82639451;b3S;;I;2;BLUMENAU;SC;41426;1515396;1045698;1134545;1075114;380851;35003;379967;0,2973;0,0336;0;66
CREFISA S.A.-CREDITO, FINANCIAMENTO E INVESTIMENTOS;60779196;n1;;I;2;SAO PAULO;SP;41426;1511494;897229;191390;0;1320104;262656;1320104;0,5915;0,0117;1;0
BANIF;20255;b1;;C;3;SAO PAULO;SP;41426;1468334;1119816;1223797;996408;244537;-346854;245357;0,1461;0,0356;13;0
AGÊNCIA DE FOMENTO DO PARANÁ S.A.;3584906;n1;;I;1;CURITIBA;PR;41426;1412959;679122;76844;24425;1336116;38083;204090;0,8474;0,0062;1;0
FATOR;50122;b1;;C;2;SAO PAULO;SP;41426;1404035;69583;1008322;810257;395713;-26037;395713;0,2643;0,3664;4;0
BANCO INTERMEDIUM S/A;416968;b1;;I;2;BELO HORIZONTE;MG;41426;1313911;981725;1030700;834263;283211;9221;283211;0,2178;0,0533;5;0
HP FINANCIAL SERVICES ARRENDAMENTO MERCANTIL S.A.;97406706;n1;;I;3;BARUERI;SP;41426;1311374;1163548;860796;737023;450578;1190;406517;0,2964;0;3;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS CENTRO NORTE DO MATO GROSSO - SICREDI CENTRO NORTE MT;26529420;b3S;;I;2;NOVA MUTUM;MT;41426;1303156;904360;1074668;617178;228487;9079;210346;0,1733;0,0615;0;22
MIDWAY S.A. - CRÉDITO, FINANCIAMENTO E INVESTIMENTO;9464032;n1;;I;2;SAO PAULO;SP;41426;1290342;1190736;825178;248552;465164;53583;465164;0,4252;0,0014;1;0
COOPERFORTE - COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS FUNCIONÁRIOS DE INSTITUIÇÕES FINANCEIRAS PÚBLICAS FEDERAIS LTDA.;1658426;b3S;;I;2;BRASILIA;DF;41426;1286086;956313;965193;941977;320893;30488;320878;0,2582;0,0272;0;5
COOPERATIVA CENTRAL DE CRÉDITO RURAL COM INTERAÇÃO SOLIDÁRIA - CENTRAL CRESOL BASER;1401771;b3C;;I;2;FRANCISCO BELTRAO;PR;41426;1275273;11778;1219835;805511;55438;306;55438;0,1529;0,0822;0;0
DESENVOLVE SP - AGÊNCIA DE FOMENTO DO ESTADO DE SÃO PAULO S.A.;10663610;n1;;I;1;SAO PAULO;SP;41426;1254287;660786;218782;191685;1035505;8967;835505;1,1207;0,0035;0;0
BANCO MODAL S.A.;30723886;b1;;I;2;RIO DE JANEIRO;RJ;41426;1211536;368262;967755;776616;243782;-3953;306416;0,1987;0,0846;2;0
BANCO FORD S.A.;90731688;b2;;I;3;SAO PAULO;SP;41426;1192506;1083086;914468;891076;278038;8776;278038;0,1965;0;1;0
COOPERATIVA CENTRAL DE CRÉDITO RURAL COM INTERAÇÃO SOLIDÁRIA - CRESOL CENTRAL SC/RS;7202627;b3C;;I;2;CHAPECO;SC;41426;1164227;5402;1110351;717763;53875;-1310;53865;0,1043;0,1241;0;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO UNIÃO PARANÁ - SICREDI UNIÃO PR;79342069;b3S;;I;2;MARINGA;PR;41426;1074047;672074;935916;602131;138131;12712;127848;0,1424;0,2134;0;59
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS PIONEIRA DA SERRA GAÚCHA   SICREDI PIONEIRA RS;91586982;b3S;;I;2;NOVA PETROPOLIS;RS;41426;1069210;555824;889487;816829;179724;11914;165409;0,1954;0,1266;0;38
INTERCAP;50476;b1;;C;2;SAO PAULO;SP;41426;1062731;362126;946333;589538;116398;654;93975;0,1445;0,0115;2;0
CREDICOAMO CREDITO RURAL COOPERATIVA;81723108;b3S;;I;2;CAMPO MOURAO;PR;41426;1062500;430964;811620;785541;250880;19668;250880;0,3998;0,0007;0;36
MIZUHO;51554;b1;;I;3;SAO PAULO;SP;41426;1048573;379690;535680;351565;512894;6928;512894;0,583;0,0067;1;0
BANCO GUANABARA S.A.;31880826;b1;;I;2;RIO DE JANEIRO;RJ;41426;1038656;520875;910912;792165;127745;6695;143560;0,2311;0,0182;1;0
BRASIL PLURAL;51839;b1;;C;2;RIO DE JANEIRO;RJ;41426;956017;564;862669;752800;93347;979;93116;0,2104;0,1373;4;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO CATARATAS DO IGUAÇU - SICREDI CATARATAS DO IGUAÇU;78414067;b3S;;I;2;MEDIANEIRA;PR;41426;937781;566929;802770;584067;135011;14290;125047;0,1355;0,1527;0;32
SICOOB CREDICOM - COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS MÉDICOS E PROFISSIONAIS DA ÁREA DE SAÚDE DE BELO HORIZONTE E CIDADES PÓLO DE MINAS GERAIS LTDA.;42898825;b3S;;I;2;BELO HORIZONTE;MG;41426;934789;291559;841006;813257;93783;6857;90739;0,1576;0,0706;0;33
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DA REGIÃO DE GUARIBA;44469161;b3S;;I;2;GUARIBA;SP;41426;920636;340082;816939;749062;103697;5564;98915;0,175;0,0398;0;4
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS SERRO AZUL - SICREDI UNIÃO RS;88894548;b3S;;I;2;CERRO LARGO;RS;41426;875084;492674;719525;551598;155560;14168;143412;0,1909;0,1706;0;42
BANCO MONEO S.A.;7441209;b2;;I;2;CAXIAS DO SUL;RS;41426;848939;787048;673982;660136;174957;8531;174957;0,1869;0,0055;1;0
BMW;51420;n1;;C;3;SAO PAULO;SP;41426;844601;693648;667603;559574;176998;7229;0;NI%;0;2;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS DA REGIÃO DOS VALES - SICREDI REGIÃO DOS VALES RS;89126130;b3S;;I;2;ENCANTADO;RS;41426;823151;259705;677271;603206;145880;12726;134780;0,2308;0,0755;0;20
DESENBAHIA - AGENCIA DE FOMENTO DO ESTADO DA BAHIA S.A.;15163587;n1;;I;1;SALVADOR;BA;41426;812150;400371;369277;319058;442873;9995;292873;0,3914;0,1651;1;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS SORRISO - SICREDI CELEIRO DO MT;26555235;b3S;;I;2;SORRISO;MT;41426;804316;455584;675357;393377;128959;18848;119869;0,1711;0,1145;0;13
AGÊNCIA DE FOMENTO DO ESTADO DE SANTA CATARINA S.A.-BADESC;82937293;n1;;I;1;FLORIANOPOLIS;SC;41426;798053;678601;324508;261010;473546;-6107;73546;0,1502;0,0486;1;0
COOPERATIVA CENTRAL DE CRÉDITO DO NORTE/NORDESTE - UNICRED CENTRAL NORTE/NORDESTE;70119680;b3C;;I;2;CABEDELO;PB;41426;790510;117449;702899;0;87612;4631;87612;0,2469;0,0603;0;0
COOPERATIVA CENTRAL DE CRÉDITO URBANO - CECRED;5463212;b3C;;I;2;BLUMENAU;SC;41426;759766;64466;677865;609583;81901;0;81315;0,1451;0,0922;0;0
UNIPRIME NORTE DO PARANÁ - COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS MÉDICOS, PROFISSIONAIS DA ÁREA DE SAÚDE E EMPRESÁRIOS LTDA;2398976;b3S;;I;2;LONDRINA;PR;41426;747372;322479;507762;488162;239611;12011;179491;0,3393;0,057;0;18
COOPERATIVA CENTRAL DE CRÉDITO DE GOIÁS LTDA;33416108;b3C;;I;2;GOIANIA;GO;41426;736168;3786;683943;0;52225;3534;21005;0,3938;0,3434;0;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS DE CARLOS BARBOSA - SICREDI SERRANA RS;90608712;b3S;;I;2;CARLOS BARBOSA;RS;41426;708584;331229;621526;534353;87058;7957;80461;0,139;0,1444;0;29
UNIPRIME CENTRAL - CENTRAL INTERESTADUAL DE COOPERATIVAS DE CREDITO LTDA.;3046391;b3C;;I;2;LONDRINA;PR;41426;704252;0;683042;25610;21210;0;21210;0,1517;0,2081;0;1
DACASA FINANCEIRA S.A.-SOC. DE CRED. FINANC. E INVESTIMENTO;27406222;n1;;I;2;VITORIA;ES;41426;702536;691061;593569;352399;108967;7902;108907;0,1205;0,1865;44;0
COOPERATIVA DE CRÉDITO DOS PEQUENOS EMPRESÁRIOS, MICROEMPRESÁRIOS E MICROEMPREENDEDORES - SICOOB CREDICOONAI.;53923116;b3S;;I;2;RIBEIRAO PRETO;SP;41426;694610;494399;557883;272208;136727;5425;131629;0,2044;0,1618;0;38
BANCO TRICURY S.A.;57839805;b2;;I;2;SAO PAULO;SP;41426;685150;316555;483632;447799;201518;7888;201518;0,3887;0,1974;1;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS DO PLANALTO GAÚCHO - SICREDI PLANALTO GAÚCHO;88038260;b3S;;I;2;CRUZ ALTA;RS;41426;675590;383011;554476;334468;121114;17156;111919;0,1962;0,0565;0;21
SCOTIABANK BRASIL S.A. BANCO MÚLTIPLO;29030467;b1;;I;3;SAO PAULO;SP;41426;653823;167614;312339;246600;341483;-21399;341483;0,5789;0,0144;1;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS DO CENTRO SUL DO MATO GROSSO DO SUL - SICREDI CENTRO-SUL MS;26408161;b3S;;I;2;DOURADOS;MS;41426;639389;414361;519095;333059;120295;14881;111326;0,2264;0,0778;0;20
BANCO COMMERCIAL INVESTMENT TRUST DO BRASIL S.A. - BANCO MÚLTIPLO;43818780;b2;;I;3;BARUERI;SP;41426;631600;476599;389857;271340;241743;679;241743;0,4542;0,0034;1;0
COOPERATIVA CENTRO BRASILEIRA DE ECONOMIA E CRÉDITO MÚTUO DOS PROFISSIONAIS DA SAÚDE LTDA.;37395399;b3S;;I;2;GOIANIA;GO;41426;623718;415829;486246;465779;137473;18623;137471;0,268;0,0557;0;13
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO VALE DO PIQUIRI ABCD - SICREDI VALE DO PIQUIRI ABCD PR/SP;81099491;b3S;;I;2;PALOTINA;PR;41426;612111;334214;516580;350563;95531;11995;101516;0,1953;0,0755;0;31
CENTRAL DE COOPERATIVAS DE ECONOMIA E CRÉDITO MÚTUO DO ESTADO DO RIO GRANDE DO SUL LTDA - UNICRED CENTRAL RS;1634601;b3C;;I;2;PORTO ALEGRE;RS;41426;606578;5650;584872;0;21707;0;21707;0,1529;0,2571;0;0
COOPERATIVA CENTRAL DE ECONOMIA E CRÉDITO MÚTUO DAS UNICRED'S DE SANTA CATARINA LTDA.- UNICRED CENTRAL SC;543968;b3C;;I;2;FLORIANOPOLIS;SC;41426;589083;0;547474;0;41609;768;41609;0,1466;0,1253;0;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS DO NORTE DO RIO GRANDE DO SUL E OESTE DE SANTA CATARINA - SICREDI NORTE RS/SC;87780268;b3S;;I;2;ERECHIM;RS;41426;567524;339159;496209;389870;71314;6421;65911;0,1357;0,1222;0;36
BANCO A.J. RENNER S.A.;92874270;b1;;I;2;PORTO ALEGRE;RS;41426;555932;489944;468792;439002;87139;8765;87139;0,172;0,0131;1;0
