Instituição financeira;Código;TCB;SR;TD;TC;Cidade;UF;Data;Captações;;;;;;;;;;;;;;;Instrumentos Derivativos (f);Outras Obrigações (g);Passivo Circulante e Exigível a Longo Prazo (h) = (e) + (f) + (g);Resultados de Exercícios Futuros (i);Patrimônio Líquido (j);Passivo Total (k) = (h) + (i) + (j)
BANCO COOPERATIVO SICREDI S.A.;1181521;b1;;I;2;PORTO ALEGRE;RS;41426;49503;3298974;6048635;16884;0;9413997;8678691;0;5559;0;0;0;5559;3900090;21998337;77;406290;22404704;0;678671;23083375
PANAMERICANO;31323;b1;;C;2;SAO PAULO;SP;41426;125739;0;5198942;3121585;0;8446266;1450075;1460607;673782;2034264;652832;0;4821486;153826;14871653;11320;3865849;18748822;2825;2783948;21535595
BNP PARIBAS;51516;b1;;C;3;SAO PAULO;SP;41426;174204;0;43681;4022992;74421;4315298;3007451;0;25182;757256;0;0;782438;918999;9024187;1375455;6337741;16737383;17094;2683921;19438398
BANCOOB;51750;b1;;C;2;BRASILIA;DF;41426;16631;1666097;11245071;80162;0;13007961;1747748;0;3500;0;0;0;3500;1117651;15876859;0;999096;16875956;50;561100;17437106
BIC;32119;b1;;C;2;SAO PAULO;SP;41426;239696;14407;554712;7001996;0;7810811;78417;39613;434814;224923;987057;104207;1790614;3034259;12714102;21682;2201384;14937168;23409;1925353;16885930
ABC-BRASIL;41856;b1;;C;3;SAO PAULO;SP;41426;71787;0;505358;3082410;0;3659556;124597;256372;976563;1695987;256206;0;3185129;4058463;11027745;236456;3306000;14570200;24788;1794199;16389187
ALFA;51293;b1;;C;2;SAO PAULO;SP;41426;30436;0;1571191;573247;0;2174873;1916494;814;118391;4461754;0;1254418;5835378;1510570;11437316;179223;795532;12412070;13000;1972232;14397302
BANCO RABOBANK INTERNATIONAL BRASIL S.A.;1023570;b1;;I;3;SAO PAULO;SP;41426;23795;0;1251138;178279;0;1453212;301463;0;1372424;0;0;0;1372424;7313214;10440314;109721;2416631;12966665;0;1097499;14064164
MERCANTIL DO BRASIL;20152;b1;;C;2;BELO HORIZONTE;MG;41426;559028;264208;87710;7230266;0;8141212;1312730;0;199357;207685;48758;0;455800;44837;9954580;1329;3039008;12994917;1270;876372;13872558
BANCO DAYCOVAL S.A.;62232889;b1;;I;2;SAO PAULO;SP;41426;303428;0;217766;2926506;3322;3451022;1319981;195068;194058;2292146;1363477;0;4044749;1014568;9830320;13704;1366192;11210216;10440;2423218;13643875
BANESTES;30159;b1;;C;1;VITORIA;ES;41426;1150243;2010544;8851;4266729;0;7436367;3922539;26606;0;152983;0;0;179589;517583;12056079;0;724297;12780376;1466;854016;13635859
SOCIETE GENERALE;31859;b1;;C;3;SAO PAULO;SP;41426;4449;0;8856;830886;0;844192;162881;0;0;101263;0;0;101263;3360662;4468997;1231244;6782059;12482300;49968;950283;13482551
BANCO DA AMAZONIA S.A.;4902979;b1;;I;1;BELEM;PA;41426;522683;516280;1525;1017330;816698;2874515;0;0;0;0;0;0;0;532572;3407087;0;6160619;9567706;0;1541847;11109553
BRB;31976;b1;;C;1;BRASILIA;DF;41426;776460;1370561;113969;5401229;3551;7665771;441080;0;0;175824;0;111;175935;94696;8377481;0;1430258;9807739;129;972881;10780749
BANCO GMAC S.A.;59274605;b2;;I;3;SAO PAULO;SP;41426;0;0;2537471;1077245;0;3614716;0;0;0;535754;0;0;535754;0;4150470;0;4884874;9035345;119443;1389720;10544507
PINE;50304;b1;;C;2;SAO PAULO;SP;41426;18839;0;110159;3253217;0;3382215;1245310;29595;315337;638144;247018;0;1230094;2018151;7875770;273832;1029431;9179033;60496;1258542;10498071
BOFA MERRILL LYNCH;51255;b1;;C;3;SAO PAULO;SP;41426;60976;0;970;2008049;0;2069995;230454;0;0;0;0;0;0;157524;2457973;2607294;4083185;9148452;196;1317187;10465835
FIBRA;49951;b1;;C;2;SAO PAULO;SP;41426;119755;0;301997;4118732;0;4540484;830128;4606;235431;1164158;900822;0;2305017;796081;8471710;55704;921480;9448895;3991;972135;10425021
BANCO REGIONAL DE DESENVOLVIMENTO DO EXTREMO SUL;92816560;b4;;I;1;PORTO ALEGRE;RS;41426;0;0;0;0;0;0;0;0;0;0;0;0;0;8471373;8471373;0;367904;8839277;1331;1558887;10399495
MERCEDES-BENZ;51262;b2;;C;3;SAO PAULO;SP;41426;0;0;757427;69432;0;826859;0;0;0;335394;0;0;335394;6867511;8029764;0;835593;8865356;88145;1131035;10084536
MORGAN STANLEY;51413;b1;;C;3;SAO PAULO;SP;41426;0;0;0;3563717;0;3563717;1741694;0;0;0;0;0;0;0;5305411;1324639;1649312;8279362;0;1703143;9982505
BES;51482;b2;;C;3;SAO PAULO;SP;41426;0;0;275310;2440631;0;2715941;2362701;10516;191159;146857;911795;0;1260326;341585;6680553;576876;366409;7623838;513;649330;8273682
BARCLAYS;51705;b1;;C;3;SAO PAULO;SP;41426;86;0;29148;476002;0;505236;2254563;0;0;0;118826;0;118826;0;2878626;399003;4126570;7404199;138;732640;8136977
BANCO DE TOKYO-MITSUBISHI UFJ BRASIL S.A.;60498557;b1;;I;3;SAO PAULO;SP;41426;216743;0;0;1716753;0;1933496;252575;0;0;0;0;0;0;1240272;3426343;165407;3060031;6651780;303;1111678;7763761
COOPERATIVA CENTRAL DE CRÉDITO DO RIO GRANDE DO SUL E SANTA CATARINA - CENTRAL SICREDI SUL;87437687;b3C;;I;2;PORTO ALEGRE;RS;41426;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6063025;6063025;0;306570;6369595
BANCO DE LAGE LANDEN BRASIL S.A.;5040481;b2;;I;3;PORTO ALEGRE;RS;41426;0;0;273088;0;0;273088;0;0;0;0;0;0;0;4652422;4925510;0;404064;5329575;11518;691041;6032134
BANCO FIDIS S/A;62237425;b2;;I;3;BETIM;MG;41426;0;0;562350;2225326;0;2787676;69999;0;0;1142629;0;0;1142629;1269365;5269669;7802;81865;5359336;13745;510590;5883671
BANCO CLASSICO S.A.;31597552;b1;;I;2;RIO DE JANEIRO;RJ;41426;2;0;0;0;0;2;0;0;0;0;0;0;0;0;2;0;1245595;1245596;0;4387558;5633154
GOLDMAN SACHS;51585;b2;;C;3;SAO PAULO;SP;41426;0;0;97116;198656;0;295771;1024529;0;0;0;0;0;0;836246;2156546;995886;1537364;4689796;0;726524;5416320
BANCO CNH CAPITAL S.A.;2992446;b2;;I;3;CURITIBA;PR;41426;0;0;240449;912987;0;1153437;0;0;0;50841;0;0;50841;2562278;3766555;1566;232902;4001023;138314;1085887;5225224
ASSOCIACAO DE POUPANCA E EMPRESTIMO - POUPEX;655522;n1;;I;2;BRASILIA;DF;41426;0;0;0;0;436156;436156;0;0;0;0;0;0;0;0;436156;0;87091;523247;0;4070839;4594086
BANCO IBM S.A.;34270520;b2;;I;3;RIO DE JANEIRO;RJ;41426;1416;0;0;3764152;0;3765567;0;0;0;0;0;0;0;289945;4055513;0;195512;4251025;0;303393;4554418
BANCO DO ESTADO DO PARÁ S.A.;4913711;b1;;I;1;BELEM;PA;41426;695357;534535;92494;2087794;0;3410181;84990;0;0;172396;0;0;172396;0;3667566;0;204787;3872353;0;456203;4328556
TOYOTA;51334;b2;;C;3;SAO PAULO;SP;41426;0;0;410318;165632;0;575950;2500;0;0;852356;0;0;852356;1912682;3343488;9498;552597;3905583;14592;387949;4308124
SOFISA;31873;b1;;C;2;SAO PAULO;SP;41426;125559;0;27606;1843454;0;1996618;145535;90885;53086;58593;0;0;202565;402308;2747026;2205;780595;3529826;621;683767;4214214
BANCO DE DESENVOLVIMENTO DE MINAS GERAIS S.A.-BDMG;38486817;b4;;I;1;BELO HORIZONTE;MG;41426;0;0;61577;0;0;61577;0;0;0;449067;0;0;449067;1559778;2070422;0;518433;2588855;9495;1615451;4213801
INDUSVAL;50531;b1;;C;2;SAO PAULO;SP;41426;38799;0;58160;1768445;0;1865404;176141;40181;489224;33965;0;0;563370;714559;3319474;79796;229102;3628372;795;569557;4198725
J.MALUCELLI;30881;b1;;C;2;CURITIBA;PR;41426;24114;0;187678;1718705;0;1930498;166520;0;0;609855;0;0;609855;56353;2763226;0;80999;2844225;41;1258922;4103188
RURAL;31244;b1;;C;2;BELO HORIZONTE;MG;41426;225593;0;18887;1964114;0;2208594;9174;0;163347;13481;0;0;176828;14298;2408894;8990;1514375;3932258;623;146559;4079439
BANCO CATERPILLAR S.A.;2658435;b2;;I;3;SAO PAULO;SP;41426;0;0;351246;0;0;351246;0;0;0;160908;0;0;160908;2510093;3022248;0;62864;3085112;36527;655239;3776877
BADESUL DESENVOLVIMENTO S.A - AGÊNCIA DE FOMENTO/RS;2885855;n1;;I;1;PORTO ALEGRE;RS;41426;0;0;0;0;0;0;0;0;0;0;0;0;0;2855373;2855373;0;141214;2996588;0;710299;3706886
PSA FINANCE;51365;b2;;C;3;SAO PAULO;SP;41426;0;0;478824;178458;0;657282;0;0;0;394367;0;0;394367;179161;1230810;0;1687256;2918067;42757;662393;3623217
BONSUCESSO;50706;b1;;C;2;BELO HORIZONTE;MG;41426;11845;0;87002;1334043;4;1432895;25408;20483;51485;630;0;0;72598;4479;1535380;0;1546232;3081612;4063;371681;3457356
JOHN DEERE;50071;b1;;C;3;INDAIATUBA;SP;41426;49426;0;40022;50068;0;139516;0;0;0;0;0;0;0;2612111;2751627;0;161777;2913404;0;539796;3453201
CREDIT AGRICOLE;51066;b1;;C;3;SAO PAULO;SP;41426;4285;0;90388;455577;0;550250;0;0;283398;168518;0;0;451917;932737;1934904;63130;662801;2660836;94;763578;3424507
BANCO VOLVO BRASIL S.A.;58017179;b2;;I;3;CURITIBA;PR;41426;0;0;52094;59750;0;111845;0;0;0;96523;0;0;96523;2468118;2676486;0;183260;2859746;43335;498390;3401471
ING;51073;b1;;C;3;SAO PAULO;SP;41426;1425;0;0;868706;0;870131;33707;0;40807;0;0;0;40807;1424422;2369067;17561;157877;2544505;744;816987;3362236
BANCO CSF S.A.;8357240;b2;;I;3;SAO PAULO;SP;41426;0;0;244413;0;0;244413;65773;0;0;0;0;0;0;0;310186;0;2342818;2653003;0;689502;3342505
BANCO DO ESTADO DE SERGIPE S.A.;13009717;b1;;I;1;ARACAJU;SE;41426;536770;868799;81470;939669;339;2427047;5548;0;0;126858;0;0;126858;85511;2644964;0;331358;2976322;131;263646;3240099
COOPERATIVA DE CRÉDITO CREDICITRUS;54037916;b3S;;I;2;BEBEDOURO;SP;41426;270036;0;0;1037655;49816;1357506;0;0;0;0;0;0;0;967436;2324943;0;42061;2367004;0;861022;3228026
BANCO SUMITOMO MITSUI BRASILEIRO S.A.;60518222;b1;;I;3;SAO PAULO;SP;41426;75370;0;0;954051;12374;1041795;99051;0;0;0;0;0;0;1013679;2154525;31;245892;2400448;1751;656313;3058512
ORIGINAL;51781;b1;;C;2;PORTO ALEGRE;RS;41426;28440;0;36492;487495;0;552427;10998;0;213067;0;0;0;213067;8724;785216;90606;161851;1037673;570;2018321;3056564
COOPERATIVA CENTRAL DE CRÉDITO DO ESTADO DE SÃO PAULO - SICOOB SÃO PAULO;63917579;b3C;;I;2;RIBEIRAO PRETO;SP;41426;0;0;0;2626885;0;2626885;0;0;0;0;0;0;0;0;2626885;0;233711;2860596;0;131591;2992188
RENASCENCA DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS LTDA;62287735;n2;;I;2;SAO PAULO;SP;41426;0;0;0;0;0;0;2802267;0;0;0;0;0;0;0;2802267;0;21317;2823583;0;42558;2866142
BBM;30207;b1;;C;2;SALVADOR;BA;41426;26039;0;3970;402165;0;432174;1780;43491;311193;616378;181;0;971244;394673;1799870;9452;481357;2290679;463;545943;2837084
COOPERATIVA CENTRAL DE CRÉDITO DOS ESTADOS DO PARANÁ E DE SÃO PAULO - CENTRAL SICREDI PR/SP;80230774;b3C;;I;2;CURITIBA;PR;41426;0;0;0;0;0;0;0;0;0;0;0;0;0;301;301;0;2651522;2651824;0;131884;2783707
PORTO SEGURO;51444;n1;;C;2;SAO PAULO;SP;41426;0;0;493378;0;0;493378;0;0;0;0;0;196672;196672;0;690050;0;1707564;2397614;0;336819;2734433
HONDA;51396;b2;;C;3;SAO PAULO;SP;41426;0;0;1825540;11419;0;1836959;0;0;0;235676;0;0;235676;0;2072635;0;105254;2177889;17644;466751;2662284
COOPERATIVA CENTRAL DE CREDITO DE SANTA CATARINA-SICOOB CENTRAL SC;80160260;b3C;;I;2;FLORIANOPOLIS;SC;41426;210;0;0;1983092;1541;1984843;0;0;0;0;0;0;0;0;1984843;0;242204;2227047;0;127930;2354978
INDUSTRIAL DO BRASIL;50988;b1;;C;2;SAO PAULO;SP;41426;36750;0;89056;695430;0;821236;183533;47503;16270;402504;0;0;466276;248036;1719081;0;119104;1838184;434;449533;2288152
COOPERATIVA CENTRAL DE CRÉDITO DE MINAS GERAIS LTDA. - SICOOB CENTRAL CREDIMINAS;25683434;b3C;;I;2;BELO HORIZONTE;MG;41426;0;0;0;0;0;0;0;0;0;0;0;0;0;168879;168879;0;1739715;1908595;0;240741;2149335
COOPERATIVA DE CRÉDITO DOS PRODUTORES RURAIS E EMPRESÁRIOS DO INTERIOR PAULISTA;71328769;b3S;;I;2;SERTAOZINHO;SP;41426;106905;0;0;645276;15912;768094;0;0;97932;0;0;0;97932;744255;1610280;1134;78458;1689872;0;309195;1999068
XP INVESTIMENTOS CORRETORA DE CÂMBIO,TÍTULOS E VALORES MOBILIÁRIOS S/A;2332886;n2;;I;3;RIO DE JANEIRO;RJ;41426;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1889512;1889512;0;107642;1997154
RODOBENS;51736;b1;;C;2;SAO PAULO;SP;41426;3;0;176963;190981;0;367947;0;35912;0;392141;0;0;428053;630052;1426052;2183;106531;1534765;2423;415072;1952261
RENDIMENTO;51468;b1;;C;2;SAO PAULO;SP;41426;43320;0;24279;395336;46501;509435;0;0;0;10243;0;0;10243;93611;613289;0;1073459;1686748;473;190696;1877916
BANCO CARGILL S.A.;3609817;b1;;I;3;SAO PAULO;SP;41426;35916;0;0;52585;0;88501;0;0;216839;0;0;0;216839;986051;1291391;34670;82553;1408614;0;302098;1710711
BANCO TRIANGULO S.A.;17351180;b1;;I;2;UBERLANDIA;MG;41426;87331;0;22170;574076;0;683577;0;0;2552;264528;0;0;267080;137183;1087841;0;238851;1326692;1209;342117;1670018
SCANIA BANCO S.A.;11417016;b2;;I;3;SAO BERNARDO DO CAMPO;SP;41426;0;0;0;0;0;0;0;0;0;0;0;0;0;1425539;1425539;0;75072;1500611;0;154533;1655144
SOCOPA;50328;b1;;C;2;SAO PAULO;SP;41426;90430;0;33936;415780;15718;555864;232923;0;0;0;0;0;0;98143;886930;0;620253;1507182;0;144964;1652146
PERNAMBUCANAS;40699;n1;;C;2;SAO PAULO;SP;41426;0;0;231672;0;0;231672;0;0;0;0;0;2243;2243;0;233915;0;926862;1160777;0;453881;1614658
BANCO DE DESENVOLVIMENTO DO ESPIRITO SANTO S.A.;28145829;b4;;I;1;VITORIA;ES;41426;80114;0;0;57551;0;137665;0;0;0;0;0;0;0;830022;967688;0;401908;1369595;2;238123;1607720
CAIXA GERAL;51815;b1;;C;3;SAO PAULO;SP;41426;6458;0;53702;340121;0;400281;250204;17998;0;7755;0;0;25754;106531;782770;66737;288402;1137909;827;464920;1603656
STANDARD CHARTERED BANK (BRASIL) S.A. ? BANCO DE INVESTIMENTO;11932017;b2;;I;3;SAO PAULO;SP;41426;0;0;0;632651;0;632651;0;0;0;0;0;0;0;24717;657368;204526;427023;1288917;0;301537;1590454
CENTRAL DAS COOPERATIVAS DE ECONOMIA E CREDITO DO ESTADO DE MINAS GERAIS LTDA. - SICOOB CENTRAL CECREMGE;309024;b3C;;I;2;BELO HORIZONTE;MG;41426;814;0;0;49364;0;50177;0;0;0;0;0;0;0;0;50177;0;1436411;1486588;0;90953;1577541
COOPERATIVA CENTRAL DE CRÉDITO DE MATO GROSSO, PARÁ E RONDÔNIA - CENTRAL SICREDI MT/PA/RO;33667205;b3C;;I;2;CUIABA;MT;41426;0;0;96151;0;0;96151;0;0;0;0;0;0;0;0;96151;0;1377386;1473537;0;97805;1571342
OMNI;50940;n1;;C;2;SAO PAULO;SP;41426;0;0;50589;497178;0;547767;0;0;0;0;0;164797;164797;0;712563;3;672803;1385370;0;158180;1543550
COOPERATIVA DE CREDITO VALE DO ITAJAI - VIACREDI;82639451;b3S;;I;2;BLUMENAU;SC;41426;124552;0;97030;784050;29391;1035023;0;0;0;0;0;0;0;40091;1075114;0;59431;1134545;0;380851;1515396
CREFISA S.A.-CREDITO, FINANCIAMENTO E INVESTIMENTOS;60779196;n1;;I;2;SAO PAULO;SP;41426;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;191390;191390;0;1320104;1511494
BANIF;20255;b1;;C;3;SAO PAULO;SP;41426;10514;0;23728;860832;0;895074;20006;0;0;24321;0;0;24321;57007;996408;0;227211;1223619;178;244537;1468334
AGÊNCIA DE FOMENTO DO PARANÁ S.A.;3584906;n1;;I;1;CURITIBA;PR;41426;0;0;0;0;0;0;0;0;0;0;0;0;0;24425;24425;0;52419;76844;0;1336116;1412959
FATOR;50122;b1;;C;2;SAO PAULO;SP;41426;6434;0;23766;411701;0;441900;328122;562;39673;0;0;0;40234;0;810257;40581;157412;1008250;72;395713;1404035
BANCO INTERMEDIUM S/A;416968;b1;;I;2;BELO HORIZONTE;MG;41426;21599;0;15141;487415;0;524155;0;202970;5526;100596;0;0;309092;1016;834263;0;196436;1030700;0;283211;1313911
HP FINANCIAL SERVICES ARRENDAMENTO MERCANTIL S.A.;97406706;n1;;I;3;BARUERI;SP;41426;0;0;0;0;0;0;0;0;0;0;0;0;0;737023;737023;0;123773;860796;0;450578;1311374
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS CENTRO NORTE DO MATO GROSSO - SICREDI CENTRO NORTE MT;26529420;b3S;;I;2;NOVA MUTUM;MT;41426;177020;0;0;235192;4938;417150;0;0;0;0;0;0;0;200029;617178;0;457490;1074668;0;228487;1303156
MIDWAY S.A. - CRÉDITO, FINANCIAMENTO E INVESTIMENTO;9464032;n1;;I;2;SAO PAULO;SP;41426;0;0;0;0;0;0;0;0;0;0;0;248552;248552;0;248552;0;576626;825178;0;465164;1290342
COOPERFORTE - COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS FUNCIONÁRIOS DE INSTITUIÇÕES FINANCEIRAS PÚBLICAS FEDERAIS LTDA.;1658426;b3S;;I;2;BRASILIA;DF;41426;0;0;0;578899;360313;939211;0;0;0;0;0;0;0;2766;941977;0;23216;965193;0;320893;1286086
COOPERATIVA CENTRAL DE CRÉDITO RURAL COM INTERAÇÃO SOLIDÁRIA - CENTRAL CRESOL BASER;1401771;b3C;;I;2;FRANCISCO BELTRAO;PR;41426;0;0;0;0;0;0;0;0;0;0;0;0;0;805511;805511;0;414324;1219835;0;55438;1275273
DESENVOLVE SP - AGÊNCIA DE FOMENTO DO ESTADO DE SÃO PAULO S.A.;10663610;n1;;I;1;SAO PAULO;SP;41426;1101;0;0;0;0;1101;0;0;0;0;0;0;0;190585;191685;0;27097;218782;0;1035505;1254287
BANCO MODAL S.A.;30723886;b1;;I;2;RIO DE JANEIRO;RJ;41426;3073;0;0;471851;0;474924;204256;68955;28481;0;0;0;97436;0;776616;26550;164588;967755;0;243782;1211536
BANCO FORD S.A.;90731688;b2;;I;3;SAO PAULO;SP;41426;0;0;212535;534336;0;746871;0;0;0;144205;0;0;144205;0;891076;0;23392;914468;0;278038;1192506
COOPERATIVA CENTRAL DE CRÉDITO RURAL COM INTERAÇÃO SOLIDÁRIA - CRESOL CENTRAL SC/RS;7202627;b3C;;I;2;CHAPECO;SC;41426;195;0;0;0;0;195;0;0;0;0;0;0;0;717568;717763;0;392588;1110351;0;53875;1164227
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO UNIÃO PARANÁ - SICREDI UNIÃO PR;79342069;b3S;;I;2;MARINGA;PR;41426;136614;0;135;433010;15857;585615;0;0;0;0;0;0;0;16516;602131;0;333785;935916;0;138131;1074047
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS PIONEIRA DA SERRA GAÚCHA   SICREDI PIONEIRA RS;91586982;b3S;;I;2;NOVA PETROPOLIS;RS;41426;108459;0;0;669167;23474;801100;0;0;0;0;0;0;0;15729;816829;0;72657;889487;0;179724;1069210
INTERCAP;50476;b1;;C;2;SAO PAULO;SP;41426;22053;0;0;297936;372;320361;74373;14508;57895;18944;0;0;91348;103455;589538;16264;340465;946266;67;116398;1062731
CREDICOAMO CREDITO RURAL COOPERATIVA;81723108;b3S;;I;2;CAMPO MOURAO;PR;41426;61529;0;0;313371;0;374899;0;0;0;0;0;0;0;410642;785541;0;26079;811620;0;250880;1062500
MIZUHO;51554;b1;;I;3;SAO PAULO;SP;41426;17;0;54355;153877;0;208249;85074;0;0;0;0;0;0;58243;351565;14752;169174;535491;189;512894;1048573
BANCO GUANABARA S.A.;31880826;b1;;I;2;RIO DE JANEIRO;RJ;41426;15429;0;0;592425;0;607854;1004;2278;0;0;0;0;2278;181029;792165;0;118578;910743;168;127745;1038656
BRASIL PLURAL;51839;b1;;C;2;RIO DE JANEIRO;RJ;41426;2782;0;15003;88366;0;106151;646650;0;0;0;0;0;0;0;752800;0;109869;862669;0;93347;956017
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO CATARATAS DO IGUAÇU - SICREDI CATARATAS DO IGUAÇU;78414067;b3S;;I;2;MEDIANEIRA;PR;41426;111178;0;0;454970;12184;578333;0;0;0;0;0;0;0;5734;584067;0;218703;802770;0;135011;937781
SICOOB CREDICOM - COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS MÉDICOS E PROFISSIONAIS DA ÁREA DE SAÚDE DE BELO HORIZONTE E CIDADES PÓLO DE MINAS GERAIS LTDA.;42898825;b3S;;I;2;BELO HORIZONTE;MG;41426;173309;0;0;575983;63965;813257;0;0;0;0;0;0;0;0;813257;0;27749;841006;0;93783;934789
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DA REGIÃO DE GUARIBA;44469161;b3S;;I;2;GUARIBA;SP;41426;22617;0;0;391726;11162;425505;0;0;0;0;0;0;0;323557;749062;0;67877;816939;0;103697;920636
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS SERRO AZUL - SICREDI UNIÃO RS;88894548;b3S;;I;2;CERRO LARGO;RS;41426;103521;0;1346;410065;23317;538250;0;0;0;0;0;0;0;13349;551598;0;167927;719525;0;155560;875084
BANCO MONEO S.A.;7441209;b2;;I;2;CAXIAS DO SUL;RS;41426;0;0;0;0;0;0;0;0;0;0;0;0;0;660136;660136;0;13038;673174;808;174957;848939
